[00000.00-00004.20] 好的,我们看完个试歌体材之后,我们来看一下
[02344.12-02345.12] 含沒到呢
[02345.12-02346.76] 這剛剛到的 含沒開始說
[02346.76-02350.04] 在那个地方 接下来要做其他的事
[02350.04-02351.36] 就已经开始想到吃了
[02351.36-02353.12] 所以我们经常说吃过
[02353.12-02353.80] 就是它
[02353.80-02356.24] 所以我们所说它到黄州的时候
[02356.24-02356.96] 它写到了
[02356.96-02359.72] 把这次补充在旁边打出一样
[02359.72-02360.96] 除了到黄州说了
[02360.96-02362.12] 它这一生的从
[02362.12-02363.64] 我们所说的什么经过了
[02363.64-02365.24] 杭州密州徐州
[02365.24-02367.56] 胡州黄州会州担州 对吧
[02367.56-02368.96] 那它第一次我们所说的
[02368.96-02371.04] 被扁 其实就是到了黄州
[02371.04-02372.00] 到了黄州之后
[02372.00-02373.28] 它的人生被扁的
[02373.28-02374.64] 这个起落落落落的过程
[02374.64-02375.68] 还没有停
[02375.68-02376.72] 他又到了哪呢
[02376.72-02377.98] 他又去了汇州
[02377.98-02378.74] 廣東那边
[02378.74-02380.02] 大家知道汇州很多
[02380.02-02381.96] 刚才吃洋击股就是在汇州
[02381.96-02384.52] 汇州还有我们所说各种干的机也很好吃
[02384.52-02386.18] 他来到汇州之后吃什么呢
[02386.18-02386.80] 立之
[02386.80-02390.60] 所以他被点到汇州之后写了一首次
[02390.60-02391.90] 叫汇州一决
[02391.90-02393.32] 这里面有一句话
[02393.32-02394.68] 同时需要给他标准出来
[02395.84-02397.04] 这句话也常考
[02397.04-02399.00] 叫日旦立之三百克
[02399.00-02400.90] 不辞常做领男人
[02400.90-02402.12] 你看这日子过的是
[02402.12-02403.12] 咱们想想不到的
[02403.12-02404.92] 但是在那种年代之下
[02404.92-02407.16] 其实相对来说都是过得比较苦的
[02407.16-02408.24] 所以在这里面
[02408.24-02409.92] 它总是能够苦中做了
[02409.92-02411.04] 这是吃到了汇州
[02411.04-02412.84] 它扁了最远的地方在哪
[02412.84-02414.12] 这家闹它自己的
[02414.12-02415.84] 我们所说的自数说
[02415.84-02417.08] 平身三去处
[02417.08-02418.84] 对黄州汇州单州
[02418.84-02420.88] 它扁了最远的地方
[02420.88-02422.24] 就是到了海南
[02422.24-02424.36] 扁到了我们所说的单州
[02424.36-02426.12] 它扁到了单州之后
[02426.12-02427.20] 大家知道那个时候
[02427.20-02429.44] 哪些现在说海南现在是旅游生地
[02429.44-02430.56] 那个时候的海南
[02430.56-02431.56] 不某指地
[02431.56-02433.96] 没有语言没有肉更无米面
[02433.96-02435.28] 所以吃的东西特别的少
[02435.28-02436.72] 但是就是这样的话
[02436.96-02438.52] 也没有难度苏世
[02438.52-02440.32] 苏世在海南发现了什么
[02440.32-02441.60] 发现了生号
[02441.60-02443.04] 老美卫没死了
[02443.04-02445.68] 所以苏世给他儿子写新的时候还说什么
[02445.68-02446.92] 说东科在海南
[02446.92-02448.88] 十豪而美爱卖太好吃了
[02448.88-02449.84] 然后丁主他儿子
[02449.84-02451.00] 做好往民工做
[02451.00-02453.76] 不要让其他官员知道他们知道生号好吃的话
[02453.76-02454.92] 会过来跟我搅的
[02454.92-02457.40] 那你看这是他走一路吃一路
[02457.40-02461.20] 所以他是一个某种程度上的美食家
[02461.20-02462.22] 某种程度上美食家
[02462.22-02463.44] 但是我们其他的能看到
[02463.44-02465.68] 他通过去吃就能够发现
[02465.68-02467.28] 他在生活当中有一些
[02467.28-02468.76] 他的热爱和启脱的
[02468.76-02470.80] 所以这个人生意过达
[02470.80-02472.32] 这真的是这个样子
[02472.72-02474.88] 所以我们所说的
[02474.88-02476.32] 他在背变的路上
[02476.32-02477.32] 两手时
[02477.32-02478.84] 一个是出到黄州
[02478.84-02480.28] 一个是会州一觉
[02480.28-02482.20] 但单州那个地方就不用说了
[02482.20-02483.08] 东泼在海南
[02483.08-02484.44] 生了十号而美
[02484.44-02485.84] 这个同名不用去计
[02485.84-02487.96] 在这里面大家要注意一下
[02487.96-02490.24] 那在这除了它在背典的路上
[02490.24-02491.80] 见过很多的美食之外
[02491.80-02493.72] 它也吃过一些其他的这美食
[02493.72-02496.28] 比如说我们经常说的是东坡肉
[02496.28-02497.44] 东坡肉那个时候
[02497.44-02499.76] 大家都知道北送的生活条件特别的好
[02499.76-02502.20] 所以猪肉一般有钱人家不吃
[02502.20-02505.32] 但是东坡就发现了有一个特别好吃的美食
[02505.32-02507.44] 就是是东坡肉
[02507.44-02508.24] 这东坡肉
[02508.24-02509.60] 所以能够看得出来
[02509.60-02511.32] 在它对生活的态度里面
[02511.32-02513.12] 它一直存有一些温暖
[02513.12-02516.00] 仍此充实和美好的一些东西
[02516.00-02519.08] 而这些通过他的词表现出来的
[02519.08-02521.12] 比如说他虽然做一个美食家
[02521.12-02522.08] 他写为手词
[02522.08-02523.40] 这词里面同们标
[02523.40-02525.12] 标注在旁边做一个补充
[02525.12-02528.88] 就做幻西沙西与协风做小喊
[02528.88-02530.84] 你看他在这里面说到了一句话
[02530.84-02532.24] 还是和吃的有关
[02532.24-02534.36] 血默如花福山
[02534.36-02535.20] 你看还是吃的
[02535.20-02536.28] 后面有句话
[02536.28-02538.40] 叫人间有位事情观
[02538.40-02540.08] 你就在旁边想这句话就行了
[02540.08-02541.76] 知道他是原资于什么
[02541.76-02544.88] 他是原资于书室的词就可以了
[02544.88-02547.96] 对于他来说吃水壮人生的态度
[02547.96-02549.60] 用零青血先生的话来说
[02549.60-02552.44] 他说清晃是生命中的检设
[02552.44-02555.60] 也就是说找到生命当中的一些本质
[02555.60-02556.84] 这个才是他的清晃
[02556.84-02558.88] 他通过去吃他回味到了生活当中
[02558.88-02561.52] 这对他来说就是什么人间有位
[02561.52-02563.36] 所以在这里面大家注意一下
[02563.36-02565.56] 应该这句话改变成了一个电视剧吧
[02565.56-02567.84] 我记得好像是村窍阳位的电剧
[02567.84-02569.56] 叫人间智慧是清晃的
[02569.56-02572.32] 所以就是来自于我们所说的这个
[02572.32-02574.32] 蘇士的此 蘇士的此
[02574.32-02575.44] 所以大家注意一下
[02575.44-02577.12] 這是我們所說的有關於
[02577.12-02579.28] 蘇士 他在美食上的一些
[02579.28-02581.12] 奉義 打疫調注意一下
[02581.12-02583.36] 當然 除了美食上的造裔之外
[02583.36-02585.20] 蘇士還有很多的朋友
[02585.20-02586.12] 他這個人
[02586.12-02588.40] 他的性格是非常招人喜歡
[02588.40-02590.00] 然後大家之前在網上
[02590.00-02591.76] 不是經常開玩笑我們說
[02591.76-02593.00] 那個懷迷意義威起
[02593.00-02594.08] 其實在本質上
[02594.08-02596.60] 蘇士身邊的人人都想成為張懷迷
[02596.60-02598.92] 甚至包括和他在正見上
[02598.92-02602.04] 有敵對關係的玩實和蘇士之間
[02602.04-02603.80] 关系去到后期也不错
[02603.80-02604.92] 这就骨袋的门人
[02604.92-02606.64] 他们身上就是有一种坦道
[02606.64-02607.68] 就不会因为说
[02607.68-02610.56] 在工作上会应正见上的不合产生一些
[02610.56-02612.64] 我们之间的这种嫌弃不会的
[02612.64-02613.92] 到了晚年的时候
[02614.60-02615.48] 晚安时呢
[02615.48-02616.52] 他很多
[02616.52-02617.68] 大家都知道晚安时变法
[02617.68-02619.56] 这变法的效果
[02619.56-02621.56] 大家也在我们在那个历史当中
[02621.56-02622.36] 请给大家讲过
[02622.36-02623.20] 第一次变法
[02623.20-02624.92] 一变法除了提一变法就是问题
[02624.92-02626.68] 后来晚安时他晚年的这些想法
[02626.68-02627.64] 没有办法得到实现
[02627.64-02629.48] 于是他就引拘了
[02629.48-02632.70] 引据到了那就引据到了南京
[02632.70-02633.74] 他此官去南京了
[02633.74-02637.24] 后来有一次苏斯路文南京的时候还专门去看了这个玩意事
[02637.24-02639.50] 玩意事知道苏斯去看他之后
[02639.50-02640.90] 我早上起来特别开心
[02640.90-02643.68] 然后也没有说怎么输装就输血
[02643.68-02646.88] 其实毛泪就去那个桥头去接这个苏斯了
[02646.88-02648.28] 苏斯看到玩意事之后
[02648.28-02652.02] 居了一共说今天穿粗大衣的就来见大城像了
[02652.02-02653.12] 不好意思就调砍
[02653.12-02654.52] 玩意事就说说辣稳吧
[02654.52-02655.60] 对了这类子里说
[02655.60-02657.64] 离法是为我们这种人设置的
[02657.64-02658.80] 所以你能够看得出来
[02658.80-02660.60] 苏世人的性格
[02660.60-02662.24] 就是不记钱贤人
[02662.24-02663.56] 非常的坦道
[02663.56-02664.96] 所以说它身边的朋友
[02664.96-02666.40] 人人都是张怀民嘛
[02666.40-02666.76] 对吧
[02666.76-02668.28] 所以在猜有了我们所说的
[02668.28-02669.84] 记也成天思议议议
[02669.84-02670.56] 也有
[02670.56-02671.76] 怀民意味情
[02671.76-02672.20] 对吧
[02672.20-02673.08] 怀民你睡了吗
[02673.08-02674.00] 我没睡
[02674.00-02674.72] 所以猜有了
[02674.72-02676.28] 大家之前在网上调查的这个
[02676.28-02677.88] 其实能够看出来苏世
[02677.88-02679.84] 比较喜欢交朋友的
[02679.84-02681.72] 这个它的性格有很大的一种关系
[02681.72-02682.68] 所以记成天思议
[02682.68-02683.76] 也有咱们来看一下
[02683.76-02685.28] 就是大家之前说的
[02685.28-02687.52] 说原风六年十月十二月
[02687.52-02690.20] 解一遇税越色如何 想睡覺
[02690.20-02691.64] 越亮着醒来了
[02691.64-02692.76] 越亮不舒遇我不睡
[02692.76-02694.12] 我是突头小宝贝 对吧
[02694.12-02696.16] 拍开心了 心燃起醒
[02696.16-02697.56] 穿上衣服又起来了
[02697.56-02699.56] 没有人跟他一块开心 早谁呢
[02699.56-02702.56] 找坏眠 所以睡至成天四旋张坏眠
[02702.56-02704.12] 坏眠 一位请
[02704.12-02705.20] 坏眠你睡了吧
[02705.20-02706.48] 坏眠我眠睡 对吧
[02706.48-02707.44] 后面就说了
[02707.44-02709.20] 相遇不一中挺心上
[02709.20-02711.64] 久久天上越了这样一个景色
[02711.64-02714.64] 你看 停下如击水空明
[02714.64-02717.24] 水中早性交红 盖住外影业
[02717.24-02721.24] 非常美,就是把那种印子看成像流水一样,对吧?
[02721.24-02723.72] 后面说了,和夜5月和初5朱白呀。
[02724.92-02728.48] 这种景色,大多数地区都能够看得到,但是什么?
[02728.48-02732.68] 但少闲人如两人这只是没有像我们一样的人而已。
[02732.68-02735.68] 这个就是他所说的,成年次也有。
[02735.68-02740.20] 所以这是我们所说的,苏士,他的一些人生的这样的一些态度,
[02740.20-02742.88] 以及他对于生活的一些感目,
[02742.88-02745.40] 所以我还是建议大家有时间的许读读试,
[02745.40-02747.48] 尤其他人生如逆虞
[02747.48-02748.58] 我意识行人
[02748.58-02749.60] 独国苏士之后
[02749.60-02751.32] 其实能够了解
[02751.32-02752.84] 或者是掌握的
[02752.84-02754.36] 就是你无论多大的困境
[02754.36-02756.92] 其实都不是说不可超脱的
[02756.92-02757.84] 所以大家注意一下
[02757.84-02758.84] 这是我们所提到的
[02758.84-02760.72] 关于苏士他的基礎租座
[02760.72-02761.80] 我们在这儿讲了
[02761.80-02763.64] 苏士的基礎租座只是在这里面
[02763.64-02764.32] 大家知道
[02764.32-02765.76] 给大家去讲清楚了很多
[02765.76-02768.72] 和苏士有关的相应的一些内容
[02768.72-02770.04] 但是我们也经常说
[02770.04-02772.04] 苏士这个人是北达楼
[02772.04-02773.30] 什么叫北达楼
[02773.30-02774.92] 大家要在旁边去标准
[02774.92-02778.76] 再给他去进步 成就是和苏士并成的人有很多
[02778.76-02782.08] 就是因为苏士这个人 此写了好 文写得也好
[02782.08-02785.16] 失写得也好 话话得也特别好
[02785.16-02787.46] 所以在这里面就有我们所说的
[02787.46-02791.32] 百大老苏 我们刚才说了他和他的弟弟和和
[02791.32-02793.96] 和父姐成为做做什么 三苏
[02793.96-02797.44] 那当然他有一些其他的考点 大家也旁边标注一下
[02797.44-02800.28] 就是与与心气级
[02801.28-02802.56] 一会儿我们就讲到了
[02802.56-02805.26] 何称為什麼呢?何称為俗心?
[02806.62-02808.16] 因為他們兩個的詞
[02808.16-02809.16] 寫了都特別好
[02809.16-02811.10] 而且都是好放牌子
[02811.10-02812.46] 與歐洋修
[02813.46-02816.40] 歐洋修當時是送朝文學第一人
[02816.40-02819.20] 與歐洋修何称為什麼呢?
[02819.20-02821.80] 標準在旁邊何称為歐修
[02823.10-02826.64] 因為文章寫得特別好
[02826.64-02827.76] 與黃庭間
[02827.76-02830.24] 因為黃庭間的失血的也不錯
[02830.24-02831.32] 所以云
[02832.32-02833.52] 黄庭兼
[02836.84-02837.84] 和称
[02839.44-02840.32] 苏黄
[02840.32-02842.76] 只是在实上的遭言特别的高
[02842.76-02843.32] 当然了
[02843.32-02844.16] 大家都知道
[02844.48-02847.32] 苏市市的唐宋八大家之一
[02847.32-02848.72] 韩柳三苏王
[02848.72-02849.80] 宗宫和欧阳
[02849.80-02852.24] 所以他也是唐宋八大家之一
[02852.24-02853.76] 苏法写得特别好
[02853.76-02855.28] 苏法写得特别好呢
[02855.60-02856.72] 白太平的旁边
[02856.72-02857.36] 云黄庭兼
[02857.36-02858.72] 我就简单写了黄了
[02858.72-02859.28] 还有谁呢
[02859.28-02860.28] 秘服
[02860.28-02861.88] 当然有说是米配的
[02861.88-02862.88] 它是个多音子
[02862.88-02864.28] 还有菜香
[02867.28-02868.28] 核称
[02869.28-02870.28] 送四家
[02873.28-02875.08] 输法非常不错
[02875.08-02876.68] 大家知道天下第一行说
[02877.68-02878.68] 蓝挺续
[02878.68-02879.68] 天下第二行说
[02879.68-02880.48] 记着文宝
[02880.48-02882.48] 天下第三行说韩世铁
[02882.48-02883.68] 就是苏世铁的
[02883.68-02885.88] 所以这个人在文学上的做意太高了
[02885.88-02888.68] 他的詞他的文
[02888.68-02892.00] 他的詞甚至包括他的書法
[02892.00-02893.28] 都是非常地覺得
[02893.28-02894.44] 所以我說了擺大樓書
[02894.44-02895.80] 和誰都能帶一塊去
[02895.80-02897.20] 所以在這裡面帶著一下
[02897.20-02898.40] 這是個蘇勢有關的
[02898.40-02900.20] 一些內容 擺大樓面確
[02900.20-02902.68] 所以這裡面的內容還是比較多的
[02902.68-02903.92] 好 那這是好方外
[02903.92-02905.92] 詞人當中的第一個就是蘇勢
[02905.92-02907.64] 好外詞人當中的第二個是誰呢
[02907.64-02909.00] 就是新積極
[02909.00-02911.08] 新積極首先第一個名確他的朝代
[02911.08-02911.88] 標準一下
[02911.88-02912.60] 卻一
[02912.60-02915.72] 新積極是南送的愛國詞人
[02915.72-02917.48] 新戒截 新戟截
[02917.48-02920.04] 他其实在我们所说的
[02920.04-02921.80] 金的土地上长大的
[02921.80-02925.80] 他的爷爷当时是经过的一个大将
[02925.80-02927.64] 但是不是判变了去的
[02927.64-02928.44] 就是没有办法
[02928.44-02929.40] 所以那个时候
[02929.40-02931.56] 就是他的父亲叫
[02931.56-02933.24] 他的祖父叫新战
[02933.24-02934.20] 所以被迫
[02934.20-02935.40] 就在那个地方做了降领
[02935.40-02936.60] 但是他从小对新戟
[02936.60-02937.96] 都是有一些爱国教育的
[02937.96-02940.04] 就告诉他总理他去看说
[02940.04-02941.32] 他这块地那块地
[02941.32-02941.64] 那块地
[02941.64-02943.00] 一箱总是咱们大送的
[02943.00-02945.48] 所以希望新戟长大之后能够
[02945.48-02949.50] 投身在他的送朝的建設當中去
[02949.50-02950.96] 所以新一從小就知道
[02950.96-02952.70] 天下都應該是送朝的
[02952.70-02953.80] 不應該是驚人的
[02953.80-02956.20] 所以他愛國的情況特別的強烈
[02956.20-02957.34] 他長大了之後
[02957.34-02959.72] 他就在當地直接了2000人去抗金
[02959.72-02961.44] 但是大家知道2000人
[02961.44-02963.24] 破放不出來多大的水滑
[02963.24-02967.48] 後來他就投奔了奇異軍是誰叫做梗金
[02967.48-02968.78] 奇異軍的梗金
[02968.78-02969.88] 對他特別的好
[02969.88-02971.68] 他也特別喜歡梗金的這個降領
[02971.68-02974.68] 只不過奇異軍當中有一個人叫張安谷判電了
[02974.68-02976.08] 把这个梦经杀掉了
[02976.08-02978.16] 后来星期几期就说要给他的老大报仇
[02978.16-02979.76] 当时领了50多个人
[02980.48-02981.48] 只领了50多个人
[02981.48-02983.48] 去偷洗了人家这个张观
[02983.68-02985.00] 几万人的军有
[02985.00-02986.88] 你想想那代是什么样的气魄
[02986.88-02988.28] 那在进去了之后
[02988.28-02989.60] 真的是不要命了
[02989.60-02991.44] 所以几万人就被他做拿捏了
[02991.44-02994.16] 当时他们的50多个人传出手衛都要下死了
[02994.16-02996.00] 后来一路批了批了扒拉的
[02996.00-02997.76] 就把张观抓住了
[02997.76-02999.00] 抓住了之后送了朝廷
[02999.00-03000.60] 朝廷批烫了天的真人梦
[03000.60-03001.16] 对吧
[03001.16-03002.08] 不要命
[03002.08-03003.36] 然后给他一动刮
[03003.36-03004.84] 还给了他一定的关止
[03004.84-03006.44] 那当时的新一句想
[03006.44-03008.72] 我的这一条满酱热血的报复
[03008.72-03010.72] 就一定可以在
[03010.72-03012.12] 这个时候都会实上了
[03012.12-03013.80] 大家都知道他是难送啊
[03013.80-03016.08] 难送大部分的官员主什么
[03016.08-03018.08] 主乡不主战
[03018.08-03020.08] 所以你看他又是满酱热血
[03020.08-03022.08] 然后都是有报复又很勇惡
[03022.08-03024.08] 所以他注定就和那个时代
[03024.32-03025.84] 不是同一个取调的
[03025.84-03028.28] 所以他已经是注定是一个悲剧的人物了
[03028.28-03031.80] 所以在后期的时候他做官
[03031.80-03033.68] 做了一些地方官
[03033.68-03035.56] 但是都不是他想做的那种
[03035.56-03038.44] 比如说他在江西做的江西的巨房官
[03038.44-03040.64] 但是没有办法施展他的报复
[03040.64-03044.88] 他他能够从现实当中感受到民间的这种极苦了
[03044.88-03046.28] 但是他又很无难
[03046.28-03048.44] 所以后来的时候他又过上了什么
[03048.44-03049.48] 于是五周的生活
[03049.48-03050.92] 就是他没有办法去改变
[03050.92-03052.08] 所以他最后呢
[03052.08-03053.84] 就是也算是规刑了
[03053.84-03055.84] 这是我们所说的新奇节
[03055.84-03057.60] 新疫情他的这个
[03057.60-03059.04] 因为是好方派辞任
[03059.04-03060.44] 所以在这里标注一下
[03060.44-03064.08] 第一次把金割铁码的空枪只剩代入到
[03064.92-03065.56] 此理来
[03065.56-03067.68] 所以这是第二个 但叫注意一下
[03067.68-03069.92] 第三个在这里面 大家明确
[03069.92-03074.08] 新鲸几个有很多的我们所说的文学注作
[03074.08-03077.44] 所以它的这些此理面有一些地方需要我们去记
[03077.44-03080.24] 比如在这个地方 朋友来看一下就谱散门
[03080.24-03081.80] 书江西造口闭
[03081.80-03085.52] 这个就是它去这将干扯去做地方高尔的时候
[03085.52-03088.40] 到了一个地方 这个地方叫什么叫玉菇台
[03088.40-03091.92] 然后在于古台那个地方他就看着一将滚滚的流水
[03091.92-03092.76] 然后呢
[03093.12-03093.84] 就
[03094.00-03097.80] 还有看到了就是当时的那个战乱带来的百姓的流力师傅
[03097.80-03100.76] 他就没有办法困不住留下了那种热类
[03100.76-03103.24] 然后转头北望但是有无几可时
[03103.24-03104.28] 所以这个时候呢
[03104.28-03104.80] 这
[03105.04-03106.24] 你更悲良了
[03106.24-03106.48] 对吧
[03106.48-03108.24] 你想一想那个花花的那个流水
[03108.24-03109.96] 还有我们所看到的战友型人
[03109.96-03111.20] 就这个场景啊
[03111.20-03113.76] 虽然没有像我们在给大家讲党时的时候
[03113.76-03115.40] 当时李大招和程度就现成
[03115.40-03116.80] 看到那个场景那么气洒
[03116.80-03117.84] 但差不多了
[03117.84-03125.08] 但是它无计可适,而就在这个时候远处产来了这股的教授,让它原本能被两个新竞更加得得了。
[03125.08-03133.20] 所以它就写了一首词,就是这首,就书江西造口闭,就要预辜台下清江水,中间多少行内啊。
[03133.20-03140.52] 看着战乱所带来的这一切,有多少人是离散的,所以写了这个,西北望长安可连无数上啊。
[03140.52-03143.50] 就是他往西北望,但是他一点半他都没有
[03143.50-03146.40] 后面清山遮捕住,毕竟都留去
[03146.40-03150.00] 后面叫江碗正仇于深山文责谷
[03150.00-03154.00] 那这个就是他当时所看到的这个场景有点发的
[03154.00-03156.64] 就是他的第一手词,大家稍微有个印象
[03156.64-03160.48] 他的第二手词要在这里给大家介绍的是清晕暗源西
[03160.48-03164.84] 这些一个非常重要的点,同时注意一下,因为这个点考察片率很高
[03164.84-03168.44] 第一个,在这一首词当中会考察,第一个
[03168.44-03170.68] 任務和著作的對應
[03170.68-03173.24] 那出現這個話你就應該知道是誰寫的
[03173.24-03175.08] 這千萬秒知道是新積極寫的
[03175.08-03177.24] 第二個在這首詞當中考察什麼
[03177.24-03179.40] 節日和十歌的對應
[03182.40-03184.04] 我簡單寫節日了
[03184.04-03185.08] 比如說他經常
[03185.08-03186.88] 會在這裡說中理尋他千百度
[03186.88-03189.08] 莫然回首那人去在東火蘭山處
[03189.08-03189.92] 什麼節
[03189.92-03191.32] 那你這時候要知道
[03191.32-03193.04] 原銷解滿原稀
[03193.04-03194.28] 再一個呢就會在這裡
[03194.28-03196.28] 也深考察制學三進
[03198.44-03201.52] 所以就这种子 它单纯的再去考的时候
[03201.52-03203.92] 它的科考的频率还是比较高的
[03203.92-03206.48] 首先第一个我们来看一下青院原西
[03206.48-03207.72] 它在这里面提到了
[03207.72-03209.84] 叫卓业业业放花芡数
[03209.84-03211.76] 更吹落星如雨后面
[03211.76-03213.36] 把了巴拉说一大堆都不重要
[03213.36-03214.52] 最重要的是最后雨坏
[03214.52-03216.36] 我们在旁边做一个补充
[03216.36-03218.20] 叫重力循他牵摆度
[03218.20-03219.16] 默人回首
[03219.16-03221.48] 那人却在东火来山处
[03221.48-03222.88] 他其实写着有此的时候
[03222.88-03224.04] 你看他写的是什么呢
[03224.04-03227.00] 他写的这个是原销节的景象
[03227.00-03229.56] 你看到後面說寶馬丟車鄉滿路
[03229.56-03233.60] 鳳銷生動 玉胡光轉 一夜 魚龍物
[03233.60-03235.96] 其實當時那個原銷節還是很熱鬧的
[03235.96-03237.48] 尤其他所深處的這個地方
[03237.48-03238.68] 消量實在很繁華
[03238.68-03241.60] 所以就能看到我們所說的這種公主交錯
[03241.60-03243.20] 節日的這樣一個盛況
[03243.20-03247.00] 你看額兒血流黃金旅 效於營營暗香去
[03247.00-03249.80] 它營念走來很多的人
[03249.80-03250.80] 頭上帶著什麼呢
[03250.80-03252.40] 帶著那種視片
[03252.40-03254.60] 你看額兒血流 黃金旅
[03254.60-03256.20] 同時戴任何黃金的視頻
[03256.20-03257.80] 笑語形形按下去
[03257.80-03260.00] 女孩子走過來之後身上有很多的香氣
[03260.00-03261.20] 然後漂來漂去
[03261.20-03263.20] 但是你還就是這樣的一個場景
[03263.20-03265.40] 和他自己所深處的這個地方形成了
[03265.40-03266.40] 先名的對比
[03266.40-03268.20] 大家沒有意識到在打仗
[03268.20-03270.20] 沒有意識到我們所說的這個國家
[03270.20-03272.80] 國之我們所說的面臨的這樣一些傾向
[03272.80-03274.60] 大家就是和平常一樣生活
[03274.60-03276.40] 對吧還是這種想和的景象
[03276.40-03278.20] 但實際上是這樣的不是
[03278.20-03280.00] 他自己滿懷熱血暴
[03280.00-03282.60] 他自己想要去幫這個國家變好
[03282.60-03284.20] 但是有人和他一道嗎
[03284.20-03288.30] 没有,所以他就是那个热闹人群当中最估计的这样一个人
[03288.30-03290.10] 所以他就写了这样一首次
[03290.10-03293.04] 你看到后面的一块,叫重力尋他千百度
[03293.04-03295.46] 和我一样的那个人到底在那儿啊
[03295.46-03298.34] 末然回首,那人却在灯火烂山住
[03298.34-03302.02] 我一看,这个人不就在灯火之下嘛
[03302.02-03303.14] 就是说他自己
[03303.14-03306.74] 所以在这里面,这是他写,秦月爱元西方状所对应的
[03306.74-03309.38] 所以在这里,第一个大家知道,他是新鲸机写的
[03309.38-03312.62] 第二个他请说的就是什么,元宵杰、元宵杰
[03312.62-03315.86] 所以经常会给到节日和适合的对应 你要知道
[03315.86-03318.62] 第三一个就是它最后一句话叫重理询
[03318.62-03321.70] 它千百度默然回手那人去在动活兰山处
[03321.70-03326.28] 这一句话其实从整体上就成为了后来王国为在人间
[03326.28-03328.42] 此话当中所提到的秩序三进
[03328.42-03329.62] 秩序有三进
[03329.62-03331.90] 那三进同时需要在旁边补充
[03331.90-03333.86] 秩序当中的第一进叫做
[03333.86-03335.98] 卓业西风丢笔术
[03337.18-03342.22] 在旁边叫做卓业西风丢笔术
[03342.62-03350.82] 就从来啊 嘴也西方调避数
[03350.82-03354.52] 独上高楼望近天下路
[03354.52-03361.52] 独上高楼望近天下路
[03361.52-03364.12] 这是治学的第一进
[03364.12-03367.52] 这是学习的时候都会有迷茫 对吧
[03367.52-03370.02] 独上就嘴也西方调避数
[03370.02-03371.42] 独上高楼望近天下路
[03371.42-03373.70] 我听了 斗数都是这个样子
[03373.70-03374.50] 你学习时的时候
[03374.50-03376.54] 在最初的时候就会遇到这样的名码
[03376.54-03376.86] 对吧
[03376.86-03379.46] 但是你学进去之后就会处在第二状态
[03379.46-03380.82] 这学第二件是什么呢
[03380.82-03382.34] 叫一代建寸宗部会
[03382.34-03384.14] 为一销的人小翠
[03388.38-03390.54] 一代建寸宗部会
[03390.54-03391.14] 后面
[03391.54-03392.42] 为一
[03393.46-03394.46] 销的
[03395.18-03396.18] 人小翠
[03396.90-03398.90] 虽然在学习的时候会有名码
[03398.90-03401.40] 但是你一旦认定目标之后
[03401.40-03403.10] 你就要某定目标
[03403.10-03405.10] 资资不据的去往前选
[03405.10-03407.50] 所以这就到进入到了学习的第二个境界
[03407.50-03409.10] 小微依销的人巧碎
[03409.10-03411.00] 当你真的学进去了时候
[03411.00-03412.10] 就可以怎么样
[03412.10-03414.70] 重理学他千百度实现的目标
[03414.70-03416.50] 那人却在灯火兰山处
[03416.50-03418.90] 这对我们在考工考试变
[03418.90-03420.90] 考三之一符考军的文质等等
[03420.90-03422.10] 你猜猜这个考试当中
[03422.10-03423.70] 也是室用的
[03423.70-03425.70] 你在这开始有一学工用技术知识的时候
[03425.70-03426.90] 就可以发现很多
[03426.90-03427.90] 有很多的同学就说
[03427.90-03430.58] 老师那个视频实常太常了,我听不完
[03430.58-03432.16] 很多同学在弹幕当中
[03432.16-03433.86] 说说,老师我听了之后
[03433.86-03435.34] 我听了前面就忘了后面
[03435.34-03437.26] 你学习的时候就会有这样的名码
[03437.26-03438.94] 但是你需要某听了一个目标
[03438.94-03440.06] 这个目标真是什么
[03440.06-03442.18] 你一定要兼显,你只要学完了
[03442.18-03443.38] 你踏弹师去学了
[03443.38-03445.06] 就可以去成功商案了
[03445.06-03448.34] 你在你的百度网盘里收藏了无数个老师
[03448.34-03450.70] 对吧,你给大家去分享很多的工具老师
[03450.70-03452.74] 很多的深度老师,很脱的形测老师
[03452.74-03455.74] 但是哪一个老师是你完完整整
[03455.74-03459.02] 意思不辣的按照老师的思路就被完全听完的
[03459.02-03461.86] 那这个时候与其多倒是不如今
[03461.86-03463.42] 你与其说收藏那么多老师
[03463.42-03465.38] 你都不如说先听完一个老师
[03465.38-03466.18] 我都掌握了之后
[03466.18-03467.90] 再听其他老师插缺不漏
[03467.90-03469.02] 他是这样的一个过程
[03469.02-03470.66] 所以学习的时候你会很密码
[03470.66-03471.66] 他东西是很多
[03471.66-03474.46] 但是你一定要知道学习要某地的目标的
[03474.46-03476.34] 你无论是参加考试要某地的目标
[03476.34-03477.78] 还是你学习去认准的
[03477.78-03479.18] 这样一个跟学老师的目标
[03479.18-03480.38] 就是多少去某地
[03480.38-03482.66] 所以只有某地目标之后才能够监定
[03482.66-03483.90] 才能投入进去
[03483.90-03485.50] 才能认定目标资资不卷
[03485.50-03487.62] 一直到后面学成了
[03487.62-03489.74] 末然回首那人去在东伙篮山
[03489.74-03492.06] 出学进去了学成了学经了
[03492.06-03493.42] 虽然有成功上了
