[00000.00-00002.00] 蘇上蘇頂道的第二名確實是什麼
[02211.42-02213.22] 达到中等发的国家水平
[02213.22-02214.12] 后面这一话
[02214.12-02216.26] 叫基本实现先来话
[02216.26-02217.68] 所以到平也就说了
[02217.68-02218.92] 说国家未来的发展
[02218.92-02220.50] 咱们就分战略这三步走
[02220.50-02221.88] 第一步老百姓吃饭
[02221.88-02222.94] 第二步总体小康
[02222.94-02223.66] 第三步
[02223.66-02226.06] 我们用将近50多年的时间
[02226.06-02227.14] 来基本实现
[02227.14-02228.14] 现在化的建设
[02228.14-02230.02] 这是最开始对于新的话进程
[02230.02-02231.14] 他的一个提出
[02231.14-02232.50] 但是我们也不能发现
[02232.50-02234.18] 在当小平也那个时期
[02234.18-02235.06] 我们前两步
[02235.06-02238.78] 其实在他老人家还来主理国家大事的时候
[02238.78-02240.30] 其实已经实现了
[02240.30-02242.90] 结局跟某问题在小朋友说实现了
[02242.90-02246.46] 然后达到总体小康也在他那个实际怎么样实现了
[02246.46-02248.94] 那生前那些时间是在那个时间的
[02248.94-02250.34] 老人家一看说不行
[02250.34-02251.94] 我款不了那么长时间对吧
[02251.94-02254.42] 所以他就把前两部结束之后
[02254.42-02256.38] 然后接下来他的这个基利报
[02256.38-02259.66] 对于国家未来的发展就交到了下一任国家领导人手中
[02259.66-02260.06] 对吧
[02260.06-02263.06] 这个就是我们所说的三个代表的提出者
[02263.06-02266.14] 那我们所说的三个代表的提出的江泽民统治
[02266.14-02268.64] 他结果这个结利帮的时候
[02268.64-02270.74] 他其实面严的是那个时间段呢
[02270.74-02273.50] 他其实面严的是从20世纪末
[02273.50-02275.10] 也就是21世纪出版
[02275.10-02277.38] 也就是两天年左右这个没有问题吧
[02277.38-02278.38] 一直到什么
[02278.38-02280.48] 一直到我们所说的21世纪中严
[02280.48-02281.58] 同时什么干绝
[02282.66-02283.54] 什么干绝
[02283.54-02284.94] 绝了对不对
[02284.94-02287.98] 50年未来50年发展怎么去走
[02287.98-02288.98] 怎么能够走得好
[02288.98-02291.06] 这是一个非常重大的这样的一个命题
[02291.06-02292.86] 所以当时我们会发现
[02292.86-02295.26] 江农民同志看了成半长的50年之后说
[02295.26-02296.46] 接下来怎么怎么办
[02296.46-02297.46] OK
[02297.46-02299.26] 咱们再把这50年怎么样
[02299.26-02301.90] 化成三部于是在原来
[02301.90-02304.54] 到平同志老三部的记录之上
[02304.54-02306.26] 接下来有了一个新的概念
[02306.26-02306.86] 叫什么
[02306.86-02307.66] 新三部
[02307.66-02310.86] 朋友们来看一下新三部他针对的时间节点是什么
[02310.86-02312.86] 新三部针对的时间节点是
[02312.86-02314.06] 21世纪初
[02314.06-02314.86] 我们就恰
[02314.86-02316.46] 假设是在2000年左右
[02316.46-02318.46] 一直到2050年至50年
[02318.46-02319.86] 他又化很出了三部
[02319.86-02321.26] 換回出了哪三部呢
[02321.26-02322.90] 還是一樣的10年10年
[02322.90-02323.82] 每一個階段
[02323.82-02326.66] 他說從20世紀末到2010年
[02326.66-02328.46] 你看到2010年左右
[02328.46-02330.10] 在這裏為大家標準出來了
[02331.46-02332.86] 到2010年左右
[02332.86-02333.30] 他說了
[02333.30-02334.54] 國民生產總值
[02334.54-02335.50] 要發展
[02335.50-02336.98] 讓老百姓的生活怎麼樣
[02336.98-02337.78] 更加
[02337.78-02338.54] 寬於
[02338.54-02338.98] 對吧
[02338.98-02340.54] 這是我們所說的頭10年
[02340.54-02341.98] 那第二個10年幹嘛呢
[02341.98-02342.86] 第二個10年呢
[02342.86-02343.66] 就是提到
[02343.66-02345.54] 叫做經濟發展更加晚上
[02345.54-02346.42] 制度要怎麼樣
[02346.42-02347.10] 更加晚上
[02347.10-02348.34] 那這是第二個10年
[02348.34-02349.62] 到2012年
[02349.62-02351.66] 2020年往后
[02351.66-02352.50] 2020往后
[02352.50-02353.98] 他也管不了那么长时间了
[02353.98-02354.42] 对吧
[02354.42-02355.06] 于是他说了
[02355.06-02357.62] 2020年到21世纪中业干嘛呢
[02357.62-02359.30] 和前面倒平同志一样
[02359.30-02361.66] 叫基本实现现的话
[02361.66-02362.82] 所以我们会发现
[02362.82-02365.22] 无论是老三部还是新散部
[02365.22-02366.94] 他的整体的进程
[02366.94-02368.70] 其实是没有发生变化的
[02368.70-02370.94] 在这两个三部的进程当中
[02370.94-02371.82] 我们会发现
[02371.82-02372.82] 他其实在这里面
[02372.82-02375.70] 本身都是提到到21世纪中业
[02375.70-02376.90] 基本实现现的话
[02376.90-02378.42] 就是整体的进度怎么样
[02378.42-02379.26] 没有变
[02379.26-02381.50] 那这种的是我们所说的江澤民统治
[02381.50-02383.18] 那说老师汇引套红之呢
[02383.18-02385.82] 汇引套红之整体的三部走的战略
[02385.82-02386.82] 没有发生变化
[02386.82-02388.66] 和前面一样就是投资
[02388.66-02391.14] 2014季的第一个十年
[02391.14-02392.30] 生活更加富裕
[02392.30-02393.02] 第二十年呢
[02393.02-02394.42] 经济制度更加完善
[02394.42-02396.30] 然后后面整体上也是
[02396.30-02398.02] 2020年到2014季的
[02398.02-02399.58] 中业基本实现什么
[02399.58-02400.30] 现代化
[02400.30-02402.14] 这是整体的战略规划
[02402.14-02404.06] 在汇引套红之这个时期
[02404.06-02405.46] 也没有发生太大的变化
[02405.46-02406.90] 只不过他把这里面
[02406.90-02407.90] 具体的目标
[02407.90-02408.98] 去给他进行了完善
[02408.98-02411.26] 比如说他提出了核心社会的建设等等
[02411.26-02413.78] 所以我们会发现新反部怎么样
[02413.78-02414.50] 没有变
[02414.50-02415.54] 新反部没有变
[02415.54-02417.94] 那时间节点就来到了什么时候呢
[02417.94-02419.62] 时间节点就来到了
[02420.50-02421.50] 2020
[02421.50-02423.98] 到2020年的时候我们前面其实提到
[02423.98-02427.38] 2020中国发展进入到了一个新的历史方位
[02427.38-02428.70] 我们说了进入到了什么
[02428.70-02430.18] 进入到了新时代
[02430.18-02431.90] 我们泄任国家领导人
[02431.90-02434.50] 就开始也令这个国家搞建设
[02434.50-02435.58] 那泄任国家领导人
[02435.58-02436.78] 领导国家搞建设的时候
[02436.78-02437.66] 他提到了一个点
[02437.66-02438.50] 我们前面也说了
[02438.50-02440.66] 说我们现在所处的这个时代
[02440.66-02444.10] 比任何一个时代更能接近中华民族的伟大夫星
[02444.10-02445.54] 所以他就提出来了
[02445.54-02447.58] 我们不仅要实现现代化
[02447.58-02448.58] 我们也要怎么样
[02448.58-02453.06] 我们也要实现中华民族的伟大夫星
[02453.06-02455.74] 所以在接下来国家的建设当中
[02455.74-02459.22] 我们就会发现出现了一个非常重要的时间节点
[02459.22-02461.58] 每一年就是2020年
[02461.58-02463.10] 2020年我们都知道
[02463.10-02463.90] 做了什么事呢
[02463.90-02465.78] 从2020年到2020年
[02465.78-02467.30] 花了九年的时间
[02467.30-02467.82] 对吧
[02467.82-02469.70] 我们打赢了托平公平贵
[02469.70-02471.34] 为什么要打赢托平公平贵战
[02471.34-02473.46] 因为中国所有发展的基础
[02473.46-02476.30] 都是在全面这一程小抗社会的基础之上
[02476.30-02478.26] 所以未来国家战略发展规划
[02478.26-02480.86] 也要历足于中国已经完成了什么
[02480.86-02483.02] 通托平公监的这样的基础
[02483.02-02485.70] 所以到2020年全面打赢什么
[02485.70-02486.82] 托平公平贵战
[02486.82-02489.30] 全面打赢托平公平贵战到2021年
[02489.30-02490.98] 中国开始卖乡一个什么
[02490.98-02492.30] 新的发展
[02492.30-02492.98] 台阶
[02492.98-02494.30] 2020年如果说
[02494.30-02496.50] 我们现在站在现在的角度回望
[02496.50-02497.58] 2020年的话
[02497.58-02500.34] 2020是中国发展史上的一个转折
[02500.34-02501.70] 它是中国有大
[02501.70-02504.18] 都抢了一个非常大的一个转折
[02504.18-02505.70] 那同时同一们想一下
[02505.70-02507.10] 为什么到2020年
[02507.10-02508.86] 一定要全被尽重小行社会呢
[02509.58-02510.98] 这个时间节点
[02510.98-02512.74] 有没有什么历史新闻意呢
[02512.74-02513.82] 大家来看一下
[02513.82-02516.90] 2020年下一年就是什么
[02516.90-02518.18] 2021年
[02518.18-02520.54] 2021年中国共产党成立一百周年
[02520.54-02523.30] 在中国共产党成立一百周年之季
[02523.30-02526.14] 我们打赢了托平共产党的百年
[02526.14-02528.14] 奉獻了一個非常大的一個赫里
[02528.14-02531.40] 其實也是在中國歷史的發展進程當中
[02531.40-02533.98] 有無數犧牲無數為國家奉獻的人
[02533.98-02535.60] 我們像他們怎麼樣
[02535.60-02536.78] 去進行一個現領
[02536.78-02541.06] 所以國家的發展以2020年為節點發生了一個不同的變化
[02541.06-02542.78] 所以2020年以後
[02542.78-02544.14] 中國怎麼去發展
[02544.14-02546.14] 這個時候我們就提出來了什麼
[02546.14-02546.98] 新量步
[02546.98-02549.30] 這個新量步同一來看一下是哪兩步呢
[02549.30-02550.14] 我剛才說了
[02550.14-02552.66] 國家現在發展的節點是哪一年
[02552.66-02555.66] 國家現在發展的節點是2020年
[02555.66-02558.40] 所以从2020年到21世纪中业
[02558.40-02560.38] 也就30年左右的时间
[02560.38-02562.46] 那我们把这30年怎么去搞
[02562.46-02564.88] 你看15年的一个戒断
[02564.88-02566.46] 2020到2035
[02566.46-02568.58] 基本实现现在化
[02569.86-02570.62] 看到没有
[02570.62-02573.46] 而到了2035年到本世纪中业干嘛
[02573.78-02575.86] 我们要介绍受主意现的话
[02575.86-02576.90] 抢国
[02576.90-02578.34] 所以同时来看一下
[02578.34-02580.58] 从原本的老三部
[02581.82-02583.98] 到后面的新三部
[02585.66-02588.74] 同樣發現它整體的進程有發生變化
[02588.74-02591.94] 進程每遍都是到本事21世紀的什麼?
[02591.94-02595.18] 中夜我就寫上21世紀的中夜
[02595.18-02597.18] 基本實現現代化
[02597.18-02598.98] 但是我們說了
[02598.98-02600.38] 在前面的時候
[02600.38-02602.18] 我們打贏了托平公年戰
[02602.18-02604.18] 所以以2020年為節點
[02604.18-02606.50] 到我們所說的21世紀的中夜
[02606.50-02609.38] 中國整體現代化的進程提速了
[02609.38-02612.34] 頭15年到203年
[02612.34-02614.66] 我們叫基本實現現代化
[02614.66-02617.98] 而到后15年我们要建设受主意性的话
[02617.98-02618.82] 搅拱
[02618.82-02621.58] 所以这个是老三部和新三部的什么
[02621.58-02622.34] 一个变化
[02622.34-02623.86] 而从这个变化的进程道弱
[02623.86-02628.30] 我们就能够看到中华民族伟大夫星进程的到来
[02628.30-02629.38] 所以在这里面
[02629.38-02631.38] 我们讲了它的一个具体的转化
[02631.38-02633.10] 我来告诉大家怎么考
[02633.10-02634.02] 考的时候呢
[02634.02-02636.82] 在前几年的时候考过老三部
[02636.82-02637.94] 比如说像合伪
[02637.94-02639.10] 就考过说
[02639.10-02640.98] 以下关于到平理论当中的
[02640.98-02642.70] 老三部说法正确和错误的事
[02642.70-02645.58] 这时候就要考察我们所说的具体的对应
[02645.58-02647.50] 第二个就是考察新散布
[02647.50-02652.02] 新两部新两部现在重要的地位就在于
[02652.02-02654.06] 不单单是我们中特当中说的
[02654.06-02658.30] 他在二大报告当中又再次强调了新两部
[02658.30-02662.02] 所以在这里面同时需要注意的两个时间节点
[02662.02-02663.66] 第一个就是老三部
[02663.66-02664.78] 第二就是新两部
[02664.78-02666.54] 具体考察的时候怎么考察呢
[02666.54-02668.34] 其实考察也很简单
[02668.98-02669.86] 大家注意一下
[02669.86-02674.54] 他的考察呢,王文就是考察他的时间,语言,目标的对应
[02679.54-02681.58] 就是考察时间,目标的对应
[02681.58-02684.98] 大家知道之前我们整体的时间节点
[02687.26-02694.50] 在原来的这个地方,老三步的时候,1981年到1990年,就是10年为一个节点
[02694.50-02696.30] 投十年解决文化问题
[02696.30-02697.82] 后十年解决总体小康
[02697.82-02699.38] 后五十年基本实现
[02699.38-02700.14] 现在化
[02700.14-02702.42] 而到2020年中国迎来了
[02702.42-02703.26] 转折
[02703.26-02704.62] 全民进入小方社会使得
[02704.62-02706.66] 中国经济的发展卖向一个新的台舰
[02706.66-02707.82] 接下来国家的新的话
[02707.82-02708.66] 接受怎么办
[02708.66-02712.42] 我们说了从2020年到21世纪的中印
[02712.42-02713.86] 我们说了分两步
[02713.86-02715.94] 投十五年搞基本实现的现代化
[02715.94-02717.14] 后十五年
[02717.14-02718.82] 建设受过主义现代化
[02718.82-02719.62] 搶骨
[02719.62-02720.46] 所以这个点
[02720.46-02722.14] 同时一定要给它搞清楚
[02722.14-02722.94] 我不建议
[02722.94-02725.70] 同一们说老师我把他都抄起来
[02725.70-02727.22] 然后你听一暂停
[02727.22-02729.10] 你把这个逻辑大概听清楚之后
[02729.10-02733.02] 你只需要记着里面的老三部和心量部就可以了
[02733.02-02735.02] 这个是他的一个优蓝
[02735.02-02738.02] 考试的时候也就是考察他们之间的一个对应
[02738.02-02741.30] 这个就是我们所提到的现代化的建设
[02741.30-02744.62] 这个现代化的建设以及中华民族的伟家服行
[02744.62-02749.50] 它是在10个明确当中所提到的坚持的发展中国特首主义的什么
[02749.50-02750.98] 总任务明白了吧
[02750.98-02753.86] 但是在我们新的文件当中
[02753.86-02754.98] 也是在二十大当中
[02754.98-02756.54] 他提到了另外一个概念
[02756.54-02757.66] 另外一个概念是什么呢
[02757.66-02761.82] 叫做二十大提出来了一个叫做中心任务的这个内容
[02761.82-02763.70] 这个中心任务我们来看一下是什么
[02763.70-02768.66] 他比之前的总任务相对来说会更加的内容风服一点
[02768.66-02771.06] 来看一下他的中心任务他在这里说了
[02771.06-02771.74] 说了党呢
[02771.74-02772.98] 二十大报告指出
[02772.98-02775.90] 说从现在起中国共产党的中心任务就是
[02775.90-02778.22] 同时们不需要把居子全都背前来
[02778.22-02780.18] 只跟着我去画关键刺就行了
[02780.18-02783.26] 他说中心任务就是团结带领全国各族人民
[02783.26-02784.90] 建设受误主义的一个来
[02784.90-02787.14] 建设受误新的话 强国
[02787.14-02788.06] 新疤还强国吧
[02788.06-02788.90] 因为我们刚才说了
[02788.90-02790.42] 他的在整体上
[02790.42-02792.22] 新两部当中的最后一个节点
[02792.22-02793.66] 不再是基本实现的话
[02793.66-02795.70] 把新疤话进程几钱了多少十点
[02795.70-02796.50] 十五年
[02796.50-02797.10] 所以
[02797.10-02797.74] 第一个
[02797.74-02799.66] 就是建设受误新疤还强国
[02799.66-02800.94] 第二个就是实现
[02800.94-02802.38] 第二个百年的
[02802.38-02803.46] 奋动目标
[02803.46-02803.98] 后面
[02803.98-02807.38] 叫以中国是现在化推动中防民族的什么
[02807.38-02808.74] 伟大、复兴
[02808.74-02810.02] 所以中心任务
[02810.02-02813.22] 有沒有說套票開總任務的這個框架
[02813.22-02816.58] 沒有總任務是現代化和中央民族的達幅型
[02816.58-02820.38] 你看中心任務依舊是建設是物主義現代化強國
[02820.38-02823.94] 以中國是現代化實現中華民族的
[02823.94-02827.78] 為達幅型 是不是還是為了現代化和負型展開的
[02827.78-02829.66] 所以在這裡面它的中心任務
[02829.66-02831.50] 只顧是比原來的總任務怎麼樣
[02831.50-02834.18] 更具體 更清晰 更詳細
[02834.18-02836.26] 但是它完全沒有跳脫開
[02836.26-02839.46] 總任務當中所提到的現代化和負型的問題
[02839.46-02840.78] 所以这个点代表注意
[02840.78-02844.86] 这是我们把整个20大和我们整体上所提到的
[02845.46-02847.02] 我们所说的这个
[02848.54-02850.38] 中特的之前的一些内容
[02850.38-02851.66] 做了一个书里
[02851.66-02853.26] 这里面可能出现了一个点
[02853.26-02854.70] 我在这里要给同一个强调一下
[02854.70-02857.22] 就是它说了要实现第二个百年的分钟目标吧
[02857.22-02859.18] 这里面可能会出现一个基本概念
[02859.18-02862.06] 就是在前几年考察过就做两个百年
[02862.06-02864.26] 这两个百年是哪两个百年呢
[02864.26-02865.30] 第一个百年呢
[02865.30-02866.42] 就是我们所说的
[02866.42-02869.02] 中国共产党成立一百年
[02869.46-02877.02] 第二个呢是新中国成立100年
[02877.02-02881.70] 那第一个百年的分农标干嘛呢
[02881.70-02885.26] 就是全面建成小康社会
[02885.26-02888.70] 第二百年的分农标就是什么
[02888.70-02890.70] 就是实现现在还有中华民族的
[02890.70-02891.66] 美大富星
[02891.66-02893.10] 所以这是两个百年
[02893.10-02895.02] 所以我刚才在这个时间走上你看
[02895.02-02896.14] 2200年
[02896.14-02897.38] 全面建成小康社会
[02897.38-02899.18] 是个第一个百年分农标实现
[02899.18-02900.94] 第2个百年在这了
[02900.94-02902.22] 到了本世记的中演
[02902.22-02903.98] 你看它的时间节点卡了
[02903.98-02904.74] 颜色和风
[02904.74-02906.10] 所以到了21世记中
[02906.10-02907.10] 也第2个百年
[02907.10-02909.22] 实现第2个百年的分动目标
[02909.22-02910.38] 第2个百年分动目标
[02910.38-02912.22] 其实本身就是实现中华民族的
[02912.22-02913.22] 什么 为他呼吸
[02913.22-02914.22] 所以你看他说了
[02914.22-02915.86] 中心任务是新的话强国
[02915.86-02917.10] 第2个百年目标实现
[02917.10-02920.34] 呼吸在本质上都是一样的
[02920.34-02920.94] 在这里面
[02920.94-02922.26] 我给他格外强调一个点
[02922.26-02924.38] 就是哪怕这两个百年的分动目标
[02924.38-02926.02] 他目前不具有科考性了
[02926.02-02927.90] 但是头目一定要注意一个细节
[02927.90-02930.06] 当成立百中年这个没啥好说的
[02930.06-02932.82] 第2个百年叫新中国成立百中年
[02932.82-02933.50] 明白吧
[02933.50-02935.02] 叫新中国成立百中年
[02935.02-02937.42] 他有的选项当中会在这里给你说
[02937.42-02938.42] 说第2百年分钟
[02938.42-02940.22] 不要是建国一百中年
[02940.22-02941.38] 重说就不对了
[02941.38-02943.02] 我们叫新中国成立
[02943.02-02944.02] 而不是建国
[02944.02-02946.42] 那说中国建国上下和一千年
[02946.42-02947.46] 不是这个概念
[02947.46-02949.78] 所以我们第2个百年是新中国成立百年
[02949.78-02953.70] 有的时候在考试当中会把新中国成立变成建国一百年
[02953.70-02954.54] 这个说法就错了
[02954.54-02956.06] 稍微注意一下就可以了
[02956.06-02959.82] 这个就是我们所说的有关于第2个明确的内容
[02959.82-02961.54] 所以第2个明确明确什么呢
[02961.54-02963.10] 咱们把它的框架说里出来
[02963.10-02964.74] 咱们在第1个明确当中说了
[02964.74-02966.78] 我们要一个堅定的领导力量
[02966.78-02969.54] 所以明确中国共产党的领导
[02969.54-02970.78] 那第2个我们要知道
[02970.78-02972.46] 在中国共产党的领导之下
[02972.46-02974.50] 咱们走出会主义到率要做什么
[02974.50-02975.78] 于是我们提到了什么
[02975.78-02976.50] 总任务
[02976.50-02977.58] 总任务当中
[02977.58-02979.14] 我们就提到了两个点
[02979.14-02980.86] 一个是我们所说的实现
[02980.86-02982.98] 现在话一个是中华民族的
[02982.98-02983.94] 伟大夫星
[02983.94-02985.38] 我们在现在话当中
[02985.38-02986.92] 就给大家讲到了我们说了
[02986.92-02992.62] 现在幻有老三部还有新两部要注意一下他的时间以公告的对应
[02992.62-02994.20] 而中华民族的伟大夫妻
[02994.20-02995.88] 我们结合中国梦讲了
[02995.88-02996.90] 讲了他的什么
[02996.90-02997.66] 提出
[02997.66-03002.02] 讲了他的本质以及讲了他的实现的途径
[03002.02-03004.96] 所以在这里面我们所说的这是他的总任务
[03004.96-03007.26] 但是在二十大的时候把总任务
[03007.26-03009.80] 有了进一步更加详细的产数
[03009.80-03011.56] 一是在二十大冬产生了什么
[03011.56-03012.38] 中心任务
[03012.38-03015.08] 但是二十大冬心任务并没有跳脱足
[03015.08-03018.66] 种任务当中所提到的现代化和负星的要求
[03018.66-03021.48] 所以这是我们所说的第2个明确
[03021.48-03025.00] 这里我们就有了说有了第1个明确党的领导
[03025.00-03027.64] 第2个明确我们所说的
[03028.14-03030.00] 社会主义建设的总任务
[03030.00-03033.00] 那第3个明确咱们就来看看还要明确什么
[03033.00-03036.12] 那第3个明确在这里面就提到了说明确
[03036.12-03039.14] 新时代社会的什么主要矛盾
[03039.14-03040.44] 通巴转矛盾发水
[03040.44-03041.70] 这个点不给它讲了
[03041.70-03044.52] 咱们在前面讲新时代的时候讲的已经很清楚了
[03044.52-03049.28] 主要矛盾是美好生活需要和不平衡不充分发展之间的矛盾
[03049.28-03052.24] 这个点它很容易单独挖空来考察考我们
[03052.24-03054.68] 所以同时们注意一下这里面的主要矛盾
[03054.68-03058.04] 具体的内容咱们在背景上中讲得非常的想象
[03058.04-03061.48] 主要是那想要实现中华民族的伟大夫星
[03061.48-03063.64] 或者是想要实现下一个接段的发展
[03063.64-03067.40] 它提到的这10个明确当中为什么会提主要矛盾呢
[03067.40-03069.92] 因为咱们在马直的当中给大家讲过
[03069.92-03072.48] 主要矛盾是15发展的一个关键
[03072.48-03074.88] 解决了主要矛盾去大部分问题就解决了
[03074.88-03079.64] 所以想要能够按照我们理想的这种进程来进行相当的发展
[03079.64-03082.08] 必须要解决相当的主要矛盾问题
[03082.08-03084.26] 这是我们所说的第3个明确
[03084.26-03085.70] 明确社会的主要矛盾
[03085.70-03087.50] 明确社会主要矛盾
[03087.50-03089.72] 我们如何解决这个矛盾呢
[03089.72-03092.20] 接下来就有了第4个明确
[03092.20-03093.68] 如何解决这个矛盾
[03093.68-03095.86] 为中发明作为大夫星布局
[03095.86-03097.52] 于是他提到了第4个明确
[03097.52-03098.50] 叫做
[03098.50-03103.10] 五威體的總體不舉和四個全面的戰略不舉
[03103.10-03105.10] 這個點也沒有什麼可好性啊
[03105.10-03109.60] 你就知道五威體是經濟政治文化社會生態就可以了
[03109.60-03112.50] 四個全面是全面介設是物主一些的話
[03112.50-03116.60] 國家生化改革依法治國和全面同言知道
[03116.60-03119.00] 這四個全面的戰略不舉
[03119.00-03121.60] 我們會在後面給大家講的非常的清楚
[03121.60-03124.50] 你大概就知道四個全面就要戰略不舉
[03124.50-03126.80] 五威體叫總體不舉就OK了
[03126.80-03129.16] 他們兩個放在一塊和稱為總布局
[03130.56-03133.16] 能把這個去分開就可以了
[03133.16-03136.04] 所以這是我們所提到的第四個明確
[03136.04-03137.92] 所以第三個明確和第四個明確
[03137.92-03140.48] 對我們來說非常非常的簡單
[03140.48-03143.44] 所以這是我們所提到的有關於這幾個明確
[03143.44-03145.80] 那就把前四個明確給大家講完了
[03145.80-03148.28] 這四個明確主要最重要的
[03148.28-03149.80] 其實是前兩個
[03149.80-03152.40] 我們都給它展開詳細地去講解了
[03152.40-03153.84] 咱們做一個簡單的回顧
[03153.84-03155.20] 咱們從最開始的時候
[03155.20-03158.02] 我们在讲到新思想的时候我们提到了
[03158.02-03161.08] 说 新思想套解决一个时代问题
[03161.08-03162.88] 那新思想套解决的时代问题
[03162.88-03164.16] 最开始提出来的时候
[03164.16-03166.20] 套解决的问题是什么
[03166.20-03167.22] 套解决问题是
[03167.22-03171.06] 新思在坚持和发展什么样的中国特色之外主义
[03171.06-03174.40] 以及怎样坚持和发展中国特色之外主义的问题
[03174.40-03174.90] 对吧
[03174.90-03176.44] 但是到了19接
[03176.44-03177.72] 六中全会的时候
[03177.72-03181.18] 随着时代的不论发展理论也在不断的晚上
[03181.18-03182.60] 所以它的内容
[03182.60-03184.38] 也在辩论丰富起来
[03184.38-03188.58] 所以他解决的时代客题就从一个变成了几个三个
[03188.58-03191.58] 那这三个咱们怎么进来首先第一个方向并未变
[03191.58-03195.18] 每变还是坚持发展中国特色社会主义
[03195.18-03198.78] 那我们在社会主义的这条道路上要把中国搞成什么样
[03198.78-03201.78] 就要建设受主义现在花强国
[03202.58-03203.98] 是不是第二个问题啊
[03203.98-03206.18] 那坚持新大强国谁来领导呢
[03206.18-03209.18] 我们说了要用马斯主义正党来引导
[03209.18-03211.98] 所以我们每照着这三个问题的核心词
[03211.98-03212.98] 就是这三个
[03212.98-03215.22] 大家知道,那这是时代客体
[03215.22-03220.10] 那我们就要解决时代客体,用哪些内容去解决时代客体呢?
[03220.10-03222.98] 于是就提出了新思想的,客学体系
[03222.98-03228.26] 客体系的核心要异,咱们就不说了,和前面它要解决时代客体系的重核的
[03228.26-03235.78] 我们主要看一下它的内容,客学体系的主要内容首先第一个我们谈了,说它的理论是不断丰富和发展的
[03235.78-03241.66] 所以我们先来从红官上了解了一下理论的丰富和发展,比如说在19大的时候我们提出来了
[03241.66-03243.66] 8個明確和14個堅持
[03243.66-03246.06] 但到了19間6中全規的時候
[03246.06-03247.50] 就變成了10個明確
[03247.50-03248.30] 加了兩個
[03248.30-03250.86] 並且提出了13方面的成就
[03250.86-03252.18] 而到了我們所說的
[03252.18-03253.58] 20大照開的時候
[03253.58-03255.02] 依舊是10個明確
[03255.02-03257.34] 但是不單單極限於13方面成就了
[03257.34-03258.30] 而是多少個
[03258.30-03260.66] 而是16個方面的集體成就
[03260.66-03262.94] 這個就是我們隨著實在發展
[03262.94-03264.06] 心思想不斷的
[03264.06-03264.66] 晚上
[03264.66-03268.66] 我說了他考察一個內容和會議的對應
[03268.66-03270.66] 這是他的晚上
[03270.66-03275.06] 那么说了在这10个明确14个坚持和这些成就当中
[03275.06-03276.82] 我们要着重给大家讲的是哪一个
[03276.82-03279.18] 要着重给大家讲的是10个明确
[03279.18-03282.02] 所以我们在10个明确当中先讲了4个
[03282.02-03283.74] 同时来想一下这4个是哪4个
[03283.74-03286.10] 第一个我们必须有一个坚强的领导力量
[03286.10-03288.46] 所以我们说了坚持中国共产党的领导
[03288.46-03291.18] 那么讲了一些和党有关的定位子
[03291.18-03293.06] 我说了你一定要找着那种感觉
[03293.06-03296.58] 你说到国家未来发展的小红钱
[03296.58-03298.62] 或者是未来发展一定方向的
[03298.62-03299.90] 那都是和党有关的
[03299.90-03302.98] 所以导致领导力量是根本保障
[03302.98-03305.54] 是政治保障是最本制的特征
[03305.54-03306.94] 是制度的最大优势
[03306.94-03307.38] 对吧
[03307.98-03309.62] 所以这是第一个明确
[03309.62-03311.02] 第二个明确了
[03311.02-03312.82] 我们有一个坚强的领导核心
[03312.82-03314.42] 这个坚强的领导力量
[03314.42-03315.78] 要带领我们做什么
[03315.78-03317.06] 我们就提到了总任务
[03317.06-03318.58] 我们刚才说了总任务
[03318.58-03322.46] 实现现代化和中华民族的伟大复兴
[03322.46-03325.54] 现代化如何实现会有战略安排
[03325.54-03326.02] 对吧
[03326.02-03326.74] 于是我们说了
[03326.74-03327.98] 现在话不是说一下子
[03327.98-03328.82] 话差一下
[03328.82-03329.98] 我们脑皮一拍
[03329.98-03330.74] 我就是
[03330.74-03332.22] 吸血来炒就一下实现的
[03332.22-03333.26] 它需要有步驟的
[03333.26-03335.30] 所以我们战略安排从
[03335.30-03337.38] 老三步到心三步
[03337.38-03338.90] 又到了我们所说的什么
[03338.90-03339.90] 心量不
[03339.90-03340.58] 我们说了
[03340.58-03341.58] 用中国是现在
[03341.58-03343.42] 推动中华民族对达附星
[03343.42-03345.06] 而附星就是我们所说的
[03345.06-03345.86] 中国们
[03345.86-03346.74] 我们也知道
[03346.74-03348.70] 实现中华民族对达附星容易吗
[03348.70-03350.34] 并没有想象中的那么容易
[03350.34-03351.54] 所以想要实现附星
[03351.54-03352.66] 它必须要解决的
[03352.66-03354.06] 就是先抓什么问题
[03354.06-03355.22] 你学折炫之道
[03355.22-03357.12] 先抓主要矛盾
[03357.12-03358.90] 所以第三个我们必须明确
[03358.90-03361.02] 当前国家发展的主要矛盾是什么
[03361.02-03362.18] 我们在前面讲过
[03362.18-03365.16] 人民日益增长的美好生活需要
[03365.16-03367.94] 同步平衡不充分发展之间的矛盾
[03367.94-03369.44] 第4一个就是
[03369.44-03372.18] 解决主要矛盾咱就有哪些措施
[03372.18-03375.06] 它体出来的叫做总部局
[03375.06-03380.58] 总部局叫做五位一体的总体部局
[03380.58-03383.82] 和四个全面的战略部局
[03383.82-03388.26] 这两个内容在后面在分论当中还会再去给大家说
[03388.26-03390.22] 所以在这里面我们就明确了
[03390.22-03392.18] 10个明确当中的钱4个
