[00000.00-00005.36] 好的,我们今天来往下看一下第四节,第四节叫做生活城市,
[02286.06-02291.58] 这里面对电器对经历的金属都会产生一定的负失
[02291.58-02294.54] 这里面是不太适合用泡泡灭武器的
[02294.54-02295.90] 所以在这大家要明确
[02295.90-02297.78] 这是第二个泡泡灭武器
[02297.78-02302.86] 掌握就是要知道它不是用于哪些火灾以及它的原理
[02302.86-02304.06] 这是泡不明火器
[02304.06-02306.78] 那还一种面火器就叫做干粉面火器
[02306.78-02311.42] 搭住一下干粉面火器的原理和前面的两个不一样
[02311.42-02314.02] 前面的无论是二人花它还是泡不二
[02314.02-02318.94] 它的本质上都是通过二人花它来进行相应的面火的
[02318.94-02319.42] 对吧
[02319.42-02322.42] 就是一方面将问一方面格局养弃
[02322.42-02323.70] 那这是前两个
[02323.70-02327.22] 他们两个在最后的结果上是一样的效果
[02327.22-02331.06] 但是干粉面伙企业和太压的原理不太一样来看一下
[02331.06-02333.50] 干粉面伙企的原理是有两个
[02333.50-02337.30] 第一个就是靠干粉当中的无机研灰发分解物
[02337.30-02340.50] 宇然烧当中所产生的自由机会活性机团发生
[02340.50-02341.86] 换月液值和缺话作用
[02341.86-02343.86] 才是达到我们所说的面伙
[02343.86-02346.94] 所以第一个大主下既然就做干粉面伙企
[02346.94-02348.02] 它主要是靠什么呢
[02348.02-02350.58] 画一下叫做化学液值和缺话
[02350.58-02352.58] 也是它是我们刚才所说的
[02352.58-02355.14] 那几个面伙方法当中的哪一个方法
[02355.14-02358.46] 这是我们所说的化学法或者叫做异之法
[02358.46-02361.80] 这是让这些无机研参与到人潇的上去
[02361.80-02365.38] 参与人潇到上去生成一些物质让它不愿意那么人潇
[02365.38-02368.02] 对吧 那就用请我之前提到免货的效果
[02368.02-02371.38] 所以第一个方面大家注意一下 它是化学异之
[02371.38-02372.22] 一定要注意
[02372.22-02374.98] 第二个就是它所说的这个缸粉当中
[02374.98-02378.18] 除了我们所说的单纯的种粉末装的东西之外
[02378.18-02380.50] 它其实有一部分无机研在里面的 对吧
[02380.50-02384.38] 除了无机研之外呢 它的粉末也能够起到一段的作用
[02384.38-02388.74] 粉末干满呢 你看他也是发生化学反应
[02388.74-02392.56] 在高温之下的形成一层膚盖藏 从其到什么
[02392.56-02393.78] 歌曲养弃的作用
[02393.78-02395.22] 同样就把屋住一个点
[02395.22-02397.52] 就是要知道所谓的干粉面后去
[02397.52-02401.02] 他是通过化学反应
[02402.18-02403.74] 然后起到相当的什么
[02403.74-02406.34] 起到相当的面伙的效果的
[02406.34-02407.68] 起到相当的面伙的效果
[02407.68-02408.96] 你就记住这一个就行了
[02408.96-02411.26] 他可前面那两个不太一样
[02411.26-02414.14] 就是你说老实那种傻不一样的我怎么感觉
[02414.14-02415.74] 这个泡沫灭火器
[02415.74-02416.90] 它也有反应的
[02416.90-02418.62] 大家证一下这个泡沫灭火器
[02418.62-02420.98] 它的这两种化学物质的反应是在那儿
[02420.98-02422.10] 是在平内
[02422.10-02423.98] 是在平内反应完了之后
[02423.98-02426.18] 然后你打开我们所说的这个酸
[02426.18-02427.74] 然后你开身玩来噴的时候
[02427.74-02429.10] 你噴出来的是什么
[02429.10-02430.74] 你噴出来的12点花探
[02430.74-02431.74] 有些这种情况之下
[02431.74-02433.50] 本身上是二人花探
[02433.50-02435.74] 去隔绝养气起到的灭火
[02435.74-02437.30] 它没有参与到
[02437.30-02439.98] 也就说流酸、链和探酸清娜
[02439.98-02442.58] 没有参与到人烧过程当中
[02442.58-02444.34] 但是泡沫面估计不是
[02444.34-02447.90] 泡沫有趣是它的无机研和它的干粉粉末
[02447.90-02451.46] 直接噴到火里和火里当中的某些物质
[02451.46-02452.66] 产生反应之后
[02452.66-02454.10] 然后达到了面估的效果
[02454.10-02455.66] 这个叫做话学意志
[02455.66-02457.70] 它和刚才的泡沫有趣不一样
[02457.70-02458.50] 大家注意一下
[02458.50-02460.38] 但是它的原理因为比较长
[02460.38-02461.54] 我们就直接去记
[02461.54-02463.78] 它是话学意志就OK了
[02463.78-02466.46] 这是我们所说的干粉面估计
[02466.46-02468.26] 那干粉面估计不是用于什么
[02468.26-02469.02] 来比较注意一下
[02469.02-02472.74] 第三个点 干什么又去不用约接触人数的活在
[02472.74-02474.62] 大家要注意这是这几个
[02474.62-02479.22] 所以大家要找问的就是他们的原理以及他们不是用哪些活在
[02479.22-02482.14] 这是我们所说的有关于活在的问题
[02482.14-02484.90] 所以活在的所有的细节大高掌握住
[02484.90-02488.50] 大部分其实我们在生活当中都接触到了
[02488.50-02492.34] 只不过在这里面大家要去了解一下我们所说的
[02493.34-02495.62] 干什么又没其他不是用于哪些
[02495.62-02497.46] 或者泡漫没有去不使用哪些
[02497.46-02498.74] 反向去记一下
[02498.74-02501.22] 这个就是我们所说的干粉没有气
[02501.22-02502.22] 好 那在这呢
[02502.22-02504.14] 我们就把这个火灾相的支持
[02504.14-02505.10] 给大家说完了
[02505.10-02506.42] 这个点绝对的两星
[02506.42-02508.82] 从最开始的逃生注意事象
[02508.82-02511.02] 到我们所说的灭火原理
[02511.02-02512.22] 再到灭火器
[02512.22-02514.46] 每一个细节大家都找住
[02514.46-02516.06] 这时火灾
[02516.06-02517.70] 那在安全常常中
[02517.70-02519.02] 除了讲完火灾之外
[02519.02-02520.66] 我们还要开一开我们所说的
[02520.66-02521.66] 雷与天气
[02521.66-02523.06] 这个雷与天气
[02523.06-02524.14] 我不用多说
[02524.14-02525.18] 咱们过一遍就行了
[02525.18-02526.02] 首先第一个
[02526.02-02527.70] 打雷下雨要不到在外面
[02527.70-02529.48] 速度70x新型日子
[02529.48-02531.28] 在奔跑在自由的框野上
[02531.28-02532.04] 只能不行
[02532.04-02533.84] 在空框的交外
[02533.84-02535.88] 你就是最高的目标了
[02535.88-02538.44] 所以在这里就不要在空框的交外停留
[02538.44-02539.12] 你不能说
[02539.12-02540.24] 爱下雨了打雷了
[02540.24-02541.78] 或者天后浪漫
[02541.78-02544.60] 然后你就做草原上自由奔放的
[02544.60-02545.62] 最酷的人
[02545.62-02546.38] 那不行
[02546.38-02547.36] 太突出了
[02547.36-02548.18] 容易遭累皮
[02548.18-02549.72] 所以在这里面大家注意一下
[02549.72-02551.76] 不要在空框的野外停留
[02551.76-02552.52] 第二个
[02552.52-02554.06] 大家也知道的
[02554.06-02555.34] 就不要使用有
[02555.34-02557.14] 尖端金属的雨傘
[02557.14-02558.30] 以前的那种雨散
[02558.30-02559.34] 我们还觉得挺酷
[02559.34-02561.02] 不知道大家小时候有没有能感觉
[02561.02-02562.38] 不,上小学的时候
[02562.38-02563.62] 我真的就是
[02563.62-02565.18] 我就不愿意穿雨衣
[02565.18-02566.66] 但是我现在我回想了一下
[02566.66-02568.82] 就是年少不知雨衣好
[02568.82-02570.38] 错把雨散当成爆了
[02570.38-02571.58] 以前穿雨衣的话
[02571.58-02572.70] 其实还是比较方便的
[02572.70-02573.78] 因为雨衣它
[02573.78-02575.34] 或者是有很多地方
[02575.34-02576.62] 地区就雨匹
[02576.62-02578.78] 我们我那个地方叫做雨衣
[02578.78-02580.62] 你看像雨匹也好会雨衣也好
[02580.62-02581.50] 它这个东西
[02581.50-02583.18] 方便是方便在哪呢
[02583.18-02584.22] 就是方便对
[02584.22-02586.26] 它其实不会让你私下陆水
[02586.26-02588.94] 对吧 而且瓜方的时候他也不会像鱼散去的
[02588.94-02591.38] 所以你这个东西夸的一下就鱼散就翻个耳了
[02591.38-02592.14] 他不会这样
[02592.14-02594.94] 所以在这种情况这下我小时候特别喜欢大鱼散
[02594.94-02596.86] 然后大鱼散我喜欢什么样的散呢
[02596.86-02599.14] 我喜欢那种要大一点散
[02599.14-02600.62] 就是他现在酷酷的
[02600.62-02601.86] 大家应该见过这种鱼散
[02601.86-02603.86] 其实应该在那个东话片里
[02603.86-02605.22] 或者是电视剧里
[02605.22-02607.26] 经常会看到这种散 对吧
[02607.26-02608.82] 像我们代表哥就这种
[02608.82-02610.10] 我觉得这种散 哇好看的
[02610.10-02614.02] 尤其是后来还出现那种不同颜色的吧
[02614.02-02615.54] 什么红橙黄绿青蓝子的
[02615.54-02616.38] 这种散
[02616.38-02617.78] 哇我就觉得我还真散
[02617.78-02618.78] 怎么会这么好看
[02618.78-02619.78] 怎么有这么美的散
[02619.78-02620.14] 对吧
[02620.14-02621.94] 我就是后来的时候
[02621.94-02622.58] 上学的时候
[02622.58-02623.78] 就是用东西换来说
[02623.78-02624.94] 妈说哭记来好的
[02624.94-02625.66] 就不想穿雨
[02625.66-02626.98] 我妈就过卖个雨散
[02626.98-02628.26] 买了雨散之后呢
[02628.26-02629.46] 我就不想要那种散
[02629.46-02630.34] 这是平头的散
[02630.34-02631.14] 我就想要这种物业
[02631.14-02631.78] 六色的
[02631.78-02632.22] 对吧
[02632.22-02633.06] 因为我妈就说
[02633.06-02634.10] 这种散不太安全
[02634.10-02634.82] 不安全的原因
[02634.82-02635.46] 就在什么
[02635.46-02636.54] 从代个街儿
[02636.54-02637.66] 那个都是金属街儿
[02637.66-02637.94] 对吧
[02637.94-02640.26] 出去的时候其实就很危险
[02640.26-02641.90] 因为金属它容易导电
[02641.90-02642.58] 所以在这里
[02642.58-02644.02] 它说不要使用有
[02644.02-02645.98] 金属监端的于散
[02645.98-02646.70] 大家注意一下
[02647.50-02648.62] 那这是第二个点
[02648.82-02650.82] 第三个点就是如果说
[02650.82-02652.22] 一定是在忽态的话
[02652.22-02653.58] 那就尽量找到什么
[02653.58-02655.42] 比较低娃的地方层身
[02655.42-02657.82] 就是不要去到你最闲的地方
[02657.82-02659.66] 不要躲在什么数下
[02659.66-02662.22] 一定要尽量尘找低娃的地方层身
[02662.22-02664.02] 因为如果目标越高
[02664.02-02665.38] 其实就是越是什么
[02665.38-02667.22] 越是我们所说的雷电
[02667.22-02668.82] 它所喜欢的目标
[02668.82-02670.82] 所以尽量尘找低娃出层身
[02670.82-02672.66] 然后降低高度双手报息
[02672.66-02674.20] 同时注意这里面有细节
[02674.20-02675.64] 把这个细节标助一个行
[02675.64-02677.24] 一定要做到什么
[02677.24-02678.48] 两角并楼
[02678.48-02679.70] 在打雷下雨的时候
[02679.70-02680.46] 如果没有办法
[02680.46-02681.30] 一定在失败的话
[02681.30-02681.78] 大家注意想
[02681.78-02682.86] 千万不要奔跑
[02682.86-02684.18] 因为奔跑很危险
[02684.18-02685.08] 因为越跑
[02685.08-02686.34] 旁边越有一产生
[02686.34-02687.08] 跨不电雅
[02687.08-02688.76] 所以一定要双角并楼
[02688.76-02692.12] 注意不要大跨步的跑动
[02692.12-02693.14] 就是在这里不能说
[02693.14-02694.28] 你像不耳特使
[02694.28-02695.46] 那天的下雨了
[02695.46-02696.46] 打雷了干净跑
[02696.46-02697.64] 这时候很危险的
[02697.64-02699.90] 所以不要大跨步的跑动
[02699.90-02701.42] 所以在这里一定要注意一下
[02701.42-02704.90] 这是我们所说的在雷鱼天气当中需要同学们去注意的事情
[02704.90-02706.54] 那除了这些之外呢
[02706.54-02707.46] 我们也知道
[02707.46-02709.86] 下一个天的时候能不能在用持理游泳
[02709.86-02711.94] 只是在打的下雨的时候
[02711.94-02713.10] 去吃汤的游泳
[02713.10-02713.78] 不行吗
[02713.78-02715.70] 你看后面这些他说了
[02715.70-02717.78] 说不要充摸过靠近
[02717.78-02719.78] 我们所说的房泪接地线
[02719.78-02720.18] 对吧
[02720.18-02721.62] 不要在电力附近
[02721.62-02722.66] 电力设施附近
[02722.66-02724.62] 然后不要从事水上运动
[02724.62-02726.26] 这些我们都知道
[02726.26-02727.46] 同时我们也要知道
[02727.46-02728.86] 能不能接下电话呢
[02729.42-02731.18] 新疆的不要接下电话
[02731.18-02735.74] 比如说电话如果说电流过大的话也容易造成微信
[02735.74-02736.98] 所以也是在这里
[02736.98-02738.22] 不要接大电话
[02738.22-02741.58] 也尽量的就是把掉电器的插头
[02741.58-02744.58] 比如现在大家能看到家里的插孔
[02745.18-02746.98] 当然应该记得就是这个插孔吗
[02746.98-02749.54] 就是插牌 还插孔啥的
[02749.54-02751.42] 我不知道大家怎么叫啊
[02751.42-02752.54] 只是像这个东西
[02753.74-02755.74] 我一直觉得它像个表情
[02756.74-02759.14] 就是家里的这个变得差点的
[02759.14-02760.68] 你的充电的这个东西对吧
[02760.68-02761.96] 一般情况之下呢
[02761.96-02764.06] 他如果这上面插着我们所说的
[02764.06-02765.84] 什么充电器的充电头发什么的
[02765.84-02767.08] 都要给他拔掉
[02767.08-02768.88] 一般情况之下像正的地方
[02768.88-02771.30] 以前的时候我们在注楼房的时候不注意
[02771.30-02773.46] 你看现在有很多的这种居家
[02773.46-02775.02] 或者新装修的这种家庭
[02775.02-02776.68] 它其实就做得非常好
[02776.68-02778.86] 说他在这种我们所说的
[02778.86-02779.88] 这个
[02779.88-02781.30] 这个叫什么叫擦作吧
[02781.30-02781.92] 还是叫什么
[02781.92-02782.96] 这个叫擦作这个地方
[02782.96-02784.22] 他现在按了一个按钮
[02784.22-02785.56] 这他旁边留了一个扭
[02785.56-02787.30] 这个扭扭就是你按下去
[02787.30-02788.32] 他就是打开了
[02788.32-02790.16] 然后你不用的存在问过来
[02790.16-02791.00] 然后他就怎么样
[02791.00-02792.04] 他就关上了
[02792.04-02794.84] 他这样其实是非常科学学非常方便的
[02794.84-02796.56] 因为大家都知道像这里面
[02796.56-02798.40] 这两个小眼就一样的这个地方
[02798.40-02799.80] 他其实也会产生什么
[02799.80-02800.84] 也会产生电的
[02800.84-02801.92] 所以在这里面
[02801.92-02803.24] 你看像有很多那种
[02803.24-02803.88] 我想问
[02803.88-02804.84] 他就比较习命
[02804.84-02805.92] 一旦打了下雨的时候
[02805.92-02808.16] 或者是有很多的这种插作不常用的时候
[02808.16-02810.28] 他就会拿交代给他铁上
[02810.28-02811.52] 所以在这里面大家注意一下
[02811.52-02814.96] 尽量地把掉电器用具的这样的一个插头
[02814.96-02816.88] 那在后面就是注意啊
[02816.88-02820.98] 如果正在成作 不得江投和手身出窗外
[02820.98-02822.78] 把它和这个点向去分
[02822.78-02827.62] 如果说在雷云田契当中 既然选择建筑不多
[02827.62-02829.94] 但是不以选择撤内多于
[02829.94-02832.88] 这是今可能的原则上说要在建筑物内
[02832.88-02834.54] 不要在撤内 对吧
[02834.54-02837.36] 因为这种情况之下 撤 它其实是金属的
[02837.36-02841.70] 它其实被雷记众的概率会比建筑物要高很多
[02841.70-02843.70] 因为它本身就是电的两导体
[02843.70-02847.42] 所以我们说一般情况这下我们是不以选择在车内多遇的
[02847.42-02849.78] 您说老师那如果现在我就在车内了
[02851.26-02853.82] 如果你现在正成作在汽车当中
[02854.58-02855.74] 你这种情况还怎么办
[02855.86-02857.90] 不得将手和头伸出窗位
[02857.90-02860.10] 把那个车窗都关上
[02860.10-02861.34] 把车窗都关上
[02861.34-02862.90] 你如果没有选择的话
[02862.90-02863.70] 就进浪了不要
[02863.70-02865.70] 你去现在就是除了车内
[02865.70-02866.98] 你就是空况的框眼
[02866.98-02868.22] 但没有是雷电的话
[02868.22-02869.30] 你就进浪了
[02869.30-02870.34] 不要去到乎外
[02870.34-02871.78] 你车到乎外会更明显
[02871.78-02873.66] 如果说你现在在车窗之内
[02873.66-02875.82] 你把车窗门都关好了之后
[02875.82-02877.46] 不要将手和头身到窗外的话
[02877.46-02878.70] 相在时候比较安全
[02878.70-02879.58] 因为这种情况之下
[02879.58-02882.82] 可能会存在类似于飞机在行使过程当中所
[02882.82-02885.26] 我们所提到的一个叫做法拉地效应
[02888.82-02889.98] 把它写在旁边
[02889.98-02893.98] 可能会存在一个类似于法拉地效应的这样说法存在
[02893.98-02896.46] 这法拉地效应我们也成为可能是
[02896.46-02898.54] 会查清楚现象就是法拉地龙
[02898.54-02899.94] 就是如果说这个雷电
[02899.94-02902.46] 它打在车或者是飞机上的话
[02902.46-02905.50] 这个电流会搓的车身或者飞机是
[02905.50-02908.60] 就是倒在我们所最终怎么样的倒出去
[02908.60-02910.60] 就是假设现在这个是小汽车
[02912.36-02913.94] 这是窗果
[02913.94-02914.56] 这是门儿
[02914.56-02916.34] 然后这里面有点
[02916.74-02919.34] 现在外面就是空放的框眼
[02919.34-02920.26] 你现在没有办法
[02920.26-02922.30] 现在雷电打到车上怎么办
[02922.30-02923.18] 这个电流
[02923.18-02925.24] 它就会搓到车身倒
[02925.24-02927.86] 然后最后倒到地上
[02927.86-02929.46] 相当来说会比较安全
[02929.46-02932.06] 就是它会在这里面形成一个法拉地龙
[02932.06-02936.98] 然后把你关在这个楼子里面你就不会做受到这种危害
[02936.98-02939.42] 但是如果说你现在跑出去
[02939.42-02940.98] 你看你一旦跑出去的话
[02940.98-02944.42] 人暴露在外面被激动的可能性就比在车里要高了
[02944.42-02948.66] 所以我们说对于这种车用来去躲避雷电的话
[02948.66-02950.86] 我们原则上尽量的远离车
[02950.86-02953.26] 因为它本身就是在电的梁老体
[02953.26-02955.30] 因为它有大量的这种接触对吧
[02955.30-02957.86] 但是我说我躲不掉就在车里就成车
[02957.86-02959.86] 那如果说你这时候就成车的话
[02959.86-02962.06] 那在车内会比车外有安全
[02962.06-02963.62] 这两个点你一定要去分
[02963.62-02965.18] 因为在世界单位考试的时候
[02965.18-02966.90] 考过这两个小点的去分
[02966.90-02968.78] 就他这两个小点去分不是说
[02968.78-02971.54] 老师他是不是会直接问是在车内还在车外
[02971.54-02973.90] 他就会把这两种情况给你混晓
[02973.90-02976.98] 他说我们在去进行连遇躲避的时候
[02976.98-02979.38] 我们要进入了选择不在车内
[02979.38-02981.38] 然后同学就说老师那我记得
[02981.38-02982.86] 有一个法拉帝校的什么的
[02982.86-02984.18] 就把那个选上判错了
[02984.18-02985.90] 我们就是有原则和例外
[02985.90-02986.74] 明白这个意思吧
[02986.74-02989.26] 这是它刚才我们在前面说的这句话
[02989.26-02991.14] 也对 这句话也对
[02991.14-02993.38] 在后面说的这句话也对
[02993.38-02995.10] 把他们两个区存开就可以了
[02995.10-02996.82] 所以这是雷电的雷电
[02996.82-02998.14] 雷电的细节就两个
[02998.14-03000.42] 第一个就不要大话部的跑步
[03000.42-03001.66] 不能产生跨不电压
[03001.66-03003.82] 第二就是对于成车这个地方
[03003.82-03004.82] 有具体问题
[03004.82-03005.82] 具体分析
[03006.82-03008.82] 好 那这是雷鱼天气
[03008.82-03011.98] 除了前面讲到这四个安全常知之外
[03011.98-03013.74] 还有一些自然灾害
[03013.74-03015.98] 也是需要我们去掌握那些常识
[03015.98-03018.46] 尤其像這種災害他如果說
[03018.46-03021.78] 當年發生了比較熱的事件的話
[03021.78-03023.54] 他很容易就考察相的
[03023.54-03025.66] 災害當中的一些基本支持
[03025.66-03028.02] 災害當中我們比較長體的
[03028.02-03029.42] 一個是地震
[03029.42-03031.26] 還有紅水和泥水流了
[03031.26-03032.90] 首先先來看一下地震
[03032.90-03035.34] 在地震當中我們需要掌握的就是
[03035.34-03036.98] 在這裡面大家知道
[03036.98-03039.62] 地震他的一個逃生的要求
[03039.62-03041.02] 或是逃生的注意事項
[03041.02-03043.58] 這注意事項我們其實很好判斷
[03043.58-03045.50] 災害上生活當中的比較長件
[03045.50-03047.26] 我们就把钥典快速说一下
[03047.26-03047.74] 好吧
[03047.74-03049.34] 船第一个在地阵当中
[03049.34-03051.78] 它说应快快想
[03051.78-03052.74] 地阵发生的时候
[03052.74-03054.22] 应快书散到
[03054.22-03056.14] 无外的开闷控底
[03056.14-03058.02] 远离人多的地方
[03058.02-03059.26] 也就是在这里面
[03059.26-03060.42] 无论是在平坊
[03060.42-03061.78] 还是在楼内
[03061.78-03062.94] 如果发生地阵的话
[03062.94-03064.70] 有尽量的去到什么
[03064.70-03066.66] 去到无外开闷的地方
[03066.66-03069.06] 以毕棉我们所说的这种
[03070.06-03071.30] 地阵它所造来的
[03071.30-03072.26] 带来的一些损上
[03072.26-03073.26] 所以在这里大家注意下
[03073.26-03075.26] 尽量到无外开闷的控底
[03075.26-03077.06] 在这还有一些呢
[03077.06-03080.90] 他说要远离或者是调理高层建筑物远离调两
[03080.90-03082.82] 这个地方大家都能够知道
[03082.82-03084.78] 所以在这里面了解一下就可以了
[03084.78-03086.66] 那如果说来不及跑怎么办
[03086.66-03087.30] 大家就一下
[03087.30-03088.34] 如果来不及跑的话
[03088.34-03089.50] 把这一块话出来
[03089.50-03090.62] 如果来不及跑的话
[03090.62-03092.78] 也要躲在第二楼固的家具下面
[03092.78-03094.10] 比如说家里的桌子
[03094.10-03095.58] 家里的床下面
[03095.58-03096.02] 对吧
[03096.02-03098.06] 又或者说是快度小
[03098.06-03100.18] 刚度强的开机要是那
[03100.18-03101.98] 就是找有成重强的地方
[03101.98-03103.46] 而且它是一个形成什么
[03103.46-03104.74] 三角区的地方
[03104.74-03109.30] 那这些地方用来逼真同时用手库着头部
[03109.30-03110.90] 比如说卫生间的三角去
[03110.90-03112.26] 或者家里成重桥
[03112.26-03113.70] 它一定成为桥
[03113.70-03115.30] 它会有那个桥脚
[03115.30-03116.62] 就躲在那个桥脚里面
[03116.62-03118.06] 这个桥脚这个地方
[03118.06-03121.22] 就被成为叫做跨住小刚陆桥的开箭施内
[03121.22-03122.94] 这个点大家住一下和哪个点
[03122.94-03124.30] 当年考卫一个呢
[03124.30-03125.02] 就是和这儿
[03126.02-03127.30] 刚开始的说我们提到
[03127.30-03128.78] 叫尽快书散的
[03128.78-03129.42] 我标个信心
[03129.42-03129.94] 好吧
[03129.94-03131.14] 叫尽快书散的
[03131.14-03133.74] 乌外开闷的控底原理人多的地方
[03133.74-03135.54] 還有一個就是要躲在
[03135.54-03139.30] 第一岸老顧的家具或者是跨度小剛勿強的開箭時代
[03139.30-03140.14] 大家注意一下
[03140.14-03142.44] 第一陣發生的時候第一原則是什麼
[03142.44-03146.02] 第一陣發生的時候第一原則就是如果你能撤到戶外
[03146.02-03148.08] 你就盡可能的撤到戶外去
[03148.08-03149.88] 如果說撤不到來不及
[03149.88-03151.40] 我們才選擇這種
[03151.40-03154.62] 我們所說的小的這種開箭的三角區來保護資金
[03154.62-03156.40] 是這個原理對吧
[03156.40-03158.32] 他當年考試的時候出了一個選項
[03158.32-03159.86] 那個選項我當時看到之後
[03159.86-03162.42] 我都笑了他那個選項當中說的是啥呢
[03162.42-03166.14] 所以下官于地震发生使说法正确或者错误的是
[03166.14-03168.22] 然后当时就给到了一个选项
[03168.22-03174.24] 说如果说你在DI的平坊内当地震发生的时候要尽量的
[03174.24-03177.70] 会尽快地躲到老顾的加剧下面
[03177.70-03178.80] 然后当时很多同学说
[03178.80-03180.62] 第1是这个体
[03180.62-03182.34] 然后躲到老顾的加剧下面
[03182.34-03184.42] 同时没卡查选了一个对
[03184.42-03186.66] 同时你看一下提案当中说的是啥
[03186.66-03189.10] 如果说你在DI的平坊内
[03189.10-03190.86] 你都在DI的平坊内了
[03190.86-03193.26] 低政发生的生滴原子不是应该撤吗
[03193.26-03193.68] 对吧
[03193.68-03195.98] 所以我们刚才才说的原子是
[03195.98-03197.78] 如果说低政发生的生能跑
[03197.78-03199.06] 低反就一定要跑
[03199.06-03200.84] 如果说来不及的话
[03200.84-03202.12] 你才去选择
[03202.12-03204.68] 低爱老顾的家具或刚多小的开架
[03204.68-03206.98] 所以低原子就是跑
[03206.98-03208.52] 就能跑了了一个要跑
[03208.52-03210.58] 所以在这里面大家要注意一下
[03210.58-03212.48] 这两个点一定要给它取紛开
[03212.48-03214.16] 当年那个选项同时就
[03214.16-03215.50] 太过于
[03215.50-03217.32] 就解在书上的东西
[03217.32-03220.18] 反而就是把它在实际收货当中的这个应用
[03220.18-03223.52] 就是迫害了,所以在这里面大家也调注意一下这个点
[03223.52-03225.56] 好吧,这是第一个细节
[03225.56-03228.56] 第二细节就是在避震的过程当中呢
[03228.56-03231.44] 要用手护出头部,一面受到伤害
[03231.44-03234.00] 然后在我下呢,和说防止,刺生在害的发生
[03234.00-03235.80] 也就这种情况下生意什么呢
[03235.80-03239.38] 生意就是如果可以逃生成功的情况之下
[03239.38-03240.66] 那就种情况之下呢
[03240.66-03243.48] 就是要切断电源和汽原
[03243.48-03246.04] 就是主要是防止我们所说的獨期泄漏
[03246.04-03247.84] 武柱口鼻注意一下
[03247.90-03249.94] 如果遇到毒性洩漏的話
[03249.94-03250.94] 後面這句話叫
[03250.94-03252.94] 武柱口鼻研化
[03252.94-03253.94] 逆風方向
[03253.94-03255.14] 這是這個細節
[03255.14-03256.44] 把逆風方向刷出來
[03257.34-03259.34] 把逆風方向刷出來
[03259.34-03260.14] 毒氣洩漏的話
[03260.14-03262.14] 武柱口鼻研正逆風方向刷上
[03262.14-03263.62] 你說老師問什麼不順風跑
[03263.62-03264.94] 你能跑過那個氣體嗎
[03264.94-03265.94] 跑不過
[03265.94-03267.94] 所以要逆風方向刷上大主意
[03267.94-03269.44] 其實地震的它一方面
[03269.44-03271.74] 就是我們所說的地震
[03271.74-03274.74] 它自身帶來的對於人口的損害會比較大
[03274.74-03278.14] 第二个呢就低震它的后续的影响其实都来嘴什么
[03278.14-03279.86] 都来嘴它的次程灾海
[03279.86-03283.34] 火灾电这些东西还有有多多还起点的洩漏
[03283.34-03285.70] 所以大家一定要注意一下这是低震陶声
[03285.70-03287.30] 需要注意的细节
[03287.30-03289.86] 细节其实三个就能跑跑
[03289.86-03291.94] 跑不了的话就躲在小开街而已
[03291.94-03294.02] 如果遇到毒气洩漏的话言着
[03294.02-03296.50] 逆风方向跑甚风是跑不过它的
[03296.50-03299.22] 所以大家注意一下这是陶声的要求
[03299.22-03302.58] 那陶声的基本要求是咱们在安全场上
[03302.58-03303.62] 就要去掌握的
[03303.62-03305.66] 但是如果一旦考察到地震
[03305.66-03308.58] 光掌握我們所說的地震投升的
[03308.58-03310.86] 這三個細節是原染不夠的
[03310.86-03314.38] 在這裡面還需要掌握一些地震的相關支持
[03314.38-03315.66] 這個地震的相關支持
[03315.66-03318.22] 它其實是結合地理支持來考察
[03318.22-03319.26] 那這樣一個點
[03319.26-03321.86] 在世界單位或者是國靠考試當中
[03321.86-03323.34] 都有可能出現
[03323.34-03324.46] 那我們就來看一下
[03324.46-03327.50] 有關地震它的一些相關的概念
[03327.50-03329.10] 在地震相關概念當中
[03329.10-03331.50] 我們要知道發生地震的那個點
[03331.50-03335.54] 那看我们经常会看到地阵网跟我们公布的这个消息
[03335.54-03337.14] 对吧 比如说前一段时间
[03337.14-03340.46] 我们都知道那种东海附近的水域发生了
[03340.46-03342.50] 东海附近发生了极竿的极竿
[03342.50-03344.06] 然后你看看这个时候就说了
[03344.06-03347.34] 政员深度在多少多少千米以下
[03347.34-03349.06] 或者政员深度多少
[03349.06-03349.94] 那这种情况之下
[03349.94-03351.90] 就会出现一些和地阵有关的
[03351.90-03353.02] 相关的名词
[03353.02-03355.10] 那首先第一个名词就是我们所说的
[03355.10-03356.06] 同时来看一下
[03357.06-03359.34] 第一个名词就是我们所提到的叫做
[03359.34-03361.34] 正元是什么呢
[03361.34-03362.16] 同们看一下
[03362.16-03364.90] 正元正元就是发生地震的啥
[03364.90-03365.84] 源头
[03365.84-03367.34] 发生在地震的源头
[03367.34-03369.54] 就是从这一点开始释放能量了
[03369.54-03372.34] 这有时候这一点就被称着为叫做正元
[03372.34-03374.84] 然后正元正对着的这一点
[03374.84-03376.04] 在地面上
[03376.04-03377.84] 你看正元是发生的地下的
[03377.84-03379.34] 因为能量从地下释放
[03379.34-03381.04] 和正元对应的
[03381.04-03383.54] 在地面上正对着这一点叫做什么
[03383.54-03384.84] 叫做正中
[03384.84-03385.84] 叫做正中
[03385.84-03388.04] 有着正好在正元的正上方
[03388.04-03389.24] 这个地方叫做正中
[03389.24-03392.06] 而从政员到正中的深度
[03392.06-03393.40] 我们把的称着围教作上
[03393.40-03394.48] 在这里有一个概念
