[00000.00-00002.54] 那接下來呢 還會面臨另外一個問題 就是
[00002.54-00006.64] 那我們知道了 說勞動創造了價值 對吧
[00006.64-00008.96] 就剛才所說的 具體勞動創造使用價值
[00008.96-00010.68] 創下勞動創造價值
[02329.80-02331.60] 數字人民币的這樣一個
[02331.60-02333.48] 我们所说的这个账号 对吧
[02333.48-02334.88] 那相对我们情况之下
[02334.88-02336.48] 我们有很多朋友说说老师
[02336.48-02337.44] 那不就汉动了
[02337.44-02338.88] 什么支付宝和微信
[02338.88-02340.16] 他们之间的什么
[02340.16-02341.28] 国家出台这个数字
[02341.28-02342.48] 因为目的是不是在这
[02342.48-02343.76] 啥爱了通议们
[02343.76-02345.36] 数字人民币这个东西
[02345.36-02347.16] 它的这个我们所说的
[02347.16-02350.36] 墙度或者是它的起点和战略
[02350.36-02352.32] 原源高于我们的想象
[02352.32-02354.40] 它是要误过美元的支付结算
[02354.40-02356.24] 系统成为世界货币的重要一款
[02356.24-02358.52] 扩大人民币在世界上的那个影响面
[02358.52-02362.00] 我们所说的微信支付
[02362.00-02363.60] 根本不是一个赛道的
[02363.60-02366.00] 我们在后面如果可以到龙虚到回答
[02366.00-02367.44] 去讲讲相当之乡
[02367.44-02369.52] 数字的命运口或好一次
[02369.52-02370.56] 前年的时候
[02370.56-02372.80] 最开始数人被说出来了说口了
[02372.80-02374.08] 沉电了这么多年
[02374.08-02376.32] 然后在今年考试
[02376.32-02378.48] 还有我们所说的去年考试当中又考了
[02378.48-02379.48] 你就知道这个点
[02379.48-02382.08] 它其实是一个相当来说比较热的点
[02382.08-02384.12] 这个是我们所说的
[02384.88-02386.16] 获必的本质
[02386.16-02389.52] 所以在这里面大家记得三个只能在理解题目当中经常靠
[02389.52-02391.64] 一个是我们所说的价值尺度
[02391.64-02393.20] 一个是流通手段
[02393.20-02394.92] 还有一个是支付手段
[02394.92-02396.52] 这几个点同时给它把握住
[02396.52-02397.80] 咱们几个简单例子吧
[02397.80-02399.68] 比如说老师五
[02399.68-02401.88] 我现在的梦想
[02401.88-02404.00] 还是北京的啥死和院
[02404.00-02405.80] 我的梦想着北京的死和院
[02405.80-02407.72] 你看我在北京看好一套死和院
[02407.72-02408.96] 标价多少呢
[02408.96-02410.40] 标价20个一
[02410.40-02411.44] 当时心动了
[02411.44-02413.00] 我就想区区20个一
[02413.00-02413.80] 小前儿
[02413.80-02415.16] 于是我就跟他去谈
[02415.16-02416.70] 我說你把這個色彰卖給我
[02416.70-02417.46] 他說行
[02417.46-02419.00] 我說那首副多少
[02419.00-02420.80] 他說首副吧看你這麼糊
[02420.80-02422.32] 你就首副一個一吧
[02422.32-02424.88] 是一個意義真的是我是好成交
[02424.88-02426.16] 然後你看我在這裡
[02426.16-02427.36] 我首副了一個意
[02427.36-02429.88] 他把房是不是交到了我的手裂
[02429.88-02431.96] 那說老師還是要剩下十九意義
[02431.96-02433.40] 剩下十九意義怎麼辦
[02433.40-02434.72] 五所貴十九意義
[02434.72-02435.56] 按接吧
[02435.56-02438.44] 我我就按接待款
[02438.44-02439.72] 按接待款多少年呢
[02439.72-02441.80] 按接待款一萬年
[02441.80-02442.36] 一萬年
[02442.36-02443.40] 每年還假
[02443.40-02444.36] 你說老師你還管管
[02444.36-02446.56] 没关系我还会还我的孩子呢
[02446.56-02449.16] 我是我走了没有给我的子孙留下巨大的财富
[02449.16-02450.36] 而且他们留下了什么
[02450.36-02451.76] 巨额的责物啊
[02451.76-02454.16] 那你看在这里面我们就来分析一下
[02454.16-02456.16] 这里面是不出现了三笔钱啊
[02456.16-02458.88] 就是二十一一个一会是就一一
[02458.88-02460.76] 那他考试的时候就分裂会问
[02460.76-02463.96] 说这三部分钱他都执行了货币的哪个只能
[02463.96-02465.56] 是人第一个标架二十一
[02465.56-02468.32] 标架标架 标架架架 千二十二十五月
[02468.32-02469.60] 架值此度
[02469.60-02475.96] 那盛鱼一个一 奥首富了一一把房列过了一首交钱一首交货数鱼流通手段
[02475.96-02479.08] 那奥剩下十九一 案阶贷款是否钱货分离
[02479.08-02482.72] 我先拿到了房子十九一是什么 后付给他的
[02482.72-02486.28] 那他属于钱货分离 钱货分离的话 他属于什么手段
[02486.28-02488.20] 他属鱼支付手段
[02489.36-02491.60] 他一他考试的时候 就会这么考
[02491.60-02493.88] 你就抓住他的核心 金随就可以了
[02493.88-02495.28] 就是我们刚才所说的
[02495.28-02497.60] 前或分离一手交线手交货
[02497.60-02498.96] 以及标价价价似
[02498.96-02500.12] 按住这几个
[02500.12-02501.16] 出理任的题目
[02501.16-02502.08] 你不如错
[02502.08-02503.84] 这个就是货币的
[02503.84-02504.84] 只能
[02504.84-02505.12] 货币只能
[02505.12-02505.36] 好
[02505.36-02505.92] 到这
[02505.92-02506.80] 我们就把货币只能
[02506.80-02507.68] 给他说完了
[02507.68-02509.24] 说了货币的只能之后
[02509.24-02511.20] 我们在整个商品经济的
[02511.20-02511.80] 干出当中
[02511.80-02512.84] 还成最后一个概念
[02512.84-02513.60] 就叫做
[02513.60-02514.52] 价值规律
[02514.52-02515.88] 有商品交换
[02515.88-02517.96] 他必须要遵循一个的经济规律
[02517.96-02519.52] 最维场见的经济规律
[02519.52-02521.04] 也是最重要的交道做什么
[02521.04-02522.44] 叫做价值规律
[02522.44-02527.18] 价值规律呢,我一般考两个点,一个叫价值规律的内容大住一下
[02527.18-02539.08] 价值规律的内容是啥,在这里给到了,说商品的价值量是有社会必要劳动时间所决定的,商品交会以价值量为基础实行等价交换
[02539.08-02544.10] 所以在这里叫价值规律的内容,以这些价值规律它的本质是什么呢?
[02544.10-02551.36] 它是按照等价原责进行交换的,什么叫等价等价就是价格和价值是相等的
[02552.44-02559.56] 鸡汁规律的本质是等鸡汉就是鸡汉和鸡汁相等
[02559.56-02561.96] 在这里面就可能会演发出一个点
[02561.96-02562.80] 什么点呢
[02562.80-02565.16] 就在这里面提到了这么几个东西
[02565.16-02567.76] 第一个就是我们所说的鸡汉
[02567.76-02570.92] 第二个就是我们所说的鸡汉
[02570.92-02574.16] 第三个就是我们所说的社会比较毛东时间
[02574.16-02575.96] 这里面我们刚才所说了
[02575.96-02578.48] 我们所提到的是社会比较老东时间
[02578.48-02581.16] 决定单位商品价值要而且成政筆
[02581.16-02582.52] 那就是它的第一句话
[02582.52-02584.84] 叫价值量商品的价值量
[02584.84-02586.80] 也受不了勞工时间所决定
[02586.80-02588.20] 那第二个我们说了
[02588.20-02590.48] 叫以价值量为基础实行等价交换
[02590.48-02592.16] 它有求价格和价值相复
[02592.16-02594.08] 所以我们常说了叫价值
[02594.08-02595.72] 决定价格
[02595.72-02597.68] 打住一下叫价值
[02597.68-02598.72] 决定价格
[02598.72-02599.84] 所以一般情况之下
[02599.84-02601.40] 如果不考虑其他因素的话
[02601.40-02603.84] 价值决定价格就意味着在交换的时候
[02603.84-02606.00] 价格和价值是相等的
[02606.00-02608.56] 如果重力一个角度用图示来看的话
[02608.56-02610.48] 如果加格和价值相等
[02610.48-02612.60] 这个很现实我要代表价值的话
[02613.60-02616.24] 这种情况是价值就等于什么价格
[02616.24-02619.36] 价格和价值应该是完全重合的
[02619.36-02622.12] 但在实际交换的过程中会是这个样子
[02622.12-02623.36] 不会是这个样子的
[02623.36-02624.44] 原因在什么
[02624.44-02626.28] 原来在我们会发现买东西的时候
[02626.28-02628.08] 你会觉得这个商品的价格
[02628.08-02631.36] 它在波动商品的价格有时高
[02631.36-02632.56] 有时低
[02632.56-02633.76] 有时高
[02633.76-02634.80] 有时低
[02634.80-02636.68] 对吧,这有时候导致的是什么呢?
[02636.68-02640.36] 是价格会为让价值上下波动
[02640.36-02642.88] 就是它不是完全肯定可怕重复的
[02642.88-02644.84] 它是上下波动的
[02644.84-02647.28] 如果价格有的时候价格会偏高一些
[02647.28-02648.92] 什么时候价格会偏高一点呢?
[02648.92-02650.16] 很明显
[02650.16-02652.92] 当一个东西它公布硬球的时候
[02655.24-02658.00] 当东西公布硬球是个东西太少了
[02658.00-02660.32] 物理系维围,那就是价格就会高一些
[02660.32-02662.44] 比如说大家去买那个演场会的文票
[02662.44-02664.84] 大家看一下那个眼超会的那个门跳
[02664.84-02666.08] 它以后就那么几张
[02666.08-02666.48] 对吧
[02666.48-02668.08] 你这种情况之下我们会发现
[02668.08-02670.12] 那原本那个门票标价两强六
[02670.12-02672.32] 它可能卖到七千八千的甚至一万
[02672.32-02674.28] 它为什么会产生这么高的价格呢
[02674.28-02675.76] 就是因为它公布用球
[02675.76-02679.16] 它的价值决定这个票价应该是两千七的票价
[02679.16-02681.24] 但是它为什么能卖到五千卖到七千
[02681.24-02683.44] 就是因为在这种情况之下价格怎么样
[02683.44-02684.96] 便高为什么便高呢
[02684.96-02687.28] 就是因为票的数量太少了
[02687.28-02688.68] 它的粉丝太多了
[02688.68-02691.88] 那这种情况导致的就是公布用球价格会高
[02691.88-02693.52] 那什么时候价格会低呢
[02693.52-02696.44] 当价格低的时候呢就是工过于球了
[02696.44-02698.60] 工过于球就是东西太多了
[02698.60-02700.88] 东西太多卖出去你不得降价销什么
[02700.88-02703.12] 所以导致的价值规律的形势
[02703.12-02708.52] 大助一下形势是价格违烙价值上下波动
[02708.52-02711.08] 上下波动的原因是因为受到谁的影响
[02711.08-02715.00] 同时把这次则划出来受到了共求关系的影响
[02715.00-02717.20] 所以我们会发现价格变化
[02717.20-02719.08] 他除了由价值所决定之外
[02719.08-02720.48] 他会受到谁的影响呢
[02720.48-02722.48] 同一版他不要住在旁邊
[02722.48-02723.58] 就是我們所說的
[02723.58-02726.88] 共球還會影響到價格
[02728.48-02730.88] 共球還會影響到價格
[02730.88-02733.08] 所以在這裡面對價格的變動
[02733.08-02733.92] 他有兩個點
[02733.92-02735.08] 同一必須明確
[02735.08-02736.98] 第一個是價值決定價格
[02736.98-02738.78] 第二是共球影響價格
[02738.78-02739.68] 考試的時候
[02739.68-02742.28] 你要分得清是誰決定誰影響
[02742.28-02744.78] 而不能在這個地方一刀切掉
[02744.78-02745.78] 就是說什麼
[02745.78-02747.18] 我們所說的這個什麼
[02747.18-02749.08] 叫共球決定價格就不對了
[02749.08-02749.98] 所以大家知道
[02749.98-02751.30] 在这里面就要搞定
[02751.30-02752.86] 谁是绝定作用
[02752.86-02754.14] 谁是影响作用
[02754.14-02756.06] 考试就容易张观理戴
[02756.06-02757.02] 把他分青
[02757.02-02758.18] 价值绝对价格
[02758.18-02759.38] 奉求影响价格
[02759.38-02760.82] 这个点一定要明确
[02760.82-02763.02] 第二个考察点在这里面考过啥呢
[02763.02-02763.82] 考过就是
[02763.82-02765.86] 以下关于价值规律内容
[02765.86-02766.78] 说法正确的是
[02766.78-02768.02] 同没看价值规律
[02768.02-02768.74] 那我手啊
[02768.74-02769.90] 就是什么价值
[02769.90-02770.70] 收回标标标都是
[02770.70-02771.86] 绝对对对对对对
[02771.86-02772.78] 然后什么
[02772.78-02773.54] 违绕价格
[02773.54-02774.26] 伤价波动
[02774.26-02775.06] 就跨跨的
[02775.06-02775.90] 都给我选上了
[02775.90-02776.86] 你是不是把违绕价格
[02776.86-02778.14] 剩下波弄也选上了
[02778.14-02779.74] 但是人提干问的是什么
[02779.74-02780.46] 提干问的是
[02780.46-02782.34] 价值规律的内容
[02782.34-02783.14] 明白了吧
[02783.14-02785.58] 价值规律的内容在这里面就几句话
[02785.58-02786.90] 就两句话
[02786.90-02787.62] 第一个
[02787.62-02789.90] 价值量有必要聊到时间决定
[02789.90-02790.42] 第二个
[02790.42-02792.10] 价值量为基础等价就会
[02792.10-02793.14] 这个是内容
[02793.14-02794.38] 刚才那个上下波弄
[02794.38-02795.82] 他确实是价值规律
[02795.82-02797.38] 但他属于价值规律的什么
[02797.38-02799.22] 外在表现形势
[02799.22-02799.94] 明白了吧
[02799.94-02801.02] 这是第二统
[02801.02-02801.66] 考烦
[02801.66-02802.86] 一标故搞惠了
[02802.86-02803.74] 第三统
[02803.74-02804.86] 就是在于这个地方
[02804.86-02806.18] 还有一个小的细节的演
[02806.18-02807.16] 同民调注意啊
[02807.16-02809.26] 就是他提到我们所说的这个
[02809.26-02811.76] 价格迴绕价值上下波动的时候
[02811.76-02813.86] 然后你还有说高有时低
[02813.86-02815.14] 有时高有时低
[02815.14-02817.38] 那有时候有人同学就说说老师
[02817.38-02818.80] 他们是等价交换吗
[02818.80-02820.00] 他时高时低
[02820.00-02821.94] 那他就唯为了价值回律
[02821.94-02823.10] 这种说话对不对
[02823.10-02824.10] 这种说话不对的
[02824.10-02825.08] 他们来看一下
[02825.08-02826.42] 他虽然有时候高
[02826.42-02827.68] 但他有时候也低
[02827.68-02829.18] 我们从常夜来看的话
[02829.18-02830.50] 这个高峰和低谷
[02830.50-02832.54] 他们是可以相互迷合的
[02832.54-02834.92] 所以他虽然是一个动态变化的过程
[02834.92-02838.88] 在旁邊寫上 但是不違背價值規律
[02839.88-02842.96] 但是不違背價值規律
[02845.32-02847.44] 在這裡 它是不違背價值規律
[02847.44-02849.44] 這個一定要明確的
[02849.44-02851.84] 它如果在學上當中說 違背的價值規律
[02851.84-02853.28] 證書就是錯的
[02853.28-02856.12] 所以一共三重考點 三重考點
[02856.12-02857.76] 第一個就是在這
[02857.76-02861.16] 我們所說的 這是內容要能夠去明確
[02861.16-02863.72] 第二個 價格為要價值上下波動
[02863.72-02865.72] 这个是形式
[02866.28-02869.56] 往显在旁边形式
[02870.04-02872.12] 上下波动
[02872.12-02874.24] 在这里面就知道是共情形下架格
[02874.24-02875.88] 而波动第三句话
[02875.88-02879.80] 它是不为被价值规律的
[02881.00-02882.60] 考试的时候就这句话
[02882.60-02883.72] 顶过来导臯
[02883.72-02885.24] 要能过去给它分清
[02885.24-02885.80] 好的
[02885.80-02888.76] 这个就是我们所说的有关于商品
[02888.76-02891.72] 经济基本概念当中的一些全部的考虑
[02891.72-02893.52] 咱们来做一个简单的回屋和书里
[02893.52-02896.72] 咱们在商品经济的概数当中讲了五个问题
[02896.72-02899.12] 前三个问题是针对于商品展开的
[02899.12-02900.92] 去了解了什么是商品
[02900.92-02904.12] 然后要知道商品的二音速从来来讲到的老动
[02904.12-02907.92] 我们又对商品当中的价值进行了很量提到了价值量
[02907.92-02911.32] 那我们再讲商品的分析的时候讲到了第一个商品的喊异
[02911.32-02914.12] 我们说了商品必须同时满足三个条件
[02914.12-02917.12] 由于交换满足需要老东产品
[02917.12-02919.72] 其中细节上的考点在交换
[02919.72-02921.52] 交換只要有等價
[02922.28-02924.76] 就是我們所說的等價的幾幅就可以
[02924.76-02926.12] 不要求搜權的轉移
[02926.12-02927.64] 對把用說了交換
[02927.64-02929.16] 它是區別與我們所說的
[02929.16-02930.92] 自己自足區別與略躲
[02930.92-02933.12] 區別與佩積的這樣的形式
[02933.12-02934.36] 只要有等價幾幅
[02934.36-02935.68] 它就交得交換了
[02935.68-02937.64] 所以不要求以搜權轉移
[02937.64-02938.76] 所以這是交換
[02938.76-02940.96] 那滿足需要和勞動產品在這裡面
[02940.96-02943.80] 我們就把它稱為商品二音速
[02943.80-02945.12] 那在商品二音速當中
[02945.12-02947.24] 滿足需要代表商品的有用性
[02947.24-02949.32] 它叫做使用價值
[02949.32-02951.72] 雄架值是財富的物質內容
[02951.72-02953.28] 咱們當時打說的來講
[02953.28-02955.24] 說是英雄架值
[02955.24-02956.72] 他是一個功能
[02956.72-02959.00] 我們必須把這個功能給他有一個在體
[02959.00-02962.84] 所以使用架值它的外代表現形勢就是商品
[02962.84-02964.88] 而為什麼他具備這個功能
[02964.88-02966.04] 是因為他的原材料
[02966.04-02968.04] 從天然就具備這樣的屬性
[02968.04-02969.60] 所以與生具來的
[02969.60-02970.40] 我們就說了
[02970.40-02972.48] 這個就叫做他的自然屬性
[02972.48-02974.16] 那我們之前提到了
[02974.16-02977.28] 說使用架值太過於具體了
[02977.28-02978.92] 他對於每個人因而異
[02978.92-02981.48] 所以使用價值不能成為商品交換的依據
[02981.48-02983.04] 他不行就要依靠誰
[02983.04-02983.60] 價值
[02983.60-02984.84] 所以什麼是價值呢
[02984.84-02986.52] 那劉力和體力的消耗
[02986.52-02987.72] 無差別的人的勞動
[02987.72-02988.08] 對吧
[02988.08-02988.88] 所以我們才說了
[02988.88-02990.76] 價值才商品交換的依據
[02990.76-02993.52] 所以他是根本屬性是本質屬性
[02993.52-02995.28] 而同時我們說了
[02995.28-02997.24] 商品交換的本質是什麼
[02997.24-02998.60] 人的勞動交換
[02998.60-03001.68] 所以在這裡我們也提到了他是社會屬性
[03001.68-03002.68] 那價值呢
[03002.68-03004.72] 他就是一種勞力和體力的消耗
[03004.72-03006.40] 他不夠量化
[03006.40-03008.24] 所以我们必须把价值进行量化
[03008.24-03009.28] 所以才说了
[03009.28-03011.08] 价值的外代表现形式是什么
[03011.08-03012.00] 是货币
[03012.00-03013.52] 这就是什么价值和价值
[03013.52-03015.72] 于是我们又去分析了他的对立统一关系
[03015.72-03017.44] 尤其是在统一关系当中
[03017.44-03020.16] 那三句话要给他搞清楚
[03020.16-03021.80] 这是商品而因素
[03021.80-03022.36] 那说了
[03022.36-03025.04] 使用价值和价值可以称对为广易上的价值
[03025.04-03026.72] 价值从劳动当中来
[03026.72-03028.96] 讲了具体劳动和抽象劳动
[03028.96-03030.04] 而我们又说了
[03030.04-03031.24] 像价值这个东西
[03031.24-03034.04] 我们可以从质和量
[03034.04-03035.72] 两个层面来很量谈
[03035.72-03038.24] 从治来红量它就是无差别的人劳动
[03038.24-03041.84] 从量上来红量它就叫做单位商品的价值量
[03041.84-03043.92] 所以在单位商品价值量当中
[03043.92-03047.88] 同时要知道我们讲到了单位商品价值量和谁成
[03047.88-03051.80] 正比和谁成反比和哪两个五官
[03051.80-03054.80] 大主意下和各别劳动时间和各别劳动生产力五官
[03054.80-03056.92] 把那个图却和靠清楚
[03056.92-03058.52] 那这是商品价值量
[03058.52-03060.76] 上面有了价值量就可以进行受卖
[03060.76-03063.56] 而进行受卖交换必须一号货币
[03063.56-03065.70] 貨幣的三個值非常重要
[03065.70-03068.30] 兩星期的支援考理解型的題目
[03068.30-03070.36] 而商品交換遵循價值回律
[03070.36-03072.44] 價值回律無非就三句話
[03072.44-03075.52] 第一個價值量為基礎等價交換
[03075.52-03076.42] 第二個
[03076.42-03078.16] 我們所說的共求影響
[03078.16-03081.08] 價格從而導致價格為要價值上下波動
[03081.08-03082.76] 第三句話這種波動
[03082.76-03084.44] 它不為被價值回律
[03084.44-03085.40] 所以在這裡面
[03085.40-03087.92] 這是我們所說的商品經濟分析
[03087.92-03089.16] 是低障的內容
[03089.16-03090.60] 非常非常重要
[03090.60-03092.28] 那我們來看一下在這裡面
[03092.28-03093.68] 他给到的一些题目吧
[03094.88-03096.00] 在这里他说
[03096.00-03096.24] 他说
[03096.24-03097.56] 蒙企业选购员材料
[03097.56-03099.56] 支付现金150万元
[03099.56-03100.80] 又根据规定
[03100.80-03103.20] 交了10万元的增值税
[03103.20-03105.24] 所这里的货币先后执楼的
[03105.24-03106.20] 值行了是什么
[03106.68-03108.52] 在这里支付150万元
[03108.52-03109.20] 购员材料
[03109.20-03110.04] 你把钱给我
[03110.04-03110.96] 我把钱给你
[03110.96-03112.20] 我把货给你
[03112.20-03113.80] 那150万一手
[03114.20-03115.08] 交钱
[03115.24-03116.00] 一手
[03116.20-03116.80] 交货
[03116.80-03117.12] 对吧
[03117.12-03118.00] 那一手交钱
[03118.00-03118.76] 一手交货
[03118.76-03119.72] 那在这里面
[03119.92-03122.00] 应该是流通手段
[03122.00-03125.00] 这里面你看又交了十万块钱的增值税
[03125.00-03127.60] 是我们所说的钱或分礼物
[03127.60-03129.80] 税它一定是钱或分礼的
[03129.80-03133.00] 在这里面交了增值税钱或分礼
[03133.00-03135.20] 还有属于支付手本
[03135.20-03138.80] 所以在这个地方它所给到的就是流通核支付
[03138.80-03141.40] 所以第一体宣则的是第二个
[03141.40-03142.60] 第二体来看一下
[03142.60-03144.80] 共享单车共享充电宝
[03144.80-03146.60] 无稀出有持有所有钱
[03146.60-03148.40] 就是我们所说的共享经济
[03148.40-03150.40] 你出门少车对吧
[03150.40-03151.80] 这些都属于共享
[03151.80-03153.84] 这些供小物品是不是商品的
[03154.88-03156.16] A選像是商品
[03156.40-03157.68] 有使用价值和价值
[03157.68-03158.96] 值得有使用价值吧
[03158.96-03160.12] 对吧变于出行吗
[03160.12-03160.76] 有没有价值
[03160.76-03161.40] 有价值
[03161.40-03163.68] 这个东西都是人创造出来的
[03163.84-03165.88] 那它是不是商品有同学可能说了
[03165.88-03168.00] 说老师商品不是交换
[03168.32-03170.56] 然后使用价值和价值吗
[03170.56-03171.96] 要同时满足这三个
[03171.96-03174.00] 那使用价值和价值都是都具备了
[03174.00-03176.64] 那这里面的供小单车供小充电宝
[03176.88-03178.68] 它主习和交换的条件
[03178.88-03179.72] 我们前面说了
[03179.72-03182.28] 交換要不要求於所有權轉移為基礎
[03182.54-03184.58] 不要求於所有權轉移為基礎
[03184.58-03187.14] 他只要是有幾乎對價值就可以了
[03187.40-03190.72] 那他這裡面你也共享單車貢的車內貿易貢給錢
[03190.98-03192.52] 要給錢所以他滿足交換
[03192.78-03193.80] 他就是商品
[03194.06-03194.82] 所以在這裡面
[03195.08-03197.12] 同學們舊解的應該是AB兩個選項
[03197.38-03199.42] 說老師不是商品沒有用於交換
[03199.68-03200.96] 不是交換是買賣嗎
[03201.22-03203.78] 但錢沒給大家說了他買賣他不以什麼
[03204.04-03205.84] 他不以我們所說的這個
[03207.12-03208.40] 所有權轉移為基礎
[03208.64-03209.42] 所以大家注意一下
[03209.42-03212.42] 所以第二題選擇的是A選項
[03212.42-03213.42] 第二題選A
[03213.42-03214.42] 第三題來看一下
[03214.42-03218.42] 下流論段說法正確的是在這地方A選項
[03218.42-03220.42] 由使用價值的東西
[03220.42-03221.42] 必然就價值
[03221.42-03223.42] 由使用價值
[03223.42-03224.42] 必然就價值
[03224.42-03225.42] 想想按例
[03225.42-03226.42] 殺
[03226.42-03227.42] 空氣
[03227.42-03228.42] 空氣有使用價值
[03228.42-03229.42] 有價值嗎
[03229.42-03230.42] 沒有價值
[03230.42-03231.42] 所以A選項不對
[03231.42-03232.42] B選項
[03232.42-03234.42] 反而有價格的東西
[03234.42-03235.42] 必然有價值
[03235.42-03236.42] 有同學開始在這就解了
[03236.42-03238.42] 說老師好像是對的
[03238.42-03240.94] 我说了叫驾直绝对夹隔
[03240.94-03242.14] 当然大家注意
[03242.14-03243.70] 这个地方一把闭选项
[03243.70-03245.74] 全出来 变先全出来
[03245.74-03247.18] 有驾隔的东西
[03247.18-03248.46] 不一定有驾直
[03248.46-03250.06] 因为有很多自然之物
[03250.06-03251.38] 它可以用前来很连
[03251.38-03254.98] 你比如说我们所说的这个山林
[03254.98-03255.58] 对了
[03255.58-03258.62] 如果现在的你也去四字花块
[03258.62-03259.90] 你看你四字花块
[03259.90-03261.18] 你破坏了山林
[03261.18-03262.62] 你破坏了山林之后
[03262.62-03264.78] 你会发现山林这个东西
[03265.82-03267.34] 纯粹的自然之物
[03267.34-03269.90] 那你这有说你死死子挖礦破坏了山里
[03269.90-03271.94] 我是不是对要对你进行相反款呢
[03271.94-03274.38] 那我法款他是个要有一个市场价格
[03274.38-03275.74] 我是一句上价格
[03275.74-03277.94] 然后你破坏多少山里我对你进行反款吧
[03277.94-03279.22] 但是山里这个东西
[03279.22-03281.94] 他是不是我们所说的有价值的东西呢
[03281.94-03283.06] 没有价值吧
[03283.06-03284.98] 山林当中的框产
[03284.98-03285.78] 对吧
[03285.78-03287.34] 他其实是我们所说的什么
[03287.34-03288.82] 就是这个框我不能让你挖
[03288.82-03290.14] 我就是放在那我存着
[03290.14-03291.42] 这个框水都不能动
[03291.94-03292.94] 那这种情况之下
[03292.94-03294.34] 他就是存缺的自然之后
[03294.34-03295.34] 他只有什么
[03295.34-03297.14] 他只居有使用价值
[03297.14-03298.46] 但它有没有价值
[03298.94-03300.22] 它是没有价值的
[03300.22-03302.90] 因为山林框藏框藏
[03302.90-03305.06] 这些东西我就说国家的这些框藏框藏
[03305.06-03306.54] 我假设我就是不让你动
[03306.54-03306.86] 对吧
[03306.86-03308.06] 我就是山上那个数
[03308.06-03309.86] 它就是用来我们所说的
[03309.86-03310.90] 什么含阳水源
[03310.90-03312.18] 它就是自然资源
[03312.18-03313.02] 我应该这么说
[03313.02-03315.50] 应该说是自然资源会更准确一些
[03317.70-03319.26] 它就是这些自然资源
[03319.26-03319.66] 对吧
[03319.66-03322.18] 自然资源就是不能让你私自去碰的
[03322.18-03323.14] 你如果碰的话
[03323.14-03324.82] 是不是能破坏生态广州
[03324.82-03325.86] 那这种东西
[03325.86-03327.78] 它是由使用價值但是沒有價值的
[03327.78-03329.46] 對吧 你比如說大森臉
[03329.46-03331.34] 含陽水源保持水土
[03331.34-03332.82] 那這種情況是它有使用價值
[03332.82-03333.78] 但沒有價值
[03333.78-03336.94] 但是我現在的私自上山去罰木
[03336.94-03337.94] 你要不要罰我
[03337.94-03339.06] 你必然要罰我
[03339.06-03340.02] 你不只要罰我抓緊你
[03340.02-03341.34] 還有怎麼樣罰我錢
[03341.34-03343.78] 你看那像這樣的一類東西
[03343.78-03344.90] 它有價格
[03344.90-03347.50] 因為它有按市場價來定價來罰我
[03347.50-03348.66] 但是它沒有價值
[03348.66-03349.78] 它沒有價值
[03349.78-03351.06] 所以避捲下在這裡
[03351.06-03352.58] 給它圈出來圈出來
[03352.58-03354.90] 打個新興、理解好、指示化
[03354.90-03356.54] 所以想来看一下
[03357.34-03360.22] 有价值的东西有价值的东西
[03360.22-03362.62] 并有使用价值,咱们讲讲这句话
[03362.62-03363.30] 讲过吧
[03363.30-03366.38] 有价值的东西必然具有使用价值
[03366.38-03368.38] 有使用价值的东西不一定有价值
[03368.38-03371.22] 因为有价值的东西就是因为它是怎么
[03371.22-03372.70] 它是牢动生产出来的
[03372.70-03373.74] 你为什么生产它?
[03373.74-03374.86] 因为它有用啊
[03374.86-03376.82] 没用的东西你干吗要生产它呢?
[03376.82-03378.10] 所以想想是对的
[03378.10-03378.94] 第四个学校
[03378.94-03381.98] 说价格的变化反应价值的变化
[03381.98-03383.54] 价格变化
[03383.54-03385.24] 價格收兩個因素
[03385.24-03388.50] 第一個是由價值所決定的
[03388.96-03391.86] 所以他說價格的變化能反應價值變化沒有問題
[03391.86-03393.24] 但是還會受什麼影響
[03393.24-03395.34] 共求影響
[03395.34-03398.08] 所以你看他說價格的變化都反應
[03398.08-03399.28] 都什麼就錯了
[03399.28-03400.56] 所以在這裡面
[03400.56-03402.18] 第四個選項實際上錯的
[03402.18-03403.96] 所以你看我說這他考的時候
[03403.96-03406.78] 他就是不會像我們看到的那種考察方式
[03406.78-03408.18] 他有考的相對來說
[03408.18-03409.18] 文文繞一點
[03409.18-03411.46] 所以在這兒同學們一定有一定有一定
[03411.46-03413.46] 要把它能够切割开
[03413.46-03414.94] 这是我们所说的
[03414.94-03415.66] 有关于
[03416.74-03417.74] 这道题
[03417.74-03419.02] 在看一下第四题
[03419.02-03420.50] 第四题说商品
[03420.50-03421.58] 市场商品
[03421.58-03423.10] 公布用球价格上证
[03423.10-03424.58] 公布一球价格下跌
[03424.58-03426.70] 所以价格是由共球决定的
[03427.46-03428.62] 共球决定价格
[03428.62-03429.82] 共球怎么价格
[03430.06-03431.46] 共球影响价格
[03431.46-03432.58] 什么决定价格
[03432.58-03434.02] 价值决定价格
[03434.02-03435.30] 你看它就是这么口
[03435.30-03436.78] 运扣一些细节词
[03436.78-03438.10] 在这里面还是要
[03438.10-03439.54] 处于对它的理解
[03439.54-03440.14] 好吧
[03440.14-03440.46] 好的
[03440.46-03443.94] 这个就是我们所说的第一张商品经济的内容
[03443.94-03444.50] 咱们到这
