[00000.00-00003.72] 大家好,我是杰瑞老师,欢迎大家来学习。
[02446.14-02449.82] 对该商品需求量的影响
[02451.02-02456.62] 把这句话可以写在旁边对该商品需求量的影响
[02456.62-02459.66] 这个就叫做我们所说的第三个
[02459.66-02462.50] 你看相关商品的价格变动
[02462.50-02464.50] 对吧是不是在这里有价格变动啊
[02464.50-02467.58] 对该商品需求量是不是提到了需求量啊
[02467.58-02470.86] 所以在这里面还是考察到影响需求的因素
[02470.86-02473.22] 只过这个影响需求因素的价格
[02473.22-02477.10] 从原本商品自身的价格变成了相关商品的价格
[02477.10-02478.88] 这里面相当上明就两个
[02478.88-02479.86] 一个是替代片
[02479.86-02481.36] 一个是户武片
[02481.36-02482.70] 我们来看一下替代片
[02482.70-02484.40] 户片分别指的是什么
[02484.40-02487.08] 首先在这里我们来看一下什么是替代片
[02487.08-02488.82] 替代片是指
[02488.82-02492.42] 两种商品之间能够相互替代一满足消费者的
[02492.42-02494.18] 某一种需要的产品
[02494.18-02495.58] 这个就叫做替代片
[02495.58-02497.42] 比如说它这里给举了个例子
[02497.42-02499.42] 叫做飞造和习粉
[02499.42-02501.86] 他们来看飞造和习粉对我们来说
[02501.86-02504.42] 它其实都能满足我习一副的需要
[02504.42-02509.06] 那在換句話說的就是肥造和習品 習品 肥造和習很假的
[02509.06-02512.00] 差不多了嘛 對吧 都能滿足我習慣的需要
[02512.00-02514.42] 所以替代品是什麼呢 你可以在旁邊寫上
[02514.42-02517.10] 替代品是功能 相近
[02518.50-02521.58] 或者是相似的兩種產品
[02521.58-02525.90] 它的功能相近的相似滿足消費者的同意種需要
[02525.90-02528.82] 那這個呢 就是我們所說的叫做替代品
[02528.82-02533.54] 這個點 同樣標誌一下 經常會考察一個理解行題目
[02533.54-02535.54] 那今儿会考察一个理解的题目
[02535.54-02537.88] 然后当时考的理解题目就是一下
[02537.88-02540.58] ABCD四族选上当中
[02540.58-02542.38] 哪一族商品是T来品
[02542.38-02545.06] 那你就要从这四族商品当中去选择
[02545.06-02547.90] 看一下他那些是功能相见过相似的吧
[02547.90-02548.98] 比如说他说的
[02548.98-02550.06] 习粉和飞造
[02550.06-02552.30] 比如我们所说的满透和花据
[02552.30-02555.10] 我们所说的猪肉和牛肉对吧
[02555.10-02556.70] 牛肉和羊肉等等
[02556.70-02559.98] 那他其实都属于我们所说的T来品
[02559.98-02561.98] 所以T来品通过抓住他的核心磁
[02561.98-02564.18] 就功能相近或相似
[02564.18-02566.78] 由于它的使用价值在本身上是一样的
[02566.78-02567.42] 明白了
[02567.42-02568.58] 使用价值是一样
[02568.58-02569.94] 你说老师这个使用价值
[02569.94-02572.06] 我们在你判断的手机一定要具体快一点
[02572.06-02573.42] 比如说我们所说的
[02573.42-02575.74] 习粉和肥皂可以是什么
[02575.74-02576.46] 替代片
[02576.46-02578.30] 因为他们两个实在是太相了
[02578.30-02580.34] 都能满足我具体使用价值需要
[02580.34-02581.46] 就是习习负需要
[02581.46-02582.98] 但我能不能说地铁
[02584.54-02585.98] 和高铁
[02586.50-02587.90] 他们两个是替代片
[02587.90-02590.14] 老师地铁和高铁都出行
[02590.14-02595.06] 那么说了,地体和高铁要满足人的使用价值需要这双价值需要具体点
[02595.06-02596.54] 地体他是什么?
[02596.54-02598.90] 他是短图的成内的,对吧?
[02598.90-02604.34] 而高铁是什么?高铁是成绩的,甚至是国务国之间的
[02604.34-02606.34] 对吧?这时候是长图的
[02606.34-02609.10] 你看一个短图又长图能互相替代吗?
[02609.10-02613.02] 能让地体充出我们所说的北京是冲突伤害事吗?
[02613.02-02613.70] 不能的
[02613.70-02616.22] 所以在这里面大家注意一下,我在想掉一下
[02616.22-02619.30] 替代品的使用價值一定要稍微具體一點
[02619.30-02621.90] 大家注意這是第一個就做替代品
[02621.90-02623.82] 那這裡面它考察的是啥呢
[02623.82-02625.46] 它們在替代品當中
[02625.46-02627.70] 說一種商品的價格上升
[02627.70-02631.06] 會導致另一種商品的需求量增加
[02631.06-02633.50] 也就是說一種商品的價格變動
[02633.50-02635.94] 和另一種商品的需求量乘
[02635.94-02639.10] 正方同方向變動或從正比變動
[02639.10-02640.86] 所以在旁邊寫上同方向
[02641.58-02643.42] 或者是正比變動
[02643.42-02645.34] 這是在考試當中的第二點
[02645.34-02647.14] 也考理解形的题目
[02647.14-02650.94] 这个变动情况在这里面从来不直接考察
[02650.94-02651.94] 我们来看一下
[02651.94-02653.30] 它在这里面没什么这么说
[02653.30-02655.34] 我们就以书上的这个例子为例
[02655.34-02656.74] 一个是习粉
[02658.06-02660.06] 还有一个是飞造
[02660.06-02661.42] 我们这个地方
[02661.42-02662.70] 它要考察的是什么
[02662.70-02664.94] 是相关商品的家格变动
[02664.94-02667.02] 对该商品需求量的影响
[02667.02-02669.06] 是不出现了两类商品
[02669.06-02670.74] 既然出现了两类商品
[02670.74-02672.02] 我们要做的假设
[02672.02-02674.30] 假设习粉是相关商品
[02674.30-02675.88] 那在这里是替代片
[02675.88-02678.42] 而飞造是该商品
[02678.42-02679.90] 那它研究的应该是
[02679.90-02682.34] 相关商品的价格变度
[02682.34-02685.04] 对该商品需求量的影响吧
[02685.04-02686.84] 但在这里面我们来看一下
[02686.84-02688.64] 相关商品的价格变度
[02688.64-02690.48] 在这里带值的是谁的价格
[02690.48-02692.20] 习粉的价格变度
[02692.20-02692.78] 对吧
[02692.78-02696.32] 相关商品的价格变度对该商品需求量的影响
[02696.32-02698.22] 在这段里当中谁是该商品
[02698.22-02699.02] 飞造
[02699.02-02700.48] 那就替换成了
[02700.48-02702.40] 习粉的价格变度
[02702.40-02704.40] 对于肥造需求量的影响吧
[02704.40-02707.40] 那习本家里边都对肥造需求量的产生名想的
[02707.40-02708.60] 分析下百
[02708.60-02711.20] 假设现在习本的价格上升了
[02711.20-02712.40] 原本10块钱一包
[02712.40-02713.80] 现在变成100块钱一包了
[02713.80-02715.40] 那价格这么贵买五买
[02716.20-02716.80] 不买了
[02716.80-02717.20] 对吧
[02717.20-02717.80] 买不起
[02717.80-02718.80] 所以在这里面
[02718.80-02720.60] 当习本价格上升的时候
[02720.60-02722.20] 会不会买习本了
[02722.20-02723.80] 但是你要习父你会买谁
[02723.80-02725.00] 你会买肥造啊
[02725.00-02726.00] 所以在这里面
[02726.00-02726.60] 你看一下
[02726.60-02728.80] 当习本价格上升的时候
[02728.80-02731.20] 会增加对肥造需求量的影响
[02731.20-02733.56] 就就就对该商品价
[02733.56-02735.54] 叫做相关商品价的变动
[02735.54-02737.92] 对该商品需求量的影响
[02737.92-02738.80] 所以在这里面
[02738.80-02739.52] 我们能看到
[02739.52-02741.28] 箭头方向相同还相反
[02741.28-02742.84] 箭头方向相同
[02742.84-02743.72] 相同做什么
[02743.72-02744.68] 同方向
[02744.68-02746.08] 相同做同方向
[02746.08-02746.92] 所以他有的时候
[02746.92-02748.56] 还有另外一种表示方式
[02748.56-02750.52] 叫一种商品的价格变动
[02750.52-02751.40] 写旁边
[02752.68-02755.72] 叫一种商品的价格变动
[02759.08-02760.04] 引起
[02761.20-02763.20] 另一種商品
[02764.64-02766.16] 需求量
[02768.34-02769.06] 需求量
[02769.06-02770.12] 成
[02770.12-02772.12] 同方向便度
[02773.92-02774.32] 成
[02774.32-02776.28] 同方向便度
[02777.72-02778.60] 你料製到
[02778.60-02780.16] 它出現這種表述的時候
[02780.16-02781.36] 你就做假設白
[02781.36-02783.16] 說一種商品的價格便度
[02783.16-02785.56] 你就假設這種商品的價格是上升的
[02785.56-02787.64] 引起另一種商品的需求量成
[02787.64-02788.80] 同方向便度
[02788.80-02790.16] 那在這裡面
[02790.16-02793.48] 同方向辨论另一种商品需求量也是上升的
[02793.48-02796.16] 辨论方向相同,那他就是什么片
[02796.16-02797.32] 他就是替代片
[02797.32-02802.24] 大家注意一下,就单单只是这一句话,就说给大家用绿色比标质这句话
[02802.24-02805.20] 考过理解形题目,考过判断题
[02805.20-02807.56] 他理解形题目就是把这句话辨论题案
[02807.56-02812.12] 说一种商品的需求价格辨论动引起另一种商品的需求量程
[02812.12-02813.72] 同方向辨论的
[02813.72-02817.88] 给到了ADC第四族选项,然后说是哪一族
[02817.88-02820.70] 这个四组选的当中其实给到具体案例了
[02820.70-02823.02] 这有时候你就要知道它属于替代品
[02823.02-02824.72] 因为同方的变动是替代品
[02824.72-02827.10] 你就说叫从Alic的当中选一个
[02827.10-02829.00] 第二个考察的是判论体
[02829.00-02830.68] 在判论体当中咋说的
[02830.68-02833.00] 说一种商品的价格变动
[02833.00-02837.08] 引起类种商品需求让成同方向变动的是
[02837.58-02838.64] 户补品
[02838.64-02839.54] 那就错了
[02839.54-02840.28] 是什么片
[02840.28-02841.08] 替代品
[02841.08-02842.52] 所以这一句话
[02842.52-02845.72] 记得我们所说的理解节目的体大
[02845.72-02847.52] 一做过判论的体干
[02847.52-02854.72] 注意一下,这是我们所说的替代品,两个考订,两个考订,他不直接考察,这是第一个叫做替代品
[02855.92-02861.08] 第二个是,第二个就是我们刚才提到的户武品,户武品在这里面,他给到了
[02861.08-02869.16] 说户武品是只两种商品,必须互相配合,才能满足消费者的同意需要,比如说这里他做给到的汽车和区有
[02869.16-02876.32] 所以在这里户品,第一个考订就是什么是户武品,标注意一下,相不配合,也就是我们所说的什么,大家配使用才可以
[02877.52-02882.00] 这个点考过理解形的题目
[02882.00-02883.88] 让我们去选哪一组是户物品
[02883.88-02885.20] 你要看放在一块用
[02885.20-02887.76] 比如说它给到了汽车和汽油
[02887.76-02889.76] 我们所说的羽毛球与毛球胖
[02889.76-02891.60] 损损合一钥匙
[02891.60-02892.04] 对吧
[02892.04-02893.44] 像这种什么拍栗
[02893.44-02894.92] 得的相机和相机
[02894.92-02897.24] 这些其实都是户物品
[02897.24-02898.36] 都是户物品
[02898.36-02899.40] 这是第一个
[02899.40-02900.72] 我们要知道什么是户物品
[02900.72-02901.76] 考理形的题目
[02901.76-02902.36] 第二个
[02902.36-02903.12] 我们来看一下
[02903.12-02904.12] 户物品
[02904.12-02905.44] 它的价格变动对商品
[02905.44-02907.16] 训续用量从什么样的影响
[02907.16-02908.18] 在这也他给到
[02908.18-02910.40] 所以一种商品的价格上升
[02910.40-02912.10] 也就是护品价格上升
[02912.10-02914.00] 引起另一种商品的需求量
[02914.00-02914.64] 减少
[02914.64-02915.52] 花间头外
[02915.52-02916.80] 一个价格上升
[02916.80-02918.16] 一个价格下降
[02918.16-02919.96] 建头放下相同相反
[02919.96-02920.48] 相反
[02920.48-02923.04] 相反就是什么反方向变动
[02924.16-02926.24] 或者叫做反比变动
[02926.24-02927.68] 如果是这怎么来的呢
[02927.68-02929.20] 咱们就来看书上这个案例
[02929.20-02932.24] 假设咱们就一起车和去游维里
[02932.24-02935.60] 它有考察的是相关商品的价格变动
[02935.60-02938.34] 对该商品需求量的影响 对吧
[02938.34-02939.70] 在这里面假设
[02939.70-02941.42] 汽车是相关商品
[02941.42-02942.98] 在这里就是户物品
[02942.98-02944.98] 汽油是该商品
[02944.98-02946.20] 它研究的是
[02946.20-02947.96] 汽车的家的变多
[02947.96-02949.70] 对汽油需求量的影响
[02949.70-02951.20] 我们看一下咋影响的呗
[02951.20-02953.52] 我说的汽油就是稍有的车
[02953.52-02955.68] 不是说咱们说的变车
[02955.68-02958.14] 看一下假设现在汽车
[02958.64-02959.84] 价格上升了
[02959.84-02961.24] 原本30万一台
[02961.24-02962.64] 现在三千万一台
[02962.64-02963.24] 开不开了
[02963.24-02964.08] 只能不开了
[02964.08-02966.96] 那这个说你对于汽车的需求量会下降
[02966.96-02968.64] 汽车你都不买了
[02968.64-02970.12] 你还会会买汽油呢
[02970.12-02970.84] 这都不会买了
[02970.84-02971.92] 你买汽油在干啥呢
[02971.92-02972.84] 在家喝吗
[02972.84-02973.76] 你也不能喝呀
[02973.76-02976.56] 所以在这里对于汽油的需求量也会下降
[02976.56-02978.40] 通常会看到在这里面
[02978.40-02980.20] 汽车下个上升
[02980.20-02981.56] 汽油下个下降
[02981.56-02983.44] 见到翻向相同还是相反
[02983.44-02985.24] 见头方向相反
[02985.24-02986.44] 相反就是什么
[02986.44-02989.24] 反方向或者叫做反比变多
[02989.24-02991.08] 所以它的它和刚才的
[02991.08-02992.64] 我们所说的这个替代品
[02992.64-02994.38] 有一曲同工之妙
[02994.38-02995.84] 卸在旁邊寫句话
[02995.84-02998.24] 叫做一种商品的价格边洞
[02999.84-03004.60] 叫一种商品的价格边洞
[03007.48-03008.52] 引起
[03010.52-03012.24] 另一种商品的
[03013.04-03013.88] 需求量
[03016.00-03017.56] 商品的需求量
[03018.88-03019.68] 成
[03020.80-03022.08] 反方向边洞
[03022.64-03026.32] 成反方向辩动啊
[03026.32-03029.88] 这样的商品就被称着为叫做什么片
[03029.88-03030.88] 叫做户物片
[03030.88-03035.28] 所以在这里加个辩动引起需求成反方向辩动
[03035.28-03037.76] 是不合刚才的替代品正好反过来了
[03037.76-03039.60] 那他考试的时候也是样的
[03039.60-03042.56] 在考察的方式上和前面替代品样
[03042.56-03044.56] 把这句话变成判断体
[03044.56-03046.16] 或者把这句话变成体感
[03046.16-03047.44] 然后让我们去分析
[03047.44-03049.92] 它属于哪一族属于户物片
[03049.92-03051.36] 一定要把它标注下来
[03051.36-03053.36] 你在这里你说老师我记不住怎么办
[03053.36-03054.76] 如果实在记不住的话
[03054.76-03056.84] 我就借同时我们就现场就换一换
[03056.84-03058.40] 就是一点点去分析
[03058.40-03063.76] 他要求的是相关商品加个编动对该商品需求量的影响
[03063.76-03065.64] 你就做好假设就可以了
[03065.64-03067.20] 谁是相关商品
[03067.20-03068.40] 谁是该商品
[03068.40-03069.48] 你可以自由去设
[03069.48-03071.20] 这个就是我们所说的
[03071.20-03073.80] 第2个他的编动趋势
[03073.80-03075.52] 但是在乎编动中
[03075.52-03078.12] 他的考察的角度会比替代品多一个
[03078.12-03081.12] 就是他除了考他的具体的含液
[03081.12-03086.72] 烤它的变动方向之外它会烤到生活当中的现象
[03086.72-03089.52] 这它的第三口点就是生活现象
[03089.52-03093.72] 然后给到你说这个生活现象体现了什么样的经济学员力
[03093.72-03096.72] 就是给现象,不要不去打原理
[03096.72-03101.12] 那像这样的话,一般情况之下都是烤的,还是样的
[03101.12-03103.72] 烤什么呢?烤大家配销售
[03103.72-03105.92] 这个大家配销售
[03105.92-03109.32] 像这种搭配销售,在日常生活当中很常见
[03109.32-03111.12] 比如说你今天仔细吃火锅
[03111.12-03114.12] 那你这个时候你就跑到那个超市冰贵那个地方
[03114.12-03117.32] 去买牛肉脚、羊肉脚、鸡肉业、污机业
[03117.32-03119.32] 反正就去买什么虾滑下的
[03119.32-03121.12] 你看看你在买这些东西的时候
[03121.12-03122.52] 在这个冰贵的附近
[03122.52-03125.12] 你总能看到有一个货家子
[03125.12-03126.52] 那个货家子上放的啥
[03126.52-03127.72] 放的火锅底料
[03127.72-03129.12] 他被啥给你放火锅底料了
[03129.12-03130.32] 因为一般请按这下
[03130.32-03132.12] 你去买这些各种干肉业的时候
[03132.12-03134.12] 你吃火锅的可能性什么很大
[03134.12-03136.52] 那就意味着这里面的各种干的肉业
[03136.52-03139.80] 它其实是个火锅底料是户骨骗
[03139.80-03141.76] 放在一块才能满足我的需要的
[03141.76-03142.32] 对吧
[03142.32-03143.48] 又或者我们常说的
[03143.48-03145.80] 你在去买肥皂或者是相造的时候
[03145.80-03147.48] 在他的父亲的价子上
[03147.48-03149.68] 你总能看到肥皂和或相造和
[03149.68-03150.24] 没啥
[03150.24-03152.00] 因为他们两个是户骨骗
[03152.00-03153.84] 又或者我们经常出去吃饭
[03153.84-03155.40] 我们太很多的这个酒店
[03155.40-03158.16] 他都会打出这样我们所说的这种
[03158.64-03160.96] 我们所说的这种警示与百分之算
[03160.96-03162.88] 警示与这种会给你那么句话
[03162.88-03166.60] 就话就想说本店内卸觉自在酒水
[03166.60-03168.44] 那他被啥卸觉自在酒水
[03168.44-03170.20] 因为我们吃饭还有干饭了
[03170.20-03171.76] 对吧 你去饭店吃饭
[03171.76-03174.20] 你不可能说一口水不喝一点也料不喝
[03174.20-03176.32] 那气氛都到那人高低代整点
[03176.32-03179.44] 所以你还他认为酒水和我们所说的这种
[03180.32-03182.00] 参业聚会
[03182.00-03185.52] 他是不是要搭配使用才能让你的性负赶更高
[03185.52-03187.44] 或者是你的这种满一程度更高
[03187.44-03189.80] 那这里面卸觉自在酒水的原因就是什么
[03189.80-03191.60] 九水和墅内的销售
[03191.60-03193.04] 它其实就形成了什么
[03193.04-03193.88] 搭配使用
[03193.88-03196.16] 它本身上就属于一种护屁
[03196.16-03199.56] 所以在这里面护屁上它靠射的时候多了一个角度
[03199.56-03201.44] 就是它可能会考一下当中
[03201.44-03202.84] 生活当中的现象
[03202.84-03204.12] 让我们就分析它的原理
[03204.12-03206.20] 你就简单去实际
[03206.20-03208.44] 只要是搭配使用或搭配销售的
[03208.44-03210.16] 那它都是我们所说的啥
[03210.16-03212.00] 都是我们所说的护屁
[03212.00-03214.32] 所以它就比前面多了一个角度
[03214.32-03217.04] 那这是第三个影响需求的因素
[03217.04-03219.76] 那第四个影响需求的因素就要消配者的偏号
[03219.76-03221.20] 这个简单了解一下就行了
[03221.20-03222.44] 可好性不强
[03223.16-03226.84] 他说当对某一种商品的票号程度越强
[03227.48-03230.16] 就会增加对这种商品的需求量
[03230.16-03230.96] 那你说白了
[03230.96-03233.00] 那这种偏号会影响到需求量
[03233.00-03233.96] 其实就是什么
[03233.96-03234.96] 同方向
[03234.96-03237.36] 或者是我们所说的政策
[03237.36-03238.40] 你越习惯
[03238.40-03239.48] 你就越小买
[03239.48-03240.56] 对吧你追心
[03240.56-03242.16] 那你这所有的合理明星
[03242.16-03244.48] 和你和你家爱都有关的这些东西
[03244.48-03246.44] 你都想去买买它的周边
[03246.44-03249.92] 那就是因为你买了多少就看一下你对他的什么 飘好程度
[03249.92-03251.00] 对吧 那我也聚行
[03251.00-03252.80] 我喜欢谁呢 我喜欢满萌 对吧
[03252.80-03254.68] 就是打球的那个 那你看
[03254.68-03256.60] 他和他有关这种却我也喜欢满
[03256.60-03259.64] 你最咱且不说别的 就是那个一宝换行说
[03259.64-03263.36] 那一看一宝换水上面 不经常会印着什么 沉漠啊 马龙啊
[03263.36-03265.00] 对吧 沙沙呀 对吧
[03265.00-03269.88] 还有那个我们所说沙于组合嘛 就是那个打那个平坦球的那两个女孩
[03269.88-03271.56] 那一看我因为我特别喜欢满萌嘛
[03271.56-03273.72] 哎 我一看那个一宝换水啊 有她
[03273.72-03275.64] 那我就去买那个换钱说
[03275.64-03279.74] 那其实如果对马龙这个明星的飘浘程度越想
[03279.74-03281.28] 我喝了换的手指怎么样
[03281.28-03283.32] 越多我一同摸再来一同
[03283.32-03285.62] 我就把那皮膚白一排我就天性看
[03285.62-03287.96] 对吧那这种情况之下其实就能够发现
[03287.96-03290.48] 飘浘浘月墙需求量你会怎么样
[03290.48-03292.64] 增加所以这是消费者的
[03292.64-03295.88] 偏好对于需求量的影响
[03295.88-03299.70] 大家注意这是第四个点看它的飘浘度
[03299.70-03302.48] 第五个影响需求的因素就在于消费者
[03302.48-03304.24] 对商品的价格预期
[03304.24-03306.76] 搭住一下这个价格预期是对什么
[03306.76-03308.72] 是对未来的价格预期
[03308.72-03311.96] 叫消费者对未来商品价格预期
[03311.96-03316.44] 它的一种预期对线期需求量的影响
[03317.72-03320.88] 对线期需求量的影响
[03322.52-03324.04] 你说欢迎话来说呢
[03324.52-03326.00] 你对于未来这个东西
[03326.00-03327.12] 它会有一个估加
[03327.12-03329.04] 那你如果估加无非就两种情况
[03329.04-03331.44] 第一种你认为它未来会涨价
[03331.44-03337.84] 未来会长假,现在是你的线期需求,一定会增加的
[03337.84-03343.98] 你眼看着未来这个东西要长假了,你现在还不买吗?赶紧去买呀,那就好比之前我们所说的
[03343.98-03349.10] 在之前服务洩漏的时候,我们有那个团眼的那个时间,大家应该还记得吧
[03349.10-03355.76] 当时当年的手大都说吃烟可以房服势,然后当那个服务和烟战洩漏之后,大家都去买眼
[03355.76-03359.86] 为什么大家都去买眼呢?就是你认为未来一个时间延价会上长
[03359.86-03363.06] 那这时候你干去买要不以后加上找了买不着了
[03363.06-03366.06] 那这时候叫未来预期价格会上涨
[03366.06-03368.38] 对线期需求会增加
[03368.38-03370.46] 那其实就出现了我们所说的什么现象
[03370.46-03372.06] 就出现了我们所说的
[03372.06-03373.34] 统货现象
[03373.34-03375.10] 你看像之前大家网上
[03375.10-03378.14] 开玩笑说说那一年团的言在今年中一撤了
[03378.14-03380.30] 那你看政治叫做统货
[03380.30-03381.70] 那如果反过来
[03381.70-03383.58] 如果你认为未来这个东西
[03383.58-03384.94] 它的价格会下降
[03384.94-03387.10] 那这时候你买不买现在
[03387.10-03388.10] 只顶不买呀
[03388.10-03392.58] 所以在这里面未来价格御学下降会减少现期需求
[03392.58-03394.46] 你现在不闷在留待以后
[03394.46-03396.14] 那双是一马上就要来了
[03396.14-03397.82] 对吧 双应马上就要来了
[03397.82-03399.58] 如果你在你购物车里放了很多东西
[03399.58-03401.18] 你就不去解锁 为什么
[03401.18-03403.94] 因为你知道双是一会降价
[03403.94-03405.66] 那你双是一买更合适
[03405.66-03407.22] 所以你看在这里面
[03407.22-03409.74] 是不是就出现了我们所说的这种双是一些像
[03409.74-03413.42] 那这些都是我们所说的对于价格御学
[03413.42-03415.74] 只过对于价格御学是对未来的御学
[03415.74-03418.98] 这种未来家具影响的是什么 现期需求量
[03418.98-03422.66] 所以在这里面 你只要能过去分析出来就可以了
[03422.66-03424.74] 这事影响需求的因素
[03424.74-03427.82] 所以在这里面 大家再回味道一个点上
[03427.82-03429.86] 我们刚才讲到影响需求的因素
[03429.86-03431.06] 他给到了很多
[03431.06-03434.86] 比如说第一个 他提到了叫做商品自身的价格
[03434.86-03437.46] 第二个消费者的收入
[03437.46-03439.74] 第三个相关商品的价格
[03439.74-03442.62] 第四个 偏号 第五一个 未来的价格
[03442.62-03444.70] 与期 那这么多因素里面
[03444.70-03445.62] 大家一定要注意
[03445.62-03447.12] 在这么多因素当装
[03447.12-03448.30] 对于商品需求
[03448.30-03450.06] 影响最深的一个因素
[03450.06-03451.38] 就是我们所说的什么
[03451.38-03452.42] 价格因素
[03452.42-03453.30] 所以在这里面
[03453.30-03457.14] 我们要知道价格是影响需求量最核心的因素
[03457.14-03459.98] 而我们按照最核心的因素来分析的话
[03459.98-03462.42] 大家知道我们说了那一般情况之下
[03463.82-03464.82] 一般情况之下
[03464.82-03467.32] 商品的价格月高需求量反而回
[03467.32-03469.22] 月低所以我们在探讨
[03469.22-03470.46] 它的一般情况之下
[03470.46-03471.54] 这种情况的时候
[03471.54-03474.62] 我们认为商品的价格需求量成反比变动
[03474.62-03478.00] 而这种反方向变动用曲线来表示的话
[03478.00-03480.10] 比如出来的就叫做虚求曲线
[03480.10-03481.74] 所以虚求曲线长什么样呢
[03481.74-03482.58] 大家就一下
[03482.58-03486.78] 在经济学当中我们和正常的数学作标系不太一样
[03486.78-03490.02] 在经济学当中我们洪州代表的是数量
[03492.02-03494.34] 而种种的代表的是价格
[03495.42-03498.54] 虚求曲线它其实是价格越高
[03498.54-03499.90] 虚求量反而会怎么样
[03499.90-03500.82] 越低
[03500.82-03502.86] 你说老实他这里面好多个因素
[03502.86-03505.20] 你怎么只说这个价格的因素呢
[03505.20-03505.80] 大家注意一下
[03505.80-03508.30] 当我认为价格因素影响需求的时候
[03508.30-03510.50] 我就开始默认其他因素不便了
[03510.50-03512.60] 所以在其他因素不便的情况之下呢
[03512.60-03514.14] 价格越高需求要打越低
[03514.14-03515.22] 那它的取线什么
[03515.22-03516.84] 呈现什么样的变动趋势呢
[03516.84-03518.22] 就这种变动趋势
[03518.22-03520.38] 这个写相下的朋友来看一下
[03520.38-03522.54] 当价格是在 P1的时候
[03522.54-03523.94] 需求量是在Q1
[03523.94-03526.54] 当价格下降到 P2的时候
[03526.54-03528.22] 你看需求量是不是增加了
[03528.22-03529.74] 所以你看价格越低
[03529.74-03531.26] 需求要反而越高
[03531.26-03535.26] 这样的一条曲线就被称着为叫做虚求曲线
[03535.26-03537.26] 这个曲线需要他们去记住
[03538.26-03539.26] 拿住一下
[03539.26-03540.66] 这个曲线要大纸记住
[03540.66-03542.26] 这个曲线只考虑什么
[03542.26-03545.26] 只考虑价格变动对需求量变动的影响
[03545.26-03546.26] 因为在这个上面
[03546.26-03548.26] 价格每变动一个点
[03548.26-03550.26] 它都会对应一个什么
[03550.26-03552.26] 都会对应一个需求量
[03552.26-03554.26] 所以只要谈价格变动
[03554.26-03556.26] 大纸一下只要谈价格变动
[03559.26-03560.26] 只要谈价格变动
[03560.26-03563.50] 下个变动是不是就是在这一条曲线上的点的变动
[03565.84-03569.22] 曲线上的点的变动大家注意一下
[03569.48-03571.50] 这个就是我们所说叫做需求曲线
[03571.50-03573.96] 同一个最起码在这里面要知道
[03573.96-03576.78] 需求曲线它是一条写相下的曲线
[03576.78-03578.28] 这个点动我们来说很重要
[03578.28-03581.52] 因为我们后面而给大家就说一下供级曲线
[03581.52-03584.30] 我们要把供级曲线需要个需求曲线对比去看
[03584.30-03586.54] 你这起码在这里用明确一个点
[03586.54-03588.16] 大家注意一下两些
[03588.16-03596.80] 我又画了一个两星,你要知道的就是需求取线,它是一条写相的取线
[03596.80-03600.32] 所以大家要记一下,这是我们所说的,这个点
[03600.32-03605.96] 说了这个点之后,我们就来做一个简单的数据和回顾,我们来看一下
[03605.96-03613.52] 咱们再整个影响需求因素里面,我们说了五个因素,两星几个因素是商品自身的价格,消费者的收入水平
[03613.52-03615.52] 以及相关商品的价格变动
[03615.52-03617.92] 在这里面我已经以大家不要住得很清楚了
[03617.92-03620.50] 商品自身价格考理解形的题目
[03620.50-03622.32] 主要是在它的变动情况上
[03622.32-03624.62] 大家要这个一般请问之下成反比
[03624.62-03625.72] 为什么成反比呢
[03625.72-03627.62] 因为编辑效用地解
[03627.62-03628.92] 但是有特殊情况
[03628.92-03630.52] 大家注意也是几分屏
[03630.52-03632.72] 但这个几分屏大家一定要明确
[03632.72-03635.52] 它是不是只得是某一个特殊的产品
[03635.52-03637.52] 不是它只得是成
[03637.52-03640.32] 同方向变动的这一类的产品
[03640.32-03641.02] 明白了吧
[03641.02-03642.52] 所以大家一定要注意
[03642.52-03645.02] 这是我们所说的叫做变动情况
[03645.02-03646.02] 这是第一个点
[03646.02-03648.84] 第二个就是我们提到了消费者的收入
[03648.84-03650.40] 我们在消费者收入的时候
[03650.40-03652.74] 一般请按认为你赚了越多花越多
[03652.74-03654.90] 所以一般需求要成政筆
[03654.90-03656.14] 但是它有特殊情况
[03656.14-03657.44] 考试就是这样的
[03657.44-03659.08] 不考长太考变态
[03659.08-03660.98] 所以在这里面要知道什么叫做
[03660.98-03663.10] 列等品或者叫低党品
[03664.38-03667.34] 它指的是和产品之调有关系的这东西
[03667.34-03669.56] 并无直接关系而是什么
[03669.56-03671.12] 而是收入越高
[03671.12-03673.04] 需求量越低的这一类商品
[03673.04-03674.38] 比如说工交车了
[03674.38-03675.66] 两点接着了
[03675.66-03676.74] 对吧那像这种东西
[03676.74-03678.74] 说我们所说的烈能品
[03678.74-03681.10] 但收入也会影响到你的生活水平
[03681.10-03683.10] 所以在这里会考察恩格系组
[03683.10-03684.50] 恩格系组在这里面
[03684.50-03685.10] 大家注意一下
[03685.10-03686.54] 公事必须掌握
[03686.54-03687.30] 这是第一个点
[03687.30-03687.86] 第二个
[03687.86-03688.58] 它的指标
[03688.58-03689.30] 红凉
[03689.30-03689.98] 家庭
[03689.98-03691.34] 生活水平
[03691.34-03692.50] 或者是富裕程度
[03692.50-03693.34] 花分标准
[03693.34-03693.78] 我们说了
[03693.78-03695.74] 就到30-40这个地方
