[00000.00-00002.74] 好的 那我们接给来往下看
[00002.74-00005.58] 咱们前面给大家去讲了什么是高兴技术
[02315.44-02317.84] 然后它其实你看它是有旅带的 对吧
[02317.84-02320.12] 它这个旅带上面压出来的是什么
[02320.12-02321.72] 是带有中国的中字的
[02321.72-02322.92] 我们当时来说了
[02322.92-02324.40] 这是中国讨有的什么
[02324.40-02325.56] 讨议份的浪漫
[02325.56-02328.64] 也就是代表着中国的碳测来到了
[02328.64-02330.16] 我们所说的火星上
[02330.16-02332.20] 这个是我们所说的天文1号
[02332.20-02334.00] 整体上大家注意一下
[02334.00-02335.04] 天文呢
[02335.04-02336.32] 它其实天文1号
[02336.32-02337.72] 它其实会面对一个问题
[02337.72-02340.08] 就是火星丽地球的距离比较一眼
[02340.08-02342.32] 单纯的用电子波通讯来看的话
[02342.32-02344.24] 它其实会有时间上的眼尺
[02344.24-02346.00] 可能会延迟20分钟
[02346.00-02350.08] 所以为了更好的补着到天文1号发射回来的信号
[02350.08-02353.08] 我们还专门建立一个压中最大的一动天线
[02353.08-02354.46] 口徑了好幾十米
[02354.46-02355.58] 非常非常大
[02355.58-02358.78] 當年也考過亞洲最大的一動天線
[02358.78-02359.68] 但目前來看的話
[02359.68-02360.92] 它就不是什麼熱點
[02360.92-02362.92] 所以同時把這個基本支持
[02362.92-02364.72] 和它的基本概念掌握著就行了
[02364.72-02366.52] 這是我們所說的天文一號
[02366.52-02369.40] 這裡無論是形形碳測的天文系列
[02369.40-02371.72] 還是我們所說的天文一號
[02371.72-02373.52] 在這種情況下大住一下
[02373.52-02375.04] 我們需要掌握的第四個點
[02375.04-02376.48] 就是天文
[02376.48-02378.04] 它道子取自於善
[02378.04-02379.56] 很多同學都知道
[02379.56-02381.16] 這個點當年也很文學
[02381.16-02382.52] 結合再誇考查了
[02382.52-02385.34] 这个天文他取自于区域案的
[02386.48-02387.98] 我们所说的一个
[02387.98-02390.20] 注作叫做问天
[02390.20-02392.44] 当时问天问了180个问题
[02392.44-02399.76] 问天问地问人的时候为什么存在问军网如何谴重问四季为什么更点问与州的镜头是什么
[02399.76-02403.34] 这是人类人的历史上发出的第一次折丝
[02403.34-02405.20] 这个就是我们所说的天文
[02405.20-02409.28] 朋友们目前在考察过程当中只要掌握到这种程度就行了
[02409.28-02412.12] 因为他已经不思前几年那么那么的热了
[02412.12-02414.94] 我们只需要在这里面把整个天问
[02414.94-02418.76] 我们所说的天文以后给它把基本上一种长度就行了
[02418.76-02421.08] 这个是我们所说的
[02421.08-02422.10] 有关于
[02422.10-02423.38] 航天
[02423.38-02424.36] 碳测当中
[02424.36-02426.52] 所给到的行星之间的碳测问题
[02426.52-02428.12] 这是第三个大的问题
[02428.12-02431.84] 在航天气技术当中的赞下就给到了我们所说的
[02431.84-02432.96] 叫做战人费传
[02432.96-02435.68] 中国的战人费传的叫做神州
[02435.68-02438.60] 同时我们还会有提到叫做空间战
[02438.60-02440.72] 中国的空间战叫做天宫
[02440.72-02442.92] 中国的汇氏传叫天州
[02442.92-02444.96] 这几个概念同学们总听到
[02444.96-02446.96] 但是我相信同学们总会混
[02446.96-02448.32] 我们来系统的书里
[02448.32-02450.00] 一下他们之间到底什么关系
[02450.00-02451.72] 中国的行天汉测
[02451.72-02453.20] 在最后我们要干嘛
[02453.20-02455.08] 我们其实要实行太空汉测
[02455.08-02456.72] 但是如果实行太空汉测的话
[02456.72-02458.56] 你在地球上观测太空
[02458.56-02459.80] 其实不太好观测的
[02459.80-02462.20] 所以我们就想能不能长时间
[02462.20-02463.44] 注留在太空当中
[02463.44-02464.28] 就已经观测
[02464.28-02466.92] 这时候想要长时间停留在太空当中
[02466.92-02468.04] 欢迎话说
[02468.04-02471.62] 你就要在太空当中有一个自己的助地欢迎话说
[02471.62-02473.84] 在之白一点就是我们要在太空当中
[02473.84-02476.24] 盖一间属于中国的房子
[02476.24-02480.32] 那我们把在太空当中盖的这个房子给它命名为什么呢
[02480.32-02481.60] 叫做天宫
[02482.88-02485.04] 所以这个房子就叫做什么
[02485.04-02486.48] 就叫做在人空间站
[02486.48-02488.52] 我们的这个房子就叫做空间站
[02488.52-02491.72] 所有的国家的在太空当中盖的房子都叫空间站
[02491.72-02493.64] 只不我们国家的叫做天宫
[02493.64-02494.92] 天宫是什么地方
[02494.92-02497.76] 我们上午神话当中中国神话当中说了
[02497.76-02499.40] 天空叫九重天
[02499.40-02501.16] 那是神仙举住的地方
[02501.16-02502.52] 所以在这里我们就有了
[02502.52-02503.80] 第一个叫天空
[02503.80-02506.60] 但天空就一位着在太空当中带个房子
[02506.60-02508.00] 那你怎么带房子呢
[02508.00-02509.40] 神第一个在房子
[02509.40-02510.88] 是不是带有东西可带
[02510.88-02512.48] 那这种情况就像你要
[02512.48-02514.20] 带一些东西上天
[02514.20-02515.00] 拉护
[02515.00-02517.20] 比是在这里面就会出现一个叫做
[02517.20-02518.40] 霍运飞船
[02518.40-02520.96] 霍运飞船就类似于我们所说的什么
[02520.96-02522.76] 霍运飞船就类似于快地小哥
[02522.76-02524.16] 给你往天上送获的
[02524.16-02526.00] 那这个就叫做霍运飞船
[02526.00-02528.82] 中国的会议非常叫做天州
[02529.84-02531.12] 这是快点小哥
[02531.12-02532.74] 但是你光拉过上去
[02532.74-02534.96] 光有气财在那气财在那自己
[02534.96-02537.00] 就能够组装就能够碳測了
[02537.00-02539.56] 就能够进行更加精准的监測了
[02539.56-02540.08] 不行
[02540.08-02541.56] 所以你光带货不行
[02541.56-02542.32] 你还在外什么
[02542.32-02543.16] 在带人
[02543.16-02544.44] 你把带人的这个
[02544.44-02545.20] 这称之为叫什么
[02545.20-02546.48] 叫再人推传
[02548.28-02549.56] 还有拉人上去
[02549.56-02550.68] 这个叫再人推传
[02550.68-02552.04] 这个再人推传叫什么呢
[02552.04-02554.40] 再人推传叫做神州
[02554.40-02555.72] 再人推传叫神州
[02555.72-02558.28] 所以在这里面具有货月又有在人
[02558.28-02560.92] 那他们两个是带货的一个是带人的
[02560.92-02562.64] 会被传相当于快遞小哥
[02562.64-02564.92] 而在人非常相当于出租社司机
[02564.92-02566.60] 想着如何把人送上去
[02566.60-02571.72] 所以在他们两个共同的最后最后我们完成了天空的简造
[02571.72-02574.36] 这个是我们所说的空间战
[02574.36-02575.44] 这个空间战
[02575.44-02578.04] 在这个空间战当中大家要注意一下
[02578.04-02581.36] 除了我们所提到的空间战的内容之外
[02581.36-02583.20] 接下来我们来看一下
[02583.20-02588.20] 只有裡面的神州,天州和天宮之間到底是什麼關係
[02588.20-02590.06] 它其實它們之間的發展
[02590.06-02592.20] 預示中國航天的三步走
[02592.20-02594.96] 我們先來看一下我們的第一個天宮
[02594.96-02596.64] 換句話說就是我們最終
[02596.64-02600.56] 想要蓋成的這個房子,到底是長什麼樣子
[02600.56-02603.32] 咱們來看一下這個房子最終是長這樣
[02603.32-02605.10] 也就是現在我們在2020年
[02605.10-02607.84] 就在去年年底的時候天宮已經完成建造了
[02607.84-02610.32] 咱們已經在太空當中把這個房子蓋起來了
[02610.32-02612.20] 这个房子就是30两天
[02612.20-02614.70] 外在处长市的这个房子
[02614.70-02617.40] 首先这个整体上这个构造
[02617.40-02619.92] 就是我们所说的天宫的构造
[02619.92-02622.04] 这个天宫同们来看一下
[02622.04-02623.88] 我们在空间当中的这个房子
[02623.88-02625.24] 分成三个部分
[02625.24-02627.68] 这三个部分就是三个主双
[02627.68-02628.68] 第一个叫做什么呢
[02628.68-02630.76] 叫做天核核心草
[02630.76-02632.52] 天核核心草是干嘛的呢
[02632.52-02633.96] 也是我们第一个发的
[02633.96-02636.36] 就是这个挂着小国企的这个
[02636.36-02637.80] 是天核核心草
[02637.80-02640.32] 这个天河藏他主要是给人住的
[02641.28-02642.44] 所以在这里你看
[02642.44-02647.52] 他说天河河河一藏主要是包裹我们所说的生活控制藏和资源藏这几个部分
[02647.52-02650.88] 这工他们睡眠就餐的工作等等
[02650.88-02652.04] 这是在天河当中
[02652.04-02653.76] 所以天河就相当于主握
[02653.76-02654.96] 你就这么去理解
[02654.96-02656.28] 天河就相当于主握
[02656.28-02659.12] 主要是我们所说的给鱼航员去休息的
[02659.12-02662.84] 大家都知道这是中国在技术上的一个非常大的一个进步
[02662.84-02665.32] 以前的时候我们哪有什么天河河一藏
[02665.32-02668.02] 以前一群方向飞天的时候就躺在什么当中
[02668.02-02672.44] 他就是住在我们所说的这个
[02672.44-02674.72] 在人飞船当中
[02674.72-02676.96] 这挂水带然后就在那个地方休息
[02676.96-02678.24] 而且空间也不是特别大
[02678.24-02680.04] 所以居住起来不是特别舒服
[02680.04-02681.44] 但到了天和河嬰昌
[02681.44-02683.72] 我和发现有了非常大的一个感善
[02683.72-02686.44] 按照他们当时的话来说是天和河嬰昌
[02686.44-02688.08] 就像一个新加一样
[02688.08-02689.64] 真的是非常非常的好
[02689.64-02693.44] 当时整体的状况就是每一个人都有自己独立的床位
[02693.44-02696.00] 这个独立的床位他就有点像那个床
[02696.00-02699.00] 就欠在那个墙里面然后拉上这个拉里
[02699.00-02701.40] 你就进去里面有自己的整头和背子
[02701.40-02703.68] 他们除了有独立的这样的一个顺便去之外
[02703.68-02705.64] 还有未生去还有就参去
[02705.64-02709.52] 你可以比如说在神州12号是首次入住到天河
[02709.52-02712.00] 当时在太空当中三个月
[02712.00-02713.88] 90天吃的东西不重一样
[02713.88-02715.52] 就是天天都吃得非常的好
[02715.52-02716.80] 什么辣子几天
[02716.80-02717.68] 可以叫牛肉
[02717.68-02719.64] 是根据鱼航验的口味来调控的
[02719.64-02721.04] 所以这是天河和一层
[02721.04-02722.16] 而且在这里面
[02722.16-02723.96] 还可以实现外飞全覆盖
[02723.96-02725.92] 没事的时候就可以跟加上视个频
[02725.92-02727.64] 我最近在太宫出差之类的
[02727.64-02729.56] 所以这是我们所说天和和影响
[02729.56-02730.68] 就相当于主握
[02730.68-02734.00] 所以他主要是工作序联维生就餐
[02734.00-02734.96] 我们所说的
[02734.96-02736.88] 一身体的坚测已经断连去
[02736.88-02737.84] 我们还看到
[02737.84-02739.56] 他还在打拼方球
[02739.56-02741.64] 而且还在那跑步的
[02741.64-02743.40] 这就是我们所说天和
[02743.40-02745.44] 老师还打拼方人跑步骗我不是
[02745.44-02748.20] 这都是我们当时直播的时候看到的现场
[02748.20-02749.24] 这是天和
[02749.24-02751.56] 天和主要是我们所说的最维
[02751.56-02753.56] 重要的一个倘位啊 这核心藏
[02753.56-02754.76] 但是呢 我们说了
[02754.76-02756.68] 空间战他要贴了这个房子
[02756.68-02758.20] 除了说工人居住之外
[02758.20-02760.04] 他还能够要对外进行怎么样
[02760.04-02761.64] 对外进行太空汉测
[02761.64-02763.24] 所以除了有主握之外
[02763.24-02764.44] 还要配两个
[02764.44-02765.64] 我们所说的什么藏
[02765.64-02766.76] 实验藏
[02766.76-02767.88] 这两个实验藏的
[02767.88-02768.76] 一个叫做
[02768.76-02769.72] 问田
[02769.72-02771.40] 一个叫做梦田
[02772.12-02773.00] 来看一下
[02773.00-02774.60] 问田实验藏是在去年
[02774.60-02775.64] 去月份的说法的
[02775.64-02777.08] 梦田实验藏是在去年
[02777.08-02779.08] 10月份还是12月份的说法的
[02779.08-02780.52] 10月份的时候应该是
[02780.52-02782.32] 那我們來看一下問題來幹嘛的
[02782.32-02784.60] 如果問天他的主要功能是
[02784.60-02785.64] 叫做
[02785.64-02788.68] 執行對空間戰的整個管理和監控
[02788.68-02792.24] 所以在這裡面他主要是對整個空間戰的一個管理
[02792.24-02793.08] 這個是啊
[02793.08-02795.36] 問題他主要認為是開展
[02795.36-02797.68] 我們所說的操內和操外的實驗
[02797.68-02800.60] 所以我們所說的問題就是來開展
[02800.60-02801.76] 技術試驗的
[02801.76-02803.76] 所以我起來這兒啊
[02804.96-02806.56] 只要進行技術試驗
[02806.56-02807.72] 這個就是我們所說的
[02807.72-02808.44] 問題
[02808.44-02809.28] 那除了問題的
[02809.28-02811.28] 在去年发了一个梦田
[02811.28-02812.36] 梦田就要干嘛
[02812.36-02815.36] 梦田就要进行我们所说的基础物理
[02817.64-02820.12] 或者我们所说的微重力的研究
[02822.52-02824.12] 基础物理微重力的研究
[02824.12-02825.40] 所以这两个倉位
[02825.40-02828.12] 它的整体上功能不一样
[02828.12-02829.48] 所以右边的这个
[02829.48-02831.32] 就是问天左边的这个就是什么
[02831.32-02832.12] 就是梦田
[02832.12-02835.04] 所以整个中国的这三个加在一起
[02835.04-02835.96] 就被称的微弹什么
[02835.96-02836.92] 就天空
[02837.60-02838.68] 天空当中主播
[02838.68-02840.00] 天和两个刺误
[02840.00-02840.72] 一个问题
[02840.72-02841.48] 一个梦天
[02841.72-02843.72] 分别长管不一样的功能
[02843.72-02844.56] 这里面
[02844.56-02846.40] 就是我们所说的整个天宫
[02846.40-02847.68] 它的主要购造
[02847.76-02849.60] 而整个天宫的购造
[02849.60-02850.52] 它成什么形的
[02850.52-02851.08] 大家注意一下
[02851.08-02852.40] 它成的是替子形
[02854.28-02855.48] 成的是替子形
[02855.60-02859.44] 这个是我们所说的天宫空间战的建立
[02859.44-02860.60] 但是我们说了天宫
[02860.60-02861.40] 它最终的建立
[02861.40-02862.68] 其实还和两个有关
[02862.68-02864.08] 一个叫做神州
[02864.08-02865.28] 一个叫做天州
[02865.28-02866.32] 我们的重点在这里
[02866.32-02867.96] 要研究研究一下神州
[02867.96-02870.50] 我們來看一下整個中國的神州
[02870.50-02873.52] 中國的神州到目前已經發射到16號
[02873.52-02876.12] 從1999年的神州1號
[02876.12-02878.86] 到我們所說的今年上半年的什麼
[02878.86-02881.36] 到今年到不所說的神州16號
[02881.36-02883.32] 但是我這裡面因為它圖片大小的
[02883.32-02884.84] 歪手只能整理到15號
[02884.84-02886.24] 但是沒關係不單目
[02886.24-02888.36] 所以目前一直發到了神石6
[02888.36-02889.64] 神一到神石6
[02889.64-02892.60] 其實是遇死了中國航空航天的三步走
[02892.60-02894.40] 中國航空航天分為三步
[02894.40-02895.24] 大家注意一下
[02895.24-02896.76] 這三步是哪三步呢
[02896.76-02897.40] 第一步呢
[02897.40-02899.70] 就是我们要实现的是在于好甜
[02903.04-02904.32] 第一不是在于好甜
[02904.58-02905.58] 第二不是什么呢
[02905.58-02907.38] 第二不是不解法人送上去
[02907.38-02909.42] 我们要进行超外实验嘛
[02909.42-02912.76] 所以还有出倉加上空间的交会对接
[02913.78-02916.02] 这第二不是什么呢
[02916.02-02918.78] 第三不是我们要在太空当中盖房子了
[02918.78-02921.72] 这盖刚才那个天空就在鬼间造空间战
[02925.30-02927.10] 打着的在鬼间造空间战
[02927.10-02930.14] 那这里面我们首先来看一下第一个就是在人飞天
[02930.14-02933.50] 那像我们所说的在人好像天是从几号到几号
[02933.50-02935.18] 咱们来看一下书上
[02935.18-02938.54] 我再这里给大家整了一个表格来看一下
[02938.54-02942.26] 我们所说的在人你看神移的时候是无人的
[02942.26-02943.78] 神儿的时候呢
[02943.78-02945.82] 我把这个收起来
[02945.82-02947.58] 神儿的时候也是无人的
[02947.58-02949.58] 神三神四的时候给的是魔女人
[02949.58-02951.06] 这魔女人价格不妃
[02951.06-02952.70] 大家都知道像这种魔女人
[02952.70-02954.14] 他是完全魔女什么
[02954.14-02958.96] 完全模擬一个人的正常的身体的机能去告的
[02958.96-02961.70] 所以这里面是我们所说的模擬人
[02961.70-02963.82] 那实际上神似的模擬人的指说
[02963.82-02965.96] 模擬的环境看下的对于人体的影响
[02965.96-02967.82] 并没有直接把人送上去
[02967.82-02971.22] 而到了神武才实现了首次再任好甜
[02971.22-02972.38] 所以神州武后
[02972.38-02973.48] 我们在这里注意下
[02973.48-02975.86] 神州武后的航天月是杨利伟
[02975.86-02979.80] 杨利伟他们原来是中国空局废行大队的成员
[02979.80-02981.14] 后来就是被选择出来
[02981.14-02982.44] 而且是今天的配信
[02982.44-02984.26] 楊力委的學程機特別的好
[02984.26-02986.14] 它幾乎每一顆都是滿分
[02986.14-02986.94] 這麼優秀
[02986.94-02990.48] 所以它當時就成這樣神州五號
[02990.48-02993.64] 首先成為了中國航空航天的第一個英雄
[02993.64-02996.04] 所以我們說了神州五號完成了首次
[02996.04-02996.84] 在人航天
[02996.84-02998.94] 我們常說神物守在人
[02998.94-03001.64] 所以在這裡在人航天是神州
[03003.84-03005.54] 1號到神州五號
[03005.54-03007.54] 而這裡面最重要就是神物
[03007.54-03014.34] 大家注意一下是神武,守在人,守次,实现了无所说的在人
[03014.34-03016.54] 在这个人是神的事,养力委
[03016.54-03023.44] 当时养力委,他整个在神动不好上,在这个事,是21个小时多,不到22个小时
[03023.44-03029.54] 所以说,我们所说的地球转了14圈,在这14圈当中,就和地面的通话时间是有限的
[03029.54-03031.34] 当然他飞到太空当时
[03031.34-03034.14] 就是打开展了一个小红钱
[03034.14-03035.94] 而且在他的那个日记里面
[03035.94-03037.94] 他还写到是为了人类的核品
[03037.94-03039.74] 是太空探测中国来了
[03039.74-03042.14] 那这是中国在这行天的一个开始
[03042.14-03043.86] 所以大家注意一下神州五号
[03043.86-03045.74] 在这行天杨利伟成功
[03045.74-03049.54] 飞天,与是中国行空行天的第一步完成了
[03049.54-03051.14] 这是第一个就在这飞天
[03051.14-03053.14] 那第二步就是分成两个阶段
[03053.14-03055.34] 第二步这两个阶段的首先第一个就是
[03055.34-03058.14] 我虽然能够把人送上去
[03058.14-03060.54] 但是我在这里面除了把人送上去之外
[03060.54-03061.98] 我还要让人能够怎么样
[03061.98-03063.50] 还是让人能够出倉
[03063.50-03065.38] 所以在这里咱们来看一下
[03065.38-03067.14] 这里方通常稍微注意一下
[03067.14-03068.38] 我标准做了
[03068.38-03070.66] 是神州1号到神州6号
[03070.66-03071.98] 不是到神州5号
[03071.98-03074.86] 神州5号是杨利为首次1个人飞铁
[03074.86-03077.50] 而神州6号就是多人多铁
[03077.50-03078.94] 在台工当中呆着了
[03078.94-03080.30] 所以在人飞船
[03080.30-03082.30] 是神州5号是一个标志
[03082.30-03084.70] 神州6号是第一个阶段的结束
[03084.70-03085.66] 那这是第一步
[03085.66-03087.58] 那第二步就是不仅把人送上去
[03087.58-03089.58] 而且還有人怎麼樣 能夠出倉
[03089.58-03090.58] 你今天在操內的話
[03090.58-03093.18] 你沒有辦法完成對空間的這樣一個探測
[03093.18-03095.58] 所以在這裡它要求出倉
[03095.58-03098.58] 出倉之後還有一個就是交回對接
[03098.58-03101.58] 我們來看一下出倉是誰做的
[03103.58-03105.58] 我們來看看 在這裡面的出倉
[03105.58-03107.58] 來看神州6號咱們說了
[03107.58-03110.58] 到16是第一階段的什麼結束
[03110.58-03112.58] 我就把神州6點去給它全出來
[03112.58-03114.58] 這是第一階段
[03114.58-03118.78] 神奇的时候来看一下神奇是宅日刚劉波明
[03118.78-03120.14] 还有我们所说的什么
[03120.14-03120.98] 经济还跑
[03120.98-03123.82] 在这里面宅日刚成为太空行走的
[03123.82-03126.10] 第一人也就神州气号手
[03126.10-03127.06] 出苍
[03127.06-03128.98] 然后到了神州8号的时候看一下
[03128.98-03130.74] 神州8号开始没有了
[03130.74-03132.34] 神州8号是无人
[03132.34-03134.30] 在这里面对接天空一号
[03134.30-03136.30] 完成空间交会对接技术
[03136.30-03137.82] 所以到后面神球
[03137.82-03140.38] 空间交会对接神时对接11对接
[03140.38-03142.02] 对吧一直对接到11
[03142.02-03146.94] 这个从神中7号到神州16号是中国航空航天的地级段
[03146.94-03148.82] 是中国航空航天的第二步走
[03148.82-03152.22] 所以第二步走其实从神使神奇
[03152.22-03155.10] 一直到我们所说的神使异
[03155.10-03157.62] 但我们说了整个第二步
[03157.62-03158.90] 它是分两个阶段的
[03158.90-03161.02] 第一阶段出倉谁出倉的
[03161.02-03162.50] 只还就刚出倉了
[03163.94-03167.54] 所以我们所说的叫做神奇手出倉
[03167.54-03169.54] 第一阶段就完成了
[03172.02-03177.26] 第2 第5 武所說的交會對接 交會對接技術
[03177.26-03180.38] 實際非常難的相機手段 主老師交會對用啥用
[03180.38-03186.38] 覺得簡單的 剛才空間戰 大家能看到是三床結合的這樣一個結構
[03186.38-03189.26] 但這個三床結合的結構 大家一定要注意
[03189.26-03192.38] 它不是說發上去 就是這三床 它是一個一個發的
[03192.38-03195.26] 這一個一個發的必須要它能夠對接上
[03195.26-03197.86] 這首就要運用到空間交會對接技術
[03197.86-03202.12] 昆言交回帝记记处难道什么程度啊就举一个例子就好比是什么呢
[03202.12-03204.62] 就好比你现在是在地球上
[03204.62-03205.66] 你现在地球上
[03205.66-03207.48] 然后在太空当中放一个真
[03207.48-03209.38] 你要在地面上把你所里面的
[03209.38-03211.92] 封一线穿到太空当中的真理面
[03211.92-03212.88] 就是这么难
[03212.88-03214.82] 所以昆言交回对接技术
[03214.82-03218.42] 它是一项非常我们所说的考验一个国家的
[03218.42-03220.26] 自主创新能力的一项技术
[03220.26-03221.70] 这有叫昆言交回对接
[03221.70-03224.24] 昆言交回对接完成是神州集号呢
[03224.24-03225.36] 是神州8号
[03225.36-03229.52] 10-8號無人 但是完成了和天空一號的這樣一個對結
[03229.52-03232.88] 所以從神州8號之後一直到神州11號
[03232.88-03236.84] 都在去不斷地去優化這個交會對決不斷地去實驗
[03236.84-03240.88] 這是我們所說的第二步叫出湊 叫交會對結
[03240.88-03244.00] 這幾項技術都如我已經完成了之後
[03244.00-03246.24] 接下來我們就可以在太空當地放在了
[03246.24-03249.40] 就開起來第三步 再給建造空間戰
[03249.40-03252.00] 這個再給建造空間戰 分成兩階段
[03252.00-03253.84] 第一個是技術驗證階段
[03253.84-03257.42] 是关键技术的验证解断
[03257.42-03260.76] 第二階段其实就是在鬼 建造解断
[03263.32-03265.36] 关键技术的验证是啥呢 就是
[03265.36-03268.18] 前面的技术你说你的在这行程技术有OK了
[03268.18-03270.74] 你说你的初藏口交易对接技术也OK了
[03270.74-03273.04] 但是问题就是在于你不可能说
[03273.04-03275.34] 他OK了之后就没有不需要调整的地方
[03275.34-03278.42] 因为我们毕竟没有还在这个过程中说
[03278.42-03280.72] 想要实现偏恶核心藏和其他的一些
[03280.72-03283.28] 飞传的一些对结这些藏都没有过
[03283.28-03286.32] 所以在正式蓋房子的钱必须要有一个基础厌证
[03286.32-03288.84] 这个基础厌证阶段就是我们所说的什么
[03288.84-03290.72] 就是神州12号
[03290.72-03293.32] 所以在神州12号我们有了基础厌证
[03293.32-03296.92] 神州12号我们来看一下当时是哪些人成功飞帖了
[03296.92-03299.32] 当时是你也还剩留国民和套宏博
[03299.32-03300.64] 而且套宏博是什么呢
[03300.64-03302.00] 套宏博是首飞
[03302.00-03305.00] 之前是没有过航光航光航天的任何经验了
[03305.00-03306.44] 这个就神州12号
[03306.44-03309.32] 从神州12号开始我们的整个卓路场
[03309.32-03312.64] 就从原来的四子王写变成了东峰卓路场
[03312.64-03314.28] 这就是神州12号
[03314.28-03316.76] 神州12号他们整体上在天空当中
[03316.76-03319.00] 整整呆了三个月的时间
[03319.00-03323.76] 那后面1314他们六月打下了一个非常好的基础
[03323.76-03327.64] 所以这个是我们所说的叫做关键基础的验证
[03327.64-03329.28] 他们去了从验证了基础
[03329.28-03331.60] OK也提到了很多可以什么
[03331.60-03333.88] 可以进一步优化的这样的建议
[03333.88-03335.12] 比如说他们就提到说
[03335.12-03337.92] 我们要把这些物资都进行分区
[03337.92-03340.08] 不同颜色给到不同的标签
[03340.08-03343.40] 而且说原本的这些东西带得太少了
[03343.40-03345.40] 那个地方的倉为一个在扩大一些
[03345.40-03347.40] 其实都是神州12号带回来的
[03347.40-03349.88] 所以我们把这个称似为叫关键技术的
[03349.88-03352.32] 眼正结断还没有正式建造
[03352.32-03354.48] 而开始建造是从什么时候开始的
[03354.48-03355.32] 大家注意一下
[03355.32-03359.20] 开始建造是从神州13号到神州14号
[03359.20-03363.28] 神州13号它的主要人物是展示高亡亚平和业光复
[03363.28-03365.68] 这里面的业光复是首非
[03365.68-03369.72] 神州14号是成东流阳採取折採取首非
[03369.72-03372.38] 你看在这里面他们就开始怎么样正式建造了
[03372.38-03373.80] 比如到了我们所说的
[03373.80-03375.64] 再贵建造阶段
[03375.64-03377.76] 所以在这里面大家一定要注意
[03377.76-03379.74] 我们来把它补充在这
[03379.74-03381.76] 再为建造的一共是两个
[03381.76-03385.28] 一个是神州13号
[03385.28-03389.44] 还有一个就是我们所说的叫做神州14号
[03389.44-03390.84] 这个就是我们所说的
[03390.84-03392.40] 再贵建造阶段
[03392.40-03393.44] 所以在这里面
[03393.44-03397.28] 我们们需要讲过的是他的一个分阶段
[03397.28-03398.76] 就阶段分别说明了什么
[03398.76-03401.28] 当时考试的时候国口说考过一个张体
[03401.28-03403.32] 当然不是这几年考之前考语到
[03403.32-03404.16] 大家注意一下
[03404.16-03405.36] 这是在为建造
[03405.36-03407.72] 在为建造的完成是在2020年底
[03407.72-03410.28] 日在去年年底的时候完成了空间战斗
[03410.28-03412.36] 建造完成空间战斗
[03412.36-03414.56] 然后好像黄黄天的第三步就完成了
[03414.56-03415.60] 接下来干嘛呢
[03415.60-03419.48] 接下来我们就把空间战运行起来
[03419.48-03421.60] 所以从神州15号开始
[03421.60-03423.76] 空间战就进入到了运行阶段
[03423.76-03426.60] 这个运行阶段就神州15号
[03426.60-03429.12] 和我们现在所说的神州16号
[03429.12-03431.12] 我们来看一下神州15号
[03431.12-03435.36] 神州15号三个人飞进龙灯清明和张路当时
[03435.36-03437.24] 我们所说的灯清明
[03437.24-03438.64] 还上了新闻热搜
[03438.64-03440.56] 对吧就是坚持了好多年
[03440.56-03442.88] 然后最终他才有机会
[03442.88-03444.84] 然后飞到我们所说的这个
[03445.32-03446.56] 太空当中去
[03446.56-03448.80] 这里面灯清明和张路是手飞
[03448.80-03449.96] 这到了运营就算
[03449.96-03451.76] 而我们所说的在今年
[03451.76-03454.24] 应该是发了神州16号
[03454.24-03455.96] 神州16号同们注意
[03455.96-03459.92] 我把他捕存在這10周16號消通門掌握是拿幾個人
[03459.92-03463.00] 10周16號的主要是我們所說的警海龐
[03464.20-03465.72] 還有珠洋珠
[03468.68-03470.68] 還有我們所說的灰海潮
[03473.72-03475.72] 這些人需要大家注意記住
[03475.72-03479.24] 甚至包括從12號到16號的這幾個人
[03479.24-03480.36] 大家都要記住
[03480.36-03484.84] 這裡面大家知道這個灰海潮是專家是老師
[03484.84-03487.64] 之前在網上不殺有人說了
[03487.64-03490.44] 這一件內的專業同學
[03490.44-03492.04] 要延期大變延期畢業
[03492.04-03492.84] 然後人家問他說
[03492.84-03494.28] 為什麼延期大變延期畢業
[03494.28-03495.84] 他說因為我們老實上天了
[03495.84-03496.92] 那當然說的就是
[03496.92-03499.32] 貴爾朝他有幾個博事沒有畢業
[03499.32-03501.24] 那這是我們所說的神州16號
[03501.24-03503.32] 就正是進入到了運營階段
[03503.32-03505.72] 所以這個就是中國整個航空航天
[03505.72-03507.00] 他的一個大改的流程
[03507.00-03508.84] 朋友們需要重點講的在這
[03508.84-03511.08] 這是我們所說的神州5號
[03511.08-03517.36] 神州7号神州12一直到16号这几个小同人的重点掌握
[03517.36-03520.08] 掌握着他的人掌握他的意义
[03520.08-03521.84] 这时中国的航空航空技术
[03521.84-03523.40] 中国的航空航空天技术
[03523.40-03526.88] 他没有像其他的国家一样形成相当努断
[03526.88-03529.44] 所以我们是邀请了全世界反应内的人
[03529.44-03532.84] 你有兴决,但就可以加入到我们的研究当中
[03532.84-03536.84] 所以当时联合国有关于航空航空天的相对主要负责人
[03536.84-03541.64] 我如果没计错的话,他的名字叫热烈子尼亚、科府热烈
[03541.64-03544.64] 这个名字因为我当时觉得热烈欢迎的热烈
[03544.64-03545.92] 我觉得这个名字太过有趣的
[03545.92-03549.44] 他当然说了说,中国是期间为止,第一个
[03549.44-03552.24] 像全世界范围的开放空间探测的国家
