[00000.00-00002.52] 我们接着来往下看
[02274.28-02275.54] 那這種情況之下
[02276.20-02277.32] A公司怎麼樣
[02277.32-02277.92] 拒絕
[02277.92-02279.52] 如果我們沒有之後人
[02279.52-02280.82] 他都一整我開除了
[02280.82-02281.12] 對吧
[02281.12-02282.62] 這種情況是他視為拒絕
[02282.62-02283.62] 拒絕的話什麼
[02283.62-02284.32] 無效
[02284.32-02285.16] 合同無效
[02285.16-02288.24] 所以 帝公司就不能要求A公司去复款了
[02288.24-02289.28] 那种老师呢
[02289.28-02291.00] 帝公司之前搭取票了呗
[02291.00-02291.96] 也不能搭取票
[02291.96-02292.72] 你回头去找谁
[02292.72-02295.24] 你回头去找小A就可以了
[02295.24-02297.56] 所以你看 无权代理的行为是什么
[02297.56-02298.96] 效列代定呢
[02298.96-02299.84] 效列代定呢
[02299.84-02300.52] 没有代理权
[02300.52-02301.28] 超越代理权
[02301.28-02302.52] 或代理权中止之后
[02302.52-02303.72] 认识代理权为
[02303.72-02305.56] 未被追任的效列
[02305.56-02307.56] 我们所说的未被追任的
[02307.56-02308.80] 或者是未经
[02308.80-02309.60] 对代人追任的
[02309.60-02310.60] 不发生法律效率
[02310.60-02311.36] 也就是无效
[02311.36-02313.36] 也就是它是效列代定
[02313.36-02315.56] 所以效力在定只有这两种情况
[02315.56-02316.32] 明白了吧
[02316.32-02317.92] 这是第四个点
[02317.92-02320.00] 效力在定的明视法律性味
[02320.00-02322.00] 除了效力在定的明视法律性味
[02322.00-02324.20] 之外我们在明视法律性味
[02324.20-02328.00] 当中还有一种就叫做可撤销的明视法律性味
[02328.00-02330.08] 在可撤销的明视法律性味
[02330.08-02332.72] 当中我们来看一下什么叫做可撤销
[02332.72-02334.88] 他说可撤销的明视法律性味
[02334.88-02335.52] 是指
[02336.52-02340.00] 合同已经成立并生效的明视法律性味
[02340.00-02341.40] 因为一是表示
[02341.40-02342.44] 俩辞
[02342.44-02343.96] 全人可行使
[02343.96-02345.28] 全力人可行使
[02345.28-02347.24] 撤销权而实际
[02347.24-02348.40] 上市效率
[02348.40-02349.72] 这个就叫做
[02349.72-02351.72] 我们所说的可撤销的
[02351.72-02353.48] 民事法律行为
[02353.48-02354.12] 这么说呢
[02354.12-02355.72] 可能稍微有一点抽象
[02355.72-02357.32] 咱们来看一下具体的情况
[02357.32-02358.52] 这些具体的情况
[02358.52-02360.76] 也是需要同学们去实际的
[02360.76-02362.16] 比如说在这个过程当中
[02362.16-02364.08] 哪些可以撤销在这里面
[02364.08-02364.92] 第一个情况
[02364.92-02367.12] 就是发生了重大物解
[02367.12-02368.56] 重大物解的合同
[02368.56-02370.36] 是属于可撤销的合同
[02370.36-02371.76] 什么叫做重大物件呢
[02371.76-02375.04] 就是只行为人对行为的性质
[02375.04-02377.60] 当事人或者是标击物的品种
[02377.60-02380.28] 质量价格产生了认识错误
[02380.28-02381.36] 那这种情况之下
[02381.36-02383.04] 我们就认为他是属于什么
[02383.04-02386.48] 他是属于可撤销的名式法律行为
[02386.48-02390.96] 比如说我们之前给大家去看到了
[02390.96-02392.12] 这不应该是之前
[02392.12-02394.48] 就钱一到时间不是网上有一个
[02394.48-02396.72] 卖紫金的一家公司吧
[02396.72-02400.12] 还是怎么样的,他一箱只好是几十块钱
[02400.12-02402.86] 然后他这个时候,他就把这个指尖就怎么样
[02402.86-02404.22] 价格就打错了,对吧
[02404.22-02407.48] 这种把价格打错的这种情况呢,他其实是属于什么
[02407.48-02409.32] 其实是属于我们所说的这种
[02409.32-02411.58] 我看错了的这种情况,对吧
[02411.58-02414.64] 其实中拿物也就有点和这种情况相似
[02414.64-02418.22] 比如说我和你签订的买外合同,比如说小衣
[02418.22-02420.28] 和小闭,签订买外合同
[02420.28-02422.26] 签订买外合同,买什么东西呢?
[02422.26-02425.64] 假设买买的是也是指尖买,买指尖
[02425.64-02428.80] 那指揮是一箱 假設一箱指揮
[02428.80-02431.02] 一箱指揮59块钱
[02431.78-02435.12] 然后一箱里面大概有个20构30构
[02435.12-02437.16] 那样的抽纸 对吧 这正常情况
[02437.16-02440.24] 然后小逼在看合同的时候就看成了啥呢
[02440.24-02442.04] 就看成了5块9块
[02442.04-02444.84] 你看他在看的时候就看成了5块9块
[02444.84-02446.12] 同一面来看一下
[02446.12-02448.16] 他看成了5块9块 像是不太自己
[02448.16-02449.20] 认识错了
[02449.20-02450.48] 有些在这个里面
[02450.48-02452.52] 他其实产生了什么 认识错误
[02452.52-02454.84] 认识错误就是他对我们所说的这个
[02454.84-02461.84] 标地物,也是这箱紫金的啥,这箱紫金的品种,治量。
[02461.84-02468.84] 还我们所说的,价格,数量等等,产生了任事错误,
[02468.84-02472.84] 这种情况下如果切了这个合头,那A公司不都在亏死啊,
[02472.84-02477.84] 所以在这里面就可以怎么办,就可以A就可以刑事,车小权,
[02477.84-02482.84] 说你看错了,看错了,我卖的可不是五块九,而是不是就一箱,
[02482.84-02484.32] 那这种属于重大物件
[02484.32-02485.88] 那这种重大物件可以怎么样
[02485.88-02487.52] 可撤销可撤销
[02487.52-02488.48] 也撤销了之后
[02488.48-02489.48] 和同怎么办
[02489.48-02490.48] 自使物销
[02490.48-02492.48] 也就是当人和同没有成立
[02492.48-02493.96] 那自使物销就越着
[02493.96-02494.80] 小A
[02494.80-02496.72] 基本能像小B
[02496.72-02497.32] 我们所说
[02497.32-02498.32] 继不需要像小B
[02498.32-02499.12] 继扶之间
[02499.12-02500.60] 小B也不需要像它复款
[02500.60-02501.48] 所以在这里面
[02501.48-02502.40] 这属于我们所说的
[02502.40-02504.36] 叫做重大物件
[02504.36-02505.24] 但是大家都知道
[02505.24-02506.04] 撤销权
[02506.04-02507.48] 它属于形成权
[02507.48-02508.64] 也是它是
[02508.64-02510.04] 单方意思表示
[02510.04-02511.88] 就发生法律效果的了
[02511.88-02516.28] 如果在这个过程中,如果说单方意思表示就能够发生相的法律后果
[02516.28-02519.00] 那有的人他就想怎么样,他就想随便撤销
[02519.00-02522.52] 如果对于这个撤销权不加以限制的话,我就随便撤销呗
[02522.52-02525.48] 我就突然觉得这个东西不好用了,我就提出来
[02525.48-02529.00] 我当时购成重大物权,然后我撤销这个合头
[02529.00-02533.40] 那你这个说你东西都容易办了,你这个跟人回头,说你产重大物权了
[02533.40-02535.56] 你说我相及到另外一方的权益了
[02535.56-02539.72] 所以对于这个撤销权的形式,可不是你想啥时候形式就能形式的
[02539.72-02541.42] 所以對於撤銷權的形式
[02541.42-02543.12] 它有一個什麼處置期間
[02543.12-02544.32] 在這個期間當中
[02544.32-02546.12] 它就給到了一個點來看一下
[02546.12-02548.82] 說撤銷權消滅的短期時間
[02548.82-02550.82] 有什麼時候你可以形式撤銷權
[02550.82-02552.92] 然後這個時候你發現了
[02552.92-02556.22] 這個產生了我們所說的這種認識錯誤
[02556.22-02558.22] 那這個時候什麼時候可以形成撤銷權
[02558.22-02561.72] 叫做知道或應當制道撤銷式有壞下
[02561.72-02562.72] 90日內
[02562.72-02565.52] 這種情況之下就可以形式撤銷權
[02565.52-02567.82] 中大物件的一方就可以形式撤銷權了
[02567.82-02569.52] 所以在這裡面大家要注意一下
[02569.52-02572.90] 这是我们所说的第一个叫做重大物件
[02572.90-02576.56] 重大物件的一般情况都是对图体服优的物件
[02576.56-02578.16] 我们刚才给大家说的
[02578.16-02580.72] 标击物的品种质量价格或者是数量
[02580.72-02582.78] 这种对标击物有认识错误
[02582.78-02586.16] 大家这里面就可以撤销
[02586.16-02586.76] 这可以撤销
[02586.76-02588.16] 这是因为自身元宁
[02588.16-02589.08] 自身元宁所导致的
[02589.08-02590.28] 只要做重大物件
[02590.28-02591.72] 第二个最终做什么
[02591.72-02592.96] 就叫做欺战
[02592.96-02595.08] 欺战就是在合同签例的时候
[02595.08-02597.12] 干嘛你实施了欺战行为
[02597.12-02599.12] 你的欺战行为表现为两个方面
[02599.12-02601.20] 第一个就是你实施经济欺杂
[02601.20-02602.36] 什么叫鸡欺杂呢
[02602.36-02604.68] 就是故意告知对方虚假情况
[02606.04-02612.88] 现在旁边就是故意告知虚假情况
[02615.20-02616.32] 故意告知虚假情况
[02616.32-02618.08] 骗人这种属于是对吧
[02618.08-02620.36] 所以其他故意告知虚假情况骗人
[02620.36-02622.20] 你把你的东西推的那简直了
[02622.20-02623.16] 那听法论均
[02623.16-02625.44] 对吧那故意告知虚假情况
[02625.44-02628.08] 这个就是我们所说的叫做鸡欺杂
[02628.08-02628.96] 鸡欺杂
[02628.96-02631.64] 比如说你现在卖东西卖啥呢 卖钻石
[02631.64-02634.60] 然后呢 你那个钻石 明明是人造钻石
[02634.60-02636.44] 大家都知道人造钻石不之前 对吧
[02636.44-02638.44] 然后呢 你就看到了 有一个人
[02638.44-02640.24] 他对他跟女朋友就特别的情深
[02640.24-02641.96] 但是你是一个金牌销售
[02641.96-02644.48] 然后你就把你这个人造钻石包装了特别的好
[02644.48-02645.88] 出现是来看一下我们的钻石
[02645.88-02647.72] 然后看一下 我还这个钻石好量
[02647.72-02649.92] 如对 南非真钻 对吧
[02649.92-02651.72] 一颗红纠缘 什么什么语
[02651.72-02653.60] 什么爱心红纠缘 一颗红纠缘
[02653.60-02655.60] 你说你先说我们这个钻石啊
[02655.60-02656.92] 什么巴星巴尖
[02656.92-02658.72] 然后是纯天然的钻石
[02658.72-02660.12] 市场几股这一颗
[02660.12-02661.96] 你买了之后就代表了你对你的
[02661.96-02663.84] 什么爱人的这种爱心
[02663.84-02664.16] 对吧
[02664.16-02665.32] 这些建物盘事伐证
[02665.32-02666.56] 你就吹个天花论队
[02666.56-02668.20] 你这个钻石是人造作
[02668.20-02669.56] 你跟人就说是天人作
[02669.56-02671.12] 然后你就卖了天人作的架鸽
[02671.12-02672.28] 你还给人热忽悠的
[02672.28-02673.80] 就是类似于把人家卖了
[02673.80-02674.68] 人还帮你鼓起
[02674.68-02675.04] 对吧
[02675.04-02675.36] 你看
[02675.36-02676.04] 我们把人骗了
[02676.04-02676.68] 人还得回头的
[02676.68-02677.52] 谢谢你咱呢
[02677.52-02678.16] 那这种情况
[02678.16-02678.96] 这些他回去之后
[02678.96-02679.88] 给他女朋友一看
[02679.88-02680.96] 他女朋友时锅
[02680.96-02681.56] 他女朋友一看
[02681.56-02686.16] 说你买了个啥呀 这是啥 这是假的 这次人造的做事
[02686.16-02690.20] 多少钱买呢 它说20万 这种人的头大 人傻钱多
[02690.20-02692.56] 于是它女朋友在这种情况之下就知道了什么
[02692.56-02694.88] 就知道了这是一个要七大行为
[02694.88-02697.96] 那如果知道七大行为 它就可以要求它的男朋友怎么办
[02697.96-02700.76] 要求它的男朋友撤销这个买美合同
[02700.76-02704.76] 为什么因为你实施的是故意 告知去啊情况
[02704.76-02706.36] 你实施的是七大行为
[02706.36-02711.20] 七大行为被知道之后 我们说了受七大一方可以形势撤销去
[02711.20-02711.92] 没来了吧
[02711.92-02713.08] 所以在这里之地一个
[02713.08-02714.24] 就故意告这需要情况
[02714.24-02715.32] 就故意骗人的
[02715.32-02717.32] 又或者存在另外一种欺诗
[02717.32-02718.68] 叫做销极的欺诗
[02718.68-02721.04] 就故意隐瞒真实情况
[02723.28-02728.28] 叫做故意隐瞒真实情况
[02728.28-02729.92] 那故意隐瞒真实情况就像
[02729.92-02731.28] 就是不高速人间
[02731.28-02732.96] 这个故意隐瞒真实情况
[02732.96-02734.04] 那如果他知道了
[02734.04-02734.84] 也可以怎么
[02734.84-02735.84] 也可以撤销
[02735.84-02737.00] 最典型的就是什么
[02737.00-02737.76] 买房
[02737.76-02738.40] 买房
[02738.40-02739.12] 买什么呢
[02739.12-02740.24] 胸甲
[02740.24-02742.44] 大家都知道如果是凶甲的话
[02742.44-02744.00] 一般请来这种房子好朋友
[02744.00-02744.58] 不好卖
[02744.58-02746.20] 血源去住一个房子里面
[02746.20-02748.68] 然后他发生了凶杀案的这样的一个情况
[02748.68-02750.04] 其实他是不好卖的
[02750.04-02752.52] 那如果出现了这种凶甲的这种情况
[02752.52-02754.12] 你做一个房东对吧
[02754.12-02755.48] 你做一个出卖人
[02755.48-02756.60] 你会不会故意告诉人
[02756.60-02757.48] 人家人就来卖房子
[02757.48-02758.52] 你出来你跳过这个房子
[02758.52-02759.56] 还有地段好
[02759.56-02760.12] 对吧
[02760.12-02761.28] 卖房买的是什么
[02761.28-02763.12] 卖的就是地段地段地段
[02763.12-02764.16] 你看我这个房子
[02764.16-02764.56] 对吧
[02764.56-02765.64] 北京二宽以为
[02765.64-02767.08] 旁边就是小学
[02767.08-02768.28] 而在旁边就是大学
[02768.28-02769.16] 然后在旁边就是啥
[02769.16-02769.88] 我旁边
[02769.88-02770.90] 左边还有地体站
[02770.90-02772.44] 反正这个地段特别好
[02772.44-02773.20] 然后呢
[02773.20-02773.98] 你就跟人家说
[02773.98-02775.26] 来问买这个房子吧
[02775.26-02775.52] 对吧
[02775.52-02777.56] 然后你就给人家买了多少钱呢
[02777.56-02779.36] 价格比市场价低一半
[02779.36-02781.14] 一半请问师傅反常比我妖啊
[02781.14-02782.18] 但是我没有钱呢
[02782.18-02782.68] 我一看呀
[02782.68-02783.70] 这也太合适了
[02783.70-02785.50] 然后说你没啥把这个房子
[02785.50-02786.52] 够买得这么便宜呢
[02786.52-02787.80] 然后你这个时候告诉我说
[02787.80-02788.32] 没有什么
[02788.32-02789.08] 我这个人呢
[02789.08-02790.36] 就是平平无其的活累风
[02790.36-02791.64] 我现在就想
[02791.64-02793.18] 看你们买不起房子这些人
[02793.18-02793.94] 我心头你们
[02793.94-02794.72] 我不差钱
[02794.72-02795.74] 我就想做一心
[02795.74-02797.78] 于是我就把这个合同签了
[02797.78-02798.80] 签了之后呢
[02798.80-02801.30] 然后我每天楼上楼下上下班的时候
[02801.30-02802.70] 我心情挺美的呀
[02802.70-02803.14] 对吧
[02803.14-02804.10] 然后我心情特别好
[02804.10-02805.50] 然后把房子装得也特别漂亮
[02805.50-02807.50] 但是我每一次从楼到里走过的时候
[02807.50-02808.70] 总人对我知识点点
[02808.70-02809.90] 我有天周一人不住楼说
[02809.90-02811.30] 你为啥在背后只电话
[02811.30-02813.40] 你说是现我住上了这么大的房子
[02813.40-02814.50] 他说还有小姑娘
[02814.50-02816.70] 说你真的是傻的不行啊
[02816.70-02817.40] 我说傻的了
[02817.40-02819.20] 他说你知道那个房子里发生了什么吗
[02819.20-02819.80] 我说不知道
[02819.80-02820.90] 他说是这个胸甄
[02820.90-02822.30] 之前这发生了胸甄
[02822.30-02823.80] 我这一天我偷皮都嫁了
[02823.80-02824.10] 对吧
[02824.10-02825.00] 本来没有什么事
[02825.00-02826.50] 我晚上也夜不能美
[02826.50-02828.30] 我就讨难得的时候
[02828.30-02829.84] 我就心里总是跟共语会
[02829.84-02831.38] 你越想越不得心
[02831.38-02832.00] 越想不得正
[02832.00-02832.90] 最终没有办法
[02832.90-02833.94] 神经摔弱了
[02833.94-02835.42] 在这个过程当中你看
[02835.42-02837.26] 你是不是故意障碗了真实情况
[02837.26-02839.30] 我实在神经摔弱我遭不住了
[02839.30-02839.70] 对吧
[02839.70-02840.98] 然后这个房子我不想要了
[02840.98-02841.74] 我就可以怎么办
[02841.74-02843.14] 我就可以找你
[02843.14-02844.26] 撤修
[02844.26-02845.98] 房屋买卖合同
[02845.98-02846.50] 为啥
[02846.50-02848.14] 因为你属于实实体大型为
[02848.14-02849.94] 实体大型为受其大一方
[02849.94-02851.74] 可以行使撤修权
[02851.74-02852.82] 我还是那句话
[02852.82-02855.02] 你是不是想啥时候撤修就撤修
[02855.02-02855.54] 不行
[02855.54-02856.26] 能不能存在
[02856.26-02857.30] 如果想啥时候撤修
[02857.30-02858.32] 啥时候撤销的话
[02858.32-02859.54] 那我不每资了
[02859.54-02859.98] 对吧
[02859.98-02862.04] 然后我知道这个房秀宅的时候
[02862.04-02862.74] 我就在里面
[02862.74-02863.58] 我还住得很开心
[02863.58-02864.66] 突然有一天我租你了
[02864.66-02865.94] 我想起来兴趣撤销权
[02865.94-02867.38] 那法律谁保护你了
[02867.38-02867.54] 对吧
[02867.54-02869.58] 大家要知道法律从来不保护
[02869.58-02871.26] 在权力上睡觉的人
[02871.26-02872.98] 所以这个撤销权的形式
[02872.98-02873.62] 有期限
[02873.62-02874.42] 什么期限呢
[02874.42-02876.26] 你知道七大师有
[02876.26-02877.10] 怎么样
[02877.10-02878.18] 一年内起
[02878.18-02879.38] 可以形式撤销权
[02879.38-02880.18] 就是我听说了
[02880.18-02881.86] 外面的大年是我这个房子
[02881.86-02882.70] 他是兴杀
[02882.70-02883.66] 我从那一天开始
[02883.66-02884.66] 计算一年以内
[02884.66-02885.82] 我都可以像你
[02885.82-02887.26] 形式撤销权
[02887.30-02889.78] 所以欺大当中大家注意一下有两种情况
[02889.78-02891.54] 第一个是故意告知虚养情况
[02891.54-02893.62] 第二是故意门真是情况
[02893.62-02896.06] 这个就叫做欺杀
[02896.06-02898.30] 说到欺大这个时候说到这个胸甲这个事
[02898.30-02900.98] 想到网络上前段时间有一个段子
[02900.98-02901.78] 也不算断的
[02901.78-02904.30] 我觉得就是听一字一个声
[02904.30-02907.14] 他说他那个朋友在那个法拍
[02907.14-02909.06] 就是先逃保上大家可以去法拍
[02909.06-02910.34] 你会去看他法拍的时候
[02910.34-02911.94] 他说法拍了一套胸甲
[02911.94-02913.86] 然后法拍了胸甲的意识法拍
[02913.86-02914.74] 第二是胸甲
[02914.74-02916.34] 所以这次房子比评示都便宜
[02916.34-02918.34] 但是房子确实是地贯特别好
[02918.34-02919.92] 它这个朋友也是头铁
[02919.92-02920.82] 而且它朋友害怕
[02920.82-02922.14] 我故意的朋友系列打出
[02922.14-02923.64] 但是它朋友特别有意思
[02923.64-02925.34] 把房子拍回来之后
[02925.34-02925.84] 干嘛呢
[02925.84-02927.74] 它把它家所有的强壁
[02927.74-02930.54] 咱们那个强都都是那种白色的
[02930.54-02932.74] 它把它家大部分的强壁都刷成了什么色
[02932.74-02934.14] 刷成了正红色
[02934.14-02936.14] 这是以前的纠红店的那种颜色
[02936.14-02936.94] 这最喜正
[02936.94-02938.14] 刷成了大红色
[02938.14-02939.64] 刷成了大红色之后
[02939.64-02941.44] 然后它就是在它家的门上
[02941.44-02942.94] 插了各种干的旗
[02942.94-02944.34] 插了各种干的旗
[02944.34-02945.34] 这种五星红旗
[02945.34-02947.14] 什么其他的其制
[02947.14-02949.42] 大家就知道国家共用的这些企业
[02949.42-02950.66] 差得太长得没上
[02950.66-02951.94] 然后买了很多的说
[02951.94-02953.02] 买了很什么说呢
[02953.02-02954.50] 马斯主义的所有的住座
[02954.50-02955.70] 买回来摆这床头
[02955.70-02956.46] 然后呢
[02956.46-02959.30] 我们所说的这个理论体系的时候
[02959.30-02960.46] 说买回来摆这床头
[02960.46-02962.46] 某选灯论都买回来摆这床头
[02962.46-02962.98] 然后呢
[02962.98-02965.58] 家里还买了什么十八元帅的这个
[02965.58-02967.38] 我们所说的这个化香和这个
[02967.38-02968.70] 就是那个以前的
[02968.70-02970.66] 大家都就有那种化香和照片吧
[02970.66-02973.22] 就给它挂在了它家的这个屋子里
[02973.22-02975.94] 从此以后在那个部子里住的格外树心
[02975.94-02978.30] 就是他也没有什么心理上的阴影
[02978.30-02979.02] 然后也没有什么了
[02979.02-02980.90] 然后大家都说说什么说为物主义
[02980.90-02981.86] 是不可战胜的
[02981.86-02983.46] 突然想到这么一个事
[02983.46-02984.06] 大家注意一下
[02984.06-02984.74] 这兄质
[02984.74-02986.14] 提到这个段子
[02986.14-02987.34] 想到这个兄质的事
[02987.34-02988.58] 你就应该给我想到
[02988.58-02988.98] 是吗
[02988.98-02989.62] 欺账
[02989.62-02990.58] 那我想到欺账
[02990.58-02990.90] 好
[02990.90-02991.78] 这就是欺账
[02991.78-02993.38] 所以在我下的第3一个
[02993.38-02994.46] 可车销的就知道了
[02994.46-02995.86] 显示公平
[02995.86-02996.78] 显示公平可以
[02996.78-02998.50] 旁边同门在旁边记一下
[02998.50-02999.26] 显示公平
[02999.26-03000.42] 其实就是四个字
[03000.42-03002.82] 就是我们所说的啥呢
[03003.22-03007.22] 主在明显不合理的状态
[03007.22-03009.02] 他就是我们所说的这个
[03009.02-03010.30] 现在旁边也称人之位吧
[03010.30-03011.78] 算是算是
[03013.06-03014.42] 称人之位
[03014.42-03015.42] 显示公平的
[03015.42-03018.02] 其实就是利用对方处于微困的
[03018.02-03019.10] 这个状态
[03019.10-03020.74] 然后我就开始怎么样
[03020.74-03021.34] 欺杂你
[03021.34-03023.74] 比如说我现在特别着急用钱
[03023.74-03025.74] 那我在特别着急用钱的情况之下
[03025.74-03026.90] 我手里没有什么了
[03026.90-03030.06] 我就只剩下了一副世界名换
[03030.06-03031.26] 这部世界名换
[03031.26-03032.88] 正常的市场价格来说呢
[03032.88-03034.48] 它可以拍到10个一
[03034.48-03034.74] 对吧
[03034.74-03036.64] 但是由于我特别招呼用钱
[03036.64-03037.04] 你呢
[03037.04-03038.64] 就是世界民化的爱好者
[03038.64-03039.72] 我现在一直之间的
[03039.72-03041.84] 又找不到其他的买家来收过这种民化
[03041.84-03042.78] 因为这个话
[03042.78-03044.56] 要卖出去交台是卖需要一些时间
[03044.56-03045.16] 我等不了了
[03045.16-03046.62] 我太招呼用这个钱了
[03046.62-03050.20] 然后你撑机就以低价收购了我的这幅画
[03050.20-03051.04] 那这种情况之下
[03051.04-03053.52] 我是不是出于古耐和你签订了
[03053.52-03054.48] 买外合同啊
[03054.48-03055.46] 那这种情况之下
[03055.46-03057.30] 咱们两个的合同就是很明显的什么
[03057.30-03058.34] 显示公平
[03058.34-03060.32] 那如果显示公平的话可以怎么样
[03060.32-03064.16] 可以撤銷可以撤銷就知道這個事有之內
[03064.16-03065.86] 我們就說可以撤銷
[03065.86-03067.28] 大家注意一下這是顯示公平
[03067.28-03069.22] 就記得趁人之位就可以了
[03069.22-03071.98] 這個顯示公平的撤銷權的形式時間是什麼
[03071.98-03075.82] 也是知道這個應當指導一年以內
[03075.82-03077.46] 這是顯示公平
[03077.46-03078.36] 顯示公平
[03078.36-03079.18] 然後這樣一下呢
[03079.18-03081.04] 最會這種情況就叫做寫破
[03081.04-03082.00] 就要寫破
[03082.00-03084.32] 寫破的話就是威脅
[03084.32-03085.16] 就是威脅
[03085.16-03086.12] 這種情況之下
[03086.12-03088.16] 寫破簽訂的合同也數於什麼
[03088.16-03090.68] 也属于可撤销的和同
[03090.68-03091.96] 也属于可撤销的和同
[03091.96-03093.12] 这个就是写破
[03093.12-03095.56] 写破在一场生活当中也比较长见
[03095.56-03097.12] 比如说他经常
[03098.16-03099.52] 就是恐嚇你吗
[03099.52-03101.28] 比如说你现在是一个官员
[03101.28-03101.76] 对吧
[03101.76-03102.88] 然后你做一个官员
[03102.88-03104.12] 我就想要你给我办事
[03104.12-03105.32] 然后你说我不给你办
[03105.32-03106.88] 然后我就说你不给我办事吧
[03106.88-03108.12] 你要是不给我办
[03108.12-03109.40] 我就把你的一些
[03109.40-03110.76] 我们所说的这些
[03110.76-03112.52] 没有找别的花花的新闻
[03112.52-03113.36] 我就给你
[03113.36-03115.36] 撒在忽联网的各个角落当中
[03115.36-03116.68] 我让你一臭问念
[03116.68-03119.12] 然后你破云无奈,这说给我怎么样呢
[03119.12-03122.24] 搬了一件什么事,或者是跟我签订了一个什么样的合同
[03122.24-03125.44] 那这里面我就是点形的什么,点形的鞋破行为
[03125.44-03128.56] 那如果点形的鞋破行为的话,那其实是怎么样
[03128.56-03131.60] 其实是可撤销的行为,可撤销的行为
[03131.60-03134.24] 所以在这里面大家要注意一下,这叫做鞋破
[03134.24-03136.52] 那鞋破是什么呢?鞋破同们注意一下
[03136.52-03141.04] 他在这里说的是自鞋破行为终止之企一年以内
[03142.28-03144.32] 一样呢,也是一年以内,可以啊
[03144.32-03145.68] 撤销啊,陪撤销
[03145.68-03147.62] 那這使我們所說的這種情況
[03147.62-03150.58] 所以重大物解欺詐顯示公平和寫破
[03150.58-03152.32] 它屬於是可撤銷的
[03152.32-03153.32] 明是法律行為
[03153.32-03154.16] 但是我們剛才說了
[03154.16-03155.40] 撤銷權它的行使
[03155.40-03157.02] 其實是有一定的欺騙的
[03157.02-03159.06] 因為要保護雙方的利益
[03159.06-03160.92] 所以不能讓你出現權利亂用
[03160.92-03162.52] 所以不能說你殺手想撤銷
[03162.52-03163.60] 就能夠撤銷的
[03163.60-03164.44] 所以我們一般情況
[03164.44-03166.10] 都是知道是由之前
[03166.10-03168.20] 就是日或者是一年內
[03168.20-03169.44] 但是如果
[03169.44-03170.28] 比如說
[03170.28-03171.88] 咱們兩個簽訂了這個合同
[03171.88-03173.60] 我還是買胸甄甲這個事
[03173.60-03175.72] 美修乃这个事如果没有人跟我说
[03175.72-03178.16] 我是不是一直都不知道这个欺账的事有啊
[03178.16-03179.92] 那我一直都不知道欺账是有
[03179.92-03182.60] 这个合同他一直也处在一个可撤销的状态
[03182.60-03185.28] 但他一直给我的保护清estest多少年
[03185.28-03187.96] 你看一下书上有一个最长的一个事销
[03187.96-03189.32] 在表格上给到了
[03189.32-03191.52] 说撤钱最长消灭时间
[03191.52-03194.76] 自民事法的行为发生志气几日内五年内
[03194.76-03196.60] 也就是假如我买了这个胸展
[03196.60-03199.00] 别人没告诉我他是一个胸展
[03199.00-03200.24] 我在这里也不知道
[03200.24-03202.28] 那这有时候法律最多保护的当时
[03202.28-03207.08] 保护我5年比如说现在咱俩在今天欠了合同
[03207.08-03210.36] 比如说2023年的10月11日 对吧
[03210.36-03211.92] 今天咱们两个欠了合同
[03211.92-03213.40] 咱俩欠了合同之后呢
[03213.40-03214.92] 然后我就买了你的房子
[03215.56-03217.20] 你也给我搬里的过湖灯记
[03217.20-03219.08] 然后我一直不知道这个事
[03219.08-03221.08] 然后过了5年什么时候呢
[03221.08-03224.60] 2028年的10月15号
[03224.60-03226.72] 哎呦突然听联就说这是一个兄战
[03226.72-03228.72] 那到了2028年10月15号
[03228.72-03230.36] 我再去找你形式撤裙
[03230.36-03232.36] 法律還保暴霍
[03232.36-03232.86] 不保護了
[03232.86-03233.76] 因為超過了多少
[03233.76-03234.36] 5年
[03234.36-03235.56] 也就是一般情況之下
[03235.56-03236.12] 我們認為
[03236.12-03237.16] 超權的形式
[03237.16-03239.86] 知道會自英當直到直至七段時間
[03239.86-03241.46] 就是日或一年以內
[03241.46-03242.56] 如果說
[03242.56-03243.56] 你一直沒有形式
[03243.56-03244.46] 你也不知道是有
[03244.46-03245.86] 他最常知道5年
[03245.86-03246.36] 5年
[03246.36-03247.96] 所以在這裡面這兩個時間
[03247.96-03248.96] 大家要注意一下
[03248.96-03251.66] 所以車銷全他受到兩個時間的限制
[03251.66-03253.16] 受到兩個時間的限制
[03253.16-03254.26] 大家一定要注意一下
[03254.26-03254.76] 這個點
[03254.76-03255.76] 好吧
[03255.76-03257.86] 這個就是我們所說的有關於
[03257.86-03261.58] 彻椒可彻椒的明式法律行为它的具体情况
[03261.58-03264.38] 同时要把这种继续情况去给它继清楚
[03264.38-03265.22] 就给它继清楚
[03265.22-03266.06] 大家注意一下
[03266.06-03272.06] 我说了彻椒权它是单方意思表示发生法律效力的这样的行为
[03272.06-03273.58] 那你要形使彻椒权
[03273.58-03275.62] 你必须带有一个外在的意思表示
[03275.62-03277.82] 我才能够知道你形使彻椒权
[03277.82-03279.34] 那你如何形使彻椒权呢
[03279.34-03281.38] 来再输上看一下上面
[03281.38-03282.50] 表格上面就换
[03282.50-03284.70] 它说可彻椒的明式法律行为
[03284.70-03286.34] 因为有法定重大瑕疵
[03286.34-03290.94] 必须也素送或者是状态的方式来形势和撤销
[03290.94-03294.14] 所以在这里我们要知道获苏获材去撤销
[03294.14-03296.22] 能不能说我知道了他是一个兄弟
