[00000.00-00004.90] 國民革命時期講完之後我們來看一下第二個階段
[01852.30-01853.30] 非常的趕快
[01853.30-01854.30] 就是他的零國性
[01854.30-01856.30] 只強到沒有辦法想像
[01856.30-01858.30] 他的戰略角色變化非常非常驚人
[01858.30-01860.30] 那這是我們所說的在這裡面
[01860.30-01861.30] 大家知道
[01861.30-01863.30] 我們有尊一婚姻
[01863.30-01864.30] 對吧
[01864.30-01865.30] 然後尊一婚姻
[01865.30-01867.30] 其實這個四路吃水
[01867.30-01868.30] 他學習是一共寫後的四次
[01868.30-01869.30] 但是考試的時候
[01869.30-01870.30] 不會說老實
[01870.30-01871.30] 一路吃水之後
[01871.30-01872.30] 然後去了哪兒
[01872.30-01873.30] 二路吃的時候去的
[01873.30-01874.30] 他把四路吃水的
[01874.30-01875.30] 變成了一個
[01875.30-01877.30] 所以大家就記憶過去行了
[01877.30-01878.30] 就在尊一婚姻之後
[01878.30-01880.30] 有四路吃水
[01880.30-01881.30] 四路吃水
[01881.30-01882.30] 這個地方
[01882.30-01883.30] 寫上一句話
[01883.30-01884.30] 叫做四路吃水
[01884.30-01885.30] 出奇兵
[01889.30-01890.30] 你就記住這句話
[01890.30-01891.30] 這句話大家注意一下
[01891.30-01892.30] 他考過
[01892.30-01893.30] 國考
[01893.30-01894.30] 就是我們所說的
[01894.30-01895.30] 排序體
[01895.30-01896.30] 說四路吃水
[01896.30-01897.30] 出奇兵
[01897.30-01898.30] 讓我給他們排序
[01898.30-01899.30] 當然應該還記得吧
[01899.30-01900.30] 同時不需要知道
[01900.30-01901.30] 四路吃水
[01901.30-01902.30] 四路發生在什麼時間
[01902.30-01903.30] 對吧
[01903.30-01904.30] 一共就幾十天的時間
[01904.30-01905.30] 他時間都不固定了
[01905.30-01906.30] 大家只需要知道
[01906.30-01908.30] 他是在尊一婚姻之後
[01908.30-01909.30] 就可以了
[01909.30-01910.30] 我們就按照考試
[01910.30-01912.30] 這麼去記就可以了
[01912.30-01913.30] 不需要把它拆分的特別的戲
[01913.30-01914.30] 如果拆分特別戲的話
[01914.30-01915.30] 你線體
[01915.30-01916.30] 你做體就會陷入到這種
[01916.30-01918.30] 自我這種困惑的
[01918.30-01920.30] 當中
[01920.30-01921.30] 不需要這樣你就知道
[01921.30-01922.30] 他實在尊一婚姻之後
[01922.30-01923.30] 有了這一個
[01923.30-01924.30] 那四路吃水之後
[01924.30-01925.30] 我們就知道
[01925.30-01926.30] 其實在這裡面
[01926.30-01927.30] 土城失利
[01927.30-01928.30] 放棄吃花絲村
[01928.30-01930.30] 然後在三路吃水之前
[01930.30-01931.30] 五班廠失利
[01931.30-01933.30] 我們就放棄吃花了
[01933.30-01934.30] 跪州
[01934.30-01935.30] 那這裡面
[01935.30-01936.30] 最後的時候
[01936.30-01937.30] 我們就說
[01937.30-01938.30] 怎麼辦呢
[01938.30-01939.30] 那在入天的時候
[01939.30-01941.30] 也不是那麼好
[01941.30-01942.30] 走的
[01942.30-01943.30] 其實在整體上
[01943.30-01945.30] 最後路線條來條去條來條去的話
[01945.30-01946.30] 我們就說
[01946.30-01947.30] 那沒有辦法
[01947.30-01948.30] 最後要從怎麼辦
[01948.30-01949.30] 要速度經燒將
[01949.30-01950.30] 從經燒將
[01950.30-01951.30] 搶度過去之後
[01951.30-01952.30] 再去北上
[01952.30-01953.30] 所以在有了
[01953.30-01954.30] 我們所說的下面就要做
[01954.30-01955.30] 搶度經燒將
[01955.30-01957.30] 在搶度經燒將這個地方
[01957.30-01958.30] 大家應該知道
[01958.30-01960.30] 就是一夜之間翻身月齡
[01960.30-01961.30] 當時就是
[01961.30-01962.30] 我們小度江的時候
[01962.30-01964.30] 當時是把所有的度口都封鎖了
[01964.30-01965.30] 就是不想要我們走
[01965.30-01967.30] 然後不僅把所有度口都封鎖了
[01967.30-01968.30] 當時流香
[01968.30-01970.30] 是4川
[01970.30-01972.30] 大家都知道4川川軍作戰能力非常強
[01972.30-01974.30] 所以當時這個流香
[01974.30-01977.30] 它就把所有的傳遮都封鎖了
[01977.30-01978.30] 這是沒有傳
[01978.30-01979.30] 沒有傳
[01979.30-01981.30] 我們怎麼能夠度經燒將的
[01981.30-01982.30] 確實過不去的
[01982.30-01983.30] 那有情況
[01983.30-01985.30] 這下真的是生死存的時刻
[01985.30-01986.30] 就是說下下是誰
[01986.30-01988.30] 下下是我們所說的這個
[01988.30-01989.30] 流波城
[01989.30-01992.30] 它在它所在的那個
[01992.30-01994.30] 交平度那個地方
[01994.30-01996.30] 然後先勢搞到了兩艘船
[01996.30-01999.30] 後來又搞到了我們所說的四艘船
[01999.30-02000.30] 所以一公六艘船
[02000.30-02001.30] 搞到這六艘船
[02001.30-02003.30] 之後就緊急發這個電報
[02003.30-02004.30] 說六艘船
[02004.30-02006.30] 就是一日夜能夠度上的人
[02006.30-02008.30] 大家都想當時可以說
[02008.30-02010.30] 是在洪軍轉移的這個過程中
[02010.30-02011.30] 已經是山球水盡了
[02011.30-02013.30] 能夠在日夜之間
[02013.30-02014.30] 度外人的話
[02014.30-02016.30] 已經說絕出風聲了
[02016.30-02018.30] 所以當時沒有很多
[02018.30-02019.30] 我們所說的這些
[02019.30-02020.30] 轉移的這些地方
[02020.30-02023.30] 就從原來的他們都口所在的那些地方
[02023.30-02024.30] 因為你要各度口都要去
[02024.30-02025.30] 是你怎麼能夠過去嗎
[02025.30-02027.30] 後來就開始都轉移到什麼的
[02027.30-02028.30] 交平度這個地方
[02028.30-02029.30] 也之間
[02029.30-02030.30] 翻身越領
[02030.30-02031.30] 48次過激流
[02031.30-02033.30] 行軍120里
[02033.30-02035.30] 所以當時就來到這個交平度
[02035.30-02037.30] 後來就用我們所說的六艘船
[02037.30-02039.30] 就把我們的軍隊
[02039.30-02041.30] 洪軍的這個人數
[02041.30-02042.30] 就給它度過了金山獎
[02042.30-02044.30] 所以當時是速度金山獎
[02044.30-02045.30] 也是在去搶
[02045.30-02047.30] 這是我們所說的金山獎
[02047.30-02049.30] 然後北上大陸河
[02049.30-02050.30] 然後就我們數本當中的
[02050.30-02051.30] 飛躲爐定橋
[02051.30-02053.30] 用人形去加橋
[02053.30-02055.30] 然後爬雪山過草地
[02055.30-02056.30] 然後到達了什麼
[02056.30-02057.30] 山北武器鎮
[02057.30-02058.30] 山北武器鎮
[02058.30-02059.30] 大家在旁邊寫上
[02059.30-02060.30] 它是從兩口電
[02060.30-02062.30] 第一個時間是1935年的時候
[02062.30-02064.30] 到達了山北武器鎮
[02064.30-02066.30] 到達了山北武器鎮的時候
[02066.30-02069.30] 它其實是洪軍長征的第一階段結束
[02071.30-02073.30] 叫第一階段結束
[02073.30-02075.30] 那第二個就是到達山北武器鎮的時候
[02075.30-02077.30] 經常會有一句是
[02077.30-02079.30] 叫六盤山上洪棄站
[02079.30-02081.30] 這真的是階段性的生命
[02081.30-02082.30] 叫六盤山上
[02083.30-02084.30] 洪棄站
[02087.30-02089.30] 所以一提到六盤山大陸知道
[02089.30-02090.30] 20到5起之了
[02090.30-02091.30] 這是第一個階段
[02091.30-02092.30] 第一階段結束之後
[02092.30-02094.30] 今天又到1935年
[02094.30-02096.30] 到1936年就是第二階段
[02096.30-02097.30] 就幹嘛呢
[02097.30-02098.30] 干所會影會時
[02098.30-02099.30] 干所會影會時
[02099.30-02101.30] 這是洪軍長征的第二階段
[02101.30-02102.30] 干所會影會時
[02102.30-02105.30] 就標這是洪軍長征正式結束
[02108.30-02111.30] 洪軍長征正式結束
[02111.30-02113.30] 所以在這裡面大家注意一下
[02113.30-02114.30] 這是我們所說的這樣一個路線
[02114.30-02115.30] 所以整個路線大拒的
[02115.30-02118.30] 從我們所說的原本的所謂正全出發
[02118.30-02121.30] 然後先是我們所說的走湖南進行線
[02121.30-02123.30] 就是相當之戰
[02123.30-02125.30] 對吧相當戰異的話
[02125.30-02126.30] 不行
[02126.30-02127.30] 就像路不醒
[02127.30-02128.30] 那我們就開始要換條路線北上
[02128.30-02130.30] 於是就有了後面描準的
[02130.30-02131.30] 沒有準貴州
[02131.30-02133.30] 因為當時貴州必要補握
[02133.30-02134.30] 所以有了尊一會議
[02134.30-02136.30] 但是在這種情況之下
[02136.30-02137.30] 我們都知道了在尊一之後
[02137.30-02139.30] 一肚智水土城失禮
[02139.30-02141.30] 我本來想走四川了
[02141.30-02142.30] 在四川走不了
[02142.30-02143.30] 所以就放齊了四川
[02143.30-02145.30] 前天後就有了四肚智水
[02145.30-02147.30] 最後就從精債將這邊走
[02147.30-02149.30] 從精善交大陸小
[02149.30-02151.30] 飛洪軍小拍整個草地
[02151.30-02152.30] 然後走完了這場路線
[02152.30-02154.30] 所以洪軍長征的路線
[02154.30-02155.30] 非常非常堅苦
[02155.30-02157.30] 這是我們想像不到的
[02157.30-02159.98] 我们竟然说了两岸五千里的红军长证
[02159.98-02161.38] 两年的时间
[02161.38-02163.14] 也以几日的不停再走
[02163.14-02164.98] 很多的我们所说的这种
[02164.98-02166.74] 将我们所说的视频也好
[02166.74-02168.50] 它其实在红军长证的路上
[02168.50-02169.82] 有一部分是西声的
[02169.82-02171.42] 有一部分就是活活的热死
[02171.42-02173.82] 在那种两世级度短缺的情况之下
[02173.82-02175.78] 在环境特别热烈的情况之下
[02175.78-02178.66] 我们想象不到它到底需要多么强大的这种
[02178.66-02181.74] 一直立之称才能走过这条坚厨的路线
[02181.74-02183.42] 尤其是在排血山这个地方
[02183.42-02184.18] 大家都知道
[02184.18-02185.62] 到了西藏那个地方
[02185.62-02187.06] 本来一步就很单独
[02187.06-02188.34] 你没有什么可以穿的
[02188.34-02189.46] 你吃的还少
[02189.46-02191.14] 当时在行军长证路上
[02191.14-02192.66] 就我这样一句话叫做
[02192.66-02196.18] 吃清可拉清可洗清可主清可
[02196.18-02197.58] 它什么叫吃清可呢
[02197.58-02199.30] 这清可的东西都不外壳的
[02199.30-02200.82] 那个东西如果不经过
[02200.82-02202.58] 我们所说的模样什么的
[02202.58-02203.98] 那个东西吃不消化
[02203.98-02205.14] 所以前面的人呢
[02205.14-02206.38] 军队吃清可
[02206.38-02208.50] 吃清可就不消化就排住去了拉清可
[02208.50-02209.86] 后面的人看到这种聊时
[02209.86-02211.38] 洗洗主的记者
[02211.38-02213.54] 就要洗清可和主清可
[02213.54-02215.78] 这是非常坚苦的缓正之下
[02215.78-02217.38] 才能我们所说的
[02217.38-02218.46] 就是我们想象不到
[02218.46-02219.62] 而且行军
[02219.62-02220.82] 也没有我们所说的
[02220.82-02221.66] 现在的这样的一些
[02221.66-02223.54] 很好的这种灯上的种状态
[02223.54-02224.86] 但两万五千里长证
[02224.86-02226.74] 平坚着他们强大的意志力
[02226.74-02228.70] 最终就走下来了
[02228.70-02230.02] 尤其是在我们所说的
[02230.02-02231.38] 神辈武器证会是之后
[02231.38-02233.70] 当时毛爷爷也说过这样一段话
[02233.70-02234.58] 就说的是什么的
[02234.58-02236.62] 说红军是宣传对
[02239.46-02240.98] 是宣言输
[02242.58-02244.58] 鲜汤圈三是波种机
[02244.58-02245.74] 一点都不讲
[02246.74-02248.82] 他让我们看到了一个
[02248.82-02252.14] 非常意志力强大的人民军队
[02252.14-02252.58] 对不对
[02252.58-02253.78] 在这个过程当中
[02253.78-02256.38] 克服我们所说的这种签难万血
[02256.38-02258.82] 最后保留下了活种障流过程
[02258.82-02261.58] 所以这次我们所说的红军长证的路线
[02261.58-02262.30] 这个事情啊
[02262.30-02263.18] 放在后
[02263.18-02264.42] 后面或者放在今天
[02264.42-02265.74] 都是我们非常值得
[02265.74-02267.62] 经配科学习的这样的
[02267.62-02268.58] 一件事情啊
[02268.58-02269.86] 那这是红军长证
[02269.86-02270.86] 现在很多的高校
[02270.86-02272.98] 其实有在做这种类似于
[02272.98-02273.70] 这种教育
[02273.70-02275.98] 做从走长征路
[02275.98-02278.18] 其实它是有这样的一个教育在的
[02278.18-02279.86] 那当时就是给学人拍照
[02279.86-02282.46] 形成穿着原来小红军的这样的衣服
[02282.46-02283.58] 然后去走
[02283.58-02284.98] 当然他们走的时候就觉得
[02284.98-02285.70] 爱好疲贝
[02285.70-02286.10] 对吧
[02286.10-02287.50] 但现在条件还都好
[02287.50-02288.30] 能像以前的时候
[02288.30-02290.26] 其实是更难以想象的
[02290.26-02292.70] 那这是我们所说的红军长征啊
[02292.70-02294.74] 这是我们所说的长征的路线
[02294.74-02298.78] 红军长征最重要的就是在他的路线上
[02298.78-02300.26] 他往往会怎么考察的
[02300.26-02301.34] 红军长征的路线
[02301.34-02302.38] 我们刚才说了
[02302.38-02304.90] 要么他就是第一个会考察排序
[02304.90-02306.86] 就像咱们前面看到立体一样
[02306.86-02308.78] 第二个就是他会在这里结合
[02308.78-02309.94] 适哥来考察
[02309.94-02311.94] 适哥来考察的话
[02311.94-02314.86] 你要能够定位到这个适哥说的是哪个事
[02314.86-02317.30] 第二个就是我们要了解他的路线
[02317.30-02319.50] 其实也就很好的能够进行排序了
[02319.50-02321.70] 那这个就是路线的排序
[02321.70-02324.02] 其实有一个非常造的适哥
[02324.02-02325.50] 在我们的考试当中
[02325.50-02327.98] 就是毛东同志的七律长征啊
[02327.98-02329.06] 你看在这里啊
[02329.06-02330.54] 无铃威一层西浪
[02330.54-02333.14] 无蒙旁博总以往是不将啊
[02333.14-02335.14] 金沙水派铃铃
[02335.14-02337.50] 金沙大度桥
[02337.50-02339.94] 铁所寒你看大度桥
[02339.94-02341.30] 我们所说的大度桥
[02341.30-02342.86] 跳着飞过路线桥
[02342.86-02344.54] 更起民生千律血
[02344.54-02347.38] 他血山过草地三军过后进开演
[02347.38-02347.78] 对吧
[02347.78-02349.42] 那在这里面其实对应的就是什么
[02349.42-02352.54] 金沙江大度和大度桥恒
[02352.54-02354.30] 大度和飞过路线桥
[02354.30-02356.14] 民山千律血
[02356.14-02356.74] 在这
[02356.74-02358.58] 民山千律的发血山过草地
[02358.58-02360.26] 对吧三军过后进开演
[02360.26-02362.70] 那第一个长征结断结束
[02362.70-02364.38] 所以大家把路线
[02364.38-02366.14] 大概知道它是怎么回事
[02366.14-02367.30] 你在这里面就不用说
[02367.30-02368.30] 我就每一个区别
[02368.30-02369.86] 你就大概知道每一个世界
[02369.86-02370.90] 它的先后过程
[02370.90-02373.02] 其实就是把这个路线记住了
[02373.02-02374.46] 那这是红军长征
[02374.46-02375.38] 那红军长征
[02375.38-02377.42] 那其实有一个非常重要的会议
[02377.42-02378.74] 咱们在这里说了
[02378.74-02380.10] 就在这里面的是啊
[02380.10-02381.02] 尊议会议啊
[02381.02-02382.46] 尊议会议是在规州
[02382.46-02384.42] 召开的1935年
[02384.42-02386.26] 尊议会议在这里面有这么几件事
[02386.26-02388.10] 第一个就是取消了博物理德的
[02388.10-02390.14] 最高军事指挥权
[02390.14-02391.50] 这个点答应到知道
[02391.50-02392.86] 就是因为他们的这个
[02393.86-02394.86] 左轻冒险主义
[02394.86-02396.42] 才导致我们所说的这个
[02396.42-02398.18] 党他先入到了相当危机当中
[02398.18-02399.78] 但这个点了解下去行了
[02399.78-02401.22] 最后一当中比较重要的
[02401.22-02402.66] 就是跃力了毛泽东
[02402.66-02404.94] 在党和红军当中的
[02404.94-02406.38] 领导地位
[02406.38-02408.26] 这个点大家要能够去领势
[02408.26-02410.50] 首先这是第一个小达就去实际的
[02410.50-02412.18] 但是我们说了毛泽东同志
[02412.18-02413.46] 他在党和红军当中
[02413.46-02414.46] 最终的领导地位
[02414.46-02417.30] 其实是在红军长征当中
[02417.30-02418.46] 如果在军确一点
[02418.46-02420.58] 其实是在四度赤屎的过程当中
[02420.58-02421.78] 逐渐形成了
[02421.78-02422.74] 所以在这里面
[02422.74-02423.42] 打有注意下
[02423.42-02424.42] 就是追回当中
[02424.42-02426.58] 第一个需要大家实际的内容
[02426.98-02429.86] 第二个实际的内容就是追回的意义了
[02430.26-02431.90] 追回的意义有这么几点
[02431.90-02433.26] 第一个同标注意下
[02433.26-02436.06] 就是第一次独立的运用马斯主义
[02436.06-02437.30] 解决中国的问题
[02437.30-02439.14] 第一次独立运用很重要
[02439.14-02441.26] 因为以前我们在开会的时候
[02441.26-02443.22] 都有共产国际的帮助的
[02443.86-02445.46] 就共产国际一定要参回的
[02445.46-02446.62] 给我们提提建议
[02446.62-02449.70] 但共产国际它其实不太了解中国的实际情况
[02449.70-02452.50] 所以反而有很多的情况
[02452.50-02455.14] 共产国际它起到的作用并没有
[02455.14-02457.46] 特别的符合中国的国情
[02457.46-02459.18] 所以在我们所说的
[02459.18-02460.18] 追回到中
[02460.18-02461.30] 是第一次独立运用
[02461.30-02462.50] 为什么第一次独立运用
[02462.50-02463.82] 大家知道在这种
[02463.82-02464.54] 接南的情况
[02464.54-02467.14] 这想要你小去联系共产国际开会很难
[02467.14-02468.34] 大家都在战留转业
[02468.34-02469.78] 所以共产国际也跑丢了
[02469.78-02471.26] 所以在这种情况之下
[02471.26-02473.58] 没有他们来干让我们第一次独立运用
[02473.58-02475.62] 马斯主义解决自己的问题
[02475.82-02477.14] 第二个就是大家知道
[02477.14-02479.02] 最会议它本身上在这里
[02479.02-02479.82] 咱们说过了
[02479.82-02481.06] 就要玩救了红军
[02481.06-02481.86] 玩救了党
[02481.86-02482.94] 玩救了中国
[02482.94-02483.46] 革命
[02483.46-02484.14] 它和
[02484.14-02485.30] 巴基会议不一样
[02485.30-02486.66] 巴基会议是玩救了党
[02486.66-02487.66] 玩救了革命
[02487.66-02489.42] 而最会也还玩救了什么
[02489.42-02490.62] 玩救了红军
[02490.62-02492.02] 就不得不说
[02492.02-02494.38] 最会议它所提出来的战略
[02494.38-02495.82] 这样的一个调整会转业
[02495.82-02497.18] 真的是把活种
[02497.18-02498.42] 就保留下来了
[02498.42-02499.30] 因为当时在这儿
[02499.30-02500.86] 最会之前还有一件
[02500.86-02503.26] 非常偶然的事情
[02503.26-02505.26] 当时这个事情什么的某文同志
[02505.26-02506.30] 他就看着所做
[02506.30-02507.50] 我人看到了杂志
[02507.50-02508.94] 就是不能杂志是爆看
[02508.94-02509.86] 方案让说什么
[02509.86-02510.90] 在沙美地区
[02510.90-02512.50] 还有我们的军队
[02512.50-02514.94] 就是刘志单和戏指的戏子长
[02514.94-02516.02] 他们所带领了
[02516.02-02518.46] 军队还在沙美地区和国民党
[02518.46-02519.98] 去进行机站
[02519.98-02521.42] 一看沙美有我们的人
[02521.42-02522.54] 那我们就开始想
[02522.54-02523.78] 站在调整王北走
[02523.78-02525.50] 一方面离国民党的大委员
[02525.50-02526.02] 越来越远
[02526.02-02528.62] 第二步会和我们主要的力量
[02528.62-02529.46] 所以在这里面
[02529.46-02530.06] 你看叫
[02530.06-02531.46] 玩救了红军
[02531.46-02532.70] 也正是这一次
[02532.70-02534.30] 尊一会议调整完了之后
[02534.30-02536.50] 我们都知道最终把活终
[02536.50-02537.58] 保留下来了
[02537.58-02539.38] 因为当年全国三十万
[02539.38-02540.94] 我们所说的红军
[02540.94-02543.02] 然后抗那个
[02543.02-02544.14] 长征上的之后
[02544.14-02545.22] 只剩下三万人
[02545.22-02546.82] 招征当时8.6万
[02546.82-02547.10] 到达了
[02547.10-02548.54] 选北地区不到8千
[02548.54-02550.26] 几乎是90%的
[02550.26-02552.42] 都牺牲在了长征的路上
[02552.42-02553.86] 所以在这里面大家知道
[02553.86-02555.46] 只是最一会议
[02555.46-02556.34] 就玩救了
[02556.34-02557.54] 党玩救了红军
[02557.54-02558.66] 玩救了中国革命
[02558.66-02561.42] 把他和前面的8期会议
[02561.42-02562.38] 去分开
[02562.38-02563.50] 同时最一会议
[02563.50-02564.14] 大家注意一下
[02564.14-02565.74] 他是生死优关的转折
[02565.74-02566.46] 这不用说了
[02566.46-02567.94] 他起到这么大的作用
[02567.94-02569.10] 标志的中国共产党
[02569.10-02570.42] 从又年走向了
[02570.42-02571.70] 从又年走向了
[02571.70-02572.46] 成熟
[02572.46-02573.14] 这个点
[02573.14-02574.22] 其实也很好理解
[02574.22-02575.50] 以前的所不说了
[02575.50-02577.22] 他必须要有共产国际的
[02577.22-02578.74] 帮助或者是帮服
[02578.74-02580.22] 现在这种情况之下
[02580.22-02581.10] 不用他帮了
[02581.10-02582.38] 我们自己能够独立
[02582.38-02583.06] 运用马斯主义
[02583.06-02584.02] 解决自己的问题了
[02584.02-02585.90] 这次会从小孩长大了
[02585.90-02588.42] 这里面就要从又年走向成熟
[02588.42-02589.66] 这要再去考试的时候
[02589.66-02592.54] 可能会把这里面的单独的某一句话
[02592.54-02593.26] 拿出来
[02593.26-02594.18] 然后给我们
[02594.18-02595.42] 说让我们就分析一下
[02595.42-02597.02] 关于他的说法对还是错
[02597.02-02599.26] 这里面就要能够把这些点
[02599.26-02601.50] 有一些印象去个实际起来
[02601.50-02602.90] 这是我们所说的
[02602.90-02604.06] 土地革命实际
[02604.06-02605.62] 也就是1927年
[02605.62-02606.50] 8亿南昌起义
[02606.50-02607.58] 到我们所说的
[02607.58-02609.42] 1937年
[02609.42-02612.02] 这是我们所说的土地革命实际
[02612.02-02612.98] 大家注意一下
[02612.98-02614.10] 在土地革命实际
[02614.10-02614.94] 大家知道
[02614.94-02615.74] 是人第一个
[02616.54-02617.74] 创建人民军队
[02617.74-02619.90] 第二个红军长征
[02619.90-02620.74] 所以在这里面
[02620.74-02621.58] 大家知道
[02621.58-02622.26] 土地革命
[02622.26-02625.26] 到这我们就把第二个时期给大家说完了
[02625.26-02626.14] 在这里面
[02626.14-02628.26] 我们来做一个简单的处理和回顾
[02628.26-02629.50] 在时间的重线上
[02629.50-02630.70] 我们首先第一个先讲了
[02630.70-02631.90] 新闻话运动
[02631.90-02633.50] 同没有知道新闻话运动
[02633.50-02635.18] 它的标志
[02635.18-02637.18] 其实是新青年和北京大学
[02637.18-02637.54] 对吧
[02637.54-02638.26] 新闻话运动
[02638.26-02639.06] 这两个标志
[02639.06-02640.30] 一个是主政地
[02640.30-02641.70] 一个是活动基地
[02641.70-02642.78] 新闻话运动的内容
[02642.78-02643.78] 分前几合
[02644.78-02647.18] 后期前期民主科学
[02647.18-02648.82] 后期马斯主意
[02648.82-02649.82] 它的代表人物
[02649.82-02651.26] 咱们当时讲了很多
[02651.26-02652.30] 程度就先使
[02652.30-02653.14] 李大雕先生
[02653.14-02654.38] 菜工胡士
[02654.38-02655.38] 还有鲁讯先生
[02655.38-02655.90] 对吧
[02655.90-02657.54] 他们的代表做
[02657.54-02658.82] 以及他们的思想
[02658.82-02659.70] 同样能够
[02659.70-02660.34] 对应得上
[02660.34-02661.50] 只性的话运动
[02661.50-02662.22] 新闻话运动
[02662.22-02663.38] 其实是为五思运动
[02663.38-02664.38] 做了一个铺垫
[02664.38-02666.34] 所以到1918年
[02666.34-02667.82] 第一次学大量结束之后
[02667.82-02669.18] 中国作为战生国
[02669.18-02669.98] 却没有想到
[02669.98-02671.06] 战生国的权益
[02671.06-02672.58] 于是爆发了五思运动
[02672.58-02673.94] 五思运动的导合所
[02673.94-02675.38] 巴黎和会外交失败
[02675.38-02676.50] 五思运动的经过
[02676.50-02677.02] 大家都知道
[02677.02-02679.38] 是学生最先走向街头
[02679.38-02680.98] 所以学生海处都口号
[02680.98-02682.02] 还我听到
[02682.02-02683.14] 收回山东权里
[02683.14-02684.62] 承制卖国贼
[02684.62-02685.58] 而学生运动
[02685.58-02686.38] 被战亚之后
[02686.38-02687.54] 各地开始生怨
[02687.54-02689.22] 公然进入到了
[02689.22-02690.62] 政治舞台当中
[02690.62-02691.46] 所以公然接近
[02691.46-02692.90] 开始登上一束台
[02692.90-02693.74] 五思运动
[02693.74-02694.62] 他的爆发
[02694.62-02695.46] 意义重大
[02695.46-02696.22] 首先第一个
[02696.22-02696.70] 我们都知道
[02696.70-02699.30] 他是彻底的反地反风间运动
[02699.30-02699.74] 在这里
[02699.74-02701.06] 让我们真实地看到
[02701.06-02701.66] 帝国主义
[02701.66-02702.46] 丛恶的嘴脸
[02702.46-02702.78] 对吧
[02702.78-02703.18] 第二个
[02703.18-02704.10] 五思运动
[02704.10-02705.78] 他为中国共产党的成立
[02705.78-02707.66] 做了思想和干部商的准备
[02707.66-02708.86] 思想上的准备
[02708.86-02710.30] 咱们说了
[02710.30-02711.34] 马斯主义
[02711.34-02712.38] 干部商的准备
[02712.38-02713.38] 在这里属于什么
[02713.38-02714.50] 干部商的准备在这里
[02714.50-02715.74] 就是公然接近
[02715.74-02716.62] 而我们所说的
[02716.62-02717.22] 公然接近
[02717.22-02718.82] 抗起了自然接近
[02718.82-02719.82] 他的任务
[02719.82-02720.54] 那这种情况
[02720.54-02720.78] 这下
[02720.78-02721.58] 中国革命
[02721.58-02722.10] 翻开了
[02722.10-02722.94] 展新的一眼
[02722.94-02723.42] 就做
[02723.42-02725.78] 新民主主义革命的开端
[02725.78-02726.38] 那有了
[02726.38-02727.30] 公然接近
[02727.30-02728.78] 就运预淡声了
[02728.78-02729.66] 中国共产党
[02729.66-02730.26] 所以在这里
[02730.26-02731.02] 我们来看一下
[02731.02-02732.14] 叫党的淡声
[02732.14-02732.82] 党的淡声
[02732.82-02733.58] 我们首先讲了
[02733.58-02734.58] 一大叫一大
[02734.58-02735.38] 立党
[02735.38-02736.38] 大家就要知道
[02736.38-02737.38] 男臣得力
[02737.38-02738.38] 相约见党
[02738.38-02740.30] 一大立党在上海
[02740.30-02741.14] 后来转一道
[02741.14-02742.50] 这将加新男伙的
[02742.50-02743.30] 游船上
[02743.30-02744.06] 于是淡声了
[02744.06-02744.94] 红船经识
[02744.94-02746.18] 两星级的知识点
[02746.18-02747.02] 大家要知道
[02747.02-02747.42] 对吧
[02747.42-02748.30] 那参贵的人员
[02748.30-02749.18] 是13人
[02749.18-02750.66] 或者是12人
[02750.66-02751.86] 谁没参加呢
[02751.86-02753.10] 程度修和李大招
[02753.10-02753.74] 没有参加
[02753.74-02754.66] 哥王哥的事
[02754.66-02755.30] 给大家讲
[02755.30-02755.82] 对吧
[02755.82-02757.26] 那中共一大说了
[02757.26-02757.82] 啥
[02757.82-02759.42] 见党通过
[02759.42-02760.14] 中国共产党
[02760.14-02760.66] 高领
[02760.66-02761.54] 这个高领是一个
[02761.54-02763.06] 高领星文件
[02763.06-02764.06] 换成华是这个文件
[02764.06-02765.22] 说的是什么
[02765.22-02766.02] 而不是告诉我们
[02766.02-02766.74] 在干什么
[02766.74-02767.58] 有了党
[02767.58-02768.62] 知道了党是什么
[02768.62-02769.78] 那党要干什么
[02769.78-02771.42] 干什么是在什么手提的
[02771.42-02772.74] 在二大的手提的
[02772.74-02773.90] 所以1922年
[02773.90-02775.50] 召开了中国二大
[02775.50-02776.66] 二大干嘛呢
[02776.66-02778.78] 制定了革命刚领
[02778.78-02779.82] 就是要干什么
[02779.82-02780.70] 和前面的
[02780.70-02781.54] 高领星文件
[02781.54-02782.30] 不一样
[02782.30-02783.58] 制定了革命刚领
[02783.58-02785.46] 革命刚领有最低和最高
[02785.46-02787.54] 最低就是中国革命三步走
[02787.54-02788.34] 那三步
[02788.34-02789.06] 第一个
[02789.06-02790.30] 达到军法处内乱
[02790.30-02791.14] 国内团结
[02791.14-02791.70] 第二个
[02791.70-02792.62] 谁欺货呢
[02792.62-02793.70] 我们就把谁赶走
[02793.70-02794.22] 第三个
[02794.22-02796.34] 实现民主共和
[02796.46-02797.50] 那这是我们所说的
[02797.50-02798.38] 叫最低刚领
[02798.38-02799.94] 那最高刚领是什么呢
[02799.94-02800.82] 最高刚领
[02800.82-02802.54] 就是实现共产主义
[02802.54-02803.50] 那今天也是
[02803.50-02804.38] 那中二大
[02804.38-02804.92] 还通过了
[02804.92-02805.82] 第1个
[02805.82-02806.54] 党章
[02806.54-02808.02] 那这是我们所说的
[02808.50-02809.62] 中共二大
[02809.62-02809.98] 那中二大
[02809.98-02811.46] 当中也会遇到一个问题
