[00000.00-00002.32] 同一番好 我是杰瑞老师
[00002.32-00005.64] 今天我们就要进入到文学知识的学习了
[02245.14-02246.34] 起约无意
[02246.34-02247.42] 与此同跑
[02247.42-02249.06] 他说每当说到这句话的时候
[02249.06-02250.50] 我的类水就进不住
[02250.50-02251.90] 说在这场战亿里
[02251.90-02252.94] 在最开始的时候
[02252.94-02255.50] 許多工作沒有準備的那麼權的情況之下
[02255.76-02258.06] 很多醫護工作者帽子在
[02258.32-02261.52] 第一線當時真的是缺口罩或目的黃富湖
[02261.52-02263.68] 但是在那個時候不光我們的醫生
[02263.94-02266.50] 全社會每一個能處理的人處理
[02266.50-02268.82] 包括在海外的有子都高喊著
[02269.08-02270.08] 起約五億
[02270.34-02271.36] 與子同跑
[02271.62-02272.90] 就是這樣的一段描述
[02272.90-02274.38] 所以在那個時候我們所說的
[02274.38-02275.98] 今天有傳當中那一天
[02277.00-02279.30] 就演唱了我們所說的這個五億
[02279.30-02281.10] 所以出現五億的時候大家就知道
[02281.10-02283.62] 也是充罪用所说的
[02283.62-02285.86] 时间按充这么说说的事情
[02285.86-02287.42] 这个就是我们所说的
[02287.42-02288.22] 第一个部分
[02288.22-02291.10] 就是要给大家去强调的叫做风
[02291.10-02293.82] 风只是时间当中的第一个题材
[02293.82-02295.66] 说要风之后来看
[02295.66-02299.82] 时间当中的第二部分叫做阳
[02299.82-02302.06] 也叫做正生阳月
[02302.06-02303.98] 它主要指的是同样在旁边
[02303.98-02305.02] 取得补充一下
[02305.02-02308.18] 它主要指的是我们所说的朝廷的圣语
[02308.18-02310.14] 零售我们说了当时周天子
[02310.14-02311.58] 派人去采集各样的时候
[02311.58-02313.30] 第一个了解情况
[02313.30-02314.74] 统固统治第二个
[02314.74-02317.14] 就是叫话字地于越工庭
[02317.14-02319.70] 在越工庭当中就出现了无所说的
[02319.70-02322.74] 所以亚也叫做正声亚越
[02322.74-02325.34] 它主要是朝廷当中的正越
[02325.34-02326.46] 所以同学没有知道
[02326.46-02328.70] 风指的是地方的民谣名歌
[02328.70-02330.02] 十五个古促俄国
[02330.02-02333.02] 是我地区而亚主要是正声亚越
[02333.02-02334.50] 这里面我们来看一下
[02334.50-02335.06] 这个亚
[02335.06-02336.14] 它分成两个部分
[02336.14-02338.34] 同学的旁边一个叫做大养
[02338.34-02340.14] 一个叫做小养
[02340.14-02341.02] 大养的
[02341.02-02342.50] 它其实它的作者
[02342.50-02345.22] 可能是相对来说会有一定的差异
[02345.22-02347.98] 小养的大多是由平民手创造的
[02347.98-02350.86] 而大养的大多是由贵族所创作的
[02350.86-02353.18] 所以你看大养大部分都描会的是什么
[02353.18-02356.02] 西州初期或者是西州墨期
[02356.02-02358.22] 所以它往往都是周出所作
[02358.22-02359.70] 所以一般情况是大养
[02359.70-02361.46] 大部分都是贵族
[02362.58-02364.38] 而小养大部分是我们所说的
[02364.38-02367.52] 上层的社会群众或者是我们所说的
[02367.52-02369.56] 大部分都是平面所住
[02369.56-02371.18] 这个就是我们所说的
[02371.18-02373.48] 有关于亚、有关一样
[02373.48-02376.84] 所以亚我们一般情况下也会从亚当中有个此的
[02376.84-02378.74] 就是我们长说的叫做文文亚
[02378.74-02381.62] 其实是出自我们所说的时间当中的亚
[02381.62-02383.62] 而亚最练长间的一首
[02383.62-02385.86] 就是我们所说的叫小亚录明
[02385.86-02388.22] 大家都应该听过草操的短歌性
[02388.22-02390.46] 在那个录明当中就说过
[02390.46-02392.34] 就要優勇路名實業之品
[02392.34-02394.54] 我有家兵股色吹聲
[02394.54-02395.90] 他這個地方
[02395.90-02396.94] 其實是我們所說的
[02396.94-02399.10] 出資源小亞路名
[02399.10-02399.90] 把這句話
[02399.90-02401.10] 標誦在旁邊
[02401.10-02402.14] 就是如果出現了
[02402.14-02402.98] 這句話你要知道
[02402.98-02404.02] 他其實也出資
[02404.02-02405.38] 有我們所說的時間
[02405.38-02406.26] 那這個時間
[02406.26-02408.58] 他也分成三個部分
[02408.58-02409.38] 這三個部分
[02409.38-02410.46] 你看第一個就是
[02410.46-02412.78] 優勇路名實業之品
[02412.78-02415.90] 然後我有家兵股色吹聲
[02415.90-02416.98] 吹聲鼓狂
[02416.98-02418.14] 等等八八拉的
[02418.14-02420.22] 他第一張秒會的是什麼的
[02420.22-02423.90] 就是猪勤厌成说了个小
[02423.90-02425.62] 叫厌情猪臣
[02425.62-02428.30] 然后把他们几些再跨问问他们什么
[02428.30-02429.34] 至果知道
[02429.34-02430.86] 也知道是当时的统治者
[02430.86-02432.62] 他想就是他一个理前
[02432.62-02433.70] 下施的一个情况
[02433.70-02434.78] 就是问大家的这个
[02434.78-02436.02] 至果心帮知道
[02436.02-02437.54] 就把大家居在一块
[02437.54-02438.78] 那第二部分你看
[02438.78-02440.22] 叫纠纠录明
[02440.22-02441.78] 然后就是石也之后
[02441.78-02443.50] 那在这里面就给到了什么
[02443.50-02445.42] 叫市民不跳
[02445.42-02446.26] 均子
[02446.26-02447.58] 市责施效
[02447.58-02449.02] 这里面其实就在强调说
[02449.02-02451.06] 每德,一定要是要上行下效
[02451.06-02454.40] 跟他们聊了,聊完之后就知道了,每德需要上行下效
[02454.40-02462.84] 然后最后一个部分就是从人心的格局太出发了,就要优佑路名,实业之前我有家边股色无形
[02462.84-02465.92] 然后在这个地方就开始去谈了,怎么样能够
[02465.92-02469.24] 我们所说的从人心出发去做好这件事
[02469.24-02471.80] 所以在这里面,它一共分成三个部分
[02471.80-02474.00] 但是这三个部分,不需要同们都去记
[02474.00-02477.96] 你这期验在这个地方要记忆据换,就是优佑路名,实业执品
[02477.96-02479.96] 我有家庭股色吹声
[02479.96-02481.80] 他出自在事情当中
[02481.80-02484.16] 因为我们不能把事情当中所有的内容
[02484.16-02485.52] 都给大家去讲一遍
[02485.52-02487.96] 但最起码我们可以把最常间的这些
[02487.96-02490.28] 大家要有动作去掌握一些
[02490.28-02491.80] 这是我们所说的亚
[02491.80-02492.68] 政策亚
[02492.68-02494.40] 最后一个最叫做宋
[02494.40-02495.08] 因为我们说了
[02495.08-02496.32] 事情是三百
[02496.32-02497.44] 三成三个八个部分
[02497.44-02499.40] 风 杨 宋
[02499.40-02501.40] 杨指的是朝廷的越去
[02501.40-02503.04] 我们叫做工廷正月
[02503.04-02504.28] 正声亚越
[02504.28-02505.88] 还有一个部分就叫做宋
[02505.88-02507.48] 同把宋写在旁边
[02507.48-02511.30] 这个送就是寄事死寄寺
[02511.30-02512.86] 我遇到平常这部分了
[02512.86-02515.06] 这个送就是在寄寺的时候
[02515.06-02517.40] 他用到的我们所说到无取的歌词
[02517.40-02520.54] 分为周送 鲁送 和商送
[02520.54-02522.94] 这里面同一位应该最熟悉的就是哪个呢
[02522.94-02525.02] 你要最熟悉的就是商送
[02525.02-02527.14] 大家应该最近都看过风神的电影
[02527.14-02528.38] 我超喜欢这个电影
[02528.38-02530.46] 这个电影应该大家都很喜欢
[02530.46-02532.12] 它的场面非常的红大
[02532.12-02535.12] 它里面任何一个地方都很有考究
[02535.12-02538.52] 当然还记得在风险的电影当中
[02539.52-02541.12] 这个住亡
[02541.72-02543.76] 她把她的父亲杀死了
[02543.76-02545.12] 她的哥哥也死掉了
[02545.12-02546.24] 她说她说还没有办法
[02546.24-02547.40] 这生活这么一个人
[02547.40-02550.92] 然后我就去当我们所说的天下的网就行了
[02550.92-02552.72] 对吧 你想成为全天下的网吗
[02552.72-02554.12] 她就成为全天下的网
[02554.12-02555.48] 然后她当网位的时候
[02555.48-02556.76] 你记得有一个场景
[02556.76-02559.04] 她说了说有请网书
[02559.04-02560.64] 静问国运
[02560.64-02562.56] 然后当时就有一个寄寺的场景
[02562.56-02563.48] 音乐一起
[02563.48-02564.70] 有个大鳥在那儿飞
[02564.70-02566.30] 然后他就开始在那儿问过月
[02566.30-02568.40] 然后在那个机梗场景之下
[02568.40-02571.04] 其实是有一句歌词的表达也没有听过
[02571.04-02574.20] 那个词呢就是当时说的是天命玄鳥
[02574.20-02575.52] 江儿生生
[02575.52-02576.60] 这个来自于什么呢
[02576.60-02579.00] 就来自于我们所说的商宋
[02579.00-02580.60] 咱们来看一下这个场景啊
[02580.60-02582.68] 同时应该都还记得咱们来回顾一下
[02623.48-02624.96] 就是这样的一个片段大家知道
[02624.96-02627.12] 就是刚开始在我给大家就放了
[02627.12-02628.52] 这个部分的内容里面
[02628.52-02630.08] 它出现了其实就是什么
[02630.08-02633.48] 其实就是我们所说的商宋当中的第一句话
[02633.48-02637.60] 就是我们所说的天命选奕教的声声
[02637.60-02639.60] 它其实就是来自我们所说的声声
[02639.60-02641.00] 咱们来看一下这个声声
[02641.00-02642.24] 它其实怎么回事
[02642.24-02644.48] 同样把这句话就话出来叫做
[02644.48-02647.24] 写下来叫天命选奕教的声声声
[02647.24-02649.52] 叫做宅音土蒙蒙
[02649.52-02652.24] 它其实说的是音声的一个蓝力
[02652.24-02654.04] 这是在整个商送当中就说了
[02654.04-02655.56] 这个阴伤王朝
[02655.56-02656.60] 他是怎么来的
[02656.60-02657.88] 他是怎么拖展的
[02657.88-02659.28] 他是怎么发展壮大的
[02659.28-02660.44] 其实就是在这儿来的
[02660.44-02661.72] 而这个手距
[02661.72-02663.96] 其实就交代了我们所说的阴伤王朝
[02663.96-02664.96] 他是怎么来的
[02664.96-02666.08] 其实这样的
[02666.08-02668.24] 在这个我们所说的商朝
[02668.24-02669.12] 距离之前
[02669.12-02670.80] 他说了天命玄妙
[02670.80-02671.44] 既然生上
[02671.44-02672.84] 其实强谈的是什么呢
[02672.84-02675.60] 就是当时有一个布洛世族
[02675.60-02676.88] 他有两个女儿
[02676.88-02677.64] 这两个女儿
[02677.64-02679.48] 其中有一个姐姐和一个妹妹
[02679.48-02681.48] 这个姐姐就叫做剪底
[02681.48-02684.08] 妹妹叫什么呢?妹妹在时没有性命
[02684.08-02685.12] 因为没有记载
[02685.12-02687.80] 所以我说我再去开时间的时候
[02687.80-02690.00] 他里面没有去做详细的解释
[02690.00-02692.00] 这个解尖叫做剪迪
[02692.00-02693.20] 然后这个妹妹和解决
[02693.20-02694.60] 在出生之后呢?
[02694.60-02697.28] 他的父亲就是布洛的布洛长
[02697.28-02698.72] 就把他解决和妹妹
[02698.72-02701.44] 就风雨就从高塔之上
[02701.44-02702.48] 为什么风雨就从高塔之上
[02702.48-02704.00] 不知道反正就是风在哪
[02704.00-02706.24] 不让他们去和任何的异性去相见
[02706.24-02708.76] 这有点像我们所说的北欧神化当中
[02708.76-02709.68] 那种感觉对不对
[02709.68-02711.28] 但是我们比他们要走
[02712.28-02714.60] 就风在就从塔之上
[02714.60-02716.96] 他们两个是接触不到任何的人的时候
[02716.96-02720.24] 但是呢 奇怪的就是在那个上面风了几年之后
[02720.64-02722.64] 这个姐姐怀孕了
[02722.64-02724.12] 而且还生了一个孩子
[02724.12-02725.68] 当然怎么回事呢说
[02725.68-02728.08] 当然是这两个人被风在这个塔上的时候
[02728.08-02729.92] 就有一次他姐在洗澡的时候
[02729.92-02731.56] 然后就他们这个塔上
[02731.56-02733.12] 当然这个过程有好种说法
[02733.12-02734.16] 但本事上都一样的
[02734.16-02735.96] 说呢 飞来了一个验子
[02735.96-02739.10] 飞来一个验子之后,后来验子之后,生了一个带
[02739.10-02743.52] 这个带是一个五四的乱,就是验子下的一个带
[02743.52-02744.78] 后来他解释就吃了
[02744.78-02746.78] 他解吃了之后就怀孕了
[02746.78-02748.88] 他解结怀孕之后,就是这个检敌
[02748.88-02751.48] 怀孕之后生了个孩子,叫做气
[02752.36-02754.24] 叫做气,叫做子气
[02754.24-02755.80] 子子是这个孩子的性了嘛
[02755.80-02757.12] 而这个气呢
[02757.36-02761.76] 就是商潮的高足,而气的第十四代子孙
[02761.76-02764.92] 就是商潮就是商潮的什么?建立者
[02764.92-02768.32] 所以才有了叫天命玄鳥黑色的颜子
[02768.32-02769.36] 对吧黑色的大鳥
[02769.36-02773.16] 刚才我们在那个技术场景当中看到的那个黑色的鳥就是玄鳥
[02773.16-02775.52] 天命玄鳥叫生生
[02775.52-02777.64] 这就是我们所说的商的来厉
[02777.64-02778.52] 你看这个电影
[02778.52-02779.84] 今天是不特别多火
[02779.84-02785.16] 半同学们要知道它里面有很多的这种和文学相关的考察的电
[02785.16-02787.52] 比如说他们的李仪手事
[02787.52-02791.16] 你比如说当时那个极方把那个它的大哥杀了之后
[02791.16-02794.20] 然后大家狂狂撲头搭除了好听就是好头
[02794.20-02798.02] 你看像这种事情是一道很多古代的中国的理语
[02798.02-02801.38] 中国不仅是施书中国或者是实话中国
[02801.38-02803.20] 也是理越中国
[02803.20-02805.52] 所以他也很有很多的理益
[02805.52-02807.48] 有很多的我们所说和音乐有关的
[02807.48-02809.32] 也是文化当中的一个考点
[02809.32-02811.56] 所以那个电影如果放大去看的话
[02811.56-02817.20] 其实他可以非常聚效化地去体现我们在考试当中很多文学的细节
[02817.20-02820.48] 那就是电影说到这回到这个商送这个地方
[02820.48-02822.66] 我们就说了叫天命选脚家人生伤
[02822.66-02824.32] 就知道他是怎么来的了
[02824.32-02825.66] 然后面就开始去讲
[02825.66-02827.74] 他如何去太江透土的一无故事
[02827.74-02829.76] 我们的重点其实是在第一句话
[02829.76-02830.62] 大家注意
[02830.62-02831.86] 这是我们所说的
[02832.56-02833.96] 风、养素
[02833.96-02835.86] 这是师的第三个部分
[02835.86-02839.68] 说这三个内容分别要通过它的不同的表现形式
[02839.68-02840.50] 表现出来
[02840.50-02842.44] 你看在这里面首先第一个
[02842.44-02843.70] 这是我们所说的复
[02844.70-02845.40] 复的话
[02845.40-02846.40] 同时写的旁边
[02846.40-02848.24] 复太代表的就是指数
[02848.24-02849.20] 就是序复
[02849.20-02850.60] 就是描繪这件事
[02850.60-02853.04] 把这种表现方式就叫做复
[02853.04-02854.68] 所以你看在这个复当中
[02854.68-02855.56] 他说的是
[02855.56-02857.96] 叫做铺城分布以及缘
[02857.96-02858.64] 序述
[02858.64-02860.04] 这是这样的复
[02860.04-02861.84] 比较多比较比较
[02861.84-02863.32] 它是另外一个复
[02863.32-02864.92] 它不是复写的复
[02864.92-02865.92] 它说是用
[02865.92-02868.48] 用相似的事物来表达
[02868.48-02869.68] 事理或者是情质
[02869.68-02871.32] 它有点类似于内比
[02871.32-02872.20] 但一定要知道
[02872.20-02873.72] 它其实和比渊不同
[02873.72-02875.56] 有的时候我们会默认为说
[02875.56-02877.72] 比较多比较多比渊
[02877.72-02880.16] 大家其实和比喻有很大的这样的一步同
[02880.16-02882.08] 我们一般请问还认为它是一种什么
[02882.08-02884.44] 一种内笔的这样的一种形式
[02884.44-02886.12] 这个就叫做笔爷
[02886.12-02887.72] 还有一种就叫做幸福
[02887.72-02889.48] 这个幸福你看看就叫做
[02889.48-02892.68] 以他物为发端引起所要哥用的内容
[02892.68-02896.28] 我说了就类似于像一个电开头起床的手法
[02896.28-02898.56] 坚加倘倘百路为说
[02898.56-02899.44] 你看一下
[02899.44-02900.64] 那个倘倘对不对
[02900.64-02902.48] 都已经秋天了要下收了
[02902.48-02904.08] 这是不是就是开始怎么样
[02904.08-02905.60] 以他物为发端
[02905.60-02908.60] 接下来要开去描繪你所要说的东西
[02908.60-02909.96] 以及表弹你的心境
[02909.96-02911.52] 所以在这里延写
[02911.52-02913.80] 所要歌用的那种甚至刚才我们说了
[02913.80-02915.80] 沾比奇妙 绿组
[02915.80-02919.36] 那你看在这个和按面在这个族里下
[02919.36-02920.84] 你看是不是又是一个场景
[02920.84-02922.68] 就要做以它无为开端
[02923.36-02924.84] 延写所要歌用的那种
[02924.84-02925.56] 这个就要什么
[02925.56-02926.52] 这个就要做信
[02926.52-02927.68] 也叫做旗信
[02927.68-02930.20] 所以我们经常在事情当中最常见的
[02930.20-02932.24] 就是这句中描写手法
[02932.24-02933.40] 所以大家要一票注意一下
[02933.40-02935.24] 那这是我们所说的时间
[02935.24-02937.54] 所以在釋京当中的同庙掌握住
[02937.54-02939.02] 第一个釋京的概括
[02939.02-02940.36] 第二个釋京的具体内容
[02940.36-02941.40] 釋京六亿
[02941.40-02942.74] 封掩送富密西オン
[02942.74-02943.86] 它各自的喊异
[02943.86-02946.10] 以及它所包含的具体的釋剧
[02946.22-02947.80] 我都给大家做了一个
[02947.80-02948.20] 拓展
[02948.20-02949.78] 小团队剧的记主
[02949.78-02951.00] 这是我们所说的
[02951.00-02952.36] 釋割了第一个原头
[02952.36-02953.54] 就叫做釋京
[02953.54-02954.20] 但是我们说了
[02954.20-02956.06] 釋京它描述的是什么
[02956.06-02958.30] 它描述的是老百姓的生活比较多
[02958.30-02960.78] 因为是我国家的民汶
[02960.78-02962.30] 所以它是我们把它称着味
[02962.30-02964.38] 叫做现实主义的原头
[02964.38-02966.94] 但是中国的适合有浪漫主义的传承
[02966.94-02969.10] 而这个浪漫主义的传承来最什么呢
[02969.10-02971.02] 来最我们所说的处词
[02971.02-02972.66] 所以在这呢我们来看一下
[02972.66-02975.02] 第二个部分就是我们所说的处词
[02975.02-02977.74] 它处词是战国时代的伟大
[02977.74-02979.78] 是人区域员开创的一种诗体
[02980.10-02981.54] 所以在这同标注意一下
[02981.54-02984.10] 第一个是谁开创的区域员
[02984.10-02985.50] 屈然什么时期的人
[02985.50-02987.06] 大家注意一下战国时期
[02987.06-02989.54] 这个地方都会考察一个人物
[02989.54-02990.90] 以及它的朝代的对应
[02990.90-02993.26] 大家知道孔子春秋时期
[02993.26-02995.06] 驱源戰國時期
[02995.06-02997.06] 他經常就會給你描述一段
[02997.06-02999.58] 說春秋時期的驅源開創了
[02999.58-03002.46] 處刺是中國浪漫主義師哥的源頭
[03002.46-03005.10] 後面說的都對什麼錯了
[03005.10-03006.26] 潮在錯了
[03006.26-03007.02] 所以大家注意一下
[03007.02-03008.86] 他是戰國時期的一大事
[03008.86-03010.42] 我們都知道處刺處刺
[03010.42-03012.46] 發言在處地的一種師嘛
[03012.46-03013.26] 所以我們說了
[03013.26-03014.58] 他是處國人
[03014.58-03015.54] 這是第一個點
[03015.54-03017.26] 第二個點就是處刺
[03017.26-03018.06] 這裡的詞
[03018.06-03019.90] 他其實是我們所說的一種
[03019.90-03021.10] 地方的語言
[03021.10-03024.94] 所以在这里他用地方远写成的师就被称住一交做什么
[03024.94-03027.74] 就叫做处子 大家注意一下 这是第一个点
[03027.74-03030.14] 那第二个点呢 就是在这里我们要知道
[03030.14-03033.58] 这是确实的这些我们所说的这些师
[03033.58-03036.58] 大家都知道写得非常的美 对不对
[03036.58-03038.26] 所以我们就经常说说
[03038.26-03041.82] 处子开创了中国 师哥的浪漫主义源头
[03041.82-03043.46] 所以它是浪漫主义的开端
[03043.46-03046.70] 你看就以确实的这些美利
[03046.70-03050.30] 叫制际和以为一席极服容以为场
[03050.30-03053.82] 又寫花,又寫东西来,他寫了是不是特别的美呀
[03053.82-03055.66] 你看像他寫山鬼
[03055.66-03057.66] 玩的山鬼一开天一出来
[03057.66-03061.26] 若有人习山指批批立习带女罗
[03061.26-03062.94] 鸡含替习又一笑
[03062.94-03065.02] 子幕一习善遥跳
[03065.02-03067.18] 很美,山间的精灵
[03067.18-03068.94] 所以你看他寫的往往都是什么?
[03068.94-03071.98] 都是非常浪漫的完全的这样的一些剧子
[03071.98-03072.38] 对吧
[03072.38-03075.58] 所以我们说了他是中国浪漫主义是个的源头
[03075.58-03079.34] 而去源呢,他非常擅长寫花,寫草,寫美人
[03079.34-03083.50] 所以我們經常有鄉草美人來比育什麼
[03083.50-03086.30] 是屈緣或者是認為鄉草美人
[03086.30-03088.34] 其實是何屈緣什麼有關的
[03088.34-03089.34] 所以大家注意一下
[03089.34-03090.98] 這是在處思當中前兩個點
[03090.98-03092.54] 大家知道第一個處思
[03092.54-03094.46] 戰國屈緣開放的實體
[03094.46-03095.74] 第二個就是屈緣
[03095.74-03096.78] 我們所說的處思
[03096.78-03099.14] 它是中國浪漫主義開端
[03099.14-03100.54] 這是有歸處詞
[03100.54-03102.02] 小達去掌握的兩個點
[03102.02-03103.26] 那我說了處思
[03103.26-03104.70] 既然是屈緣開創的
[03105.50-03106.98] 那我說這個處思
[03106.98-03109.10] 它的成說並不是在戰國
[03109.10-03111.34] 所以在这里第三个点同一标注意下
[03111.34-03115.10] 说汉带的时候留效将其编辑成级
[03115.10-03116.70] 也就是去源是开上者
[03116.70-03120.02] 但处司当中所收入的内容可不但只是缺一个人的
[03120.02-03121.66] 所以在这里还收入了什么呢
[03121.66-03123.34] 你看像无所说的送月
[03123.34-03125.50] 老实爱的送月是个帅哥
[03125.50-03127.58] 还有汉带的怀男小山
[03127.58-03131.50] 东方说流向等人的一共16片订为处子
[03131.50-03133.82] 所以大家就像处司的开创者
[03133.82-03136.38] 这种私体的开上者是区源
[03136.38-03138.62] 但是褲子他是一个核杰
[03138.62-03140.22] 所以里面不单单只有区域
[03140.22-03142.66] 所以在这里面有关褲子
[03142.66-03143.82] 红官上的三个点
[03143.82-03144.90] 同时没掉长过
[03144.90-03147.30] 谁开创的什么主意
[03147.30-03148.86] 第三个就是什么时候
[03148.86-03150.30] 编辑成级的
[03150.30-03151.34] 是由谁
[03151.34-03152.82] 就是汉带的流向
[03152.82-03153.70] 大家注意一下
[03153.70-03155.02] 那我说了既然区域
[03155.02-03156.34] 他是褲子的开创者
[03156.34-03157.82] 今天我们来聊聊区域
[03157.82-03160.10] 这个人来看一下有关区域
[03160.10-03162.50] 他是区域名评资源
[03162.50-03163.50] 大家知道区域
[03163.50-03165.58] 他其实是出国王势的后一把
[03166.38-03168.78] 出身非常的显赫
[03168.78-03169.38] 去源
[03169.38-03170.38] 大家都知道
[03170.38-03171.38] 去源呢
[03171.38-03172.38] 怎么说呢
[03172.38-03173.38] 去源
[03173.38-03174.90] 它其实是楚国王事的后一
[03174.90-03175.54] 换一换说的
[03175.54-03176.10] 它其实是
[03176.10-03178.18] 跟当时的楚国的古语
[03178.18-03179.42] 它其实是什么
[03179.42-03181.62] 同卖的这个血源关系
[03181.62-03182.78] 因为当时我们都知道
[03182.78-03185.26] 在古代性和事实分开的
[03185.26-03187.70] 我们今天现在说性是性是对吧
[03187.70-03188.62] 但是在古代的时候
[03188.62-03190.70] 性和事实是要分开的
[03190.70-03191.98] 他们两个共同的
[03191.98-03194.74] 这个我们所说的这个正哥是在哪呢
[03194.74-03196.22] 就是在米兴上
[03196.22-03198.42] 而当时我们所说的米兴
[03198.42-03199.34] 它呢
[03199.34-03201.02] 这是米约的那个米吗
[03203.62-03206.62] 当时的米兴是他们的共同的血源
[03206.62-03208.02] 只过是从米兴
[03208.02-03209.06] 有了不同的是吗
[03209.06-03210.34] 有了不同的事
[03210.34-03212.90] 这个事其实就是兴的分支
[03212.90-03214.90] 所以在米兴共同的血源下
[03214.90-03216.30] 分出来了两世
[03216.30-03218.46] 一世是米兴区世
[03218.46-03220.10] 就是区源他们这边
[03220.10-03221.86] 还有米兴
[03221.86-03224.18] 还有一只是米兴熊世
[03224.18-03226.38] 这个雄市大家知道谁性小
[03226.38-03228.78] 去出国的国际兴
[03228.78-03231.10] 所以当时就分出来了这两只
[03231.10-03232.22] 就分出来这两只
[03232.22-03233.90] 所以大家就知道了
[03233.90-03235.42] 这是我们所说的这个区元
[03235.42-03237.10] 所以出生非常的显赫
[03237.10-03238.54] 对吧 白夜都知道了
[03238.54-03240.90] 可以说是王室
[03240.90-03242.90] 出国王室的它的这样的厚益
[03242.90-03244.78] 所以去源从一开始出生的时候
[03244.78-03246.10] 就相对来说被记忆了
[03246.10-03247.54] 非常大的厚望
[03247.54-03249.26] 而去源在出生的时候
[03249.26-03250.94] 也是遇到了一个相对来说
[03250.94-03253.54] 比较特殊的这样的十七万
[03253.54-03257.54] 就是任何一個委人的教師好像都會遇到一些特殊的事情
[03257.54-03260.20] 按照他自己的這樣一個在那個
[03260.20-03262.24] 李鮑當中寫了他說
[03262.24-03266.86] 叫做社體針與夢走息叫做為根爺物一家
[03266.86-03270.44] 說啥呢說那個木星就是他所說的社體
[03270.44-03272.18] 說那個當木星啊
[03272.18-03275.54] 正當啊開始轉燈到下立正月的時候
[03275.54-03276.66] 然後他怎麼樣呢
[03276.66-03277.34] 他出生了
[03277.34-03278.76] 也是在那年的初期
[03278.76-03280.16] 根爺日出生
[03280.16-03282.98] 他屬於根爺根月跟日出生的人
[03282.98-03286.78] 所以我說了這大反有突出才能的人都會降臨在一個特殊的實習
[03286.78-03287.98] 然後攀上一些事
[03287.98-03289.98] 而他出生的那個時候
[03289.98-03292.98] 只好趕上當時的什麼呢 處招王並住
[03292.98-03295.98] 所以那個時候我們先第一支未競
[03295.98-03297.88] 所以這件事就是說以後
[03297.88-03300.88] 陣星我們所說的這個處國 扶左軍王
[03300.88-03303.28] 這樣的事就落在了誰的身上
[03303.28-03305.78] 就落在了我們所說的這個趨緣的身上
[03305.78-03307.48] 所以當時趨緣出生之後
[03307.48-03309.48] 當他長大之後就被拒絕後
[03309.48-03310.78] 但是大家也都知道
[03310.78-03312.78] 並不是我們所說的歷代國軍
[03312.78-03315.18] 都会和权保持一个非常好的关系
[03315.18-03316.18] 不是说国军
[03316.18-03318.78] 权给国军提什么意见国军就听
[03318.78-03320.38] 最开始的时候是这个样子的
[03320.38-03322.18] 但是后来的时候又由于我们所说的
[03322.18-03325.38] 杰人 县眼在加上国军有自己的想法
[03325.38-03326.98] 很快的这个权
[03326.98-03329.38] 他其实做的就没有那么设了
[03329.38-03331.18] 权言在最开始20初头的时候
[03331.18-03332.78] 就在处怀王的时期
[03332.78-03334.38] 那个时候发展的是最好的
[03334.38-03335.98] 在处怀王所许实期
[03335.98-03337.78] 他关制左期
[03337.78-03338.58] 关制
[03339.58-03340.58] 我们所说的
[03340.58-03342.58] 有点累死于什么样的角色
[03342.78-03346.02] 就是他当官当道之相当于国元副总理那样的一个角色
[03346.02-03347.62] 这那时候做话做得特别好
[03347.62-03352.18] 所以他经常也会给我们所说的这个处怀王去线机也去线测
[03352.18-03353.58] 当然等到到了后期的时候
[03353.58-03355.98] 我们都知道这是去源遭受了很多的
[03355.98-03357.22] 不能说是命运的不公网
[03357.22-03359.26] 但实际他生命当中的一些砍可
[03359.26-03360.90] 所以最后去源就被怎么样的
[03360.90-03361.90] 就被流放了
[03361.90-03364.78] 而自他被流放之后的处国的进化
[03364.78-03365.78] 就越来越差
[03365.78-03367.90] 所以最后的处国承迫
[03367.90-03369.78] 是个去源就怎么样同样了
[03369.78-03370.86] 这去源的一生
[03370.86-03373.86] 他是一个非常悲状的这样的一个人
[03373.86-03376.66] 这是又有非常红大的那种致向
[03376.66-03378.26] 又很热爱它的这个国家
[03378.26-03379.86] 满身的这种暴富才化
[03379.86-03381.46] 但是它没有办法去失战
[03381.46-03382.86] 最后国破的时候
[03382.86-03383.66] 它没有办法
[03383.66-03385.26] 它射气不了它的信仰
[03385.26-03386.26] 它就只能怎么样
[03386.26-03387.86] 它就只能射气自己的生命
[03387.86-03389.86] 所以它是一个非常悲状的这样一个人
[03389.86-03391.46] 那去源它的主要的作品
[03391.46-03393.30] 有这些在这个地方
[03393.30-03394.46] 同时标注一下
[03394.46-03396.46] 就是包括第一个就是离搜
[03396.46-03397.86] 同时在旁边标注一下
[03397.86-03400.16] 就是李苏天问
[03400.16-03402.46] 招魂九哥怀杀杀亡
[03402.46-03404.78] 这几个就是我们所说的
[03404.78-03408.50] 有关于去源的他的具体的这个驻作
[03408.50-03411.42] 这个地方会考察一个人物和驻作的对应
[03411.42-03413.74] 这个人物
[03413.74-03416.50] 与驻作的对应当中
[03416.50-03417.38] 大家就知道
[03417.38-03419.78] 他的驻作对应可能考量入情况
[03419.78-03421.42] 第一个就是他可能会考察
[03421.42-03423.62] 我在这里把考察的角度写上
[03423.62-03427.30] 他这里可能会考察就是人物和驻作名称的对应
