[00000.00-00003.28] 同一们好 欢迎大家来学习今天的内容
[00003.28-00008.52] 我是权威老师 那今天我们要给大家去讲解的是经济学当中的第三个
[00008.52-00011.08] 大的板块就是红官经济学
[02469.40-02471.00] 而对于面包炒来说
[02471.00-02471.96] 同一面来看一下
[02472.16-02473.28] 对面包炒来说
[02473.28-02473.92] 他属于是嘛
[02473.92-02474.92] 他属于中间产品
[02474.92-02476.44] 因为面包炒要
[02476.44-02477.72] 买面粉
[02477.72-02479.52] 然后在加工从面包
[02479.52-02480.84] 所以面粉就变成了什么
[02480.84-02481.76] 中间产品
[02481.76-02484.28] 所以如果说面包房买了面粉
[02484.28-02485.32] 多少钱
[02485.84-02488.32] 这个时候面包房买的面粉的这个钱
[02488.32-02490.80] 是不能进入到面包房的机器片里面的
[02490.80-02492.20] 因为他不属于什么
[02492.20-02493.84] 他不属于最终产品
[02493.84-02495.84] 所以在这里面大家一定要注意
[02495.84-02498.32] 所以GDP他横樑的一定是什么产品
[02498.32-02500.20] 一定是最终产品
[02500.20-02503.44] 所以在这里面中间产品是不行的
[02503.44-02505.32] 那说老师中间产品不行
[02505.32-02506.32] 意味着什么呢
[02506.32-02508.32] 他为什么说中间产品不行呢
[02508.32-02510.28] 他其实会睡到另外一个概念
[02510.28-02511.92] 这说我们所说的GDP
[02511.92-02514.00] 他到底在横樑什么
[02514.00-02516.60] 如果把我们所说的各个环节都算下去
[02516.60-02517.96] 把中间产品都算下去之后
[02517.96-02519.80] 会对GDP产生什么样的影响
[02519.80-02521.48] 我举个简单的例子
[02521.48-02525.32] 在这里呢 我就写不下了
[02525.32-02527.20] 我在这儿吧 在这给大家举例子
[02527.20-02528.84] 他们来看一下左上角
[02528.84-02530.44] 在这里我给大家举个例子
[02530.44-02532.40] 你就知道为什么他要好像最重产品了
[02532.40-02536.08] 比如说现在我们就做衣服为了
[02536.08-02538.32] 我们刚到做衣服的时候现在我们棉花
[02538.32-02538.96] 对吧
[02538.96-02542.76] 然后棉要绊绊杀绊绊绊
[02542.76-02546.08] 然后不再做成我们所说的衣服
[02546.08-02548.60] 我们这写了 好像写回清晰写
[02548.60-02552.64] 所以这个就是我们所说的之一的环节
[02552.64-02559.32] 从棉要绊成杀杀在绊成不在做成衣服
[02559.32-02562.04] 这是我们所说的做衣服的所有的环节
[02562.04-02564.72] 假设假设我宗棉花
[02564.72-02566.64] 我宗棉花不需要任何的钱
[02566.64-02569.20] 我就假设我宗棉花的环节是要凌成本的
[02569.20-02572.28] 然后我宗子要设什么化妃这些都不算
[02572.28-02575.68] 所以我们就认为假设宗棉花的源头
[02575.68-02576.76] 它是凌成本的
[02576.76-02580.20] 等到棉花找到了後半棉花沾起來後賣出去
[02580.20-02581.72] 我賣棉花賣多少錢
[02581.72-02583.92] 我的棉花是賣了10塊錢
[02583.92-02586.76] 同樣來看一下充原本的零城本
[02586.76-02588.88] 到現在的棉花賣了10塊錢
[02588.88-02590.68] 中間的增值還這多少
[02590.68-02592.00] 中間的增值還錢
[02592.00-02593.32] 是不是從零到10
[02593.32-02594.40] 收賣了10塊錢
[02594.40-02596.32] 這是我們所說的棉花
[02596.32-02598.28] 然後把棉花賣給了誰
[02598.28-02599.80] 我把棉花賣了之後
[02599.80-02601.00] 把棉花賣給了
[02601.00-02601.80] 縫沙槽
[02601.80-02603.36] 棉花有縫城沙槽
[02603.36-02603.84] 對吧
[02603.84-02605.28] 棉花縫城沙
[02605.28-02606.40] 沙在我們買
[02606.40-02610.74] 那在这种情况之下,棉花房城杀杀罗妹妹刷妹了多少钱呢?
[02610.74-02613.04] 杀妹了20元
[02613.04-02617.40] 那在这里面我们再把杀房城布然后变成布料
[02617.40-02619.20] 那布呢对外销售
[02619.46-02620.74] 卖了30块钱
[02620.74-02624.08] 然后最后呢再把我们所说的这个布料卖给了成一场
[02624.08-02625.60] 卖给了之一场对吧
[02625.60-02626.88] 布料卖给了之一场
[02626.88-02628.16] 之一场做好了衣服
[02628.16-02630.22] 衣服对外销售是40块钱
[02630.22-02632.00] 那一看从这个环节里面
[02632.00-02635.72] 从棉到杀道布在到衣服是谁是最用产品
[02635.72-02638.54] 是否我们所说的衣服它是最终产品
[02638.54-02640.06] 最终产品最终卖多少钱呢
[02640.06-02641.10] 卖了40块
[02641.10-02642.90] 如果老实他为什么卖40块呢
[02642.90-02645.34] 他为什么不是我们所说的这个10块
[02645.34-02648.00] 20加20加30再加40
[02648.00-02650.32] 他的这样的一个所有流程的总了呢
[02650.32-02654.62] 就是因为如果在这里面的衣服的价格不是40块的话
[02654.62-02656.98] 而是各个环节的俄度加总的话
[02656.98-02658.12] 就会出现什么
[02658.12-02659.88] 就会出现重复计算的情况
[02659.88-02661.16] 在最开始的时候
[02661.16-02663.22] 棉花已经卖了10块钱
[02663.22-02663.88] 第二个呢
[02663.88-02665.48] 杀对外卖了20
[02665.48-02668.48] 这20里面是包含了10块钱的棉花的成本
[02668.48-02671.68] 如果你在这里面简单的家总是10块20的话
[02671.68-02673.60] 棉花就相当于算了几次
[02673.60-02676.56] 棉花就相当于在这里算了两次
[02676.56-02678.00] 所以在这我们就说了
[02678.00-02678.96] 你不能这么去算
[02678.96-02679.36] 对吧
[02679.36-02681.00] 那你包括这个部也是要的
[02681.00-02682.24] 部队外卖了30
[02682.24-02685.16] 其实它是包含了棉花和杀的成本的
[02685.16-02686.68] 那如果你在这里面
[02686.68-02687.76] 把这个部
[02687.76-02689.28] 往前所有的环境度加上
[02689.28-02691.52] 就相当于把棉花多算了三次
[02691.52-02693.00] 把杀算了两次
[02693.00-02694.64] 是出现了重复机算的
[02694.64-02698.02] 那这里面也就是说如果是出现重新算的话
[02698.02-02700.36] 衣服的价格不可能只有四块钱
[02700.36-02702.58] 衣服的价格四块钱是怎么来的呢
[02702.58-02704.84] 它其实是各个环节综织的家族
[02705.56-02707.36] 举个简单的例子啊
[02707.36-02709.18] 你看从我们刚才所说的
[02709.18-02711.36] 棉花对外卖综织了是10块钱
[02711.36-02715.30] 而棉花绵绊绊绊绊绊绊绊织是多少
[02715.30-02716.16] 10块
[02716.16-02720.28] 而从刷刀部你看30.20综织还是10块
[02720.28-02721.52] 从部刀衣服
[02721.52-02724.00] 你看这个环节综织是什么10块
[02724.00-02726.80] 那你看40这个钱是从那来的
[02726.80-02730.54] 这个40这个钱就是中间的各个增值额的什么
[02730.54-02733.16] 各个增值额的家总
[02733.16-02735.80] 我们注意啊 他就是各个增值额的家总
[02735.80-02737.82] 是4个环节都增值了40
[02737.82-02739.24] 所以最后的衣服
[02739.24-02740.84] 价格定的是什么40
[02740.84-02742.36] 所以你看他红脑的是什么
[02742.36-02744.28] 最终产品的事实上价值
[02744.28-02746.76] 而不是中间所有环节的家总
[02746.76-02749.20] 因为如果是中间所有环节家总的话
[02749.20-02751.52] 就可能会出现重复即算的情况
[02751.52-02755.10] 所以黄良最終產品是避免重複級算
[02756.38-02759.20] 是避免重複級算
[02759.20-02761.76] 在這裡面其實也說明了一個問題
[02761.76-02764.58] 什麼問題在這裡通訪旁邊標準一下
[02764.58-02767.14] 這是最終產品它其實是一個什麼
[02767.14-02769.44] 它其實是一個增值格
[02770.72-02773.02] 其實旁邊它其實是一個增值格度
[02773.02-02776.86] 其實我們說了它其實是一個增值的概念
[02776.86-02779.16] 它其實是一個好像的增值的概念
[02779.16-02783.12] 其实都是体现在增值的价值上或者增加的价值上
[02783.12-02785.04] 所以在这里面大住一下
[02785.04-02789.68] GDP更加强调的是要增值更加强调的是增值账的一个概念
[02789.68-02790.92] 所以我们才说了
[02790.92-02795.04] 想好像最终产品或者想要GDP里面在这个地方
[02795.04-02796.32] 它必须强调一个点
[02796.32-02798.36] 就是它在这里里必须要发生什么
[02798.36-02801.80] 必须要发生增值才能GDP
[02801.80-02803.68] 如果它没有发生增值的话
[02803.68-02806.20] 它是没有办法GDP里面的
[02806.20-02809.02] 一料注意不增值不记忆GP
[02809.02-02811.76] 咱们刚才从最终产品里面推到出来的
[02811.76-02812.34] 对吧
[02812.34-02814.14] 说老师说这个有什么用呢
[02814.14-02815.42] 说这个的用处就在于
[02815.42-02816.94] 同们在旁边想像圈三
[02816.94-02818.48] 就在于我们所强调的
[02818.48-02820.54] 我们经常在讲财政之处的时候
[02820.54-02822.58] 我们再后面会大家讲到两个点
[02822.58-02825.66] 一个呢是我们所说的叫做政府购买
[02825.66-02827.20] 一个叫政府转移支付
[02827.20-02828.72] 有的时候在考试的时候呢
[02828.72-02831.54] 它是会说政府转移支付不能具有料机的屁里面
[02831.54-02833.84] 大家知道为什么政府转移支付不行吗
[02833.84-02835.38] 在旁边就是政府
[02835.38-02837.02] 我就简单写转一支付了
[02837.02-02838.78] 政府转一支付
[02840.62-02842.42] 是不能记录到GDP了
[02842.42-02843.34] 我打个差
[02843.34-02844.86] 原因就是因为转一支付
[02844.86-02846.30] 它没有发生价值
[02846.30-02847.18] 增值
[02847.18-02848.66] 什么叫转一支付
[02848.66-02849.72] 转一转一就是
[02849.72-02852.38] 从你的口袋拿出来放在我的口袋里
[02852.38-02853.90] 从你口袋里偷出40
[02853.90-02855.54] 放我口袋里还是40
[02855.54-02856.34] 所以不能说
[02856.34-02859.38] 从口袋里偷出40到口袋里变成400
[02859.38-02860.38] 所以在这里面
[02860.38-02861.02] 大家注意一下
[02861.02-02862.02] 转一支付转一支付
[02862.02-02863.02] 就是从一个口袋
[02863.02-02864.30] 偷到另一个口袋里面
[02864.30-02865.34] 所以在这里面
[02865.34-02866.82] 它沒有發生架制森止
[02866.82-02868.42] 那就意味著沒有增值
[02868.42-02870.54] 政府轉移支付是不能進入到
[02870.54-02871.50] 基地批當中
[02871.50-02872.74] 所以考試的時候
[02872.74-02873.94] 它就有說會問
[02873.94-02875.74] 以下ABCD色選當中
[02875.74-02878.26] 哪一個可能會影響到基地批
[02878.26-02879.54] 哪一個
[02879.54-02881.30] 它可能能夠進入
[02881.30-02882.50] 或不能進入基地批
[02882.50-02883.70] 這有時候都是需要
[02883.70-02884.54] 我們對這些概念
[02884.54-02886.66] 有一些非常透徹的理解
[02886.66-02888.06] 這個就是我們所說的
[02888.06-02889.22] 最終產品
[02889.22-02890.42] 還有最後一個點
[02890.42-02892.18] 就是基地批當中所給到的
[02892.18-02893.98] 它就全部最終產品的什麼
[02893.98-02897.82] 标助一下圈务 全部最终产品的市场价值
[02897.82-02900.62] 所以这里面我们就要对市场价值下手了
[02902.42-02903.46] 同一标助一下
[02903.70-02906.02] 那这所给到了市场价值
[02906.02-02908.50] 大家注意一下 怎么样才能产生市场价值呢
[02908.50-02910.38] 在这里面 大家注意
[02910.86-02912.42] 来不小心点到了什么
[02915.42-02920.34] 大家注意 要想有市场价值在这里放就一定要参与市场交换
[02923.98-02925.98] 一定要餐餘 市場交換
[02925.98-02929.02] 只有餐餘市場交換才能產生上價值
[02929.02-02930.54] 在這裡面就意味著
[02930.54-02932.14] 如果沒有菜上交換
[02932.14-02933.42] 不能進入GDP
[02933.42-02934.62] 所以什麼不想
[02934.62-02936.38] 所以資產資用的不行呆
[02936.38-02938.38] 比如說你自己給你自己做家務
[02938.38-02940.06] 你自己也自己吵了一盤菜
[02940.06-02941.10] 哇 這個菜
[02941.10-02942.46] 五塊錢的成本
[02942.46-02943.42] 但是吵出來之後
[02943.42-02944.46] 四個交換就錢
[02944.46-02945.82] 好加火沒誰了
[02945.82-02947.10] 那在這種情況之下
[02947.10-02949.50] 就可能會出現一個情況
[02949.50-02951.42] 你自己把這個菜吵到了
[02951.42-02952.86] 你都感覺它的賣上三千
[02952.86-02954.62] 但是也没有拿到上去卖
[02954.62-02955.66] 那你吵了这个菜
[02955.66-02956.62] 你自己吃掉了
[02956.62-02958.42] 它就不能进入到机器当中
[02958.42-02959.34] 又过着说
[02959.34-02960.66] 由公司然后
[02960.66-02961.98] 它给员工发服力
[02961.98-02963.70] 这个公司原本是生上电脑的
[02963.70-02965.30] 然后它在过年的时候
[02965.30-02967.78] 把这个生产的电脑给员工发了服力
[02967.78-02970.50] 那它送给员工的这些服力电脑
[02970.50-02972.50] 就不能进入机器当中了
[02972.50-02973.58] 因为它属于什么
[02973.58-02974.70] 资产资用的
[02974.70-02976.70] 所以在这里资产资用的不行
[02976.70-02978.46] 第二个要参与市场交换
[02978.46-02979.46] 这里面的市场
[02979.46-02981.38] 它一定是合法合威的市场
[02981.38-02984.26] 所以在这里面一定要知道 写上圈二
[02984.26-02986.06] 地下和黑事交易不相
[02987.66-02991.86] 地下和黑事交易是不能进入GDP的
[02991.86-02994.30] 你说老师那黑事交易呢 钱多
[02994.30-02995.46] 对方那来钱块啊
[02995.46-02997.22] 那不行 那不能进入GDP
[02997.22-03001.22] 所以地下交易或者黑事交易不能进入GDP
[03001.22-03004.06] 所以这几个点大家一定要明确
[03004.06-03005.22] 它就是会考
[03005.22-03007.10] 一下哪一个可以进入GDP
[03007.10-03010.10] 那就要从这几个点上去衡量去看一看
[03010.10-03012.54] 他服务符合我们所说的这几个概念
[03012.54-03014.06] 考理人题目的时候
[03014.06-03015.26] 大家就把这几个点
[03015.26-03017.22] 王律去对定确
[03017.22-03018.06] 他就数予了
[03018.06-03019.06] 所以在这里面
[03019.06-03019.94] 大家要注意一下
[03019.94-03021.30] 这是我们所说的叫做
[03021.30-03022.86] GDPGDP
[03022.86-03025.78] 所以在这里面是从5个角度去解析他
[03025.78-03027.62] 就是把这个概念给他解构了
[03027.62-03030.30] 这个点是绝对的两星级的值得
[03030.30-03033.06] 这是第一个叫国内生产种旨
[03033.06-03036.06] 还有一个概念叫做国民生产种旨
[03036.06-03037.82] 国民生产种旨他说的是啥呢
[03037.82-03038.54] 你看一下
[03038.54-03041.42] 国民生产总值是一个国家一个地区的
[03041.42-03044.42] 我们坏下长住居民 把长居民标出来
[03044.42-03049.94] 长住居民在一定实际所拥有的生产要素所生产的全部最终产品的市场加值
[03049.94-03052.78] 但来看一下他和基地区其实长得都怎么样
[03052.78-03056.58] 差不多 只过在这个地方会出现几个小的差别
[03056.58-03058.90] 这个地方他不会考虑进行了题目
[03058.90-03063.26] 那一般津津在考的时候 往往都是会和基地区的对比来考察
[03063.26-03065.26] 判断他们之间说法中午
[03065.26-03066.90] 那我们就来看一下第一个
[03066.90-03071.38] 说国民生产总值金批他恒良的是一个国家的长住居民
[03071.38-03074.02] 这个长住居民和法律上的长住不一样
[03074.02-03076.18] 这里的长住居民强调的是什么的
[03076.18-03078.02] 强调的是国籍
[03078.02-03080.42] 无论是个人还是企业
[03080.42-03082.58] 你只要是拥有这个国家的国籍
[03082.58-03085.94] 那你创造的所有的财富都记录到这个国家当中
[03085.94-03087.86] 所以在这里面我们常说了
[03087.86-03090.18] 金批他是一个国民概念
[03090.18-03091.86] 在旁标主一下国民是什么
[03091.86-03093.62] 国民是只看国籍
[03093.62-03102.26] 做过只看国籍不堪地区
[03102.26-03106.82] 只看国籍不堪地区
[03106.82-03109.46] 只看国籍不堪地区
[03109.46-03112.46] 所以在这里面无论你是在那个国家
[03112.46-03113.34] 明确啊
[03113.34-03115.10] 无论你在哪个国家
[03115.10-03117.66] 只要你还是我这个国家的人
[03117.66-03120.02] 那无论你在哪里你创造的精批
[03120.02-03121.54] 都要救到我的国家当中
[03121.54-03123.26] 比如说现在小名
[03123.26-03126.98] 小明他是德国人,但是他在中国工作
[03127.62-03134.58] 小明他假設他2020年创造出了200万,我们所说的,这样一个产充值吧
[03134.58-03136.18] 创造200万的事上下准
[03136.18-03139.26] 然后问,说这200万记住哪一个国家的基地片
[03139.26-03142.46] 基地片只看地区不看国际
[03142.46-03145.18] 明白了吧?所以你在这200万记住在哪?
[03145.18-03147.14] 所以他是记住到中国的
[03147.14-03151.54] 但是记住到哪个国家的兼联,兼联是看你是哪个国家的人
[03151.54-03155.38] 在这里我们刚才强调的是只看国节不看地区
[03155.38-03158.38] 在哪个国家生是我的死死我的鬼
[03158.38-03162.02] 对吧 所以在这里面几乎到德国的兴匹当中
[03162.02-03165.02] 所以在这里面 什么叫地域 什么叫做国民
[03165.02-03168.78] 就是到底 他在红俩的时候看着那个标准是什么
[03168.78-03170.46] 大家注意一下 这是第一个
[03170.46-03173.94] 我们要强调的叫做兴匹党的第一个点
[03173.94-03176.62] 兴匹当中的第二点是什么呢 大家要注意
[03176.62-03179.18] 我们刚才说了 在整个基地匹当中
[03179.18-03180.62] 他其实强调的是什么呢
[03180.62-03184.10] 强调的是全部最终产品的市场价值
[03184.10-03185.98] 那就意味着在这里面
[03185.98-03188.90] GDP更加强调的是增加值
[03190.10-03191.70] 对吧增加值
[03193.54-03194.38] 但是呢
[03194.38-03195.30] 达注意下
[03195.30-03196.66] 国民生产总值
[03196.66-03197.86] 他其实更加强调的
[03197.86-03199.66] 不单纯的是看这个产品的
[03199.66-03201.78] 他的一个增加柔度是多少
[03201.78-03203.58] 他主要是看这个国家的人
[03203.58-03204.42] 他到底是哪的
[03204.42-03204.82] 对吧
[03204.82-03206.74] 所以在这里国民概念
[03206.74-03208.30] 或者是我们所说的这个金屏
[03208.30-03210.30] 它其实强调的是原始收入问题
[03215.10-03217.30] 它强调的是原始收入
[03217.30-03220.46] 而刚才我们所说GDP通过咱们解构
[03220.46-03221.78] 它其实是强调的是什么
[03221.78-03223.50] 它强调的是增加值
[03223.50-03226.30] 这是它两个之间的一些小小的不同
[03226.30-03228.46] 我们知道了GDP和金皮
[03228.46-03229.98] 它除了有这两个不同之外
[03229.98-03232.18] 它其实它们之间的关系
[03232.18-03235.18] 或者是其他的一些基本情况都一样了
[03235.18-03238.26] 因為他們從概念上來解讀就已經都差不多了
[03238.26-03240.62] 所以他們要直接的關係大家要知道
[03240.62-03244.38] 你看在這個地方國內社安總制強調全部最終產品思想價值
[03244.38-03246.18] 他更加撤重的是增加值
[03246.18-03250.38] 而國民生產總值更加看的是居民所以強調的是原始收入
[03250.38-03253.70] 但是他們的最終落掉點都落掉在什麼最終產品上
[03253.70-03256.78] 那就意味著GDP也好或者GDP也好
[03256.78-03261.86] 他其實在最終的表現形式上都是靠增加值來表現的
[03261.86-03263.54] 明白了這個點一定要注意
[03263.54-03267.64] 因为有时候出现在在判断节的判断选项里面特别容易混小
[03267.64-03269.64] 以后我们做几个双就能够看到
[03269.64-03270.64] 那这个在这
[03270.64-03272.24] 那还有一个考察方式呢
[03272.24-03273.14] 就是会考察
[03273.14-03274.94] 记得P和坚批之间的什么呢
[03274.94-03276.74] 他们之间的数值关系
[03279.84-03281.54] 他们之间的数值关系
[03281.54-03283.04] 他们之间的数值关系
[03283.04-03285.84] 就记得就是不确定的就可以了
[03285.84-03289.44] 他们之间数值关系可能是GDP大于坚批
[03290.94-03292.94] 可能是GDP大于坚批
[03292.94-03295.18] 也可能GDP小于监品
[03296.18-03298.50] 也可能是GDP等于监品
[03298.50-03300.98] 你就知道数值关系不确定就行了
[03300.98-03302.78] 因为他有的时候在考试的时候
[03302.78-03303.98] 在选项里面就说
[03303.98-03306.18] GDP一定大于回忆的小于不对
[03306.18-03308.14] 这他们数值关系三种情况
[03308.14-03309.34] 都有可能产生
[03309.34-03310.86] 因为在这里面我们刚才说了
[03310.86-03311.94] 国内生产总值
[03311.94-03314.30] 强调的是这一个地区所生产的
[03314.30-03314.78] 对吧
[03314.78-03316.62] 那你这个GDP他就要等于什么
[03316.62-03318.74] 他就要等于本国生产的
[03319.30-03320.46] 本国产的
[03322.06-03322.90] 要怎么办
[03322.90-03326.42] 本国产的要兼去外国的
[03328.86-03329.42] 对吧
[03329.42-03330.54] 那这种情况之下
[03330.54-03332.70] 才算做我们所说的什么呢
[03332.70-03334.02] 就是整个计的屁
[03334.02-03335.70] 那就因为在这个过程当中
[03335.70-03336.90] 你想要红凉
[03336.90-03339.06] 由国家的真正的一个数字概念
[03339.06-03340.22] 应该说反过来说
[03340.22-03342.18] 应该说我们所说的这个金屁
[03342.18-03344.18] 如果从中国的金屁来看的话
[03344.18-03345.18] 他应该懂什么
[03345.18-03346.26] 他应该是等于
[03346.26-03348.50] 这个国家内部的计的屁屁
[03348.50-03350.78] 兼去不是这个国家所产的
[03350.78-03351.10] 对吧
[03351.10-03355.88] 在加上外国的居民在其他国家所产的这些
[03355.88-03357.78] 有时候比如说现在小明
[03357.78-03359.94] 小明他现在他是一个德国人
[03359.94-03360.94] 他在中国工作
[03360.94-03363.38] 从基地贴和金屁的角度来看的话
[03363.38-03365.58] 他如果是在中国工作的话
[03365.58-03367.26] 那德国的金屁应该怎么算
[03367.26-03370.30] 那德国的金屁应该是德国的基地贴
[03370.30-03373.62] 兼续我们所说的外国人在本国生产的
[03373.62-03375.46] 然后在加上我们所说的什么
[03375.46-03379.26] 在加上我们所说的这个本国在外国的人
[03381.10-03387.02] 那本国在外国的人他在国外创造的那些数值
[03387.02-03392.34] 因为要看国籍你要把原来GDP当中不是这个国家的这些都跑掉
[03392.34-03396.90] 然后在加上外国留落在外的这些人最终才能够成本国的GDP
[03396.90-03401.82] 那你看在这里面就会涉及到GDP和GMP他的数值的大小比较
[03401.82-03406.30] 那他数值大小比较就看一下你简的这个和加的数值之间的关系
[03406.30-03408.66] 那他就可能是大于小于或者是等于了
[03408.66-03410.38] 所以在这里面大家一定要注意
[03410.38-03413.14] 它的数值关系是不确定了
[03413.14-03415.50] 这里面也考察过一个选项
[03415.50-03417.34] 内容提到年初的就不用
[03417.34-03419.02] 几乎是把新批当中
[03419.02-03421.34] 几帝批当中的每个点都挖决到了
[03421.34-03422.58] 所以在这里面大家注意
[03422.58-03425.38] 你就知道他们之间的数值关系是不确定了
[03425.38-03426.10] 就OK了
[03426.10-03428.98] 到这儿我们几乎是把整个几帝批
[03428.98-03432.38] 和坚批它的一个概念都为大家数率清楚了
[03432.38-03433.86] 咱们说了这么多
[03433.86-03434.78] 咱们来看一下
[03434.78-03435.86] 考的题目
[03435.86-03439.62] 下例外GDP和金批的一同对比说法错误的事
[03439.62-03440.74] 来看一下一选项
[03440.74-03445.58] 所以金批比GDP更能反映有国家的真实情况
[03445.58-03447.58] 按说到是我拿不准
[03447.58-03449.58] 拿不准你先放着来看一下避选项
[03449.58-03451.82] 说GDP強調的是原始收入
[03451.82-03454.50] 金批强的是创造的增加值
[03454.50-03455.58] 是更正好反了
[03455.58-03457.98] GDP才更加强调创造的增加值
[03457.98-03459.50] 所以就要提说法错误的事
[03459.50-03460.50] 避选项
[03460.50-03463.22] 所以说价值购成相同
[03463.22-03464.34] 价值购成是相同
[03464.34-03467.28] 因為都是最終產品說都表現在增加指上
[03467.28-03469.94] 所以思考上說法正確 第四個選項
[03469.94-03472.56] GDP是國土概念
[03472.56-03473.96] 國土概念就是地獄概念
[03473.96-03475.98] 對了金屁是國民概念
[03475.98-03477.10] 這個沒有問題
[03477.10-03479.46] 所以這體排出法律可以選出來
[03479.46-03480.18] 第二個
[03480.18-03481.76] 那一說老師為什麼金屁
[03481.76-03483.82] 更能反映國家的真實監警況呢
[03483.82-03485.24] 因為他特朗普是什麼
[03485.24-03486.30] 原始收入
[03486.30-03488.02] 因為他特朗普是原始收入
[03488.02-03488.94] 所以大家注意
[03488.94-03490.86] 這個就是我們所說的
[03490.86-03493.26] 有關於他的這一項內容
[03493.26-03494.66] 这是这道题目
[03494.66-03496.00] 那开下第二题
[03496.00-03497.60] 第二题它说GDP
[03497.60-03498.96] 把他把说一大堆
[03498.96-03500.94] 下来会影响到本国GDP的
[03500.94-03503.50] 就是考察哪一个可以进入
[03503.50-03504.70] 哪一个不可以进入
[03504.70-03506.14] 那说一来开下A选项
[03506.14-03507.34] 企业出售
[03507.34-03508.30] 关键词出现了
[03508.30-03509.90] 去年生产的电脑
[03509.90-03512.20] 我们说了去年的能不能进入到本国
[03512.20-03513.68] 当期的GDP里面
[03513.68-03514.52] 不行
[03514.52-03516.08] 因为我们说了去年代老师
[03516.08-03516.80] 二手的
[03516.80-03519.30] 它的生产要求是当期的
[03520.30-03522.18] 所以A选项是不是排除了
[03522.18-03523.70] 并且像张某理发
[03523.70-03525.42] 理发是不是是老物
[03525.42-03527.66] 我们说了商品和老物总量的扩大
[03527.66-03528.06] 对吧
[03528.06-03530.86] 所以理发生产行为
[03530.86-03532.54] 支出三任位钱
[03532.54-03533.94] 在这里面看一下
[03533.94-03535.66] 它其实是可以的
[03535.66-03536.74] 我们再来看一下
[03536.74-03537.34] 思选项
[03537.34-03539.06] 说贸易公司进口医劳社会
[03539.06-03541.86] 进口出于生产吗
[03541.86-03542.58] 不是吧
[03542.58-03544.70] 进口属于购买行为
[03545.98-03547.74] 它不是生产概念
[03547.74-03548.54] 第四个
[03548.54-03550.54] 在民职局政府纠结款
[03550.54-03553.36] 就即款他屬於政府轉移支付
[03555.52-03556.94] 老實這兩個
[03556.94-03558.22] 這個所以我還沒想到
[03558.22-03559.76] 第四個選上就即快不知道
[03559.76-03560.78] 因為咱還沒有講
[03560.78-03561.80] 因為他後面
[03561.80-03562.84] 我們在講
[03562.84-03564.36] 財政政策就會講到他
[03564.36-03565.90] 所以他屬於轉移支付
[03565.90-03567.18] 那他屬於轉移支付的話
[03567.18-03568.70] 他就不能救到
[03568.70-03569.74] 即體體上中了
[03569.74-03570.76] 所以在這裡面
[03570.76-03572.20] 說法正確的應該是
[03572.20-03572.82] 第2個
[03572.82-03573.70] 對吧所以
[03573.70-03574.86] 第2體選擇的是
[03574.86-03575.88] 2B選項
[03575.88-03577.42] 影響本國GDP
[03577.42-03578.18] 那你看
[03578.18-03578.96] 老物
[03578.96-03580.96] 人家也没有强调生哪一年呢
[03580.96-03583.32] 这有时候正常的老物当期的
[03583.32-03583.96] 对吧
[03583.96-03585.88] 张某礼发支出30块钱
[03585.88-03587.08] 这支出的这30块钱
[03587.08-03587.92] 其实就是什么
[03587.92-03592.32] 其实就是礼发变的生产所得吧
[03595.16-03596.76] 所以他也符合生产啊
[03596.76-03597.28] 对吧
[03597.28-03598.96] 所以在这里面他其实符合了
[03598.96-03599.84] 我们所说的
[03599.84-03601.76] 基地批他的一些基本概念要求
[03601.76-03603.12] 所以照替选择的是啊
[03603.12-03604.04] 第二个
[03604.04-03605.96] 好 那我们就把整个精神增长
[03605.96-03607.40] 又是最难的一个点
[03607.40-03609.64] 去在这里给大家强调解术了
[03609.64-03610.88] 这个地方他说了
[03610.88-03611.80] 说经济增长
[03611.80-03613.12] 我们来回顾一下考点
[03613.12-03614.32] 从含一道众我们知道了
[03614.32-03615.68] 经济增长不等约
[03615.68-03616.84] 经济发展
[03616.84-03618.52] 经济增长的两种形式
[03618.52-03620.20] 粗放和级约容易烤
[03620.20-03621.20] 理解形体目
[03621.20-03623.12] 而拉动静增长三架马车
[03623.12-03624.96] 这个地方投资消费有出口
[03624.96-03627.40] 注意一下内外虚会结合实政来考察
[03627.40-03629.80] 经济增长通过一些指标来红量
[03629.80-03631.04] 那就是会有两个
[03631.04-03633.04] 一个是GDP一个是GDP
[03633.04-03634.56] 重点在于GDP上
[03634.56-03635.92] 要把GDP去进行
[03635.92-03640.04] 拆解,来看一下,它怎么去考察?
[03640.04-03643.68] 这里面每一个要素都值得大家去注意啊,全部最终产品
[03643.68-03648.48] 考察增日概念,市场价值要参与社交换,自然自用不小,黑时交易不小
[03648.48-03651.28] 那在这里面,一定要明确啊
[03651.28-03654.28] 那这里面我们也还提到了另外一个点啊
[03654.28-03658.00] 另外一个点呢,就是我们刚才提到的机体和坚皮之间的关系
[03658.00-03661.28] 机体更加强调是创造的增加值
[03661.28-03667.64] 而坚皮跟他强調的是什么?是原始收入的吧
[03667.64-03669.48] 所以在这里我们就提到了
[03669.48-03673.68] 坚皮他是国民概念强調原始收入
[03673.68-03676.64] 更能体现一国家的经济的真实情况
[03676.64-03678.44] 在这里问问刚才也说了
[03678.44-03681.76] 他们两个之间的数值关系是不定的
[03681.76-03683.04] 是不确定的
