[00000.00-00003.34] 好 那我们今日来看一下 犯罪论郎中的最后一个问题
[00003.34-00005.26] 我们在整个犯罪论郎中
[02307.30-02308.50] 那这种情况之下
[02308.50-02310.74] 一定要明确去分两个概念
[02310.74-02312.82] 你这个概念去分到什么程度就行了
[02312.82-02313.78] 你就去分到
[02313.78-02319.58] 知道我们所说的主饭和手要分子不是一个概念就行了
[02320.08-02323.00] 明白这个意思,你到这,应该能干得到这个点办
[02323.00-02326.12] 所以从这个里面就会叶身出来了两句话
[02326.12-02330.42] 拿两句话呢,这两句话,我又绿色的,给你标注出来
[02330.42-02334.50] 第一句话就是手要分子和主饭不一样
[02335.70-02339.58] 就不进相同,就是手要分子就写一个就行了
[02339.58-02342.18] 这手要分子不等于主饭
[02343.78-02345.18] 从概念上来去分
[02345.18-02346.82] 手腰分子不懂于主饭
[02346.82-02347.98] 这个没有问题
[02347.98-02348.90] 这是第一层
[02348.90-02349.90] 第二层就是
[02349.90-02350.42] 你看
[02350.42-02353.18] 犯罪集团的手分子是不是主饭
[02353.18-02354.38] 同学们
[02354.38-02355.46] 我在这个图里面
[02355.46-02356.26] 说在这了
[02356.26-02357.54] 画续线的这个
[02357.54-02359.54] 犯罪集团的手分子是主饭嘛
[02359.54-02360.58] 所以第二个画
[02360.58-02364.38] 犯罪集团的手腰分子都是主饭
[02367.22-02370.62] 就犯罪集团的
[02371.70-02373.10] 手腰分子
[02373.78-02376.78] 都是主範
[02380.78-02382.78] 这两个概念一定要去分开哦
[02382.78-02383.78] 这两个概念一定要去分开
[02383.78-02385.78] 一个是手奔子和主範
[02385.78-02387.78] 它是两个不同的概念
[02387.78-02390.78] 所以手奔子不等同于主範
[02390.78-02391.78] 但是我们说了
[02391.78-02393.78] 手奔子当中分两类
[02393.78-02394.78] 一个是犯罪集团的手奔子
[02394.78-02396.78] 一个是巨重多物的手奔子
[02396.78-02398.78] 一个是巨重犯罪的主奔子
[02398.78-02399.78] 对吧
[02399.78-02401.54] 这些小分子的分类当中
[02402.02-02404.62] 犯罪集团的小分子都是主犯
[02404.62-02406.58] 因为在主犯当中的第一类就是什么
[02406.58-02407.78] 犯罪集团的小分子
[02407.78-02410.14] 他们就是会考察这种概念上的交差
[02410.30-02411.42] 如果他考得简单
[02411.42-02412.98] 他就问你主犯包括哪些
[02412.98-02413.90] 他就直接这么问
[02413.90-02416.38] 你就知道包括三个小类就行了
[02416.58-02417.58] 如果他考得哪一点
[02417.58-02419.58] 一下关于主犯说法错误的是
[02419.58-02422.26] 就会把主犯和小分子给你混在一块靠
[02422.26-02424.86] 他们两个本身是两个不同未接的概念
[02424.86-02426.86] 只不会出现交差重合的地方
[02426.86-02428.18] 你把这个旅顺就行了
[02428.18-02433.08] 这个可以说是在共产分裂当中最难的一个执世点了
[02433.08-02434.54] 它其实就是肉
[02435.04-02436.30] 你说它难度大吗
[02436.30-02437.28] 它其实难度也不大
[02437.28-02439.12] 所以就到这就开了
[02439.12-02441.28] 这是我们所说的主饭
[02441.28-02443.44] 到这这个地方大家应该能理解了
[02443.44-02443.98] 对吧
[02443.98-02445.72] 我们在这理解了它
[02445.72-02446.92] 我们就往后看
[02446.92-02449.94] 那咱都知道的主饭就是主要挑伤的人呆
[02449.94-02452.22] 所以对于主饭咱们应该怎么处伐呢
[02452.22-02453.84] 来看一下它怎么说的
[02453.84-02456.20] 它在这里面分成了两种情况
[02456.20-02458.36] 第一个你看就是针对于
[02459.40-02461.48] 组织领导我就不斜组织的
[02461.76-02464.84] 比在这里它说犯罪集团的少分子
[02464.84-02466.44] 这个就是东叔了
[02466.44-02466.80] 对吧
[02466.80-02468.00] 就是犯毒的东叔
[02468.00-02469.12] 东叔很喜欢
[02469.12-02470.16] 东叔很高兴的
[02470.16-02471.24] 但东叔不喜欢
[02471.24-02471.64] 对吧
[02471.64-02473.72] 东叔他一定是犯罪集团的少分子
[02473.72-02474.40] 你看
[02474.40-02477.16] 对于犯罪集团的手要分子来说
[02477.16-02478.56] 他如何承担责任呢
[02481.00-02481.84] 在书上
[02481.84-02482.64] 幻想
[02482.64-02485.24] 通说针对于犯罪集团的这个少分子
[02485.24-02487.00] 英当按照什么呢 画一下
[02487.00-02489.06] 叫按照极团
[02490.06-02493.14] 叫按照极团所犯的全部罪刑
[02493.14-02494.90] 把极团所犯的全部罪刑画出来
[02494.90-02496.40] 而不是承认所犯的
[02496.40-02499.46] 比如说东叔让大家去犯毒的这个过程当中
[02499.46-02502.08] 它主要是让大家干嘛主要是去犯毒
[02502.08-02504.02] 东叔说不许杀人 对不对
[02504.02-02506.86] 这个时候那这个时候再去定这个时候
[02506.86-02508.70] 就定东叔的什么
[02508.70-02510.80] 有关于犯毒 像这一类的罪刑了
[02510.80-02513.60] 因为这是极团所犯的全部罪刑
[02513.60-02514.84] 你看后面他说了
[02514.84-02517.98] 而不是按集团成员所犯的全部就行
[02517.98-02519.96] 比如说在放独当中有人杀人了
[02519.96-02522.72] 这个时候在放独当中有人杀人了
[02522.72-02524.44] 东叔明念镜只不取杀人
[02524.44-02525.20] 他去杀人了
[02525.20-02527.92] 这个属于集团成员个人的行为
[02527.92-02528.98] 能不能说
[02528.98-02530.92] 然后在东叔这一块
[02530.92-02533.52] 也把这个杀人的这个按照拍个头上不行
[02533.52-02536.64] 因为对于犯队集团的手奋子是按照集团所犯
[02536.64-02538.16] 全部就想按集团来
[02538.16-02539.16] 而不按人头来
[02539.16-02539.84] 明白了吧
[02539.84-02541.40] 所以成员犯的最怎么办
[02541.40-02543.16] 成员犯的最成员自己担长
[02543.16-02544.96] 所以在这里你看这这一块
[02544.96-02545.96] 它说换言之
[02545.96-02547.76] 集团成员超出集团犯阶计划
[02547.76-02549.36] 读字实施的犯罪
[02549.36-02550.96] 不属于集团所犯的这些
[02550.96-02552.24] 少分子对此怎么样
[02552.24-02552.88] 不单子
[02552.88-02554.36] 所以所要分子指单什么
[02554.36-02557.16] 它所计划实施的集团去做的
[02557.16-02558.96] 东书就说大家一块去犯读
[02558.96-02562.36] 那东书的这个犯阶计团主要就是制度犯读
[02562.36-02564.56] 那就定毒品类的犯罪就行了
[02564.56-02567.36] 那如果说集团成员当中有犯读的
[02567.36-02568.96] 然后犯读过程当把人给杀了
[02568.96-02571.36] 成员超出集团计划
[02571.36-02574.56] 就实施了杀人杀人的这个行为就成员自己来承担
[02574.56-02577.16] 不能把这个行为也按到东书的头上
[02577.16-02578.96] 所以在这里面大家要知道
[02578.96-02582.36] 这是犯罪集团的手要分子
[02582.36-02583.96] 这是第一个点大家要明确
[02583.96-02585.56] 按集团所犯权不定的
[02585.56-02587.76] 那第二个呢就是我们所说的第二类
[02587.76-02588.76] 叫其他主方
[02591.16-02593.56] 第二类就是其他主方
[02593.56-02595.16] 其他主方怎么定呢
[02595.16-02596.56] 看下下面就换
[02596.56-02601.46] 他說其他主範 第一個對組織指揮時事共同犯罪的人
[02601.46-02606.06] 他說英當按照組織指揮的全部罪行來
[02606.06-02608.46] 沒有從主織指揮的活動
[02608.46-02610.56] 那英當按起菜的全部罪 最先來
[02610.56-02613.56] 那就是在這裡 如果起有組織指揮者
[02613.56-02616.46] 那這時候是我傳適的人 令頭的這個人
[02616.46-02620.06] 那就按照他組織指揮的全部罪罪行來處罰
[02620.06-02624.86] 如果你沒有從事 相應的組織指揮 你只是一個什麼普通的猜譽
[02624.86-02628.10] 那你参与了那些你就承担那些罪责就可以了
[02628.10-02629.78] 所以在这里面大家要注意一下
[02629.78-02632.66] 只是针对于我们所说的其他主犯
[02632.66-02634.46] 在这里面能给个区分开
[02634.46-02635.74] 一个是犯队集团的
[02635.74-02638.06] 少分子就按集团所使行的最新来
[02638.06-02639.90] 第二个就是其他主犯
[02639.90-02642.10] 因为我们说了分两大类三个小类
[02642.10-02643.30] 其他主犯就看
[02643.30-02645.02] 他是组织还是参与者
[02645.02-02646.10] 如果是组织这个
[02646.10-02647.10] 那你组织了啥
[02647.10-02648.38] 你就承担什么罪责
[02648.38-02649.26] 如果是参与者
[02649.26-02650.22] 你就参与了啥
[02650.22-02651.98] 你就承担什么罪责就行了
[02651.98-02655.46] 这个就是我们所说的第一个叫做主饭主饭
[02655.46-02657.98] 主饭在整个共饭的分裂当中
[02657.98-02660.82] 是我们所说的最肉的一个地方
[02660.82-02662.74] 如果你把主饭拿捏了之后
[02662.74-02664.34] 其实就没有什么难点了
[02664.34-02667.26] 这就是我们所说的第一个叫做主饭
[02667.26-02668.70] 那了解了主饭之后
[02668.70-02670.98] 我们再来看一下第二个叫做重饭
[02670.98-02672.54] 那重饭就不要简单了
[02672.54-02674.34] 刚才主饭是其主要作用
[02674.34-02675.94] 那重饭就要起什么作用
[02675.94-02677.02] 重饭就要起
[02677.02-02679.06] 刺药或者是辅助作用了
[02679.06-02681.62] 所以在这里我们来看一下他说的重饭
[02681.62-02686.88] 它说重犯是在共同犯队当中起到刺药的或者是要扶住作用的
[02686.88-02688.54] 所以从犯的总练就两种
[02688.54-02690.18] 第1个是起刺药中的
[02690.18-02693.78] 实行犯第二是起扶住作用的帮助犯
[02693.78-02696.34] 这就是我们所说的这两种情况
[02697.06-02697.82] 这是重犯
[02697.82-02701.10] 那从犯的触发一定相对来说会比什么
[02701.10-02702.78] 会比主犯要情很多
[02702.78-02705.66] 你看第1个是起刺药作用的犯罪分子
[02705.66-02709.78] 那我们说起刺药作用的实行犯第二是起扶住作用的犯罪分子
[02709.78-02713.54] 那是其府中的帮主犯 比如说咱们两个一起商量
[02713.54-02715.62] 慢点 这个地方我还是说一下了 好吧
[02715.62-02720.34] 你可以简单记一下 就是企业刺药作用的实行犯
[02724.90-02726.66] 其刺药作用的实行犯
[02726.66-02729.62] 第二个是其府中的帮主犯
[02734.34-02737.38] 其府中作用的帮主犯
[02737.38-02740.32] 那这个呢是我们所说的两种分类啊
[02740.32-02741.94] 但这个分类一般没有考过
[02741.94-02743.30] 考的是在主犯者
[02743.30-02744.70] 什么叫起测要做呢
[02744.70-02745.60] 实行犯的比如说
[02745.60-02746.74] 咱们两个一块商量
[02746.74-02747.90] 你是不是我的好姐妹
[02747.90-02749.30] 我私下给你发个线
[02749.30-02750.22] 你说是啊
[02750.22-02751.46] 咱们两个关系这么铁
[02751.46-02752.50] 我都听你讲课了
[02752.50-02753.14] 咱们两个怎么
[02753.14-02754.38] 不可能是好姐妹吗
[02754.38-02756.42] 我说那既然是好姐妹这样
[02756.42-02758.02] 我呢前男有狗大
[02758.02-02758.74] 他不是人
[02758.74-02759.54] 他把我甩了
[02759.54-02760.74] 我这个人的理念呢
[02760.74-02761.82] 就是没有分手
[02761.82-02762.50] 只有算哦
[02762.50-02763.14] 对吧
[02763.14-02764.22] 你跟我一块
[02764.22-02765.46] 给他爆打一顿吧
[02765.46-02767.10] 咱俩去商量一块共同
[02767.10-02768.90] 上海水共同商害
[02768.90-02770.68] 我们所说的这个狗大对吧
[02770.68-02772.46] 然后说你在打的时候
[02772.46-02773.32] 你也不用说
[02773.32-02774.22] 啊啊出多少历
[02774.22-02775.68] 我说历主要我出
[02775.68-02777.98] 你就帮我多出来的两角就行了
[02777.98-02778.74] 所以呢
[02778.74-02781.44] 我说狗大明天会经过那个那个广场
[02781.44-02783.24] 然后咱俩就在那个广场的碰头
[02783.24-02783.78] 然后呢
[02783.78-02784.86] 给他套上麻带
[02784.86-02786.94] 我知道狗大他最喜欢的就是
[02786.94-02788.00] 绿色的麻带
[02788.00-02789.76] 对吧健康吧健康色
[02789.76-02791.20] 所以他最喜欢就是绿色的麻带
[02791.20-02791.94] 跟套上麻带
[02791.94-02793.20] 然后咱俩就给他做一个
[02793.20-02793.92] 你说行
[02793.92-02795.90] 是好姐妹就一起上对吧
[02795.90-02797.90] 然后咱俩就阅定了在下午几点钟
[02797.90-02798.90] 然后在广场那个地方
[02798.90-02799.90] 私下无人的时候
[02799.90-02800.90] 给古大掏上了麻带
[02800.90-02802.90] 用到了项子里开始打他
[02802.90-02803.74] 那把古大人
[02803.74-02804.90] 用到项子里开始打他的时候
[02804.90-02805.90] 我当时跟你说的什么
[02805.90-02807.90] 你就多踢他两角就行了
[02807.90-02809.90] 然后你又开始站在踢
[02809.90-02811.90] 然后你说光踢两角不解温
[02811.90-02812.90] 你说没关系
[02812.90-02813.90] 我说剩下的交给我来
[02813.90-02815.90] 然后我说你继续踢他就行了
[02815.90-02817.90] 我就从我的包里翻出来了什么
[02817.90-02819.90] 翻出来了狼牙棒
[02819.90-02822.90] 然后最后就给古大一顿神打
[02822.90-02824.90] 然后再给古大神打
[02824.90-02826.66] 就是当中给狗大打成了重伤
[02826.66-02827.14] 然后呢
[02827.14-02828.98] 这个重伤了后来警察练了
[02828.98-02829.78] 然后呢
[02829.78-02830.90] 狗大报警了嘛
[02830.90-02831.70] 警察练了
[02831.70-02833.66] 调查调查就发现他的重伤
[02833.66-02835.42] 都是我的狼雅帮所制
[02835.42-02835.98] 那你看
[02835.98-02838.18] 咱们两个在伤害狗大的过程当中
[02838.18-02839.62] 是不是都动手打狗大了
[02839.62-02840.82] 咱们两个都是什么
[02840.82-02842.06] 都是实行犯
[02842.06-02844.38] 那这个时候的实行犯当中
[02844.38-02846.90] 他的重伤主要是我的狼雅帮所制的
[02846.90-02848.66] 那这个手我就是主犯
[02848.66-02849.54] 你就是什么
[02849.54-02850.06] 从法
[02850.06-02851.86] 因为你是起次要作用的
[02851.86-02852.74] 实行犯
[02852.74-02854.22] 那在这里待着注意下
[02854.22-02856.82] 这是第一个分类起次要做的实行犯
[02856.82-02859.58] 第二个就是起腐出作用的帮助犯
[02859.58-02861.26] 帮助犯的话就是你帮我放风
[02861.26-02862.46] 那你就是帮助犯
[02862.46-02864.50] 然后我要想要诈骗的话
[02864.50-02866.86] 你就帮我提供相应的未实名的卡
[02866.86-02868.46] 那你这个时候你就是什么
[02868.46-02869.50] 帮助犯
[02869.50-02871.46] 所以在这里面帮助犯比较好理解
[02871.46-02874.18] 主要是我们所说的这个起次要做的实行犯
[02874.18-02875.30] 你了解一下
[02875.30-02876.74] 好 那这是它的分类
[02876.74-02879.14] 这个分类一般不太考了解一下就行了
[02879.14-02880.14] 这里面我们来看一下
[02880.14-02882.38] 竟然同犯他起的作用逼主犯要小
[02882.38-02885.14] 那它的處法相對來說就會輕易顯
[02885.14-02887.56] 所以在這個地方你看一下它的形式責任
[02887.56-02889.12] 它說對於從飯
[02889.94-02891.02] 大家一定要注意一下
[02891.02-02893.90] 應當從輕減輕或者是面出處法
[02893.90-02896.18] 這裡面一定要注意下它有一個限景
[02896.18-02897.10] 什麼限景呢
[02897.10-02900.70] 它有沒有說比照主飯從輕減輕面出處法
[02900.70-02901.34] 沒有
[02901.34-02905.74] 所以在這裡一定要注意下不是比照主飯來到
[02905.74-02907.70] 就是單獨的設定
[02907.70-02910.30] 不是比照主飯從
[02910.30-02911.84] 減
[02911.84-02912.86] 面
[02912.86-02916.70] 如果他这里给到了比照主饭这种说法一定是错的
[02916.70-02920.54] 你看看就在这任何一个文字游戏大注意下
[02920.54-02923.10] 这个地方它和计随地方不一样对吧
[02923.10-02926.68] 我们说了犯罪 预备饭和位随饭要比照主饭怎么样
[02926.68-02928.74] 这个地方没有
[02928.74-02930.02] 那个所错了
[02930.02-02934.10] 我们前面那个预备饭和位随饭叫比照计随饭
[02934.10-02935.38] 重轻检称
[02935.38-02938.20] 然后如果预备饭的话是面图对吧
[02938.20-02941.68] 这里面它就很容易把这个地方和前面的搞混
[02941.68-02943.52] 安置给你搞一些
[02944.00-02946.44] 鞋子脚 胡路 胡路脚 鞋子这些话
[02946.44-02947.68] 所以在这里大家注意一下
[02947.68-02949.64] 没有比较主发这个说法就OK了
[02949.64-02951.12] 这事我们所说的重犯
[02951.12-02952.56] 它一个就是鞋筒犯
[02952.56-02954.04] 鞋筒犯就是被破参加的
[02954.04-02955.80] 就是你鞋筒
[02955.80-02958.04] 就是你不想参加
[02958.04-02958.92] 但是它被写你
[02958.92-02959.68] 操作你要不参加
[02959.68-02961.84] 我就把你的手指头给你写掉
[02961.84-02962.20] 对吧
[02962.20-02963.20] 你是鞋破我
[02963.20-02964.28] 那这种情况之下
[02964.28-02965.96] 我不完全自愿参加
[02965.96-02967.00] 但是你鞋破我
[02967.00-02967.88] 我没有办法
[02967.88-02969.80] 这个就属于我们所说的什么
[02969.80-02970.84] 鞋从犯
[02970.84-02971.88] 对于鞋从犯的话
[02971.88-02972.84] 其实我们能够看到
[02972.84-02974.28] 对于它的这个触发
[02974.28-02975.00] 是怎么样
[02975.00-02977.08] 就是按照它的犯阶级的节可以
[02977.08-02979.00] 渐清或者是面处
[02979.00-02980.20] 这里是没有从轻
[02980.20-02981.32] 了解一下就行了
[02981.32-02982.28] 这鞋从犯
[02982.28-02983.96] 最后一个就是就缩犯
[02983.96-02986.44] 通知只要能够去判断就缩犯就行了
[02986.44-02987.48] 就缩犯是什么
[02987.48-02988.84] 就是你本来你不想犯罪
[02988.84-02990.28] 我就听见在你耳边吹风
[02990.28-02990.60] 对吧
[02990.60-02991.32] 我说来吧来吧
[02991.32-02992.52] 犯罪的犯罪吧
[02992.52-02993.24] 说快来吧
[02993.24-02993.96] 快来吧
[02993.96-02994.52] 走吧
[02994.52-02995.40] 走上去搶箭
[02995.40-02996.44] 走下去到千啊
[02996.44-02997.54] 对吧来呀 做作呀
[02997.54-02998.80] 我就天天在那边说
[02998.80-03000.20] 这种情况之下就受不了
[03000.20-03001.76] 那我最后
[03001.76-03003.90] 说实你故意去犯罪的话
[03003.90-03004.62] 那我就说什么
[03004.62-03005.28] 教素犯
[03005.28-03006.80] 所以看教素犯他说的是
[03006.80-03008.44] 受意所用确说
[03008.44-03009.72] 利用或其他方法
[03009.72-03010.76] 说实他人犯罪的
[03010.76-03012.12] 那就叫做教素犯
[03012.12-03013.64] 所以你原本没有犯意
[03013.64-03015.36] 我必须让你根本一块确
[03015.36-03016.60] 那这个时候我就够常
[03016.60-03017.96] 教素你就知道
[03017.96-03019.72] 是说实他人犯罪
[03019.72-03021.24] 引起他人的犯意
[03021.24-03022.32] 那这个就叫做
[03022.32-03023.12] 教素犯
[03023.12-03026.44] 只要就说它的储发原则上同学们要注意一下
[03026.44-03028.00] 它说就说它是犯罪的
[03028.00-03031.32] 因为按照它在共同犯罪当中起的作用
[03031.32-03032.32] 这几成储发
[03032.32-03035.80] 那它如果说它起到的作用相对来说是主要做的的话
[03035.80-03037.20] 那它就要是主犯
[03037.20-03039.00] 如果是我们所说的造作用的话
[03039.00-03039.76] 它就是什么
[03040.64-03042.28] 它就是重犯
[03042.28-03043.44] 那它是重犯
[03043.44-03047.72] 比如说咱们两个共同去就说谁犯罪
[03047.72-03050.44] 咱们两个共同去就说另外一个人犯罪
[03050.44-03052.72] 比如说咱俩共同就说假犯罪吧
[03052.72-03054.72] 咱们两个共同交说假犯罪的话呢
[03054.72-03055.94] 我说咱俩就商量
[03055.94-03057.70] 说按啥我钱的用
[03057.70-03058.46] 但是呢
[03058.46-03060.28] 咱们两个动手好像不太好
[03060.28-03061.84] 因为我都跟他放很化了
[03061.84-03062.96] 跟我钱的那种国当犯的话
[03062.96-03063.80] 我说你有一天啊
[03063.80-03064.68] 你要是命迷了
[03064.68-03066.30] 只定的命迷了就交得我手里了
[03066.30-03068.18] 我说这样的话会太明显了
[03068.18-03069.62] 然后咱俩就开始去盘
[03069.62-03071.68] 说谁和国大有仇呢
[03071.68-03072.32] 盘出来了
[03072.32-03073.20] 说小姐
[03073.20-03075.12] 说小姐能和这个国大有仇
[03075.12-03075.80] 然后呢
[03075.80-03076.76] 咱们两个我就跟你说
[03076.76-03078.06] 我说咱俩一块去说实
[03078.06-03080.06] 就创作这个小姐去杀了国大了
[03080.06-03080.80] 你说行
[03080.80-03084.44] 那你看咱们两个是共同叫说小假杀人
[03084.44-03086.60] 但是这个在叫苏过程当中呢
[03086.60-03088.48] 我讲师
[03088.48-03090.08] 我讲了五六年的课了
[03090.08-03092.04] 我指定德国德国德国德国
[03092.04-03094.08] 我口若选和跌跌不休
[03094.08-03094.44] 对吧
[03094.44-03095.40] 所以我特别能说
[03095.40-03097.08] 我就是个换老我跌跌不说
[03097.08-03097.92] 然后你呢
[03097.92-03100.40] 性格温和你听了我的课才喜欢的我
[03100.40-03102.16] 所以你就在旁边负合我
[03102.16-03104.00] 那就是不太会说
[03104.00-03105.24] 然后怎么去给他洗脑
[03105.24-03106.04] 你都不太会
[03106.04-03107.48] 然后你就在旁边负合我
[03107.48-03108.12] 那最后呢
[03108.12-03110.12] 这个小假就接受了咱俩
[03110.12-03111.80] 就要说他杀人的这个事
[03111.80-03115.04] 那你看在整个这个就要说过程当中谁都做用大
[03115.84-03116.80] 我的做用大
[03116.80-03118.80] 我就给他给他上价值观了
[03118.80-03120.96] 我说这个狗大儿他不是他不是个人
[03120.96-03121.96] 他是个杂男了
[03121.96-03122.52] 对吧
[03122.52-03124.40] 我说你看看他他怎么对我的
[03124.40-03126.32] 我说你如果不帮我出这口恶气
[03126.32-03127.28] 别说是朋友
[03127.28-03128.76] 别说是道理上过不去
[03128.76-03129.84] 你于心和啊
[03129.84-03131.76] 你流这么一个人家在社会当中
[03131.76-03133.36] 你怎么于心和人呢
[03133.36-03134.44] 你出去了他
[03134.44-03135.52] 你就在干嘛
[03135.52-03137.48] 你就是在红阳社会主义和价值观的
[03137.48-03139.12] 你就是在为社会出货害
[03139.12-03140.64] 你就是在微社会做东西了
[03140.64-03141.72] 我就给他这么说
[03141.72-03143.76] 你看小知一情动之一力
[03143.76-03145.08] 最后他被我说服了
[03145.08-03147.44] 那我在整个叫说过程当中
[03147.44-03148.20] 起到最后大
[03148.20-03149.08] 我就是什么
[03149.08-03149.96] 我就是主翻
[03149.96-03150.72] 你呢
[03151.20-03151.84] 做个小
[03151.84-03152.44] 你就是什么
[03152.44-03152.92] 从翻
[03152.92-03154.40] 我们定罪的时候就按我
[03154.40-03154.88] 是主翻
[03154.88-03156.08] 你是从翻来丁了
[03156.36-03157.36] 主翻就行了
[03157.36-03158.68] 所以在这里面大家注意一下
[03158.68-03159.96] 就是叫做它是犯罪的
[03159.96-03161.36] 按照它在犯罪当中
[03161.36-03163.32] 所起的作用来处翻
[03163.32-03163.96] 这是在这
[03163.96-03165.32] 大家要注意这第一个点
[03165.32-03167.60] 这个点还是具有一定的靠心了
[03167.60-03169.24] 这个点通能可以回去看一下
[03169.24-03170.96] 考实机和理解形的题目
[03171.16-03172.60] 第二个就是我们所说的
[03172.60-03174.24] 叫做不满18岁的人
[03174.24-03175.52] 这个时候没跑了
[03175.52-03177.44] 叫做不满18周岁的人怎么办
[03177.60-03179.04] 阴当从重
[03179.24-03179.80] 我们说了
[03179.80-03181.36] 为满18周岁的人
[03181.36-03183.40] 他在整个价值观念上
[03183.40-03185.08] 他其实还没有太成熟
[03185.08-03185.96] 所以在这个时候
[03185.96-03187.20] 你才还祝国的花朵人
[03187.20-03188.52] 就都祝国会放过你
[03189.52-03190.68] 才还祝国的花朵人
[03190.68-03192.16] 祝国只顶不能放过你
[03192.16-03193.00] 所以在这里
[03193.00-03195.36] 叫做不满18周岁的人犯罪的
[03195.36-03196.80] 阴当从重处犯
[03196.80-03199.68] 这个点跟好理解给的记住叫阴当从中
[03199.68-03201.56] 不是可以从中阴当从中
[03201.56-03202.60] 这个字话说来
[03203.10-03203.96] 第3个就是
[03203.96-03207.00] 如果被叫做的人没有犯被叫梭的罪
[03207.00-03208.08] 对就说犯来说
[03208.08-03209.52] 换一下可以把可以话出来
[03209.52-03211.12] 叫可以从轻和减轻
[03211.12-03212.16] 有没有面图
[03212.40-03212.96] 没有
[03212.96-03215.16] 这种是就说为随的情况
[03215.16-03216.88] 就是我作为一个叫梭者
[03216.88-03217.68] 我在跟你说
[03217.68-03218.72] 我说你去杀了国大
[03218.72-03220.24] 你会出现一下集中情况
[03220.24-03222.04] 就是第一个我说你去杀了国大吧
[03222.04-03223.16] 还是刚才那套说子
[03223.16-03224.20] 你没说会出害了
[03224.20-03225.00] 你说不
[03225.00-03225.48] 对吧
[03225.48-03227.26] 我天天听几日老师的刑法
[03227.26-03229.24] 我知道这是不正义的行为
[03229.24-03230.60] 你随怒对吧
[03230.60-03231.84] 你可以明确聚结我
[03231.84-03232.74] 这种情况之下
[03232.74-03234.24] 我叫所有随
[03234.24-03235.32] 第二种情况的知误
[03235.32-03236.00] 叫说你
[03236.00-03237.08] 你接受了叫说
[03237.08-03238.12] 我说你杀了火大板
[03238.12-03238.68] 你口伤大用
[03238.68-03239.76] 我说先先先先行
[03239.76-03240.56] 我知道了
[03240.56-03241.68] 果然他肉血
[03241.68-03242.80] 但是你没有去
[03242.80-03244.24] 这个也属于什么
[03244.24-03245.72] 也属于叫所有随
[03245.72-03246.68] 第三种就是
[03246.68-03248.24] 我叫说你实行犯罪
[03248.24-03249.96] 但是你实行的不是被叫做的罪
[03249.96-03252.28] 我叫说你我顺便杀了火大会社会出害
[03252.28-03253.32] 然后你过去了干嘛
[03253.32-03255.08] 给我多少你顿胖桌
[03255.08-03257.64] 或者是你找到过到之后你没有杀了它
[03257.64-03259.68] 你从它身上强了钱
[03259.68-03259.92] 对吧
[03259.92-03261.24] 然后自己出去买好吃的
[03261.24-03262.92] 讲厉害自己我真报 对吧
[03262.92-03264.48] 那你还像这里面就是什么
[03264.48-03266.24] 我教说你犯A罪
[03266.24-03267.80] 但是你实施的是弊罪
[03267.80-03271.44] 这事就属于被教说的你没有犯教育的罪
[03271.44-03272.44] 他也属于什么
[03272.44-03274.04] 教说WaySwee
[03274.04-03275.24] 那他也属于教育罪
[03275.24-03277.28] 那对于这种教说WaySwee的情况
[03277.28-03278.12] 在旁边写上
[03279.12-03280.36] 就是教说WaySwee
[03280.36-03285.36] 那針對於這種叫說被水的情況
[03285.36-03288.36] 那他就可以怎麼樣 從清或者是檢清廚法
[03288.36-03290.36] 就對我可以從清廚檢清
[03290.36-03292.36] 所以在這個地方大家要注意一下
[03292.36-03294.36] 這是我們所說的關於共犯
[03294.36-03295.36] 他的一個分類
[03295.36-03298.36] 那我們就在這把共犯給大家說
[03298.36-03300.36] 共犯當中最難的其實是主犯
[03300.36-03301.36] 大家知道主犯兩路情況
[03301.36-03303.36] 第一個是犯罪集團當中的首分子
[03303.36-03306.36] 第二是首分子以外的主犯以及一般分子當中的主犯
[03306.36-03309.36] 我們在這一定要把我們所說的這個
[03309.36-03312.20] 犯罪集团的小分子
[03312.20-03316.56] 当中的这个小分子的概念和主犯去分开
[03316.56-03318.56] 我说了小分子他分成两种
[03318.56-03319.40] 第一种是什么
[03319.40-03321.44] 第一种是犯罪集团的小分子
[03321.44-03325.24] 第二种是剧中类犯罪当中的小分子
[03325.24-03327.56] 对吧就剧中犯罪当中的小分子
[03327.56-03328.92] 那这里面你要知道
[03328.92-03330.72] 小分子和主犯不是一个概念
[03330.72-03332.32] 第二个就是要知道
[03332.32-03336.16] 犯罪集团的小分子都是主犯
[03336.16-03338.12] 没问题因为犯罪集团的小分子
[03338.12-03339.16] 就是第一类主犯
[03339.16-03340.56] 但能不能反过来说
[03340.56-03344.80] 能不能说首要犯罪集团的小分子都主办
[03344.80-03347.08] 能不能说主办都是犯罪集
[03347.08-03348.56] 都是主要分子的
[03348.56-03349.76] 不行
[03349.76-03352.48] 记得把小分子和主办的概念去问太就行了
[03352.48-03353.36] 这是第一个
[03353.36-03355.48] 第二个就是针对他们的主乏
[03355.48-03357.80] 如果说你是犯罪集团的小分子怎么办
[03357.80-03361.68] 集团犯那些你就定那些成员的不算那一头上
[03361.68-03363.48] 第二个如果你是其他主办的
[03363.48-03365.20] 其他主办就看你是参与
[03365.20-03366.12] 你是组织的
[03366.12-03369.46] 你組這個權單你是參與的,你參與的權單就行了
