[00000.00-00001.80] 今天来聊聊
[02278.52-02280.24] 你这是背弃盟约的事
[02280.24-02282.12] 因为当时签订了的产原之盟
[02282.12-02282.84] 当时呢
[02282.84-02284.32] 这个送朝的使程就说说
[02284.32-02285.28] 我不玩那一套
[02285.28-02285.60] 对吧
[02285.60-02286.84] 反而皇上都已经决定了
[02286.84-02287.84] 你说啥我的不听
[02287.84-02289.92] 當時了國的市城
[02289.92-02291.32] 站在院子裡大哭
[02291.32-02291.88] 說啥呢
[02291.88-02293.08] 就說了這樣一句話
[02293.08-02294.80] 說了雕送兩國
[02294.80-02296.28] 和好百年
[02296.28-02298.36] 盟月市書自自具在
[02298.36-02300.92] 而能七國不能七天
[02300.92-02302.64] 但是當時送國不管這套
[02302.64-02305.20] 當時咱們的大送朝不管這套
[02305.20-02306.00] 然後呢
[02306.00-02307.52] 就讓這個經過
[02307.52-02308.60] 去公拿這個了國
[02308.60-02310.56] 經過公拿了國了我一開始經過來了
[02310.56-02311.68] 根本就沒有反抗
[02311.68-02313.04] 根本就沒有反抗的空間
[02313.04-02313.64] 其實也
[02313.64-02315.16] 然後馬上就偷想了
[02315.16-02315.76] 偷想了之後
[02315.76-02316.96] 當時送朝一開始說
[02316.96-02317.46] 天呢
[02317.46-02318.50] 说 你看
[02318.50-02319.64] 那是这样的话
[02319.64-02321.44] 经过你帮我把这个
[02321.44-02323.76] 应该是六周当中的其他这个州收回来了
[02323.76-02325.46] 你把地方还给我行吗
[02325.46-02327.32] 你看我们没去打的原因
[02327.32-02328.16] 不是我们打不过
[02328.16-02330.08] 就是因为上天有耗生之得
[02330.08-02331.28] 我们还得不愿意打账
[02331.28-02331.84] 对吧
[02331.84-02333.52] 所以你把这些地方收回来了
[02333.52-02334.12] 你给我
[02334.12-02334.36] 对吧
[02334.36-02335.08] 你给我之后呢
[02335.08-02336.16] 我应钱
[02336.16-02337.48] 当时经过一看
[02337.48-02338.68] 所以你就是嘴行
[02338.68-02340.40] 打账啥啥的啥也不行
[02340.40-02341.92] 这种情况之下不还
[02341.92-02342.72] 那不还
[02342.72-02344.16] 不还那种情况之下呢
[02344.16-02345.20] 不仅不还
[02345.20-02345.84] 而且呢
[02345.84-02347.88] 他打完聊完之後他只能要打線
[02347.88-02348.66] 要打北松
[02348.66-02349.80] 所以這時候呢
[02349.80-02351.22] 金又把北松給面了
[02351.22-02353.06] 北松的面外時間的其實就是在
[02353.46-02355.14] 我們所說的1月27年
[02355.14-02357.98] 那這是我們所說後面的這樣一個具體情況了
[02358.22-02359.92] 那這裡面大家其實要知道
[02359.92-02362.04] 在這裡其實是有三個細節的點
[02362.04-02364.18] 以及時間上的更點順利的大家要知道
[02364.42-02366.18] 就是我們所說的經國
[02366.18-02367.04] 他的一個決啟
[02367.04-02368.36] 第一個經國是女真左
[02368.36-02369.68] 第二個經國為什麼叫經國
[02369.68-02370.98] 叫微經不變不壞
[02370.98-02374.06] 第三一個就是和經國去進行聯盟
[02374.06-02375.58] 去攻打了国的皇帝
[02375.58-02377.10] 其实是送回宗
[02377.10-02378.02] 其实送回宗
[02378.02-02378.54] 到这
[02378.54-02380.02] 大家知道这有三个细节
[02380.02-02381.74] 一体他时间上线后顺序
[02381.74-02383.42] 大家要去说一句话
[02383.42-02384.54] 那我刚才说了说了
[02384.54-02385.62] 聊灭完了
[02385.62-02387.34] 我经过灭完了
[02387.34-02387.98] 了过之后
[02387.98-02389.90] 下一步其实就是要攻打
[02390.38-02391.18] 送过
[02391.18-02392.30] 而送过呢
[02392.30-02393.74] 就是我们所说的这个送朝吧
[02393.74-02394.86] 不能照顾送过
[02394.86-02396.26] 送朝其实在这一次
[02396.26-02398.78] 战争当中把自己的缺点
[02398.78-02400.02] 软弱无能
[02400.02-02402.02] 其实表现的灵力进日
[02402.02-02403.02] 因为当时
[02403.02-02405.26] 我们能看到在作战的现场上
[02405.26-02406.86] 其实都是经过在作战
[02406.86-02408.14] 咱们就跟人家聊过去打
[02408.14-02409.26] 就是旅战旅败
[02409.26-02410.86] 所以在战斗能力上不行
[02410.86-02412.46] 而且还有一件事情
[02412.46-02413.78] 就是迫使我们所说的
[02413.78-02415.98] 金康之之 或金康之变发生的
[02415.98-02416.78] 还有一件事
[02416.78-02417.62] 这事是啥的
[02417.62-02418.46] 这是当时
[02418.46-02420.38] 经过它不是公战了
[02420.38-02421.26] 盐元使务中
[02421.26-02422.26] 这个盐元使务中
[02422.26-02424.50] 当时的主要的居民都是汉人
[02424.50-02425.06] 汉人
[02425.06-02427.38] 其实不太愿意接受经过的
[02427.38-02428.62] 这样的一个统治的
[02428.62-02430.14] 因为经过当时是有务民族
[02430.14-02430.94] 相对来说
[02430.94-02432.22] 就是比较一言嘛
[02432.22-02433.38] 也没有什么文化
[02433.38-02435.62] 原本了过其实还实行了漢化
[02435.62-02437.06] 现在还还不错
[02437.06-02437.22] 对吧
[02437.22-02438.86] 但是经过就非常的演员
[02438.86-02441.50] 所以当时的约于16周的这些人
[02441.50-02443.98] 他就往送朝跑出往国内跑
[02443.98-02445.26] 当往送朝跑的时候
[02445.26-02446.78] 送朝当时也接收了
[02446.78-02448.54] 但是做了一件非常不体面的事情
[02448.54-02449.98] 就是跑回来这些汉人
[02449.98-02452.74] 明明都跑回跑回到了自己的国家寻求毕用
[02452.74-02453.18] 对吧
[02453.18-02454.62] 结果当时经过的人说
[02454.62-02456.30] 你们那些汉人怎么都跑到
[02456.30-02458.02] 你们那边出来把人还回来
[02458.02-02459.34] 就我大送朝的把人
[02459.34-02460.26] 给送回去了
[02460.26-02461.46] 你看你这样的话
[02461.46-02462.74] 汉人全都失望了
[02462.74-02465.30] 你比外里就在这个过程当中没赚到好
[02465.30-02467.10] 本来一人就因为跑为自己的祖国
[02467.10-02467.86] 会保护我
[02467.86-02469.66] 结果金任一样给人送去了
[02469.66-02471.94] 要人给人要脑袋给脑袋
[02471.94-02472.34] 对吧
[02472.34-02473.10] 这种情况之下
[02473.10-02473.70] 当时
[02473.70-02475.54] 叶于16周的汉人一想
[02475.54-02476.18] 说那算了
[02476.18-02476.58] 对吧
[02476.58-02478.02] 送朝的皇帝扣不住
[02478.02-02479.06] 所以叶于16周
[02479.06-02481.10] 就彻底离开了送
[02481.10-02482.34] 那就彻底离开了送
[02482.34-02482.94] 所以在这
[02482.94-02483.94] 大家要注意一下
[02483.94-02485.78] 而我们刚刚再有说了
[02485.78-02486.54] 经过呢
[02486.54-02487.82] 其实在这个过程当中
[02487.82-02489.70] 也在盘算是如何去攻打
[02489.70-02490.50] 送朝
[02490.50-02494.14] 所以后来金军就在他们的谋话之下
[02494.14-02496.42] 就公破了我们所说的东京
[02496.42-02499.58] 当时公破东京其实是浮获了两个皇帝
[02499.58-02503.30] 这两个皇帝的一个是送回一宗一个是送亲宗
[02503.30-02504.86] 最开始的时候送回宗
[02504.86-02507.82] 其实听说了说金军要公打他们的事
[02507.82-02509.50] 然后他就派人去打他身体看一看
[02509.50-02510.98] 他是不是最要打咱们
[02510.98-02513.18] 然后他们的军队的作战情况如何
[02513.18-02514.94] 他派出那个人就做理议
[02514.94-02517.62] 理业回来之后就说说经过人太下人了
[02517.62-02521.24] 跟經過人叫人入虎馬入龍上山無緣入乳
[02521.24-02524.54] 然後其實如泰山就說太可怕了
[02524.54-02525.54] 對吧 非常強大
[02525.54-02526.74] 打上非常的有夢
[02526.74-02528.12] 但是送回中一聽說完了
[02528.12-02530.14] 那這樣的話呢 只要打不過人
[02530.14-02531.58] 那這個時候送回中一聽說
[02531.58-02532.98] 我反正我打不過的就是頭面
[02532.98-02534.86] 他就把他的皇位傳給了誰呢
[02534.86-02537.54] 傳給了他的兒子叫做送親總
[02537.54-02540.10] 這個送親總當日一看他爹真不是個東西對吧
[02540.10-02541.46] 哭著就去登機了
[02541.46-02543.34] 他爹就說說兒子你先指住
[02543.34-02544.90] 說老爹先撤一步
[02544.90-02547.46] 我去跑到我们所说的镇江内边
[02547.46-02549.50] 帮你送金起伏币有你
[02549.50-02550.98] 然后送回中带人都跑了
[02550.98-02552.94] 那就是送金送它也没有办法
[02552.94-02555.02] 结过了它跌的烂汤子
[02555.02-02558.10] 死手当时的东京开封
[02558.10-02559.22] 就是死死死的所人
[02559.22-02561.74] 后来在里边的领导之下打退了金明
[02561.74-02563.34] 当时经过人一看啊
[02563.34-02565.42] 说毕竟了东京变凉
[02565.42-02566.78] 那是一国之度啊
[02566.78-02569.58] 那城墙高大去想打进去也不容易
[02569.58-02570.58] 所以不太好打
[02570.58-02572.10] 就跟他说他算要不你这样
[02572.10-02574.10] 就经历就说就跟这个送金送说
[02574.10-02575.88] 我可以放你没嘛 但我有条件
[02575.88-02578.26] 你还有我难下来我的来了 对吧
[02578.26-02580.50] 那个我报销我的军队的这个费用
[02580.50-02582.28] 然后当时要多少钱呢
[02582.28-02584.98] 要500万黄金5,000万两
[02584.98-02586.82] 白金1万投牛嘛
[02586.82-02589.14] 还要把载向和亲王带去做人质
[02589.14-02590.26] 说你只要把这些钱呢
[02590.26-02592.02] 给我扯过了把人给我送过来
[02592.02-02593.14] 我就撤军不打你
[02593.14-02594.94] 当时送朝马上就开始爆出去
[02594.94-02597.70] 收挖这钱 然后载向亲王有个送过去了
[02597.70-02600.10] 这个时候金军一退送回中回来了
[02600.10-02601.06] 所以说你看
[02601.06-02603.94] 对对你好对吧去给你送机二给你起伏
[02603.94-02605.70] 你看 把他们念走了
[02605.70-02606.46] 联应吧
[02606.46-02607.54] 结果没想到的是
[02607.54-02608.22] 这个送回中
[02608.22-02609.14] 刚一回来
[02609.14-02610.58] 金国的人
[02610.58-02611.70] 他又打回来了
[02611.70-02612.74] 为啥打回来了
[02612.74-02613.30] 他说啥呢
[02613.30-02614.82] 他说你们的钱没有交过
[02614.82-02616.10] 所以编分两路呢
[02616.10-02617.06] 就又打过来了
[02617.06-02617.98] 又打到了哪呢
[02617.98-02619.78] 又打到了我们所说的这个东京
[02619.78-02620.78] 打到东京之后呢
[02620.78-02622.10] 就把送回中
[02622.10-02624.18] 和送轻松两人抓走了
[02624.18-02625.10] 这个情况之下
[02625.10-02626.50] 就是我们所说的叫做
[02626.50-02627.70] 静康支持
[02627.70-02628.82] 叫静康支持
[02628.82-02629.70] 所以在这里面
[02629.70-02630.50] 大家注意一下
[02630.50-02634.22] 有关于北送灭亡当中静抗支持
[02634.22-02636.06] 有一个有几个细节代表注意一下
[02636.06-02637.54] 第一个就是静抗支持
[02637.54-02638.70] 它是发生在北送
[02638.70-02640.34] 那只有说和两皇帝有关
[02640.34-02642.94] 一个是亲总一个是亏总
[02642.94-02644.58] 第二个就是我们经常会在
[02644.58-02647.06] 饮世巨作品当作来看到静抗之边
[02647.06-02649.86] 那这里面其实是和两个文学长事武关
[02649.86-02652.30] 第一个文学长事就是大家看了一个电影
[02653.30-02655.98] 这个电影我忘了是什么时候上映了
[02655.98-02659.18] 就是张营谋到演岛了一个叫做满姜红
[02659.18-02664.68] 美国当中有一句话叫做静抗尺有位血 陈子和河实面 越非所写的
[02664.68-02667.78] 那越非所写的满交红 其实就是在说的是什么
[02667.78-02669.86] 说的是我们所说的静抗尺尺
[02669.86-02673.90] 那第二个在引迟去做品当中 标常见的大家看神流 啥里当中
[02673.90-02676.30] 经常看到 而不是 尺导啥挺
[02676.30-02680.54] 是 社当选择当中 经常会看到我们所说的过境和阳抗
[02680.54-02682.58] 那过境和阳抗尺的是什么呢
[02682.58-02686.34] 也是我们所说的静抗 也是我们所说的静抗
[02686.34-02688.38] 那这是我们所说的静抗尺尺尺
[02688.38-02691.42] 那我们所说的金汉这些把两个皇帝抓走了
[02691.42-02696.30] 这两个皇帝可以说是在当时我们所说的金国素金的驱罗
[02696.30-02701.34] 因为当时这个驱罗就体现在把他们压送回经过的手朵的时候
[02701.34-02704.14] 在路上就视频往他们两个身上发扭
[02704.14-02707.26] 而且当时送到了这个经过的手朵之后
[02707.26-02712.30] 这样两个皇帝还有当时的所抓走的这些大臣和亲胃
[02712.30-02714.14] 让他去给玩家阿古大
[02714.14-02716.58] 去给他夜里就去给阿亚
[02716.58-02718.62] 蛮阿古大的粉去给的扣头
[02718.62-02720.94] 但是给他夜里的时候就要求
[02720.94-02722.46] 这两个黄金把衣服脱光了
[02722.46-02725.98] 然后他们把新鲜的羊杀了之后把羊皮割下来
[02725.98-02728.62] 然后这样他俩批着一步一扣手
[02728.62-02731.94] 然后扣完了之后又给他们两个风号
[02731.94-02734.74] 然后给他俩就浓到了一个小破木子里
[02734.74-02735.90] 然后让他俩去中地
[02735.90-02738.74] 但想想这是唐唐的一代黄列
[02738.74-02740.70] 最后就被折入到中程度
[02740.70-02744.42] 这个就是我们所说的有关镜烫的这样的一个事件
[02744.42-02749.66] 所以镜烫支持我们所说的在养居作品当中很多大家一定要注意一下
[02749.66-02751.90] 而这个这两皇帝被抓走之后呢
[02751.90-02754.66] 其实就预示着闪 北松 灭亡
[02754.66-02756.30] 那其实就预示着北松灭亡
[02756.30-02759.06] 那这时候我们所说的有关于整个北松
[02759.06-02759.82] 所以到这呢
[02759.82-02763.18] 我们的卖落起相对人说就比较清晰了
[02763.18-02766.62] 北松是我们所说的照框业建立
[02766.62-02769.02] 然后由他的弟弟照光液
[02769.02-02771.22] 也就是我们所说的太宗皇帝
[02771.22-02773.62] 然后去进行和聊过之间的对抗
[02773.62-02775.38] 然后太宗去世之后呢
[02775.38-02776.62] 到了真宗手里
[02776.62-02779.34] 真宗时期签掉了产原职盟
[02779.34-02780.66] 而到了后序的时候呢
[02780.66-02782.62] 我们都知道越来越蓝淡
[02782.62-02783.94] 我们所说的北宗
[02783.94-02785.50] 有和经过之间有一定的冲突
[02785.50-02786.70] 最后被经过所面
[02786.70-02788.42] 那这种情况之下发生了
[02788.42-02789.22] 请抗之使
[02789.22-02790.82] 将这只抓走了两个皇帝
[02790.82-02792.26] 北宗面往
[02792.26-02792.98] 北宗面往
[02792.98-02794.22] 那这是我们所说的
[02794.22-02797.46] 北宗他整个在时间线上的一个历史卖落
[02797.46-02800.54] 说了北送的整个时间线的歷史卖龙之后
[02800.54-02802.38] 咱们回过头来还要再说一个点
[02802.38-02805.34] 这个点是啥呢?这个点就是完视变法
[02805.34-02810.14] 完视变法呢?它其实确实北送在不断发展的这样的一次重要的变法
[02810.14-02814.82] 而送成中时期的完视变法可以说是为北送激烈了大量的这样的一个财富
[02814.82-02816.62] 我们就来看一下完视变法
[02816.62-02818.18] 完视变法里没有几个点
[02818.18-02820.10] 大家要注意一下首先第一个大家知道
[02820.10-02823.98] 完视变法发生在神军皇帝时期
[02823.98-02824.90] 这是第一个点
[02824.90-02829.82] 第二个就是王一时他在电法的时候他为什么要实行电法
[02829.82-02833.06] 第二个大家知道王一时电法的原因
[02833.06-02838.10] 王一时电法的原因主要是当时整个北送他出现了三种现象
[02838.10-02840.14] 这个三种就是荣关
[02841.54-02842.54] 荣源
[02842.82-02846.82] 荣军 荣关 何荣 和我们所说的荣费
[02847.06-02848.46] 打住一下荣关
[02849.62-02851.46] 荣军 何荣费
[02851.46-02861.86] 這個呢,其實我們要在後面的制度當中給大家去講到的,就是它那個時候呢,就是官員也很多,據對裡面的視頻也很多,所以它的Fillum之處就會非常多。
[02861.86-02868.36] 那為什麼會出現這種情況呢,就是因為當時要分權嘛,要加強裝機權加強黃權所給到的一個措施。
[02868.36-02870.52] 而這個三種到這的一個結果就什麼呢
[02870.52-02872.70] 就是我們所說的支出過度
[02872.70-02875.10] 那支出過度而生產過少的話
[02875.10-02876.80] 那支出出出出現一定的問題
[02876.80-02877.78] 所以在這裡面呢
[02877.78-02880.40] 就是我們所說的生產過少
[02880.40-02882.94] 但是呢支出過度
[02882.94-02885.06] 那會導致國家出現什麼情況
[02885.06-02887.56] 會導致國家出現疾平激烈的情況
[02889.88-02891.18] 所以在這種情況之下
[02891.18-02893.64] 萬時就去發動變法
[02893.64-02894.96] 萬時發動變法呢
[02894.96-02896.08] 當時很多人反對
[02896.08-02897.68] 因为玩时当时变法
[02897.88-02899.28] 他提到了一个点叫
[02899.80-02901.48] 国务家复而民用肉
[02901.48-02902.28] 就是对老百姓
[02902.28-02903.68] 不天家任何的负弹
[02903.68-02905.80] 但是他想让尺国家强大起来
[02905.80-02906.68] 但这个说你怎么办
[02907.08-02908.24] 不给老百姓增加负弹
[02908.24-02909.48] 还想让国家有钱
[02909.48-02911.32] 那就只能对全部一下手
[02911.32-02913.88] 所以他当时的变法都对了很多的人
[02914.08-02915.08] 很多人足得他变法
[02915.08-02916.28] 当时玩时就说了一句话
[02916.28-02917.52] 就天变不足为
[02917.52-02919.68] 主动不足法人员不足续
[02919.68-02921.28] 就是当时有很多人说
[02921.28-02922.00] 你别变法了
[02922.00-02922.60] 你看你变法
[02922.60-02924.24] 一旦变法之后就出现了
[02924.24-02925.68] 汉灾就出现了红水
[02925.68-02927.64] 当时晚上说天变不足
[02927.64-02929.00] 对吧 这都是你们说的
[02929.00-02931.00] 你说他那边发生了大红水 对吧
[02931.00-02933.20] 或者是发生了比较严重的这种干涵
[02933.20-02935.20] 我继续变 他在跟我干涵一个样
[02935.20-02937.20] 所以他这个时候就有天变不足
[02937.20-02938.60] 第二主终不足反
[02938.60-02940.60] 有很多说说 晚上说你看变反
[02940.60-02941.88] 不守组织
[02941.88-02945.00] 当时晚上是说说 主终的法制
[02945.00-02946.20] 或者主终的制度
[02946.20-02948.40] 说来守护组织的将预的
[02948.40-02950.20] 但是现在咱们这个将预都没有了
[02950.20-02951.60] 为什么要用组织反呢
[02951.60-02952.84] 所以叫主终不足反
[02952.84-02955.32] 第三一个呢 这大家都反对它嘛
[02955.32-02957.94] 所以在这种情况下各种所说的
[02957.94-02960.80] 这种作本就生到皇上那是了
[02960.80-02962.28] 民间有各种各样的说法
[02962.28-02964.08] 当时玩实说人员不足去
[02964.08-02964.68] 对吧
[02964.68-02967.48] 所以在这里没有什么能够漢奴我变法的决心
[02967.48-02968.44] 所以在这里面
[02968.44-02970.04] 能够看出来的变法当中
[02970.04-02971.44] 已经没有它在乎的人了
[02971.44-02973.80] 所以在这里面真是有关于玩实变法
[02973.80-02975.32] 它的当时的一个决心
[02975.32-02977.52] 那么玩实变法的具体内容的那些
[02977.52-02978.56] 在这些内容当中
[02978.56-02979.68] 同时没有继续
[02979.68-02983.60] 它的内容所对应的具体的
[02983.60-02984.96] 我们所说的含意
[02984.96-02992.20] 在这里面它给到有居书法 农田水利法 方便军水法 清苗 木义 市义 保假等等说了一大堆
[02992.20-02998.04] 无非就是在经济上和军事上 在经济和军事中需要同们找到这么几个细节
[02998.04-03002.76] 第一个是农田水利法 农田水利的话 水利关盖 大家应该知道
[03002.76-03007.48] 但以前的水利关盖大多是农端 在施加大族首里
[03007.48-03010.72] 所以农田水利法其实就是打破了什么 水利农端
[03010.72-03016.12] 打破了水裂弄断
[03016.12-03020.12] 这个是我们所说的农天水裂法
[03020.12-03023.12] 第二个呢 后面给到方天据水法
[03023.12-03025.72] 这个看一下就行了 就是按照土地的
[03025.72-03027.12] 它的一个通常屏击情况来
[03027.12-03029.12] 而清描法是什么呢 清描法
[03029.12-03031.12] 就是在清晃不接的什么简单理解
[03031.12-03033.32] 就是可以给他们进行相的贷款
[03033.32-03036.32] 就在清描清晃不接的时候
[03036.32-03039.12] 然后这种情况之下你要去进行農盟
[03039.12-03041.12] 但是你没有钱怎么办
[03041.12-03043.72] 你可以这个时候可以带款
[03043.72-03046.04] 这个带款到时候加手一定的利息
[03046.04-03047.24] 加手百分之二十里息
[03047.24-03050.84] 大家觉得说你像政府带款加手百分之二十里息
[03050.84-03052.04] 感觉好像很贵
[03052.04-03055.00] 但是你这是像政府收百分之二十
[03055.00-03057.04] 因为当时可能地主收的更高
[03057.04-03058.84] 可能收到百分之两百
[03058.84-03060.08] 这种情况就会更贵
[03060.08-03062.28] 其实百分之二十相当于还好
[03062.28-03065.28] 所以在这里这叫轻描反大家注意一下
[03065.28-03068.46] 那还有就是我们所说的示意法
[03068.46-03073.08] 示意法就是我们所说的在市场上东西太多的时候政府去收购
[03073.08-03077.16] 在市场上这个东西缺的时候政府在把他卖出来 造示意法
[03077.16-03079.32] 下面也有一个叫做宝甲法
[03079.32-03082.12] 这个宝甲其实就是民兵 这是民兵
[03082.12-03086.80] 这个民兵主要是充实了我们所说的进军的缺个
[03087.80-03090.36] 团把这个写在旁边 宝甲法
[03090.36-03093.32] 这个宝甲法其实就是民兵组织 民兵组织
[03093.32-03097.52] 它其实是从某种程度上秘谱了竞军的确实的名字
[03097.52-03099.98] 因为我们经常会在选丢当时说的保家法
[03099.98-03102.28] 它是对哪一个起到了作用
[03102.28-03103.98] 其实是对竞军发展巧作用
[03103.98-03106.72] 竞军就是中央正规军大家注意一下
[03106.72-03109.32] 这几个细节同时没掉注意
[03109.32-03112.12] 这是我们所说的完时变化
[03112.12-03113.12] 完时变化
[03113.12-03115.96] 这个就是我们所说的整个北松的
[03115.96-03117.12] 它的具体情况
[03117.12-03118.52] 大家注意一下
[03118.52-03120.32] 何完时变化相对应的
[03120.32-03121.12] 还有另外一个点
[03121.12-03122.52] 就是经常我们容易搞混
[03122.52-03126.32] 这也是我们需要同学们去实际的第四个点就叫做清理新政
[03126.32-03131.52] 清理新政呢 第一个 清理新政是在玩时变化之前是泛中严主持的
[03131.52-03138.24] 第二个 清理新政呢 他执行我们所说的新政会变化的目的主要是什么原因呢 大助一下
[03138.24-03141.96] 主要的原因呢 在语言 立制是上 就关立出现了一问题
[03141.96-03146.56] 所以你看 清理新政他说了成清 立制 富国 墙边 立行 法制
[03146.56-03149.00] 主要都是在我们所说的 立制上
[03149.00-03151.76] 所以在这里面这两个点是很容易搞混的
[03151.76-03153.40] 所以同學的版本去分開
[03153.40-03155.08] 所以整個玩意識變法身上
[03155.08-03158.40] 有共識四個細節消同文去掌握
[03159.00-03161.28] 好,這次我們所說的北送
[03161.28-03162.76] 那麼看一道題目
[03162.76-03166.10] 北送時期玩意識在送神宗的支持之下
[03166.10-03167.00] 實行變法
[03167.00-03169.24] 說玩意識變法表述正確的事
[03169.24-03169.80] A選項
[03169.80-03171.76] 說水立法沒有涉及
[03171.76-03173.28] 好像龍段水立的問題
[03173.28-03174.04] 當然涉及了
[03174.04-03175.12] 咱們剛剛說了
[03175.12-03175.60] 對吧
[03175.60-03176.72] 第二個說寶家法
[03176.72-03177.36] 也下保證了
[03177.36-03179.08] 雇用金缺個的補充
[03179.08-03179.80] 不是雇用金缺
[03179.80-03180.84] 而是中央
[03180.84-03183.56] 近军却都不充所以避选项错了
[03183.56-03186.32] 所以像说完神任委王朝
[03186.32-03188.24] 骗弱的根本原谅在立职
[03188.24-03190.24] 谁的改革是针对立职问题
[03190.24-03192.76] 是吗 秦立新政是针对立职问题
[03192.76-03194.72] 所以随选项错了 第四个
[03194.72-03196.84] 说被送国家
[03196.84-03198.76] 评论的政节不在于开支过度
[03198.76-03200.04] 而在于生上过手
[03200.04-03202.20] 说法是正确的 对吧
[03202.20-03203.16] 所以在这里面
[03203.16-03204.56] 就是因为生产过手
[03204.56-03207.56] 所以开支过度倒是三种出现
[03207.56-03209.60] 所以照题选择 死定
[03209.60-03213.80] 那这个就是我们所说的北宋 北宋
[03213.80-03217.00] 那北宋灭完了之后 接下来我们需要再往下看
[03217.00-03220.36] 北宋灭完了之后 其实就是什么 就是南宋建立
[03220.36-03226.16] 南宋的建立 首先第一个大家知道是宋亲中的地底 照顾在哪里称地呢
[03226.16-03228.36] 在这里有一个细节 大家注意一下
[03228.36-03230.60] 它是在应天称地
[03230.60-03232.64] 但是它是在哪并独的呢
[03232.64-03235.60] 它是在铃铃铃铃铃的 这两个点
[03235.60-03238.80] 确实很容易在我们的考试过程当中 搞混小
[03238.80-03240.34] 所以大家一定要注意一下
[03240.34-03241.94] 我们所说的南松的阶励
[03241.94-03243.18] 它的两个地点不一样
[03243.18-03244.64] 一个是在硬天充地
[03244.64-03246.74] 一个是在我们所说的连队
[03246.74-03248.00] 这里面同学需要找过
[03248.00-03250.40] 就是硬天是今天的哪里
[03250.40-03252.50] 连安是现在今天的哪里
[03252.50-03255.00] 那说到这个南松的开过黄地照顾啊
[03256.00-03258.28] 它这个人其实也是怪物意思的啊
[03258.28-03260.80] 当时这个松亏中有30多个儿子
[03260.80-03263.68] 而这个照顾是当时拍行第9
[03263.68-03264.64] 照顾这个人
[03264.64-03266.04] 它爸爸特别不喜欢它
[03266.04-03267.52] 它哥哥也不喜欢它
[03267.52-03270.46] 所以当时经过说咱们不是说前面说
[03270.46-03271.46] 我可以不打你
[03271.46-03272.84] 但是你要把亲王什么的
[03272.84-03273.96] 都给我送过来做人字
[03273.96-03275.34] 把假象送回做人字嘛
[03275.34-03277.24] 所以当时经过人要人字的时候
[03277.24-03278.60] 其实当时就把谁送去了
[03278.60-03280.60] 就把这个照顾送去当人字了
[03280.60-03282.12] 那经过了一看这个照顾
[03282.12-03283.72] 气雨需要五一高墙
[03283.72-03286.60] 那都是能当能当静军军官的人
[03286.60-03287.72] 就有人一看
[03287.72-03288.84] 根本不好管
[03288.84-03290.04] 所以经过说不要你
[03290.04-03291.24] 所以太红了管不了
[03291.24-03292.16] 过换了人过来
[03292.16-03292.84] 所以这种情况
[03292.84-03294.48] 这家照顾就被放过去了
[03294.48-03295.68] 后来等到第二次
[03295.68-03296.92] 静军难下的时候
[03296.92-03301.12] 也就是咱们前面讲到我们所说的那个静抗支持
[03301.12-03302.84] 他的第二次静运男下的时候
[03302.84-03306.20] 第二次静运男下的时候照顾主动群也要去静运和
[03306.20-03309.44] 然后去一和去把他哥和他跌跌的早回来
[03309.44-03311.52] 结果当时他半路就被人拦下了
[03311.52-03312.80] 那拦下了之后呢
[03312.80-03313.96] 你就说你不要去
[03313.96-03316.76] 你呢一定要招兵买马骑兵群王
[03316.76-03319.48] 所以后来呢等到冬精一路线落之后呢
[03319.48-03321.92] 他发现他成为了唯一的幸存的黄子
[03321.92-03323.88] 所以大家就劝到说你还都没有人了
[03323.88-03325.12] 那你当皇上的吧
[03325.12-03327.12] 所以它在这种情况这下就当了黄地
[03327.12-03330.92] 那这个是我们所说的有关于南宋的建立打住一下
[03330.92-03332.48] 那在整个南宋时期啊
[03332.48-03333.04] 其实
[03333.68-03334.60] 不会发现
[03334.60-03337.32] 南宋时期它出现了有名的降灵
[03337.32-03338.48] 其实还是特别多的
[03338.48-03339.84] 南宋的就是
[03339.84-03341.48] 其实非常擅长打仗的
[03341.48-03344.12] 那其中最为有名的就是我们所说的啥呢
[03344.12-03346.12] 就是我们所说的月飞
[03346.12-03347.32] 就是我们所说的月飞
[03347.32-03349.44] 月飞的军队其实被称着为叫做
[03349.44-03350.56] 月加军
[03350.56-03351.88] 叫做月加军
[03351.88-03356.84] 这个月加金和当时的我们所说的刘金、农说了解
[03356.84-03358.68] 和当时的我们所说的经过大钱
[03358.68-03359.84] 也其实是不输的
[03359.84-03362.84] 以前我们会发现被松在和我们所说
[03362.84-03364.80] 这些其他国家做战的时候
[03364.80-03366.24] 总打败原在什么的
[03366.24-03369.44] 因为在于当时的送炒只有不兵
[03369.44-03372.48] 而当时的刘和金都是奇兵
[03372.48-03374.68] 你想奇兵是什么概念的
[03374.68-03377.04] 奇兵的概念就是人高马大
[03377.04-03377.40] 对吧
[03377.40-03379.48] 而且人和马都批重刑假
[03379.48-03381.60] 那几乎包裹的武装到压势
[03381.60-03383.00] 其實就露了兩個眼睛
[03383.00-03384.04] 那那個馬也是
[03384.20-03386.92] 那個馬就露著色提子和一個尾吧
[03386.92-03388.56] 而且當時說什麼呢
[03388.56-03390.36] 說當時其冰作戰
[03390.36-03392.60] 有一個叫做三千鐵幅土的中甲
[03392.60-03394.52] 其實三千鐵幅土中甲
[03394.52-03395.60] 其實什麼概念的就是
