[00000.00-00003.00] 在之前把整个朝代根理讲完了之后呢
[02373.50-02376.46] 大家注意一下这里面的这个流球的流,稍微注意一下
[02376.46-02380.74] 除了这个同学的意思,这位还有一个就是刚才我们所说的宣证院
[02380.74-02385.74] 宣证院主管的是西藏15,对吧
[02385.74-02389.54] 而和他对比的是清朝的两个关键少数民族的事务
[02389.54-02391.54] 要把它们处分开
[02391.54-02395.94] 所以建议同时在学这样一部分知知点的时候有一个清晰的框架
[02395.94-02399.34] 你回头再去看的时候就知道从哪里开始看了
[02399.34-02403.34] 它比从头到尾的去看我们的这个版成版的讲异
[02403.34-02405.74] 在后期复体的时候效率会大大提升
[02405.74-02408.54] 那这是送源时期的政治制度
[02408.54-02409.94] 咱们就说到这
[02409.94-02413.28] 那算了送圆的政治度
[02413.28-02416.98] 那咱们就来看一下送圆的经济社会
[02416.98-02417.88] 送圆的坚持社会
[02417.88-02419.30] 可以用四个字来形容
[02419.30-02420.36] 反而容多彩
[02420.36-02421.66] 尤其是送炒的时候
[02421.66-02423.38] 经济相当之反省了
[02423.38-02425.16] 大家应该有印象的话应该还记得
[02425.16-02426.44] 清明上核土
[02426.44-02426.76] 对吧
[02426.76-02427.60] 清明上核土里
[02427.60-02429.40] 冬精病量的反正景象
[02429.40-02432.14] 现在还是都是通过
[02432.14-02434.30] 化作来应入我们的眼脸
[02434.30-02436.64] 所以整个送炒时期就一个字
[02436.64-02437.38] 有钱
[02437.38-02437.80] 对吧
[02437.80-02438.90] 那我们就来看一下
[02438.90-02440.70] 他所谓的经济社会
[02440.70-02442.74] 那宋原的经济社会首先第一个点
[02442.74-02443.94] 就是我们要明确
[02443.94-02446.78] 在宋原时期整个经济重新
[02446.78-02450.74] 其实已经完成了难以来看一下宋原的句话
[02450.74-02453.94] 所以北宋时期南方经济继续持一发展
[02453.94-02456.70] 南宋时期经济重新转移到东南地区
[02456.70-02461.02] 南方最发达了江济地区长期成为全国的经济重新
[02461.02-02464.26] 也是到了我们所说的南宋时期经济开始
[02464.26-02466.82] 在江济地区持续发展
[02466.82-02468.22] 你说被加在南宋时期
[02468.22-02470.38] 因为南松城千度五十千斗了
[02470.38-02473.34] 林安马,你都成都在那要政策给政策
[02473.34-02476.14] 在加上江政地区本身非常的复繞
[02476.14-02478.86] 那在这里面,经济发展比较快
[02478.86-02483.78] 所以在这里,是在整个送朝时期有经济重新的转移
[02483.78-02485.98] 这个点同一门稍微有个印象就可以了
[02485.98-02487.70] 在这不做重点去掌握
[02488.42-02490.54] 那我们要前面也说了
[02490.54-02491.90] 经济社会的发展
[02491.90-02494.54] 其实在当时主要体现在我们所说的
[02494.54-02497.58] 努力手工也和商业三个层面
[02497.58-02499.94] 我们就来主意来看一下这三个层面
[02499.94-02501.22] 它的具体表现
[02501.22-02503.10] 首先第一个我们来看一下
[02503.10-02504.78] 就是我们的努力
[02504.78-02507.86] 努力在这里面其实有两个点需要同一面去机
[02507.86-02511.10] 第一个就是在整个送朝时期注意一下
[02511.10-02511.90] 这句话
[02511.90-02515.26] 太胡流域的苏州湖州成为做的天下梁藏
[02515.26-02518.18] 有一句话叫做苏胡书天下族
[02518.18-02522.38] 苏胡书天下族其实就指的是苏州和湖州
[02522.38-02525.66] 从一两趟,他们两个主要是有足够的两是
[02525.66-02529.94] 这个苏州和虎州太古留意这些地区,就足以讲活天下人
[02529.94-02532.26] 所以在这里,第一个点,同时要知道
[02532.26-02535.90] 在农业发展过程当中主要强调苏州和虎州
[02535.90-02539.82] 而苏虎属天下属形容是哪里,知道是太古留意
[02539.82-02541.94] 经常会把这一换,给你换
[02541.94-02545.74] 说苏虎属天下属强调的是长江留意
[02545.74-02548.58] 或者强调是谎和留意,建立发展
[02548.58-02550.22] 这里面都是不准确的
[02550.22-02552.02] 他尤其说谎和那不错了
[02552.02-02553.58] 真的是一点的不花标了
[02553.58-02555.06] 所以在这里大家注意一下
[02555.06-02556.02] 这是第一个
[02556.82-02557.82] 我们所说的
[02557.82-02560.06] 有关于两世农业发展
[02560.06-02562.46] 第二个就是它给到就画交做
[02562.46-02563.50] 从越南引进了
[02563.50-02565.14] 优良品种的战程道
[02565.14-02567.34] 这个战程道战程就是越南
[02567.34-02569.14] 就是把越南的水道引进来了
[02569.14-02570.26] 在这里面
[02570.26-02572.14] 战程道的引进就是到两世
[02572.14-02572.98] 大大提升了
[02572.98-02573.74] 所以第二个点
[02573.74-02574.94] 同时大概有印象
[02574.94-02576.78] 知道战程道是在什么时期
[02576.78-02579.98] 你知道战程道是在送朝时期就可以了
[02579.98-02581.46] 是在送朝时期就行了
[02581.46-02583.46] 这第二点需要同时实际的
[02583.46-02585.62] 第三个在农业发展过程中
[02585.62-02586.86] 还有一个经济作物
[02586.86-02589.18] 就是我们所说的棉花
[02589.18-02591.38] 棉花在送朝的时候
[02591.38-02595.10] 由两广福建推广到了长江流域
[02595.10-02596.58] 但这里面考察的
[02596.58-02599.66] 其实不单单是送朝时轻棉花的推广问题
[02599.66-02601.30] 而是整个国家
[02601.30-02605.10] 重向历史古代史当中棉花的推广于众指
[02605.10-02606.74] 我们就来看一下在这里
[02606.74-02609.10] 它所说的棉花的众指推广
[02609.10-02610.98] 首先第一个棉花的传入
[02610.98-02612.72] 大家知道是在啥時期
[02612.72-02614.52] 在書上給它做一個標準
[02614.52-02616.52] 這裡大家做一個考點的補充
[02616.52-02620.52] 棉花的傳入是在南北朝時期的時候
[02620.52-02621.88] 但是最開始傳入的時候
[02621.88-02624.56] 只是在傳入的邊洋地區來中
[02624.56-02626.40] 而沒有傳到我們所說的內路
[02626.40-02628.80] 而棉花開始傳入內地的時候
[02628.80-02631.14] 是在啥時候是在送討時期
[02631.14-02634.20] 你看有兩廣福建推廣到長江留域
[02634.20-02636.68] 就開始傳入到了我們所說的內地
[02636.68-02643.16] 而在全国范围内推广是在民初在全国范围内推广是在民初
[02643.16-02646.04] 在这里会考察一个时间对应
[02648.44-02650.20] 这里会考察一个时间对应
[02650.20-02652.76] 大家大概有印象最终于传入的时候
[02652.76-02654.28] 只在冰箱里去
[02654.28-02655.88] 然后到了我们所说送朝的时候
[02655.88-02657.40] 传到内地常有留月
[02657.40-02661.16] 然后在到了民初的时候在全国范围内推广
[02661.16-02662.36] 在全国范围内推广
[02662.36-02666.04] 所以这是有关于棉花的它的种植源推广问题
[02666.04-02668.78] 這是第一個在我們所說的濃烈發展上
[02668.78-02671.04] 濃烈的同學們只需要把這三個點
[02671.04-02673.72] 大概有一個印象能夠對用住就行
[02673.72-02676.78] 這裡面不需要掌握住其他太重要的細節
[02676.78-02678.38] 這是我們所說的第一個
[02678.38-02680.74] 在經濟方面的濃烈發展
[02680.74-02684.24] 第二個就是我們所說的首工業
[02684.24-02685.84] 首工業我們要講兩個
[02685.84-02687.16] 一個是致詞業
[02687.16-02688.76] 還有一個就是私之業
[02688.76-02691.12] 重點其實是在致詞業
[02691.12-02693.72] 之前我們再去學習致詞業的時候就覺得
[02693.72-02695.52] 阿伦无非我们讲讲
[02695.52-02696.40] 武大明有
[02696.40-02697.80] 大概知道的那些就行了
[02697.80-02698.52] 但是这一年
[02698.52-02700.04] 世界当日考试过程当中
[02700.04-02701.12] 尤其我记得应该是
[02701.12-02703.20] 山东还是哪里的世界当日考试
[02703.20-02704.48] 竟然考察过
[02704.48-02705.92] 在这些我们所说的
[02705.92-02706.92] 制辞也当中
[02706.92-02708.36] 考得非常的详细
[02708.36-02709.68] 天清色等验语
[02709.68-02710.84] 而我在等你
[02710.84-02711.92] 天清色
[02711.92-02713.88] 他只得是制辞也当中的
[02713.88-02715.44] 哪一个遥烧制的词
[02715.44-02716.20] 那你看
[02716.20-02717.28] 这一出来之后
[02717.28-02718.76] 那就说明这个点
[02718.76-02720.16] 他需要我们再去
[02720.16-02722.00] 详细的西拉克掌握了
[02722.00-02724.24] 那就来看一下他的具体内容
[02724.24-02726.04] 而这个点就是我们刚刚所说的
[02726.04-02728.36] 第一三个大的框架
[02728.36-02730.32] 比如最后一个大的框架的内容
[02730.32-02733.20] 在这个制刺业当中我们来看一下
[02733.20-02734.68] 这个制刺业呢
[02734.68-02735.44] 武大明姚
[02735.44-02736.60] 我们要主意来看一下
[02736.60-02737.12] 第一个呢
[02737.12-02738.64] 就是我们所说的叫做
[02738.64-02739.52] 主姚
[02739.52-02741.56] 主姚那需要同们的掌握这么几个点
[02741.56-02742.16] 第一个
[02742.16-02743.76] 主姚他是武大明姚
[02743.76-02744.96] 只守素姚
[02744.96-02746.64] 主姚为虧之成
[02746.64-02748.56] 这是第一个需要同们的掌握
[02748.56-02750.70] 也是在武漢民遙當中
[02750.70-02753.46] 我們要知道放在第一的是入遙
[02753.46-02754.36] 是武遙
[02754.36-02755.96] 這是第一個點大家要注意一下
[02755.96-02757.66] 那第二個我們要知道入遙
[02757.66-02759.16] 它之所以稱之為入遙
[02759.16-02762.66] 是因為它是在入州市區發現的
[02762.66-02765.66] 所以從它的發現地來命名它
[02765.66-02767.66] 所以被稱之為叫做入遙
[02767.66-02770.86] 所以從我們要知道入遙的遙指是在哪裡
[02770.86-02772.06] 這是第二個點
[02772.06-02773.26] 小同一注意
[02773.26-02775.16] 那第三一個就是我們所說的
[02775.16-02777.26] 入遙它主要是以青絲為主
[02777.26-02779.40] 所以他一般呈現什麼色
[02779.40-02782.00] 呈現的就是天清色
[02782.00-02783.66] 所以在之前考察
[02783.66-02784.70] 是一旦被提到的
[02784.70-02787.26] 天清色等於天清色
[02787.26-02790.26] 那他指的是哪一個遙燒制的此現
[02790.26-02791.90] 那他主要就是指的是
[02792.90-02794.30] 主要燒制的此現
[02794.30-02795.34] 所以主要燒制的此現
[02795.34-02796.58] 讓我們是天清色
[02796.58-02798.90] 讓我們所說的會綠色
[02798.90-02799.82] 所以在這裡
[02799.82-02800.78] 這是第三個點
[02800.78-02802.62] 大家要知道它的顏色
[02802.62-02803.62] 那第四個點
[02803.62-02804.86] 就是要能夠明確
[02804.86-02806.02] 我们所说的物谣
[02806.02-02808.86] 它的一个特点或者叫做特征
[02808.86-02810.30] 它的特点叫什么呢
[02810.30-02811.68] 在这里大距下叫做
[02811.68-02814.58] 鱼皮泄转芝麻花
[02815.74-02820.66] 先旁边叫做鱼皮泄转
[02824.58-02825.58] 芝麻花
[02830.74-02833.02] 叫做鱼皮泄转芝麻花
[02833.02-02835.84] 如果是离皮系统 之吗 方式什么意思呢
[02835.84-02839.16] 在这里 咱知道离皮主要是形容啊
[02839.16-02842.14] 这个仔细它的外面的手感
[02842.14-02845.04] 你过起来有点像我们称个大雪离 大白离
[02845.04-02845.90] 跟那种感觉
[02845.90-02848.12] 摸起来有一点那种离皮的那种感觉
[02848.12-02849.92] 为什么是有这种离皮的感觉呢
[02849.92-02852.22] 主要就是因为这个入谣
[02852.22-02856.22] 它其实比较罕见就罕见在它的外面的内层右
[02856.22-02859.32] 它是也我们所说的马脑北右的
[02859.32-02861.32] 所以馬腦一個顆粒
[02861.32-02864.32] 在我們所說的這個仔細表面
[02864.32-02865.82] 我起來像李皮一樣
[02865.82-02866.82] 這要離皮
[02866.82-02868.22] 第二個叫謝轉
[02868.22-02869.82] 謝轉的主要說它的本路
[02869.82-02871.52] 它的本路和其他的
[02871.52-02872.52] 那幾個遙索
[02872.52-02873.82] 稍後來的本路不一樣
[02873.82-02875.52] 它的本路有點像旁下
[02875.52-02877.32] 爬行過所留下來的很近
[02877.32-02879.32] 這個叫做謝轉
[02879.32-02880.82] 芝麻花指的是什麼
[02880.82-02884.12] 芝麻花就是出上寫的寫道的叫做芝麻正經
[02884.12-02886.02] 芝麻花其實就是在
[02886.02-02887.82] 我們這個仔細稍製的時候
[02887.82-02890.06] 他会收断这儿就是有断力
[02890.06-02891.90] 他在他的底部就会有一个
[02891.90-02893.38] 只满力而一样大小的
[02893.38-02895.74] 那种一个一个的东西
[02895.74-02897.02] 这个就要有子满花
[02897.02-02898.18] 这么说一点他抽象了
[02898.18-02899.10] 咱们来看一下
[02899.10-02900.90] 全第一个就是离皮
[02900.90-02902.46] 离皮在这张图里面
[02902.46-02903.42] 其实看不太清
[02903.42-02905.46] 他需要通过手感去摸
[02905.46-02907.10] 你感觉想摸在那个大理上
[02907.10-02909.46] 他那个一个力而一个力而的感觉
[02909.46-02910.94] 主要是满脑可力
[02910.94-02911.78] 第二个卸转
[02911.78-02914.06] 同时能看到这个胡伤的这些文路
[02914.06-02914.50] 对吧
[02914.50-02917.70] 这个文路就像旁下盘形过后的痕跡
[02917.70-02919.24] 所以叫做卸转
[02919.24-02920.52] 那芝麻花呢
[02921.28-02922.04] 就这个
[02922.56-02924.10] 看得怎么样这个地方
[02924.60-02926.40] 它会是在稍质过程当中
[02926.66-02927.94] 它最后就会稍断
[02927.94-02930.76] 稍断之后就会在这个上个形成一个料理的东西
[02931.26-02932.80] 这个就叫做芝麻花
[02932.80-02933.82] 这芝麻花
[02934.08-02936.14] 所以在这里面大家注意一下它的特点
[02936.38-02938.94] 那它如果说不考那些施辞
[02939.20-02939.98] 也不考那些歌曲
[02940.24-02941.76] 而是单纯的从描述上
[02942.02-02943.04] 你也能够知道
[02943.30-02944.58] 它属于我们所说的
[02944.84-02946.62] 武大明要当中的哪一个
[02946.62-02951.88] 这是我们所说的有关于主摇当中的第四个点
[02951.88-02955.12] 那你说老师这里面还有相似相亏色 它也等等
[02955.12-02957.14] 这个不是去分主摇不重要一句
[02957.14-02959.70] 相亏色 它也不减是母摇有其他的
[02959.70-02962.06] 我们所说的明摇 消质的词器其实也有
[02962.06-02962.82] 这个不用管
[02962.82-02964.74] 你就记住这几个核心科点
[02964.74-02967.06] 这是第四个点 第四个点
[02967.06-02968.70] 那第五个点就是在这里
[02968.70-02972.10] 有很多人对于母摇给了它一个很大的一个
[02972.10-02973.46] 我们所说的平价
[02973.46-02975.46] 稱為四月
[02977.14-02978.36] 四月
[02978.36-02979.64] 非月
[02979.64-02981.36] 而勝月
[02984.36-02985.36] 四月
[02985.36-02986.16] 非月而勝月
[02986.16-02987.06] 說他向月
[02987.06-02987.86] 但又不是月
[02987.86-02989.06] 但是又比日好
[02989.06-02991.16] 這是對他一個非常高的一個評價
[02991.16-02992.96] 我們之前其實給大家說過
[02992.96-02995.16] 中國人特別喜歡預期
[02995.16-02996.96] 中國人特別喜歡預期
[02996.96-02999.46] 比如說像電人裡面經常會有君子
[02999.46-03000.86] 都配預還
[03000.86-03001.58] 与配对吧
[03001.58-03003.38] 所以以前的人特别喜欢预期
[03003.38-03005.34] 因为预期第一个高节
[03005.34-03005.86] 第二个呢
[03005.86-03007.50] 传说他可以闭鞋
[03007.50-03009.18] 但是我之前给大家说过
[03009.18-03010.58] 定非所有的人
[03010.58-03012.94] 他都能够想用到这个预期
[03012.94-03014.10] 所以在这种情况之下
[03014.10-03015.34] 没有办法怎么办
[03015.34-03017.58] 话预维土方程词
[03017.58-03018.42] 所以在这种情况
[03018.42-03020.58] 话预维土收指出来仔细
[03020.58-03022.02] 好的仔细什么呢
[03022.02-03023.34] 好的仔细是
[03023.34-03025.38] 保护指生无情
[03025.38-03027.06] 明无予
[03027.06-03027.86] 在这种情况
[03027.86-03029.34] 就明无境对吧
[03029.34-03030.22] 你看这种情况
[03030.22-03033.06] 保障上指揮声音上的约起一样
[03033.06-03033.58] 对吧
[03033.58-03035.58] 而我们所说的看起来痛恋啊
[03035.58-03036.42] 像镜子一样
[03036.42-03038.86] 那这个是一个非常好的一个仔细的
[03038.86-03040.62] 它的一个平派的标准
[03040.62-03042.86] 所以在这里这是我们所说的有关约
[03042.86-03043.58] 入遥
[03043.58-03045.42] 一共宣伤的五个细节的点
[03045.42-03046.42] 这五个点呢
[03046.42-03048.06] 要么就是出综合性的题目
[03048.06-03049.86] 让探尷尊它的说法对错
[03049.86-03051.98] 要么就是把这五个点变成一个描述
[03051.98-03053.94] 让去判断它到底数约
[03053.94-03056.42] 我们所说的巫大免要当中的哪一个
[03056.42-03058.22] 那在这里大家一定要分青
[03058.22-03060.90] 这是我们所说的入谣的误会点
[03060.90-03063.14] 那入谣的这就是第一个入谣
[03064.14-03065.14] 武大名要之手
[03065.86-03066.58] 那第二个呢
[03066.58-03067.90] 强谣这是官养啊
[03067.90-03068.54] 官养呢
[03068.54-03070.18] 他其实分两个时期
[03070.18-03071.82] 一个是北送官养
[03071.82-03073.38] 一个是南送官养
[03073.38-03074.18] 北送官养呢
[03074.18-03076.62] 是在送亏中的时候就开烧之了
[03076.62-03077.58] 官养是什么呢
[03077.58-03079.38] 官养就是烧的那个东西
[03079.38-03081.34] 那专门是给公平烧之的
[03081.34-03083.22] 那这种就叫做官养
[03083.22-03084.58] 专门给公平烧之的
[03084.58-03085.46] 所以咱们当日说了
[03085.46-03086.46] 说送亏中啊
[03086.46-03089.06] 照级对吧除了当房内不行干啥都行
[03089.06-03090.82] 所以在这里什么建商自化
[03090.82-03093.26] 搞这些仔细建商都很在谎
[03093.26-03096.14] 那这是我们所说的北宋时期的官邀稍质
[03096.14-03098.50] 而南宋时期的官邀是在什么时候呢
[03098.50-03100.90] 大家注意下是在宋高宗照顾
[03100.90-03102.38] 咱们上一刻讲过 对吧
[03102.38-03104.26] 是在宋高宗照顾之后呢
[03104.26-03106.90] 我们又搞了一个新的官邀
[03106.90-03108.50] 因为北宋有命好了嘛
[03108.50-03110.30] 所以在南宋的时候又有了一个新的官邀
[03110.30-03111.38] 你要知道第一个点
[03111.38-03113.90] 知道南宋官邀的官邀
[03113.90-03114.90] 第一只在哪里
[03114.90-03119.90] 是在零零,这是第一个点,小较去掌握的。
[03119.90-03124.90] 第二个点就是,所有的官养,就是公公平的这些辞器,没有特别的滑滴,
[03124.90-03131.90] 所以送来官养的辞器多为送养,就是它很普通,没有美丽的装飞,也没有财色的图会。
[03131.90-03137.90] 我们所说的用的最多的装飞,就是奥突的职冷和权文,
[03137.90-03140.62] 所以這是送的官友
[03140.62-03142.74] 他的一個非常明顯的一個特點
[03143.74-03145.02] 所以大家注意一下
[03145.02-03146.74] 這是我們所說的官友
[03146.74-03149.22] 他說老師後面他有一個資口鐵族
[03149.22-03150.98] 他之後鐵族其實不是官友
[03150.98-03152.10] 他資深的特色
[03152.10-03153.98] 做鐵族官友有
[03153.98-03155.02] 軍友也有
[03155.02-03157.38] 其實他不是他資深所待的一個特色
[03157.38-03158.22] 所以大家注意一下
[03158.22-03159.78] 官友大概長什麼樣子
[03159.78-03160.86] 就是看起來這個樣子
[03160.86-03162.74] 你看他其實在這個
[03162.74-03164.70] 我們所給到的這個圖片裡面
[03164.70-03166.22] 他沒有過多的裝飾
[03166.22-03168.58] 所以在这里面几乎都是素面
[03168.58-03171.40] 那所谓的足球铲 说的是什么的足球
[03172.40-03174.40] 就是它所给到此期亚
[03174.72-03176.90] 就是编缘这个地方 此期亚
[03176.90-03180.86] 你看它其实是层线黑色 黑灰色或紫色
[03180.86-03182.86] 为什么会层线黑灰色的紫色呢
[03182.86-03183.98] 如果是黑灰色的话
[03183.98-03185.46] 其实更加接近的是
[03186.10-03188.30] 我们所说的稍淘
[03188.30-03190.26] 它在上用之前的那个颜色
[03190.26-03190.58] 对吧
[03190.58-03192.58] 所以它的此期亚上
[03192.58-03196.62] 它是右 右 薄 所以它就是呈现了这样的一个颜色
[03196.62-03198.90] 而它的这个铁族指的是啥呢
[03198.90-03201.82] 铁族指的就是它其实下面也没有用用
[03201.82-03203.66] 没有用用用的话呢在这里面
[03203.66-03207.70] 它其实也是更加接近原本的那个拍的那个颜色
[03207.70-03209.98] 所以在这里叫做磁头铁族
[03209.98-03211.58] 但它很明显呈现出来
[03211.58-03215.38] 咱们看这个就没有前面的那个看起来环利 对吧
[03215.38-03217.90] 所以这就是它的特点素面为主
[03217.90-03221.06] 这是第二个叫做官有 这是官有
[03222.58-03225.78] 第三个叫做割咬割咬割咬
[03225.78-03227.06] 一个特点非常明显
[03227.06-03228.46] 就叫做金斯铁鲜
[03228.46-03230.18] 同时把这个去给个记录割咬
[03230.18-03231.34] 割咬这个呢
[03231.34-03233.82] 就目前割咬的这个咬纸
[03233.82-03235.18] 有众说分员
[03235.18-03237.82] 那他竟然众说分员有很多的这样的一种说法
[03237.82-03240.02] 那他其实在我们考试过程当中
[03240.02-03241.90] 这个咬纸就不是一个重点了
[03241.90-03245.62] 重点就在割咬他的一个割点叫做金斯铁鲜
[03245.62-03247.62] 这个割咬他到底是怎么醒
[03247.62-03248.22] 怎么来的
[03248.22-03250.06] 他其实有很多的传说
[03250.06-03252.02] 那其中的一个传说的就是
[03252.58-03254.38] 当时有一个人啊 它形装
[03256.42-03257.18] 形装
[03257.38-03258.46] 它有两个儿子
[03258.46-03260.18] 一个是哥哥一个是弟弟
[03260.18-03263.58] 哥哥和弟弟都搞这个讨计的这个烧质
[03263.58-03265.82] 所以哥哥搞的那个叫哥养
[03265.82-03267.42] 弟弟搞的那个叫弟养
[03267.42-03269.74] 但是由于哥哥烧质的这个特别好
[03269.74-03273.30] 所以就最后流传下来我们所熟悉的就要做哥养
[03273.30-03276.66] 而哥养当中的这个金资铁县到底是从哪来的呢
[03276.66-03280.14] 主要就是说说像一种传说的一个单版
[03280.14-03282.98] 觉得他哥这个辞聚烧太好了
[03282.98-03284.26] 皇帝都非常的喜欢
[03284.26-03286.66] 他就非常的新生愿份
[03286.66-03288.54] 他就把他哥哥烧了这个辞聚
[03288.54-03289.90] 就给他搞了一些破坏
[03289.90-03291.58] 用把原本烧好的辞聚
[03291.58-03292.74] 又拿进去断烧
[03292.74-03295.66] 然后里面就列成了一个那个那样的一个本人
[03295.66-03297.46] 列成了就是烧的
[03297.46-03299.50] 因为他烧着的过程就会找个路嘛
[03299.50-03301.02] 然后找了这个文路上
[03301.02-03303.70] 然后那个他哥哥知道了之后就非常的伤心
[03303.70-03305.38] 说这个打扮的这个东西
[03305.38-03307.38] 那还要就是焦上去
[03307.38-03308.54] 然后就在一边哭
[03308.54-03310.34] 然后一边想办法 然后哭的时候
[03310.34-03311.82] 他就看到那个茶水
[03311.82-03315.10] 他就把那个茶水站到了我们所说的这个文路上
[03315.10-03318.78] 反正这个文路就会呈现出来黑色或者是金色
[03318.78-03323.06] 这样的一个文路 那这个黑色和金色就要做金思体线
[03323.06-03324.78] 咱们来看一下在这里面
[03324.78-03326.74] 其实这里能够很清楚的看到
[03326.74-03328.26] 同样可以看一下这个图
[03328.26-03329.46] 这个地方是个黑色的
[03329.46-03331.30] 这个就叫做铁线
[03331.30-03333.06] 你看这个红色的这个地方
[03333.06-03335.22] 红色的地方是金色的
[03335.22-03336.46] 这个就是金思
[03336.46-03338.26] 所以就有了金思铁线
[03338.26-03342.46] 所以今天体现就是它的外观上面的呈现出来一个特征
[03342.46-03345.94] 这个是我们所说的歌摇最明显的特征
[03345.94-03350.04] 那歌摇它有没有我们刚才所说的资口体族的这样一个特性在呢
[03350.04-03351.06] 其实也是有的
[03351.06-03354.26] 但是我们只记它最明显特征就行了
[03354.26-03356.70] 叫做金斯体现
[03356.70-03359.10] 这个是我们所说的第三个叫做歌摇
[03359.10-03360.22] 这歌摇
[03360.22-03362.10] 第四的叫做军摇
[03362.10-03364.66] 军摇它说有军官摇和军名
[03364.66-03366.82] 只剩下我们主要讲讲军官友
[03366.82-03368.34] 他为什么叫做军友呢
[03368.34-03372.26] 就因为他是李春秋战国时期的军台特别的进
[03372.26-03373.86] 这是在那个地方发现的
[03373.86-03375.50] 所以就叫做军台友
[03375.50-03377.78] 军台要的减成就叫做军友
[03377.78-03383.38] 所以军友在这里来看一下军友的谣指是在河南的宇州市
[03383.38-03385.10] 其实是许昌宇州了
[03386.38-03387.38] 泡东来嘛
[03387.38-03390.02] 所以在这里大家注意下第一个他的谣指
[03390.02-03392.26] 是在河南许昌的宇州
[03392.26-03394.46] 第二个就是军友属于轻辞系列
[03394.46-03395.78] 就是南青北来嘛
[03395.78-03397.70] 所以清泽是一个很大的一个范围
[03397.70-03399.46] 虽然它是清泽
[03399.46-03401.34] 但是它不以清泽为主
[03401.34-03403.22] 所以在这里大家注意一下
[03403.22-03405.82] 军有它的颜色非常地规历
[03405.82-03407.94] 就是它的颜色就是很美
[03407.94-03409.82] 就是美洞智希
[03409.82-03411.18] 就是它什么颜色都有
[03411.18-03412.14] 除了军色之外
[03412.14-03413.62] 还有你看在这里给到的
[03413.62-03415.78] 叫做美威子天然越白
[03415.78-03417.98] 就是这种颜色非常多元
[03417.98-03419.42] 在这里大家注意一下
[03419.42-03421.98] 为什么军有的颜色会这么多元
[03421.98-03423.62] 主要是源自一个现象
[03423.62-03425.82] 这个现象就是叫做有辨
[03426.82-03429.02] 军阳烧汁的时候会发生有辨
[03429.02-03432.22] 主要就是因为它的统治里面还有统治的
[03432.62-03435.22] 相当的我们所说的这些东西的时候
[03435.22-03437.62] 在高温断烧情况之下他都会辨色
[03437.62-03440.22] 所以就会产生五眼六色
[03440.22-03442.62] 所以对军阳有一句话来形容
[03442.62-03444.62] 叫做什么叫做进阳椅色
[03444.62-03445.82] 出阳万彩
[03445.82-03447.42] 把这句话起来的表旁边
[03447.82-03450.62] 叫做进阳椅色
[03451.62-03452.62] 出阳
[03453.62-03455.62] 完成
[03457.62-03459.62] 这个就是我们所说的
[03459.62-03461.62] 有关于整个
[03461.62-03463.62] 我们所给到的军阳
[03463.62-03464.62] 它的颜色
[03464.62-03466.62] 从来看下这个颜色多漂亮
[03466.62-03467.62] 你看就是这样的
[03467.62-03469.62] 我只是解取了其中的一个
[03469.62-03472.62] 当然里面还有那种海航的红色
[03472.62-03473.62] 还有没规刺色
[03473.62-03475.62] 就是它的颜色真的非常好看
[03475.62-03476.62] 而为什么会出现这种情况
[03476.62-03477.62] 就是我说了
[03477.62-03478.62] 它其实在这里面
[03478.62-03480.62] 它是还有一些统治物质的
[03480.62-03482.86] 而这些东西一旦经过高温段烧
[03482.86-03484.10] 它都会发生有变
[03484.10-03486.62] 呈现出来五眼六色的这个颜色
[03486.62-03488.98] 所以这是第二个大家在旁标主一下
[03488.98-03491.14] 这它为什么会有这么丰富的原色
[03491.14-03491.98] 颜色呢
[03491.98-03494.30] 这就因为会发生一个现象叫做有变
[03494.30-03496.26] 而军有的烧纸非常难
[03496.26-03497.42] 这么好看的一个东西
[03497.42-03499.10] 好看的东西得来的五义
[03499.10-03500.42] 所以一个军有的烧纸
[03500.42-03502.70] 一般请问一下经过72的工学
[03502.70-03503.82] 所以有军有
[03503.82-03506.62] 那真的这玩人就相当于黄金万两了
[03506.62-03508.98] 那真的万两都没有办法去固谅它
[03508.98-03511.26] 所以这是我们所说的军养
[03511.26-03512.22] 这是第二个点
[03512.22-03514.10] 那第三个点就是军养
[03514.10-03515.26] 军养派一些特征
[03515.26-03515.90] 什么特征
[03515.90-03518.14] 就军养会产生很多的流闻
[03520.54-03522.30] 这个流闻当中最常见的
[03522.30-03524.78] 比如说在这里叫做初音总闹人
[03524.78-03526.18] 就是它一趟现一趟现象
[03526.18-03527.66] 出音通过一样
[03527.66-03528.98] 叫初音总闹闹
[03528.98-03531.62] 或者也叫我们所说的叫做冰片的
[03533.58-03535.58] 或者又比我们比较常见的
[03535.58-03537.58] 叫它有一种叫做兔斯文
[03537.58-03539.98] 同樣都知道那種植物叫兔斯子 對吧
[03539.98-03543.68] 像這種兔斯文 都是有一些非常漂亮的一些文路的
[03543.68-03546.88] 那它這裡面所謂的秋言走女文
[03546.88-03548.88] 或者人冰片文兔斯文怎麼來的
[03548.88-03551.58] 是我們看這個圖其實也能夠很好的發現
[03551.58-03554.88] 通常能夠看到它其實有一種流動的這種感覺
[03554.88-03557.08] 就好像那個顏色是流躺下來的
[03557.08-03559.08] 對吧 所有我們才把它叫做流文
[03559.08-03561.08] 那為什麼會出現這種情況呢
