[00000.00-00003.76] 好 那我们通过前面的讲点就把
[00003.76-00008.44] 在那明是全力能力 明是行为能力以及它的监户说完了
[00008.44-00011.52] 通过我刚才莫不及其的讲点给大家重复了和几遍
[02296.98-02302.36] 如果在宣告师宗和宣告所的情况之下出现了交叉
[02302.36-02307.22] 对同意在人有历害关系的人去申请宣告所
[02307.22-02312.36] 这些人出现了交叉就是有的宣告师宗
[02313.36-02316.70] 简单写就说有的宣告师宗
[02317.98-02322.64] 然后有的宣告所
[02322.64-02324.64] 你說搞師子打還不出現
[02324.64-02326.64] 有的宣告師宗有的宣告死亡呢
[02326.64-02328.64] 因為他們兩個的狀態不一樣
[02328.64-02330.64] 宣告師宗是保護被師宗人的利益
[02330.64-02333.64] 那他的家人往往會從宣告師宗來考量
[02333.64-02334.64] 對吧
[02334.64-02335.64] 那如果說宣告死亡的話
[02335.64-02338.64] 那這種情況之下可能是他的其他的一些人
[02338.64-02339.64] 不想跟著過了
[02339.64-02340.64] 比如說探服機感情不好
[02340.64-02343.64] 比如說他經常越帶他的孩子父母
[02343.64-02345.64] 那這種情況的大不了他死呢
[02345.64-02346.64] 那這種情況之間就可能會出現
[02346.64-02349.64] 有宣告師宗有宣告橋的情況
[02349.64-02351.64] 那既有宣告師宗又有宣告死亡
[02351.64-02355.64] 那怎么去处理呢 同时注意 叫做符合
[02356.64-02359.64] 宣告所调见的
[02360.64-02365.64] 这符合宣告所调见的 应当宣告所
[02365.64-02369.64] 也就是宣告所调怎么样 优宣 应当宣告所
[02369.64-02373.64] 这个点在考试的时候 经常就会顶过来导致来考
[02373.64-02375.64] 所以大家注意一下 怎么处理
[02375.64-02380.64] 第一个大家知道宣告师东不是毕竟程序第二个宣告
[02380.64-02381.68] 什么就宣告什么
[02381.68-02383.86] 这是针对一个人来说的
[02383.86-02386.56] 那这里面有的宣告室宗有的宣告所怎么办
[02386.56-02387.68] 优先宣告宿
[02387.68-02389.44] 那这阴阪的宣告宿
[02389.44-02391.46] 所以在这里这宣告室宗和宣告宿
[02391.46-02392.94] 之间的关系
[02392.94-02394.32] 同时把它处理清楚
[02394.32-02396.48] 好 那到这儿就把宣告宿宿宿宿宿宿宿
[02396.48-02397.96] 给大家都处理完了
[02397.96-02400.10] 那就把整个自然人的所有的之间
[02400.10-02402.52] 从全力能力到行为能力
[02402.52-02405.36] 到监护到宣告室宗和宿宿宿宿
[02405.36-02406.40] 都给大家讲清楚了
[02406.40-02408.08] 那我们来做题试一下
[02408.08-02410.44] 神帝哥说公民的民事权利能力
[02410.44-02413.80] 民事权利能力是与出生中约死亡
[02413.80-02415.64] 所以在这里开始与出生
[02415.64-02418.32] 但无考试到中重点考察生前死后
[02418.32-02421.28] 生前保护太尔的利益死后是什么
[02421.28-02424.36] 死后是保护我们所说的死者人格利
[02424.36-02426.16] 所以在这个地方大家要注意一下
[02426.16-02428.84] 这是民事权利能力是与出生
[02428.84-02430.60] 第二个我们来看一下
[02430.60-02432.60] 在这里面考太尔利了
[02432.92-02434.20] 考太尔出生了
[02434.20-02436.40] 说运富兆母
[02436.40-02440.20] 11月1日晚上分滅正痛
[02440.20-02442.00] 说3日凌晨
[02442.00-02443.96] 然后分滅出了女儿凌晨
[02443.96-02445.76] 说凌晨我的出生时间
[02446.60-02448.76] 出生正名上记载的时间是10月
[02448.76-02451.48] 出生造谋记载的时间是10月2号
[02451.48-02454.60] 一学正名上记载的时间是10月3号
[02454.60-02459.40] 说孩子出院之后孩子去给她办这个登记
[02459.40-02461.80] 呼口上登记的是10月8号
[02461.80-02468.02] 这个就是考察我们说了11出生 终于死 出生和死亡时间的 节定 对吧
[02468.02-02471.28] 出生的昨天的节定 有证明的一证明为准
[02471.28-02473.40] 没有证明的一起它登记为准
[02473.40-02476.72] 这里面出生证明是每天10月3号
[02476.72-02479.60] 我们的出生时间就是10月3号
[02479.60-02482.80] 所以第二题选择的是C
[02482.80-02484.34] 第三题来看一下
[02484.34-02486.00] 说宣告失踪的法律后果
[02486.00-02488.80] 通常说宣告失踪的法律后果有且周急
[02488.80-02491.88] 有且只有一个叫设立财产代官人
[02491.88-02493.68] 所以在这里第三体宣
[02493.68-02495.44] 所以A选项
[02495.44-02496.44] 这个叫7离
[02496.44-02497.20] 对吧
[02497.20-02498.20] B选项
[02498.20-02500.00] 明是权力综指
[02500.00-02501.00] 明是权力的力综指
[02501.00-02502.16] 这不叫人王了吗
[02502.16-02502.88] 第四个选项
[02502.88-02503.84] 财产别为一产
[02503.84-02505.72] 继承关一开始加破
[02505.72-02506.88] 所以就记住
[02506.88-02507.84] 宣告施动之后
[02507.84-02508.44] 一个法律后果
[02508.44-02509.52] 设立财产代官人
[02509.52-02510.80] 宣告死亡的法律后果
[02510.80-02511.84] 7离子三
[02511.84-02513.12] 加破人王
[02513.12-02514.32] 来看一下第四体
[02514.32-02515.00] 第四体
[02515.00-02515.92] 就考宣告施动了
[02515.92-02516.72] 宣告死亡了
[02516.72-02517.28] 说第1个
[02517.28-02520.28] 下落后明晚3年7月7月9日
[02520.28-02522.08] 宣告假十周
[02522.08-02524.08] 反映室查之后宣告假十周
[02524.08-02526.28] 然后经查假欠丁
[02526.28-02528.88] 我们所说的5万块钱上个规判
[02528.88-02530.48] 首先大家知道
[02530.48-02532.88] 他的7月9日宣告十周的话
[02532.88-02535.08] 你独体的时候就要这种话题的习惯
[02535.08-02536.88] 宣告十周反映后果什么
[02536.88-02540.28] 设立财产来管人
[02541.88-02542.68] 设立财产来管人
[02542.68-02544.28] 好 那这是第一种情况
[02544.28-02547.48] 第2个就是经常的假签丁武关会前
[02547.48-02549.24] 还没管又过了一年
[02549.24-02551.76] 几年刚才三年现在是4年了
[02551.76-02553.04] 说假人物一句
[02553.04-02555.12] 然后他的妻子又像妻妻
[02555.12-02556.84] 又像法院宣告了什么
[02556.84-02557.72] 宣告死亡
[02557.72-02559.32] 宣告死亡的法律后果是什么
[02559.32-02567.16] 是妻离子散加破人王 对吧
[02567.16-02568.16] 这里面
[02568.16-02570.04] 你说老师他宣告死亡
[02570.04-02570.56] 可以啊
[02570.56-02571.72] 这两个程序
[02571.72-02573.76] 没有什么毕竟和不毕竟的关系
[02573.76-02574.60] 咱们刚才说了
[02574.60-02575.04] 对吧
[02575.04-02576.60] 然后说宣告死亡之后
[02576.60-02577.32] 然后几
[02578.20-02580.04] 财产被以机场后遗改价
[02580.04-02581.68] 那这个时候七立族产加快人王了
[02581.68-02582.48] 一年后
[02582.72-02583.36] 假出现了
[02583.36-02584.00] 什么情况
[02584.00-02584.88] 网者威萊
[02585.36-02587.08] 那网者威萊就会涉一道
[02587.08-02588.60] 婚姻关系的问回复
[02588.88-02590.40] 财产机场关系的问题
[02590.40-02590.84] 对吧
[02590.84-02591.92] 然后他回来了之后
[02591.92-02593.32] 他就撤销了死亡宣告
[02593.32-02595.08] 那家这里面可能会发生什么事呢
[02595.08-02597.00] 这关于假对宣告死亡
[02597.00-02599.28] 人就亚哥就没有问宣告失踪的事
[02599.28-02600.44] 关于他的说法
[02600.44-02601.24] 正确的是
[02601.24-02601.84] 来看一下
[02601.84-02604.68] A選上由於下落不明為滿五年
[02604.68-02605.96] 所以不能宣告死亡
[02605.96-02606.76] 重說法對不對
[02607.76-02608.48] 不對吧
[02608.48-02609.52] 下落不明
[02609.52-02612.20] 滿法定期間是不就可以
[02612.20-02613.92] 這個法定期間是什麼
[02613.92-02616.20] 法定期間420
[02616.20-02617.88] 所以A選上說法是錯的
[02617.88-02618.56] 比選項
[02618.56-02620.64] 期間5權向法約性告死亡
[02620.64-02622.80] 7月6月6月6月6月7月7月是什麼
[02622.80-02624.12] 厲害關系人
[02624.12-02626.60] 經歷還關系人申請可以吧
[02626.60-02628.64] 厲害關系人就是我們前面說的
[02628.64-02630.24] 他的上下左右
[02630.24-02632.44] 上两代下两代他的法定
[02632.44-02633.88] 他的代位机场人
[02633.88-02635.88] 甚至包括他的赵尔奇赵
[02635.88-02637.92] 我们所说的什么功价等等
[02637.92-02639.68] 就是类似于这种
[02639.68-02642.56] 赵尔奇赵尔的账罰
[02642.56-02646.08] 他其实也可以切另一方去申请宣告
[02646.08-02648.28] 甚至包括我们所说的其他的一些
[02648.28-02650.04] 那GG的气责有没有权力用
[02650.04-02651.40] 因为他是历害关系的人
[02651.40-02654.84] 所以想反正可以一直全主动宣告
[02654.84-02656.84] 我们要去想法院什么申请
[02656.84-02659.24] 那申请就一直法院是主动还是被动的
[02659.24-02660.28] 也是被動的
[02660.28-02662.12] 你看過哪個法官
[02662.12-02664.12] 或者是哪個我們所說的法庭
[02664.12-02667.48] 他天天被人國會到出天天地頭走
[02667.48-02670.68] 就問人家說你家有施工的人嗎
[02670.68-02672.68] 你家有出去好像也沒回來的人
[02672.68-02673.48] 人家說家裡有
[02673.48-02676.48] 那來法院做個宣告施工或宣告死亡
[02676.48-02677.48] 能不能想
[02677.48-02678.48] 不行,你疯了
[02678.48-02680.00] 對吧,人家不去,你不要管
[02680.00-02681.32] 所以法院一般請問這些
[02681.32-02683.92] 他在一起程序的啟動形象就有更什麼像
[02683.92-02684.60] 被動形
[02684.60-02685.48] 那就有更被動形
[02685.48-02687.92] 所以法院很多都不能主動原也和失誤的
[02687.92-02689.80] 所以随选上说话是错误的
[02689.80-02691.12] 那来看下第四个选项
[02691.12-02694.08] 说假的宣告所谓条件下入后面满
[02694.08-02695.56] 法定期限数四年
[02695.56-02697.44] 对吧金宣告等等
[02697.44-02698.32] 这也是符合的
[02698.32-02699.76] 第四体选择的是
[02700.72-02701.32] 四弟
[02701.32-02702.04] 好
[02703.16-02705.96] 这个就是我们所说的责任的全部内容
[02705.96-02707.16] 那么讲完责任之后
[02707.16-02708.40] 我们再来看一看第二个
[02708.40-02710.36] 就是我们所说的这个法人
[02710.76-02711.64] 法人的话
[02711.64-02714.28] 他说只具有民事权力能力和行为能力
[02714.28-02715.28] 依法独立
[02715.28-02718.36] 小有名是权利承擔迷是一物的組織
[02718.36-02720.40] 所以他就知道法人就是組織
[02720.40-02723.28] 他其實是相對於自然人體出來的這樣的一個概念
[02723.28-02724.76] 我們的法人組織
[02724.76-02726.28] 他可以包括拿救類型的
[02726.28-02727.44] 這個地方搭住一下
[02727.44-02729.36] 他一般情況之下在考試當中
[02729.36-02730.64] 在民法當中
[02730.64-02731.92] 這個法人不多
[02731.92-02734.64] 這個法人其實是在公司法當中考得比較多
[02734.64-02736.72] 既然是在公司法當中考得比較多
[02736.72-02739.92] 我們在民法當中就了解他的基本概念就可以了
[02739.92-02742.68] 在這裡他的法人包括第一個贏利法人
[02742.68-02744.72] 我們常見的合會企業
[02744.72-02747.44] 這是什麼有線公司股份公司
[02747.44-02749.32] 快事事務所律師塑所這種
[02749.32-02750.52] 他屬於經歷法人
[02750.52-02751.84] 也包括非有利法人
[02751.84-02753.76] 非利法人就是我們常見的什麼
[02753.76-02755.72] 各種各樣的公益組織
[02755.72-02757.96] 那這種是以公益為目的非有利法人
[02757.96-02759.88] 當然還有些特別法人
[02759.88-02761.96] 特別法人在這裡面他給到了
[02761.96-02764.08] 包括我們所說的幾官法人
[02764.08-02765.68] 比如說國家幾官
[02765.68-02767.36] 所以把幾官法人發出來
[02767.36-02769.68] 包括農村集體經濟組織法人
[02769.68-02770.68] 村集經濟組織
[02770.68-02772.16] 相證企業等等
[02772.16-02773.72] 集團全身自治組織
[02773.72-02775.50] 比如说像我们所提到的
[02775.50-02776.54] 错误会据会
[02776.54-02778.34] 那他属于特别法人
[02778.34-02781.28] 法人他其实和自然人相对于一个概念
[02781.28-02784.48] 那摄理他的目的就是来化和法人的权利物
[02784.48-02786.52] 关系以及在法律上如何保护他
[02786.52-02788.58] 这个法人在目前的考试当中
[02789.34-02791.38] 如果排除公司有限的则人公司
[02791.38-02792.66] 则古犯有限公司考察的话
[02792.66-02794.46] 他这就是考察一个基本概念
[02795.74-02798.56] 考察一个基本概念
[02798.56-02801.38] 在考察基本概念的时候就说以下属于法人的事
[02801.38-02803.42] 以下属于特别法人的事
[02803.42-02805.78] 这里面能够给他对应上就可以
[02805.78-02807.54] 所以相对于在人来看的话
[02807.54-02810.30] 法人考的相对来说会比较少一点
[02810.30-02812.70] 这时候我们要给大家去讲的
[02812.70-02815.34] 我们所说的明年是权利的主体
[02815.34-02816.66] 明是法律关系当中的
[02816.66-02818.66] 第一个要素就是明是主体
[02818.66-02821.38] 明是主体我们主要讲的自然人和法人
[02821.38-02823.42] 自然人当中我们给大家去讲的
[02823.42-02825.38] 自然人的权利能力
[02825.38-02826.42] 我们就在这里
[02826.42-02828.22] 大的框架剪的回顾一下
[02828.22-02830.42] 自然人和法人
[02830.42-02832.38] 自然人当中说了什么样的人
[02832.38-02834.82] 他能够是在法律一上承担责任的
[02834.82-02837.56] 那不说了首先第一个必须要有权利能力
[02838.06-02840.34] 除了有权利能力还有行为能力
[02840.34-02842.62] 权利能力时于出生中于死亡
[02842.62-02844.16] 考虑生前死后的问题
[02844.16-02846.30] 明是行为能力考虑的是什么
[02846.50-02848.38] 第一个完全明是行为能力人
[02848.38-02849.54] 限制明是行为人
[02849.54-02850.86] 以及无明是行为能力人
[02850.86-02852.38] 他的一个话分
[02852.38-02855.58] 第二个就是在行为能力当中一个法律的抑制
[02855.58-02856.96] 就是年6月6日
[02856.96-02858.94] 所以靠自己劳动收入养活自己的
[02858.94-02861.78] 那在法律上市委完全明是行为能力人
[02861.78-02864.18] 第三个在民事行为能力人这一块都看
[02864.18-02865.50] 他处在什么阶段
[02865.50-02866.86] 他的行为是会有效
[02866.86-02868.34] 只给大家总结了五句话
[02868.34-02869.10] 第一句话
[02869.10-02871.62] 五米是行为能力人的民事法力行为
[02871.62-02872.58] 一律无效
[02872.58-02873.62] 包括对他好的
[02873.62-02874.02] 对吧
[02874.02-02876.90] 现至民事行为能力人的纯货力行为
[02876.90-02879.14] 我给了小A一号啥
[02879.14-02879.70] 四头月
[02879.70-02880.94] 我想到我家那个孽子
[02880.94-02881.34] 对吧
[02881.34-02881.94] 那这种情况
[02881.94-02884.18] 这下我给九岁的小A的这套色月
[02884.18-02886.18] 单方综与行为对于
[02886.82-02888.94] 小A属于纯货力行为有效
[02888.94-02889.86] 第二一个
[02889.86-02891.74] 现至民事行为能力人的
[02891.74-02894.54] 與他年齡之力相適應的行為
[02894.54-02895.82] 有效 對吧
[02895.82-02898.14] 就像這樣自己打個交由阿等的
[02898.14-02898.94] 他都OK了
[02898.94-02900.06] 那第四句話就是
[02900.06-02901.74] 限制民視行為能力人的
[02901.74-02905.98] 實施的與他的之力行為年齡不相適應的
[02905.98-02907.38] 單方面是法律行為
[02907.38-02908.22] 怎麼樣
[02908.22-02910.46] 這種情況之下是無效的
[02910.46-02912.18] 比如說他單方寫個一種
[02912.18-02913.54] 單方描述加聯
[02913.54-02914.06] 對吧
[02914.06-02915.42] 兩萬塊錢的借質
[02915.42-02916.46] 那這個是不行的
[02916.46-02917.58] 那如果是
[02917.58-02919.74] 和他年齡之力不相適應的
[02919.74-02920.70] 雙方民視行為
[02920.70-02922.38] 比如说他换他拿50万
[02922.38-02923.26] 然后去干嘛呢
[02923.26-02924.34] 他拿50万去
[02924.34-02926.86] 我们所说的这个电里没去买了一个戒指
[02926.86-02929.46] 9岁的小A拿50万去电里买了个戒指
[02929.46-02931.62] 那这种情况之下小离在定
[02931.62-02932.06] 对吧
[02932.06-02935.46] 因为这个双方米是法律行为要等待他的家里人去追认
[02935.46-02937.14] 所以这是米是行为的能力
[02937.14-02938.46] 这是第一个大的猫块
[02938.46-02939.06] 第二个呢
[02939.06-02940.54] 咱们就是给大家讲了兼户
[02940.54-02942.26] 兼户的话大家主要去
[02942.54-02943.94] 兼户的6个分类
[02943.94-02945.46] 那前4个关系处理好
[02945.46-02946.10] 你就明白了
[02946.10-02947.38] 那讲了兼户之后
[02947.38-02948.78] 我们又刚才给大家讲了
[02948.78-02951.38] 宣告是桌和宣告死亡
[02951.38-02952.54] 宣告是桌和宣告死亡
[02952.54-02955.02] 考试的时候经常会考察她的对比
[02955.02-02956.34] 那这是在人
[02956.34-02957.54] 那在人讲完了之后
[02957.54-02958.46] 没有讲了法人
[02958.46-02959.90] 法人相当来说比较简单
[02959.90-02961.10] 那这是我们所说的
[02961.10-02963.78] 民事权利的主体
[02963.78-02965.90] 这是民事法律关系当中的主体
