[00000.00-00004.08] 好,我们接下来看第六节就是新西技术
[02153.56-02155.60] 对吧 那在这里面就睡到第二问题
[02155.60-02157.60] 就是光线通信的原理
[02157.60-02160.76] 它说光线通信就是光岛线为传递光线
[02160.76-02162.24] 好是利用了光的什么呢
[02162.24-02163.04] 同坏下
[02163.04-02165.36] 叫利用了光的全反射
[02165.36-02168.20] 全反射咱们在之前讲指揮说的时候
[02169.20-02170.48] 不知道大家还记不记得
[02170.48-02172.12] 在之前讲指揮说的时候
[02172.12-02173.48] 其实有给大家怎么样
[02173.48-02174.28] 讲过
[02174.28-02176.84] 我们来看一下光的全反射是什么
[02176.84-02179.88] 咱们当时说说光从一种戒指
[02179.88-02181.72] 照射到另一种戒指的时候
[02181.72-02183.76] 它是否会发生指揮说
[02183.76-02185.20] 那这种情况之下呢
[02185.20-02186.96] 我们所说的一种戒指
[02186.96-02187.92] 照射到另一种戒指
[02187.92-02188.92] 就会发生指射
[02188.92-02191.12] 而你入社角的角度
[02191.12-02192.32] 它其实就会
[02192.32-02194.12] 我们所说的影响到什么
[02194.12-02197.32] 影响到它的反社角和折穴角的角度
[02197.32-02198.32] 你说老实太抽象了
[02198.32-02199.52] 咱们来看象是这样的
[02199.52-02200.52] 比如说现在你看
[02200.52-02202.72] 我在这里面给大家搞了一副图
[02202.72-02205.92] 这部图就是假设现在这是一属光
[02205.92-02206.32] 对吧
[02206.32-02208.32] 然后这是零界面
[02208.32-02209.52] 这个就是玻璃
[02209.52-02212.12] 玻璃上面是空气下面是玻璃
[02212.12-02213.92] 其实就是两种戒指
[02213.92-02215.52] 这就是发生折穴
[02215.52-02217.92] 折穴的话光线是会发生怎么样
[02217.92-02219.92] 光線是會發生偏折的
[02219.92-02222.72] 但是這些光它一部分打住一下
[02222.72-02226.04] 它一部分是折瀬到水力
[02226.04-02227.92] 就是入了鍋裡或入了水
[02227.92-02231.04] 那另一部分它其實是在街面上被反射走了
[02231.04-02234.88] 所以在整個光打在這個鍋裡面
[02234.88-02236.92] 而是發生了兩個一部分是反射的
[02236.92-02238.40] 一個部分是什麼?折瀬
[02238.40-02243.52] 那你看同時在這個路社角和折瀬的這個鍋上當中
[02243.52-02245.40] 你會發現這個折瀬的角度
[02245.40-02247.00] 它其實會受到什麼的影響
[02247.00-02250.08] 它其实会受到入射角的入射角度影响
[02250.08-02253.36] 比如说我现在在这一条线上打过类数光
[02253.36-02255.28] 它的这个角度可能就是怎么样
[02255.28-02256.44] 可能就是这样的了
[02256.44-02257.12] 对不对
[02257.12-02258.84] 它的折射可能就是这样的了
[02258.84-02260.96] 所以我们会发现这个东西
[02260.96-02262.12] 或者是这个阶纸的
[02262.12-02263.32] 它的这个材质
[02263.32-02265.64] 其实会影响到它的折射角度
[02265.64-02267.60] 你的折射的角度不同
[02267.60-02269.32] 你导致的折射角
[02269.32-02270.92] 它的角度就会不一样
[02270.92-02273.20] 那你不挺地调整折射角度
[02273.20-02274.44] 就会导致什么结果呢
[02274.44-02276.40] 我们来看一下反过来看
[02276.40-02279.72] 那这只刚才不所说的这种折射可能会产生情况对吧
[02279.72-02281.12] 那我现在反过来呢
[02281.12-02283.56] 刚才是从空气当中事务到玻璃
[02283.56-02284.92] 那我现在反过来
[02284.92-02288.04] 如果是从光密阶止走向光出阶止
[02288.04-02290.72] 有些从玻璃到达空气里面
[02290.72-02291.72] 那就说怎么办
[02291.72-02293.80] 这有时候正常从来还是这么舍
[02293.80-02294.76] 这么舍之后呢
[02294.76-02297.24] 然后他这个光就会这么出来对吧
[02297.24-02298.40] 一会发生折射
[02298.40-02299.36] 但是我刚才说了
[02299.36-02301.04] 如果你调整你的什么
[02301.04-02302.76] 你调整你的入射角度
[02302.76-02304.56] 你把你的入射角度调整成这样
[02304.56-02308.56] 这个社出来的角度也会发生变换不停的调整
[02308.56-02310.36] 就可能调整到某一个角度
[02310.36-02313.36] 当你把这个光打向玻璃面的时候
[02313.36-02316.16] 它由于不停的偏折不停的偏折
[02316.16-02318.56] 这个光就回到了玻璃里面
[02318.56-02320.36] 这种情况之下就发生了什么
[02320.36-02322.16] 就发生了全反社
[02322.16-02324.96] 我们所说的光线通线利用的什么
[02324.96-02327.96] 光线通线就是利用的这样的一个原理
[02327.96-02330.96] 就是它从玻璃往外让它出去
[02330.96-02332.36] 那你怎么让它出去呢
[02332.36-02334.16] 就不停的调整入社的角度
[02334.16-02336.16] 調整到一定角度之後就發現
[02336.16-02338.08] 它一直都嚴著這個角度走
[02338.08-02339.84] 那它就永遠出不了這個什麼
[02339.84-02340.64] 光到先為
[02340.64-02343.12] 它就只能在光到先為內部傳播了
[02343.12-02344.36] 這個就叫了什麼
[02344.36-02345.52] 全反射眼裡
[02345.52-02347.96] 如果它不是這種調整了它的角度
[02347.96-02350.16] 讓它的這個折射角回到這個玻璃裡面
[02350.16-02351.08] 受不出去的話
[02351.08-02352.68] 一個信息不多跑掉了
[02352.68-02353.00] 對吧
[02353.00-02354.60] 所以在這裡面大家注意一下
[02355.48-02356.56] 光線同行
[02356.56-02358.12] 它利用的是我們所說的
[02358.12-02359.44] 全反射眼裡
[02359.44-02361.76] 所以這是第二個小達主義的點
[02361.76-02362.88] 光線同行
[02362.88-02363.76] 光線同行
[02363.76-02365.16] 它有什么样的优点呢
[02365.16-02366.58] 朋友们来看一下它的优点
[02366.58-02368.74] 它的优点的第一个就是通信容量大
[02368.74-02371.20] 因为我们都知道光董仙位它很粗嘛
[02371.20-02374.12] 它越粗它能承载的信息就越多
[02374.12-02375.94] 所以叫做通信容量大
[02375.94-02378.40] 第二个叫做传输损耗低
[02378.40-02380.32] 同时把传输损耗低换出来
[02380.32-02381.92] 为什么传输损耗低
[02381.92-02384.80] 因为在这里面的信息都没有跑到别的地方去
[02384.80-02386.08] 都在这里面传播
[02386.08-02387.32] 几乎是没有损耗的
[02387.32-02387.60] 对吧
[02387.60-02389.32] 所以在这里要传输损耗低
[02389.32-02391.12] 第三一个我们标志一下
[02391.12-02392.80] 就要抗干让能力强
[02392.80-02395.52] 因为在这里面是在光鲜内部的
[02395.52-02397.64] 它不会受到外界的环境的感染
[02397.64-02399.36] 什么瓜葛芳打个雷啊
[02399.36-02400.12] 就用情况这些
[02400.12-02402.16] 它不会受到这种外界环境观察
[02402.16-02403.40] 所以抗干的力量
[02403.40-02405.28] 而且在光鲜内部传递
[02405.28-02408.32] 在光鲜内部传递不容易被外人所补出
[02408.32-02408.64] 对吧
[02408.64-02410.16] 那就用情况之下读明
[02410.16-02411.60] 保密性比较好
[02411.60-02413.04] 所以在这里大家注意一下
[02413.04-02414.16] 光鲜通信
[02414.16-02416.88] 一共三个系列需要同们去掌握
[02416.88-02418.52] 光鲜通信一靠什么
[02418.52-02419.28] 一靠光
[02419.28-02421.00] 第二个如何实验通信
[02421.00-02421.92] 光的全反社
[02421.92-02422.64] 第三一个
[02422.64-02424.28] 他相叫一起他同性技术
[02424.28-02426.04] 什么样的优点便宜
[02426.04-02428.08] 这里面就是经济变几的
[02428.08-02428.72] 第损号
[02428.72-02430.12] 第2个就是抗案能力
[02430.12-02432.16] 因为是在光线内部包着你
[02432.16-02434.84] 你就会减少外界环境对你的干扰
[02434.84-02437.12] 第3个就是保民性号
[02437.12-02439.56] 这是我们所说的光线同性
[02439.56-02440.84] 一共三细节点
[02440.84-02441.88] 大家要注意一下
[02442.52-02444.68] 这是通信技术当中的第1个
[02444.68-02447.00] 通信技术当中的第2个是啥呢
[02447.00-02448.32] 就叫做物联网
[02448.32-02450.84] 物联网是现在当下的一个大热点
[02450.84-02452.44] 他其实也是我们所说的
[02452.44-02455.60] 谢有科学技术他发展的一个非常重要的一个标志
[02455.60-02457.64] 我们来看一下什么叫做污连网
[02457.64-02461.08] 污连网的概念他说通过设频10别技术
[02461.08-02462.28] 这个设频10别的
[02462.28-02463.88] 大家其实在这上生活当中都能见到
[02463.88-02465.08] 比如说你的身份证
[02465.08-02468.16] 你的身份证道中其实就还有这种设频10别技术
[02468.16-02470.20] 你说老师他早设频10别
[02470.20-02471.72] 比如说你去高体站
[02471.72-02472.76] 去活着站进站
[02472.76-02474.04] 你刷一下身份证什么就行了
[02474.04-02476.28] 其实就是通过这种设频10别
[02476.28-02477.00] 搞来的
[02477.00-02479.52] 所以你看污连网是通过设频10别技术
[02479.52-02484.16] 红外线感觊,全球定位系统即光耍灭等等这种传感设备
[02484.16-02492.72] 按照约定的协议把物品互联要向联结进行信息交换以实现物品的只能画的10别定位跟宗监控管理的一种网络
[02492.72-02497.12] 这种就要怎么就要做物联所以物联网减而联知是什么呢?
[02497.12-02500.44] 僅然言之通过所说的接收设备
[02500.44-02501.72] 然后去10比
[02501.72-02505.96] 然后把10比出来的信息再给它对用到物品上
[02505.96-02508.84] 然后能够实现对于物品的一个追踪
[02508.84-02510.32] 这个就要做物联吗
[02510.32-02511.84] 你说老师还是有点长
[02511.84-02513.00] 我们在直接一点
[02513.00-02515.00] 所以物联网同时标注一下
[02515.00-02516.08] 快一下第一个点
[02516.08-02519.20] 物联网的本质其实就是物物箱连的
[02519.20-02523.48] 物联网有着实现物品和物品之间的信息交换
[02523.48-02525.20] 在这里面打注意下
[02525.20-02527.28] 我们所说的无联网
[02528.16-02529.56] 他有两层含意
[02529.56-02532.24] 如何实现物品物品之间的新疏宽呢
[02532.24-02533.72] 在这里面他有两层含意
[02533.72-02535.20] 第一个就大家注意一下
[02535.20-02537.28] 我们所说的万物互联
[02537.28-02537.60] 对吧
[02537.60-02540.64] 或者是我们所说的这种原本意义上的这种互联网
[02540.64-02542.64] 他其实是实现了举预内的
[02542.64-02543.56] 细继共享
[02543.56-02544.92] 而整个物联网呢
[02544.92-02546.40] 他小实现细继共享
[02546.40-02547.52] 实现细继的交互
[02547.52-02548.88] 他还要一托的是谁
[02548.88-02549.88] 还要一托的是
[02549.88-02550.96] 互联网
[02550.96-02553.28] 所以在这里面同一标主一下圈意
[02553.28-02555.48] 叫污聯網的核心和基礎
[02555.48-02556.76] 認識護聯網
[02556.76-02558.88] 因為他是在護聯網基礎之上
[02558.88-02561.88] 然後把你的信息會總計算定位
[02561.88-02563.60] 然後核物品相連接的
[02563.60-02566.28] 所以污聯網的核心還是護聯網
[02566.28-02567.40] 就是現在說句實話
[02567.40-02568.88] 沒有護聯網你現在閃幹成
[02568.88-02571.20] 你別說污品和污品之間的信息交換人了
[02571.20-02572.08] 根本不太可能
[02572.08-02572.40] 對吧
[02572.40-02573.68] 所以在這裡這第一個
[02573.68-02574.68] 大家要注意一下
[02574.68-02575.80] 第二個就是
[02575.80-02578.62] 他相對於原本的護聯網這種局勢的這種
[02578.62-02579.52] 信息共享
[02579.52-02581.16] 污聯網他實現的是什麼呢
[02581.16-02585.36] 这是从原本的局网络电脑资源的工县
[02585.36-02586.52] 什么叫做局网呢
[02586.52-02590.24] 这是连了比如说家里连这个外反这个外反你可以连隔壁可以连
[02590.24-02592.84] 你如果新货川普立场的话你隔壁的隔壁可以连
[02592.84-02596.76] 它是把这个局内的我们所说的什么信息资源可以实现
[02596.76-02599.08] 共享那这种叫做互联网
[02599.08-02600.92] 而互联网的范围是擴大了
[02600.92-02603.04] 它是在互联网的就是上实现了
[02603.04-02606.36] 第二点叫物品和物品之间的信息交换
[02606.36-02608.04] 同一旦是实现了
[02608.04-02612.94] 物联网,我们的生活就会发生非常大的种改变
[02612.94-02616.44] 我现在说的同们感受不到,我举个简单的例子,
[02616.44-02622.24] 这是物联网,他发生到最后的程度,他能够智能浓或者是物联网到什么程度呢?
[02622.24-02626.24] 举个简单的例子,什么叫做物联网物香脸?
[02626.24-02630.64] 比如说,如果真的是科技发展到我们所说的这种物品物品,
[02630.64-02633.64] 我实现信一交换这一天的话,就可能会出现这样,
[02633.64-02638.24] 大家不要觉得我举的这个例子是稍微的有一点小隔薰
[02638.24-02641.24] 其实它是比较直观的这种
[02641.24-02643.24] 比如说早上起来的时候我要去测索
[02643.24-02646.24] 对吧 那我就测索的话我就可能要排泄
[02646.24-02648.84] 那这种情况之下 所以的物脸就是
[02648.84-02650.84] 我排泄了之后 我家的马桶
[02650.84-02652.04] 它一定是个智能马桶
[02652.04-02654.24] 我的智能马桶的它一定是脸网的
[02654.24-02657.24] 因为我们说了物脸网的基础一定是互脸了
[02657.24-02659.64] 所以呢 我家这个马桶因为太智能了
[02659.64-02662.44] 我早上排泄了之后 他就会分析我的这个排泄物
[02662.44-02666.80] 分析完我的排行物之后对我的身体的状况会有一个枕段
[02666.80-02671.88] 他会把这个马统他分析出来整段信息上传到互联网的医院
[02671.88-02676.24] 找到特定的医生让医生根据他所提供的指揮来判断
[02676.24-02677.80] 我现在身体状况是否良好
[02677.80-02679.32] 是否缺什么样的东西
[02679.32-02682.60] 是否现在有什么样的眼睛或怎么样的
[02682.60-02684.08] 就会传到我们所说的啥呢?
[02684.08-02686.64] 这个互联网当中的医生的整段里面
[02686.64-02688.28] 医生看完整段之后
[02688.28-02691.20] 就根据他所获得的指标和数据就说
[02691.20-02693.62] 这个人现在可能是常味不太好
[02693.62-02696.32] 或者现在它的皮去比较虚的
[02696.32-02698.24] 对吧我就皮虚皮弱等等
[02698.24-02700.48] 那这个时候医生就会给我下一个
[02700.48-02702.04] 整段治療的方案
[02702.04-02703.72] 这个整段治療的方案
[02703.72-02706.24] 然后再往上就在互联网当中
[02706.24-02707.28] 就流传到了哪呢
[02707.28-02708.88] 就流传到了现象医院
[02708.88-02710.08] 现任员顾开药
[02710.08-02711.24] 于是这个药呢
[02711.24-02712.36] 然后现象医院一看
[02712.36-02714.24] 它是哪一个医生开的整段数
[02714.24-02716.36] 说说要吃什么药重要还是需要
[02716.36-02718.48] 然后这个时候就在这个现象医院
[02718.48-02719.60] 现象医院
[02719.60-02720.76] 把药给我开好了
[02720.76-02722.76] 在現場醫院把藥開好了之後
[02722.76-02723.84] 接下來它會怎麼辦
[02723.84-02725.24] 它會把這個藥
[02725.24-02727.92] 以及這個產品相關有記的稀稀
[02727.92-02731.24] 在網上連接到物流公司
[02731.24-02732.84] 比如說現在它連接到誰呢
[02732.84-02734.68] 它在網上就連接到了舒服
[02734.68-02735.16] 於是呢
[02735.16-02738.36] 舒服就在網上形成了相當好
[02738.36-02740.76] 然後給原本的藥場發行稀
[02740.76-02743.00] 然後把這個藥怎麼樣的通過
[02743.00-02745.08] 舒服的物流送到我家的門口
[02745.08-02745.76] 通門看一下
[02745.76-02747.48] 在這個過程當中我出門了嗎
[02747.48-02748.12] 沒有吧
[02748.12-02748.80] 我跑去醫院
[02748.80-02751.24] 让他给我看中英我的皮是否虚了吗
[02751.24-02751.96] 也没有吧
[02751.96-02753.72] 所有的都是在哪儿形成呢
[02753.72-02755.16] 都是在网上形成的
[02755.16-02756.76] 甚至包括我们所说的
[02756.76-02757.88] 到了万物相联的时候
[02757.88-02759.84] 你冰箱里的食材
[02759.84-02762.00] 根据你冰箱里食材的浮烂程度
[02762.00-02763.64] 根据你最近吃的这个东西
[02763.64-02765.24] 以及你的營料收入情况
[02765.24-02767.76] 你的冰箱会采取你当日
[02767.76-02769.52] 或者是这个星期这个月
[02769.52-02771.00] 你所引实了这个数据
[02771.00-02772.56] 他会根据你的这个
[02772.56-02774.68] 引实是社会入的数据的情况来判判
[02774.68-02775.64] 这个星期没吃啥
[02775.64-02776.64] 你可能缺啥
[02776.64-02778.44] 会把你缺的信息
[02778.44-02780.88] 还是一样的上传到互联网上
[02780.88-02783.04] 登句互联网当中的相关的整段
[02783.04-02784.80] 然后下单到超市
[02784.80-02786.64] 超市的登句结单
[02786.64-02788.92] 然后去给你撇配相的这个物资
[02788.92-02792.80] 然后最终外面小哥把东西送到连家门口
[02792.80-02793.56] 看到同一门
[02793.56-02794.44] 这个就叫什么
[02794.44-02797.28] 这个就叫做物联网物物相联
[02797.28-02800.44] 所有的东西都是物品和物品之间的信息交换
[02800.44-02802.28] 你只需要提供你自己的一个信息
[02802.28-02804.80] 所有的东西在网上都能形成
[02804.80-02806.32] 这是非常强大的一种
[02806.32-02808.32] 我们所说的这种通信居所
[02808.32-02810.96] 之后我们现在所接触到的完全不一样
[02810.96-02813.16] 所以这个就是无物相联
[02813.16-02814.80] 听见是不是非常的神奇
[02815.52-02816.52] 都是这个样子的
[02816.52-02817.48] 甚至包括以后
[02817.48-02818.68] 你能只能都只能啥
[02818.68-02819.80] 比如说你擦破点皮
[02819.80-02820.52] 擦点皮
[02820.52-02821.64] 这个时候拿了个串
[02821.64-02822.52] 直接提了一下
[02822.52-02822.96] 提了一下
[02822.96-02825.12] 把这个东西认进一下的拉一头脸
[02825.12-02825.90] 拉一头
[02825.90-02826.64] 物品
[02826.64-02827.60] 只能拉一头
[02827.60-02828.48] 人工正在拉一头
[02828.48-02830.44] 根据你的这个串的铁
[02830.44-02831.96] 你的伤口的情况
[02831.96-02833.96] 来判个个习近感染的破伤风
[02833.96-02835.76] 然后把这个箱的数据传到
[02835.76-02837.08] 互联网的相关的
[02837.08-02838.28] 我们所说的这种治疗
[02838.28-02839.48] 好的区意也好 会怎么样也好
[02839.48-02840.36] 他给你判断
[02840.36-02841.48] 然后再给你说
[02841.48-02843.40] 你这个时候我手擦破了
[02843.40-02844.64] 然后比如说他就这样嘛
[02844.64-02845.68] 说啊手擦破了
[02845.68-02848.04] 那这个时候你的身体需要大分子的
[02848.04-02849.24] 这些东西来補一補
[02849.24-02850.44] 然后他就根据我的那个
[02850.44-02851.64] 创个天日情况说
[02851.64-02852.84] 哎呀 拿什么補呢
[02852.84-02854.48] 然后想得想吃什么補什么
[02854.48-02857.04] 在超市的给我下单主题
[02857.04-02857.96] 然后呢
[02857.96-02860.52] 把主题忽好了之后送到我家门口
[02860.52-02862.20] 然后我这个过程
[02862.20-02864.04] 是不是物相连的有过程
[02864.04-02865.40] 这个就是传出的无连网
[02865.40-02866.28] 非常神奇
[02866.28-02867.72] 有同学就说了说了些
[02867.72-02868.80] 那这个过程当中
[02868.80-02870.28] 那钱谁负呢
[02870.28-02871.12] 钱还是我负
[02871.12-02871.52] 对吧
[02871.52-02872.08] 你这个钱
[02872.08-02872.84] 我的不用说
[02872.84-02873.92] 我自己拿手机去了
[02873.92-02875.16] 他就直接给我画走了
[02875.16-02876.16] 他这种情况之下
[02876.16-02877.04] 通门
[02877.04-02878.48] 为什么说物乡连
[02878.48-02879.40] 他的核心的基础
[02879.40-02880.24] 一定是互联网
[02880.24-02882.96] 因为所有东西都是在线上完成的
[02882.96-02885.64] 他必须是具备强大的线上的
[02885.64-02887.04] 这个网络连通能力
[02887.04-02887.60] 一节
[02887.60-02890.20] 我们所说的这种信息数据的流通能力
[02890.20-02891.08] 所以在这里面
[02891.08-02892.36] 我们要知道这通信
[02892.36-02893.76] 所以互联网的实现
[02893.76-02894.96] 他要一拖互联网
[02894.96-02895.56] 而互联网
[02895.56-02898.44] 高速发展已经融在信息的基础是什么
[02898.44-02900.68] 是在于一种通信技术的发展
[02900.68-02903.56] 所以他们之间都是相关联的
[02903.56-02905.40] 所以给大家举了这么多的历史呢
[02905.40-02908.28] 希望同学们能够对于这个物联网
[02908.28-02910.16] 有一个巨小化的一个概念啊
[02911.04-02912.12] 在不久的将来啊
[02912.12-02914.56] 它真的就会在我们的生活当中实现
[02914.56-02916.52] 就原本可观点当中那东西
[02916.52-02918.56] 可能都会变成现实啊
[02918.56-02920.36] 那这是我们所说的物联网
[02920.36-02922.48] 如果老师那你在这8日半天
[02922.48-02924.76] 然后这个物联网在现在的生活当中
[02924.76-02928.04] 这说我们现在运动到污连网还是比较低端的
[02928.04-02929.88] 就还没有像刚才所说的
[02929.88-02931.68] 一旦无记普及了
[02931.68-02933.48] 一旦6级研发了等等
[02933.48-02934.76] 它就可能会发言的那样
[02934.76-02937.04] 现在咱们也有直播过相对来说
[02937.04-02938.40] 没有那么高达上
[02938.40-02939.68] 但是也在我们身边
[02939.68-02940.52] 同时标准一下
[02940.52-02942.16] 污连网在现阶段的应用
[02942.16-02943.20] 其实有两个
[02943.20-02944.72] 一个是调醒吧
[02946.96-02948.56] 还有一个是二维满
[02951.64-02953.68] 这两个其实在现有阶段
[02953.68-02955.48] 我们对于物联网的游泳
[02955.48-02956.36] 比如说调刑码
[02956.36-02957.36] 去超市买东西
[02957.36-02959.00] 你超市买东西之后
[02959.00-02959.96] 然后在这个过程到中
[02959.96-02961.16] 买完了一圈出来
[02961.16-02962.80] 然后你就拿到收音台
[02962.80-02963.80] 拿收音台干嘛呢
[02963.80-02964.52] 台给你解脏
[02964.52-02965.36] 它怎么印机上呢
[02965.36-02966.88] 它拿那个嫂马强利寿
[02966.88-02967.60] 一嫂低
[02967.60-02968.60] 5块钱进去
[02968.60-02969.04] 一嫂低
[02969.04-02969.40] 7块
[02969.40-02970.00] 一嫂低
[02970.00-02970.84] 8块一嫂低
[02970.84-02971.28] 5块
[02971.28-02972.40] 你看它给你低完了之后
[02972.40-02973.76] 它怎么会的这些些
[02973.76-02975.20] 它是通过标强
[02975.20-02977.32] 是它原本把食品的东西
[02977.32-02978.68] 上传到网络上
[02978.68-02979.68] 然后通过标强
[02979.68-02980.24] 小标之后
[02980.24-02982.04] 或者食品的相关信息
[02982.04-02983.12] 然后就再结算吧
[02983.12-02984.96] 那你看他其实在网上实现了
[02984.96-02987.28] 物品物品之间的信息交换
[02987.28-02988.44] 那这个是条形码
[02988.44-02990.32] 但是问题就是在于条形码
[02990.32-02993.04] 它是有一串的数字和
[02993.04-02994.72] 数字和自母主乘的
[02994.72-02996.08] 好像也就实几位
[02996.08-02997.40] 所以他也不能再多了
[02997.40-02998.96] 所以条形码一般情况下怎么样
[02998.96-03000.00] 他就网网你看
[03000.00-03002.76] 条形码当中他能够给你
[03003.80-03006.36] 融载的信息是非常少的
[03006.36-03007.84] 比如说你一早
[03007.84-03010.36] 他就只能给你在超市内里面显示
[03010.36-03013.98] 什么望望随便比由1.2钱对吧
[03013.98-03015.14] 然后多少课
[03015.14-03016.80] 当然他不能在显示其他的了
[03016.80-03022.18] 你甚至包括买了一个图书上面的话是不是有那个什么满
[03022.18-03023.72] 这是在那个图书最后面
[03023.72-03024.98] 他就是有一个满的
[03024.98-03027.64] 那个满就是什么FBM满
[03027.64-03029.08] 然后你就是一嫂
[03029.08-03030.62] 你嫂之后他就会给你显示
[03030.62-03032.34] 这个书的作者是谁
[03032.34-03034.08] 这个书定家多少
[03034.08-03036.08] 然后这个说叫什么名字
[03036.08-03037.92] 然后大概多少亿人地基本
[03037.92-03039.44] 他只能给女融在这些信息
[03039.44-03042.04] 他能说你少了那个图书的那个
[03042.04-03044.06] 我们所说的FBN的那个马智
[03044.06-03046.00] 他就给你把整数的那融都给你了
[03046.00-03046.84] 不可能的
[03046.84-03049.64] 所以调行马他的一个缺点
[03049.64-03051.68] 就在于他的信息融量非常小
[03051.68-03053.20] 那相对于调行马来说呢
[03053.20-03055.44] 就现在我们日常说的共场用的是什么呢
[03055.44-03056.28] 是二倍马
[03056.28-03057.44] 二倍马达住一下
[03057.44-03058.80] 相对于调行马来说
[03058.80-03059.96] 他的融量就怎么样
[03059.96-03062.00] 他的信息融量就会非常的大
[03062.00-03063.92] 比如说我现在就做了一个二倍马
[03063.92-03066.92] 我把我所有的有关于公考的事业单位
[03066.92-03068.32] 三支衣服的所有的知识点
[03068.32-03071.52] 我都变成了PDIF促存在了云空间里
[03071.52-03073.76] 存在云空间之后我就定了二位马出来
[03073.76-03074.52] 大家来找吧
[03074.52-03076.12] 小云二位马来自行过去
[03076.12-03077.92] 一早二位马之后能过去的是吗
[03077.92-03079.92] 就是我所有的学习资料
[03079.92-03081.52] 在这里面大家就能看到
[03081.52-03082.44] 这个就是什么
[03082.44-03084.72] 他的容量相对一条行马来说就是很大
[03084.72-03086.32] 你甚至上团到云空间
[03086.32-03087.92] 你早二位马去点的时候
[03087.92-03089.32] 能看到全书的那种
[03089.32-03091.12] 吃飙了头号的看得很清楚
[03091.12-03093.94] 那这里面就叫做二维马 荣亮非常大
[03093.94-03096.10] 这是调乡马所不能比你了
[03096.10-03097.50] 第二个就是二维马
[03097.50-03099.30] 它还有一个小的细节
[03099.30-03101.14] 也是我们经常会说到的这个考虑
[03101.14-03103.00] 大家有没有关锁到你的二维马
[03103.00-03106.22] 你的二维马它是有三个黑色的方块了
[03107.42-03108.48] 你又打开你的二维马
[03108.48-03109.86] 就看一下它任何一样的一样
[03109.86-03111.64] 都是有三个黑色的小点
[03111.64-03113.60] 这如果说这三个黑色的点
[03113.60-03114.76] 去了任何一个
[03114.76-03116.48] 你都没有办法 嫂上
[03116.48-03119.04] 无论说你是家人的微信也好
[03119.04-03121.24] 还说你少公众号以后
[03121.24-03122.24] 还说你去付款以后
[03122.24-03123.92] 只要是这几个码少热意
[03123.92-03125.16] 少了热意一个
[03125.16-03127.08] 二为码当中是三个点
[03128.08-03129.12] 我也不太会话
[03129.12-03130.64] 这本就是大概就这个样子吗
[03130.64-03132.76] 很经常就会有这么几个点吗
[03132.76-03133.16] 对吧
[03133.16-03135.16] 但是它是几个点的位置不固定
[03135.16-03136.16] 可能是这样的
[03136.16-03137.84] 有可能是这样的
[03138.96-03140.16] 就是我不太会话
[03140.16-03141.56] 就大概大家理解一下就行了
[03141.56-03143.96] 这几个点可能是位置不一样
[03144.96-03146.60] 就是这几个点位置是什么样的
[03146.60-03147.40] 都可能
[03147.40-03149.64] 当然大家知道这三个点的目的是在什么呢
[03149.64-03152.16] 大家注意在旁边写上这个点也是一个考点
[03152.16-03155.32] 是二位马它需要三个定位点
[03158.68-03160.48] 这三个点就是用来定位的
[03160.48-03162.64] 所以这三个点里面少了任何一个
[03162.64-03164.04] 你少啥也都少不少
[03164.04-03165.48] 所以在这里面大家注意一下
[03165.48-03169.12] 这是有关于物联网它的几个相应的内容
[03169.12-03170.28] 大家一定要明确
[03170.28-03170.76] 好
[03170.76-03173.68] 这就是我们所说的有关于物联网
[03173.68-03174.72] 有关于物联网
[03174.72-03176.60] 通行剧处当中的第二个
[03176.60-03178.60] 那我们今天来往下看咱们刚才说了
[03178.60-03179.60] 我们说不连往
[03179.60-03181.60] 他的核心和基础认识互联网
[03181.60-03182.60] 他需要忽联网
[03182.60-03185.60] 能够相当大的传输速度
[03185.60-03187.60] 相当大的计算能力相当大的运行能力
[03187.60-03188.60] 所以互联网
[03188.60-03190.60] 他发展的基础就在于什么呢
[03190.60-03191.60] 就在于移动通信技术
[03191.60-03192.60] 所以我们就来看一下
[03192.60-03194.60] 在通信技术当中的第三个
[03194.60-03196.60] 就是募技技术
[03196.60-03197.60] 以及第一个考点
[03197.60-03198.60] 同一标准一下
[03198.60-03200.60] 叫募技叫地务代移动通信技术
[03200.60-03202.60] 我们从原本的一代
[03202.60-03205.60] 叫一集二集三集四集到募技杖
[03205.60-03207.24] 一集我没有经历过
[03207.24-03209.64] 但是二集三集四集我都经历过
[03209.64-03211.60] 以前的时候是二集
[03211.60-03212.84] 最开始的时候是二集
[03212.84-03214.04] 对吧很慢
[03214.04-03214.72] 非常非常慢
[03214.72-03215.60] 大应该还记得
[03215.60-03218.92] 像一前一种手机都长得特别大
[03218.92-03220.68] 后来到了三集的时候
[03220.68-03222.16] 就有那种彩屏手机
[03222.16-03222.92] 最开始的时候
[03222.92-03223.52] 大家听不懂
[03223.52-03224.80] 有手机喜欢波导
[03226.80-03228.36] 大概长了这个样子
[03228.36-03229.92] 这个地方带一个小的
[03229.92-03231.52] 然后这只屏幕
[03231.52-03233.24] 然后下面是按键
[03233.24-03236.24] 该有的案件,一个都不少,对吧?
[03236.24-03238.24] 它是在左边的右边,好像是这样的。
[03238.24-03243.24] 我忘了,是在左边,右边,但不重要,就大概是长成这个样子,是最开始的波刀手机。
