[00000.00-00004.08] 我們接著來往下看來看一下怎樣建設收主義問題
[02318.34-02319.50] 就是黨的基本路線
[02319.50-02321.18] 黨的基本路線當中
[02321.18-02323.26] 一個中心已經進行線設備中心
[02323.26-02325.78] 本至上還是要解放發展生產力
[02325.78-02327.62] 如何推動經濟發展
[02327.62-02328.94] 要進行改革開放
[02328.94-02332.06] 於是我們講了對內改革性質
[02332.06-02333.38] 中國的第24個命
[02333.38-02335.18] 他的標準三個有利於
[02335.18-02337.50] 他的開始安徽風小感紛
[02337.50-02340.22] 對於開放從點到線到面
[02340.22-02343.54] 到今天形成了更大範圍更宽領域的格局
[02343.54-02345.10] 但是無論是上出哪一個
[02345.10-02347.90] 他都必須有一個市場經濟理論作業支撐
[02347.90-02352.38] 於是到平同志作業市場經濟理論的電機人在這裡面提到了
[02352.38-02356.46] 說計劃和市場不是社會制度的標誌
[02356.46-02359.54] 對吧不能說社會主義社會就只有經化經濟
[02359.54-02360.18] 不是這樣的
[02360.18-02361.98] 那他不是標誌
[02361.98-02362.74] 他是什麼
[02362.74-02364.42] 是經濟手段
[02364.42-02366.34] 本身不具有制度的數性
[02366.34-02368.90] 僅僅只是一個條件的工具和手段而已
[02368.90-02372.38] 这个就是我们要给大家讲的到评理论
[02372.38-02375.46] 到这我们就把到评理论给大家说完了
[02375.46-02377.90] 讲了到评理论之后咱们做几个题外
[02377.90-02380.54] 说一切从实际出发理论年时记
[02380.54-02382.66] 节奥发展真理事到什么路线
[02382.66-02383.62] 思想路线
[02383.62-02385.18] 所以第一体宣则死地
[02385.18-02389.30] 第二体关于社会主义初期阶段表述正确的事多选机
[02389.30-02392.86] 社会主义初期阶段是在11-3中全会上提出来的
[02392.86-02393.70] 不对吧
[02393.70-02396.42] 是在什么13大的时候提出来的吧
[02396.42-02400.02] 并选项说13大产收了初一阶段正确
[02400.02-02403.06] 13大提出并产收了收主一初一阶段
[02403.06-02404.02] 并选项正确
[02404.02-02406.30] 所以像收主一初一阶段
[02406.30-02408.98] 不是任何国家都要经历的正确
[02408.98-02410.06] 我过所得又的
[02410.06-02412.42] 收主一初一段是从进入收主一到
[02412.42-02414.58] 基本上现在化的过程也正确
[02414.58-02414.98] 对吧
[02414.98-02416.38] 所以只要停应该选的是
[02417.66-02418.62] 必须地
[02418.62-02419.10] 好
[02419.10-02421.06] 这个就是我们所提到的
[02421.06-02423.62] 有关于动小平理论的内容
[02423.62-02425.18] 那么讲完到平理论内容
[02425.18-02426.46] 我们在第1个部分无说了
[02426.46-02428.00] 他包括动三科
[02428.00-02429.44] 我们讲完了到篇理论
[02429.44-02430.56] 我们回头来看
[02430.56-02431.66] 三个代表一节
[02431.66-02432.62] 科学发展官
[02432.62-02433.98] 这两个地方的内容
[02433.98-02435.92] 极其的简单极其的手
[02435.92-02436.38] 在这儿呢
[02436.38-02437.98] 不给大家展开去讲解了
[02437.98-02440.06] 我们快速的看一下就可以了
[02440.06-02441.28] 首先第一个我们来看一下
[02441.28-02442.78] 三个代表有知道思想
[02442.78-02444.14] 三代表知道思想到中
[02444.14-02445.70] 第1个小达去实际的电
[02445.70-02447.18] 就是三个代表知道思想
[02447.18-02448.54] 它提出来的命题
[02448.54-02450.18] 就是建设什么样的导
[02450.18-02452.38] 怎样建设导的这样的一个中达问题
[02452.38-02453.74] 它考察一个对应
[02453.74-02456.04] 和前面的道平旅路要去分开
[02456.04-02457.94] 这是第一个点大家要明确的
[02457.94-02459.62] 那他为什么在这个时候
[02459.62-02461.68] 他面临的是相当的党间的问题
[02461.68-02464.44] 和当时的国际局是有很大的关系
[02464.44-02468.08] 大家都知道当时的国际局是都具变苏联结体
[02468.08-02470.64] 是和最大的社会主义国家都垮台了
[02470.64-02474.06] 其他的和苏联相结合的或者是和苏联
[02474.06-02477.34] 搞在一个战队的苏联国家也的框框浪的都结体了
[02477.34-02479.04] 中国未来和去和从
[02479.04-02481.90] 中国会不会面临像苏联一样的这种情况
[02481.90-02484.86] 当时在国际上是有很多不一样的声音
[02484.86-02486.70] 当时在国际上的声音当中
[02486.70-02489.38] 就是有一个人说的最欢迎使
[02489.38-02490.66] 那个人后来的中国道歉
[02490.66-02492.62] 他是美国的一个历史学者
[02492.62-02493.78] 他叫做福山
[02493.78-02495.90] 福山当时在他的一本书当中
[02495.90-02496.70] 写到一句话
[02496.70-02498.86] 那本书教人类历史的中节
[02498.86-02500.18] 他说自由民主之
[02500.18-02502.30] 将是人类历史的最终形势
[02502.30-02504.30] 说社会主义社会将会中节在这里
[02504.30-02507.86] 也就是他在那本书当中看不看好中国的社会主义的发展
[02507.86-02508.66] 不看好
[02508.66-02509.98] 所以这是在国际上
[02509.98-02514.42] 我們會發現對於中國未來和去合從能不能堅持受過主義
[02514.42-02516.52] 做對中國共產黨提出了一個什麼
[02516.52-02519.14] 非常嚴峻 非常大的一個考驗
[02519.14-02521.08] 所以在這裡面 我們才說了
[02521.08-02523.78] 說他要解決的問題就是要看
[02523.78-02527.06] 這個也令中國未來方向的領頭養
[02527.06-02528.86] 他到底能不能堅定的住
[02528.86-02530.70] 如何讓他堅定的住
[02530.70-02532.42] 帶給我們繼續走受主義道路
[02532.42-02534.54] 這是三個代表繼續解決的問題
[02534.54-02536.74] 所以叫做建設什麼樣的黨怎樣
[02536.74-02537.82] 介绍党的问题
[02537.82-02538.54] 这是第一个
[02538.54-02540.42] 他回答的基本问题
[02540.42-02541.22] 基本问题
[02542.66-02543.54] 这是第一个
[02543.78-02544.58] 那第二个
[02544.58-02545.90] 我们在这里要明确
[02545.90-02546.98] 就是我们所说的
[02546.98-02548.42] 三个代表的重要思想
[02548.42-02550.42] 他也不是一下子就形成的
[02550.42-02552.98] 他有自己的什么形成过程
[02553.38-02555.30] 他也有自己的形成过程
[02555.30-02557.22] 他的形成过程是啥呢
[02557.22-02558.10] 他们来看一下
[02558.10-02559.86] 和前面考的是一样的
[02559.86-02561.38] 在这里面我们要知道
[02561.38-02562.54] 之前第一个
[02562.54-02564.18] 他在02年的时候
[02564.18-02565.90] 提出来一些相当的理论
[02565.90-02570.70] 就做三个代表的重要思想关键在于与时聚劲
[02570.70-02573.30] 核心保持党的先进行本质
[02573.30-02575.14] 我说的本质和谁有关民吗
[02575.14-02575.50] 对吧
[02575.50-02576.66] 我们说的都选为民
[02576.66-02577.78] 所以凌二年
[02577.78-02580.54] 他提出了要灌测三个代表的重要思想
[02580.54-02583.06] 这个点目前可要性很弱
[02583.06-02584.42] 但偶尔的说可能会出现
[02584.42-02585.46] 但多少年不考虑
[02585.46-02586.70] 稍微了解一下就行了
[02586.70-02588.18] 这是在凌二年的时候
[02588.18-02590.10] 而在我们所说的什么
[02590.10-02591.70] 16大的时候
[02591.70-02593.54] 16大的时候把他写入党
[02593.54-02595.26] 然后确定被党搭直到思想
[02595.26-02596.10] 这个了售一
[02596.10-02597.12] 15大的时候
[02597.12-02598.44] 把到平理乐协务党
[02598.44-02600.02] 这样确定被党的时道思想
[02600.02-02601.22] 16大的时候
[02601.22-02603.26] 把3个代表照思想协务党
[02603.26-02604.62] 却被党的直到思想
[02604.62-02606.28] 确定被党的直到思想直到
[02606.28-02608.80] 党而卸入宪法直到谁
[02608.80-02610.06] 全国人民
[02610.06-02611.08] 所以这个点里面
[02611.08-02613.52] 需要大家去记得就是在16大的时候
[02613.52-02614.64] 写入了党张
[02614.64-02616.06] 其他的看一下就行了
[02616.72-02617.70] 这是第二个
[02617.70-02619.72] 需要大家去实际的点
[02619.82-02620.78] 那第三一个
[02620.78-02622.82] 需要大家去实际的点是哪一个呢
[02622.82-02624.46] 就是这里面所提到的
[02624.46-02625.70] 三个代表照思想
[02625.70-02627.30] 他分别代表的是什么
[02627.30-02629.18] 三个代表照思想的内容
[02629.18-02630.42] 咱们来开一条书
[02630.42-02632.62] 三个代表照思想内容在这里提到了
[02632.62-02635.14] 这代表先进生产力的发展要求
[02635.14-02637.06] 代表先进文化的全新方向
[02637.06-02639.30] 代表最广大的名道根本利益
[02639.30-02641.58] 这个点就是它的内涵
[02641.58-02642.62] 就是它的内涵
[02642.62-02645.18] 但是这个内涵现在的机会不太会考了
[02645.18-02648.22] 因为它是机会儿书能想大量都能背下来的
[02648.22-02650.42] 所以这个点了也不做过多的追溯了
[02650.42-02652.14] 大家在这里面掌握三个
[02652.82-02655.34] 细节就可以了,长过两个细节就可以了
[02655.34-02657.02] 第一个就是它的基本问题
[02657.02-02658.98] 第二就是它什么时候写入党招
[02658.98-02660.38] 却留一党的知道思想
[02660.38-02661.78] 所以它内容比较简单
[02661.78-02662.54] 所以在这
[02662.54-02664.98] 我们就给它整在一张PD上就搞定了
[02664.98-02666.50] 这是三个代表重要思想
[02666.50-02669.62] 而其他之后我们就提到了科学发展官
[02669.62-02670.74] 来看一下提吧
[02670.74-02672.14] 它说建设什么样的党长长
[02672.14-02673.82] 建设到那没啥少说的
[02673.82-02674.90] 就是三个代表
[02674.90-02676.10] 整个思想
[02676.10-02680.06] 最后一个点就是我们所提到的科学发展官
[02680.06-02681.90] 科学发展官在这里面
[02681.90-02682.86] 大家要注意
[02682.86-02683.90] 科学发展官
[02683.90-02686.90] 他也是要从这么几个角度去学写
[02686.90-02687.90] 第一个呢
[02687.90-02689.90] 我们要知道科学发展官
[02690.90-02692.46] 先来看一下他的形成过程
[02692.46-02693.78] 因为他的问题在后面
[02693.78-02694.90] 咱们掉来看
[02694.90-02696.46] 先来看一下科学发展官的
[02696.46-02697.90] 他的一个形成过程
[02697.90-02699.70] 这个形成过程
[02699.70-02700.90] 简单看一下就行了
[02700.90-02702.90] 只有几个点消大去实际
[02702.90-02704.10] 这形成过程你看
[02704.10-02705.26] 他是什么时候
[02705.26-02706.54] 开始陆陆续续的
[02706.54-02707.70] 要是体的呢
[02707.70-02710.06] 你看他说到了2014年的时候
[02710.06-02713.70] 说在这人口罪网金作弹会上提到了什么
[02713.70-02716.34] 标志的科学发展官的一个出播形成
[02716.34-02719.66] 所以在这里面他提到了科学发展官出播形成问题
[02719.66-02722.02] 他有出播形成他其实就什么
[02722.02-02723.38] 他其实就提出
[02723.38-02726.46] 所以在这里面我们还要往前再去严深一下
[02726.46-02729.26] 往前去严深也就是在科学发展官的
[02729.26-02733.42] 最开始提出的时候是在16节3中全会的时候
[02733.42-02737.46] 在16节3中全会的时候是第一次提出
[02737.46-02741.36] 这个地方会考察一个会议和内容的对应
[02741.36-02743.36] 是第一次提出科学发人官
[02743.36-02744.86] 然后有了这样一个概念
[02744.86-02747.96] 然后到16节四中全会的时候
[02747.96-02749.36] 也就是我们所说的什么
[02749.36-02751.80] 2014年也说在搜尝这个时间点
[02751.80-02752.56] 2014年
[02752.56-02756.66] 他在这个阶段的时候他就开始去提出了另外一个概念
[02756.66-02758.66] 说我们要建设什么和写社会
[02758.66-02764.66] 所以他提出和写社会是在14节6中全会的时候提出来了
[02764.66-02768.06] 所以在这,我们说了是科学社会的概念
[02768.06-02770.46] 16节三中全会是第一次提出
[02770.46-02773.62] 同时达出也在16节四中全会的时候
[02773.62-02774.98] 除了提出和一些社会之外
[02774.98-02776.82] 还有一个点就是刚才所说的
[02776.82-02779.02] 科学发展官的形成
[02780.66-02785.90] 标志者科学发展官的形成
[02785.90-02787.94] 所以科学发展官形成于哪次会议
[02787.94-02789.94] 大家知道16节四中全会
[02789.94-02793.86] 于是就有了我们所说的一个完整的理论制度框建
[02793.86-02795.86] 但是随着国家不断的发展
[02795.86-02797.86] 我们可以发展观形成体系之后
[02797.86-02799.66] 到了17大的时候
[02799.66-02801.06] 写入了党章
[02801.06-02802.50] 到了18大的时候
[02802.50-02804.02] 距离为党的这种思想
[02804.02-02804.66] 大主要
[02804.66-02806.42] 维有科学发展观这个理论
[02806.42-02808.26] 它是相对来说比较特殊的
[02808.26-02809.86] 其它的理论都是什么
[02809.86-02811.78] 写入党章的同时
[02811.78-02813.22] 距离为党的这种思想
[02813.22-02814.82] 而它的这个是分批的
[02814.82-02815.70] 第一个是
[02815.70-02817.22] 最开始在17大的时候
[02817.22-02818.90] 也就是还在呼应逃同志
[02818.90-02820.98] 所以国家领导人是7-75党章
[02820.98-02822.90] 到了18大的交接之后
[02822.90-02824.94] 才去理为什么 黨的照思想
[02824.94-02826.86] 因为他具有一定的透出性
[02826.86-02828.60] 所以在他的形成过程当中
[02828.60-02831.74] 就需要大家去被送一下他的对应
[02831.74-02835.24] 就是从16届三中全会到四中全会
[02835.24-02839.30] 到17%在到18%把他的内容去给他对应上
[02839.30-02843.66] 17%的写入党张18%却理为党的照思想
[02843.66-02845.74] 这是第一个我们需要大家去掌握的
[02845.74-02847.62] 他的形成过程
[02847.62-02849.62] 第二个需要大家去掌握的就是
[02849.62-02853.14] 这个科学发展观它的一个解决的问题
[02853.14-02855.82] 所以我们来看一下第二个它回答的问题
[02855.82-02857.96] 它的问题其实就是它的名字
[02857.96-02861.22] 科学发展观就是实现什么问题
[02861.22-02862.22] 发展的问题
[02862.22-02864.88] 所以在这里是实现什么样的发展
[02864.88-02866.70] 怎样发展的问题
[02866.70-02869.16] 所以在这里叫做科学发展观
[02869.16-02871.62] 而科学发展观它的具体都主要内容
[02873.78-02875.58] 在这里面看一下就OK了
[02875.58-02877.10] 第一要意识发展
[02877.10-02879.26] 我们在后面会大家统一去总结
[02879.26-02880.22] 每一个领导人
[02880.22-02881.58] 他对于发展不同的概念
[02881.58-02882.42] 这个了解下
[02882.42-02883.70] 核心你看
[02883.70-02884.78] 核心是什么
[02884.78-02885.86] 是一人为本
[02885.86-02886.86] 核心原为本
[02886.86-02887.74] 就是为老百姓
[02887.74-02889.78] 有关于人民立场相当的考点
[02889.78-02891.82] 我们在后面也会给大家做相当总结
[02891.82-02893.66] 基本要求全面邪要可知性
[02893.66-02894.74] 根本方法是什么
[02894.74-02895.86] 通仇 监固
[02895.86-02897.62] 这就是科学发展观的内容
[02897.62-02899.62] 如果目前来看对大家来说
[02899.62-02901.90] 在学习和技术上应对有难度的
[02901.90-02903.54] 其实就是他的形成过程
[02903.54-02904.74] 这个形成过程
[02904.74-02906.82] 一定要细化到每一次会议
[02906.82-02908.70] 他提出来了哪些具体的内容
[02908.70-02910.10] 在这会考一个对应
[02910.10-02911.98] 而有关于它的主要内容
[02911.98-02913.42] 相对来说比较简单
[02913.42-02915.34] 就知道放在最首要的是发展
[02915.34-02916.70] 发展内了水老百姓
[02916.70-02919.34] 所以以人为中心以人为核心
[02919.34-02920.70] 所以这是我们所提到的
[02920.70-02922.34] 有关于科学发展观的点
[02922.34-02923.02] 所以在这里
[02923.02-02925.18] 基本问题实现什么样的发展
[02925.18-02925.74] 怎样发展
[02925.74-02926.62] 这个要被送
[02926.62-02927.10] 第二个
[02927.10-02928.82] 他的形成过程
[02928.82-02929.46] 形成过程
[02929.46-02931.98] 三周四周十七大十八大
[02931.98-02933.38] 跑到分别提出来了什么
[02933.38-02934.62] 最后一个他的内容
[02934.62-02935.62] 看一下就OK了
[02935.62-02939.02] 這是我們所說的有關於科學發展官的全部內容
[02939.02-02944.26] 到這兒我們就把整個第一大部分燈三顆全部給大家講完了
[02944.26-02949.38] 框架體系對於我們去學習整個中特的內容還是非常重要的
[02949.38-02953.70] 所以我希望同學們能夠去把這個框架體系就給它收理清楚
[02953.70-02957.82] 然後回頭的時候你對著框架去收理它的邏輯
[02957.82-02959.26] 去被它的關鍵詞
[02959.26-02962.62] 那就不用我們所說的特别大的這樣一些時間了
[02962.62-02966.58] 好 那这个呢就是我们所说的关于科学发展观的内容
