[00000.00-00003.04] 好 那我们今日来往下看第二节的内容
[00003.04-00005.24] 那第二节都没有给大家讲市场理论
[02297.42-02299.18] 然后石油中石油
[02299.18-02300.86] 对吧 你看中石油中石坏
[02300.86-02303.30] 航空航天 什么春秋航空
[02303.30-02304.62] 什么中航
[02304.62-02305.90] 对吧 山航等等
[02305.90-02307.90] 你看它就是为几家所冷断
[02307.90-02309.94] 只要看到的是几个
[02309.94-02310.94] 或者几家
[02310.94-02314.26] 你这种情况之下你就一定要判断它是滑透弱断
[02314.26-02317.58] 一般是存在在大型能源机器制造业当中
[02317.58-02320.42] 大型能源比如说石油机器制造业
[02320.42-02323.30] 比如说钢铁器车、黄空航天
[02323.30-02326.70] 对吧 甚至包括中国所游的
[02326.70-02329.90] 比如说我们的电商就那几家电商
[02329.90-02331.94] 对吧 比如说我们所说的通讯
[02333.46-02335.38] 电商通讯等等
[02335.38-02338.02] 所以这个是我们所说的滑透弱断
[02338.02-02340.70] 那管候隆断他有自己的精神策略
[02340.70-02343.42] 他的精神手段也是比较多元的
[02343.42-02344.68] 什么非价的精神
[02344.68-02345.46] 他其实也有
[02345.46-02349.58] 咱们也看到了这三家他的服务都已经不一样
[02349.58-02349.90] 对吧
[02349.90-02352.38] 那管候隆断除了非价的精神之外
[02352.38-02355.54] 他其实主要的手段是价格精神
[02355.54-02357.26] 如果老师他价格精神
[02357.26-02358.02] 咱们刚才说了
[02358.02-02359.94] 他们之间没有办法打价格战产
[02359.94-02362.34] 他们的价格精神可不是
[02362.34-02363.70] 吵商之间打价格战产
[02363.70-02366.42] 是和我们和消贺者之间的价格拉具战
[02366.42-02369.64] 但是这个竞争手段相对于前面这两个
[02369.64-02371.02] 其实是没太考察过的
[02371.02-02373.06] 这里闻大家了解一下就可以了
[02373.06-02374.74] 那这是滚头弄断
[02374.74-02377.44] 那滚头弄断在进一步快大就进入到了什么
[02377.44-02378.84] 就进入到了完全弄断
[02378.84-02380.68] 完全弄断的最明显的特点
[02380.68-02381.78] 同一标注意下
[02382.28-02386.62] 就是一个场上或者是一个企业
[02386.62-02387.90] 就是一个好业
[02387.90-02390.42] 就是在这个市场当中只有这一家
[02390.42-02391.78] 只有这一家有这一位
[02391.78-02394.26] 它提供的产品是唯一的
[02394.26-02396.26] 比如只有他能够提供这张产品
[02396.26-02397.26] 别人怎么样
[02397.26-02398.26] 提供不了
[02398.26-02400.26] 他所提供的产品是唯一了
[02400.26-02401.82] 他对于价格控制
[02401.82-02403.26] 其实有很大的控价程度
[02403.26-02404.26] 在这里面
[02404.26-02408.26] 因为大主意把这个很大程度给的标注出来
[02408.26-02409.26] 因为这个产品
[02409.26-02413.26] 比如说现在整个中国的鸡蛋都被我冷断了
[02413.26-02414.26] 我只是举个例子
[02414.26-02416.26] 整个中国的鸡蛋都被我冷断了
[02416.26-02418.26] 这种情况是想你想吃鸡蛋
[02418.26-02419.26] 只能超过卖
[02419.26-02421.26] 而我生产了鸡蛋
[02421.26-02422.26] 它是没有任何的鸡蛋品
[02422.26-02426.76] 所以你看我这一家企业是整个记得行业当中的唯一家
[02426.76-02428.46] 产品是没有任何替代品的
[02428.46-02430.06] 你小吃一旦只能超过奶
[02430.06-02431.56] 那我做一个商人
[02431.56-02433.36] 我现在想要做的是什么
[02433.36-02437.36] 我做一个商人现在我想要做的不是说生产更多的记彈满足大家的需要
[02437.36-02438.66] 那不是我应该做的事
[02438.66-02440.66] 那是社会应该做的事情
[02440.66-02444.26] 我要做就是如何从大家的手里通过满一记彈
[02444.26-02445.76] 我转到更多的钱
[02445.76-02447.46] 那这种情况之下我就可以怎么办
[02447.46-02450.06] 这种情况之下我就可以对记彈定价
[02450.06-02454.38] 但是我对期待定下我如果说100亿百块钱一斤的话
[02454.38-02456.54] 太明显了那一下去把我的一图怎么样
[02456.54-02457.66] 暴露出来了
[02457.66-02461.50] 所以在完全隆断上当中我对价格有很大的控制程度
[02461.50-02463.58] 但是我不能直接给他定价
[02463.58-02465.10] 如果直接给他定价的话
[02465.10-02467.74] 那这个时候一图很快就暴露出来了
[02467.74-02468.82] 很容易受到什么
[02468.82-02469.78] 很容易受到
[02469.78-02471.82] 跟这不能说叫了干扰的
[02471.82-02473.26] 很容易受到管控的
[02473.26-02474.98] 所以我对价格的控制
[02474.98-02475.78] 大家注意一下
[02475.78-02477.46] 从来不是直接定价
[02480.06-02483.54] 从来不是直接进件在这里面会出现一个判刑
[02483.54-02485.94] 什么完全隆弹市场直接定价就错了
[02485.94-02487.42] 它不是直接定价
[02487.42-02489.94] 你说老师如果不是直接定价的话
[02489.94-02492.22] 那你怎么去控制这个期待的价格呢
[02492.22-02494.78] 我一般情况下都是建接定价
[02496.70-02498.22] 玩了高端一点
[02498.22-02499.54] 怎么样建接定价呢
[02499.54-02501.42] 大际下所谓的建接定价
[02501.42-02503.26] 其实是很简单的
[02503.26-02506.34] 就是通过控制共级量
[02507.42-02508.50] 在旁边
[02508.50-02519.98] 通过控制控制控制价格
[02519.98-02522.38] 通过控制价格
[02522.38-02524.30] 这个点口网罢问题
[02524.30-02527.46] 通过控制价格
[02527.46-02529.58] 控制控制控制
[02529.58-02531.02] 价格大注意下
[02531.02-02532.82] 这是在这标注出来
[02532.82-02535.18] 这个点一定要记得它是建计定件
[02535.18-02537.74] 这是我现在我手给一点鸡蛋白
[02537.74-02539.28] 但是因为大家都想吃饭
[02539.28-02540.56] 比如说现在有1000个人
[02540.56-02541.84] 我只生产100个饭
[02541.84-02543.74] 这时候只得是公布用球
[02543.74-02545.68] 公布用球价格会上升
[02545.68-02547.98] 这种情况就是我们所说的
[02547.98-02549.00] 建节空间
[02549.00-02551.04] 而完全了无端一般采用的都是
[02551.04-02552.84] 建节空间的中形式
[02552.84-02554.12] 完全了无论当中
[02554.12-02555.66] 一个企业就是一个好业
[02555.66-02558.72] 他所有的利润都是由这个好业去专的
[02558.72-02561.80] 这个时候你想要进入到这个好业南部南部南死了
[02561.80-02564.10] 南域上天比李白回老家都南
[02564.10-02564.62] 对吧
[02564.62-02565.90] 所以在这里面你看
[02565.90-02566.92] 他其实是怎么样
[02566.92-02568.20] 非常非常困难的
[02568.20-02570.24] 如果外面小进来
[02570.24-02572.04] 即书几乎是不太可能的
[02572.04-02574.08] 就是几乎结果只有一个
[02574.08-02576.08] 要么就是我们所说的被吞病了
[02576.08-02578.20] 要么就是在这个市场当中从后不下去
[02578.20-02579.72] 因为它没有什么市场分了
[02579.72-02581.52] 这些典型的就是当时
[02581.52-02581.88] 呃
[02581.88-02583.32] 凭果最开始的时候
[02583.32-02585.80] 它不是凭果自己的系统是LSE头吗
[02585.80-02587.40] 其实就是一个闭管
[02587.40-02588.76] 这个就是它的一个什么
[02588.76-02589.76] 它的一个冷断
[02589.76-02590.60] 在最开始的时候
[02590.60-02592.00] 还有一家企业出来说
[02592.00-02593.28] 跟凭果靠好
[02593.28-02594.80] 因为它研究的这个系统
[02594.80-02596.48] 相对来说比凭果的系统
[02596.48-02598.28] 有很大的这样的优势结果
[02598.28-02599.80] 没过多少时间消失了
[02599.80-02600.68] 哪去了
[02600.68-02602.44] 被苹果吞命了
[02602.44-02604.04] 所以在这里面我们会发现
[02604.04-02605.12] 完全隆断当中
[02605.12-02607.28] 就是它自己已经是这个行业当中了
[02607.28-02607.88] 罗大了
[02607.88-02610.80] 就是它的势力就涉及到方方面面了
[02610.80-02612.64] 所以如果你想进来的话
[02612.64-02613.88] 那是相当之困难的
[02613.88-02616.04] 所以在这里面大家注意
[02616.04-02617.92] 这是完全隆断
[02617.92-02619.12] 那完全隆断
[02619.12-02619.76] 它一样的
[02619.76-02621.92] 它如果它的这个在这里
[02621.92-02622.84] 它的镜色市场
[02622.84-02623.68] 同时标注一下
[02623.68-02625.92] 完全隆断镜色场就是涉及到
[02625.92-02627.20] 公共事業部門的
[02627.20-02628.74] 所以到公共事業部門的
[02628.74-02630.12] 不能由市場來挑控
[02630.12-02632.56] 如果由市場來挑控的話就可能會出現
[02632.56-02635.14] 老百姓喝不及水用起電的情況
[02635.14-02637.18] 所以公共事業部門只能弄斷
[02637.18-02638.20] 誰來弄斷的
[02638.20-02639.48] 由國家來弄斷
[02639.48-02640.52] 董事業部門去定價
[02640.52-02643.58] 國家弄斷去定價的話往往是利於民生的
[02643.58-02646.66] 所以你看到什麼水
[02646.66-02649.16] 共水、貢獻、住壁
[02649.16-02651.64] 這是和民生相關的這些大領域
[02651.64-02652.54] 大住一下
[02652.54-02655.10] 它就屬於完全弄斷市場
[02655.10-02657.26] 所以在完全弄得是想当中大家知道
[02657.26-02660.22] 它的一个我们所说的接近实场
[02660.22-02663.10] 在完全弄得是想当中它有自己的竞争手段
[02663.10-02666.10] 它的竞争手段最主要的就是价格骑士
[02668.14-02669.94] 最主要的是价格骑士
[02670.22-02672.22] 这个价格骑士大家注意一下
[02672.22-02674.06] 它是一个单独的考点
[02674.30-02677.42] 虽然它是完全弄断最主要的一种竞争手段
[02677.42-02679.42] 当然它其实是一个单独的考点
[02679.66-02680.90] 它往往就会考察
[02681.10-02683.26] 说以下属于价格骑士的事
[02683.26-02686.00] 或者说以下属于哪一种价格其实
[02686.00-02686.74] 它会这么考察
[02686.74-02689.62] 所以它是一个单独的考点单独的考点
[02689.62-02692.62] 比如在这里面我们所提到的这些竞争手段
[02692.90-02695.60] 完全竞争市场和隆断竞市场的竞争手段
[02695.60-02697.80] 它是会结合这两个市场来考察
[02697.80-02701.20] 而隆断完全隆断的它的竞争手段
[02701.20-02704.02] 也就是我们所说价格其实它是一个单独的考点
[02704.02-02705.52] 它自己就可以成体
[02705.52-02707.78] 我们来看一下价格其实到底是什么
[02707.78-02710.18] 同时我们再价格其实旁边先标注一下
[02710.18-02712.70] 价格其实的本质是同路不同价
[02713.26-02718.16] 现在旁边,嫁格骑士的本质是同物不同价
[02718.16-02724.50] 就这一句话,它其实本身就是一个理解性的考虑
[02724.50-02728.64] 叫做同物不同价,现在旁边,本身就是一个理解性的考虑
[02728.64-02737.14] 它考虑到底,当时考的那套体,它说一下ABCD4选当中,哪一个东西,它不属于一个骑士
[02737.14-02742.38] 同们注意一下,嫁格骑士真对的是什么,同一个商品,前提一定是同一个商品
[02742.38-02744.18] 当时给到个选项说的是
[02744.18-02745.70] 说高铁的
[02746.74-02748.52] 说的是高铁的
[02748.52-02749.56] 一等座
[02751.34-02752.62] 和二等座
[02752.62-02753.64] 价格不一样
[02753.64-02755.06] 因为他们的价格不一样
[02755.06-02756.22] 所以他属于价格
[02756.22-02757.22] 其实
[02757.22-02758.50] 同们来看一下
[02758.50-02760.04] 这里面算能价格起事了
[02760.04-02761.32] 因为高铁的一等座
[02761.32-02762.60] 好二等座价格不一样
[02762.60-02763.88] 所以他属于价格起事
[02763.88-02764.90] 众说法对不对
[02765.94-02767.98] 咱们价格起事的前提是什么
[02767.98-02769.26] 同屋不同价
[02769.26-02770.28] 同一个商品
[02770.28-02771.46] 或者是同一个服务
[02771.46-02772.30] 他的价格不同
[02772.30-02773.66] 但是你看这里面
[02773.66-02775.18] 他所给到的这个价格歧视
[02775.18-02777.82] 一等座和二等座是同一商品吗
[02777.82-02782.22] 一等座和二等座根本就不是同一个商品
[02782.22-02785.06] 既然不是同一个商品能叫做同物不同价吗
[02785.06-02786.82] 不是他不是不同不同价
[02786.82-02788.26] 既然是不同不同价
[02788.26-02789.18] 他就不是什么
[02789.18-02791.78] 不是价格歧视本身的本质要求
[02791.78-02793.42] 所以他不属于价格歧视
[02793.42-02794.26] 明白了吧
[02794.26-02795.78] 所以在价格歧视当中同学们
[02795.78-02796.82] 第一个要找物的考虑
[02796.82-02797.82] 一定把握住
[02797.82-02799.66] 是同物不同价
[02799.66-02801.30] 一定是同物不同家
[02801.30-02802.74] 所以在这里面比如说
[02802.74-02804.84] 你出去玩,出去玩,不在定酒店
[02804.84-02806.50] 那你定酒店的话,你会发现
[02806.50-02807.90] 同一个酒店房间
[02807.90-02810.30] 现上的价格和现下的价格不一样
[02810.30-02812.14] 现上和现下价格不一样
[02812.14-02813.42] 是针对同一价房
[02813.42-02816.14] 那这个时候,同物不同家实行了什么?
[02816.14-02817.06] 价格其实
[02817.06-02818.74] 所以我们刚才才反复强调说
[02818.74-02823.70] 价格其实虽然是完全冷断的一个非常重要的一个竞争手段
[02823.70-02825.62] 但是它是一个独立的考虑
[02825.62-02827.18] 它如果成为独立考虑的时候
[02827.18-02829.86] 就不要去把他考虑在完全乱当中
[02829.86-02832.10] 你就把它当作一个单独的支点
[02832.10-02834.30] 来去进行打体就可以了
[02834.30-02836.30] 这是第一个我们理解
[02836.30-02837.54] 加个体制的喊异
[02837.54-02839.66] 知道了什么是加个体制之后呢
[02839.66-02840.94] 第二个我们来看一下
[02840.94-02842.26] 加个体制它的分类
[02842.26-02843.74] 因为它有的时候考试
[02843.74-02844.78] 也会考到说
[02844.78-02846.82] 那它属于几架的体制
[02846.82-02848.82] 加个体制的一共分三极
[02848.82-02850.26] 叫一极加个体制
[02850.26-02851.62] 二极加个体制
[02851.62-02853.42] 一极三极加个体制
[02853.42-02855.30] 什么是一极加个体制
[02855.30-02859.06] 一体价的其实是商品是按照消费者
[02859.06-02861.94] 最高愿意支付的价格来听将
[02861.94-02866.42] 就是最高支付
[02867.70-02868.66] 一元价
[02872.26-02877.10] 叫最高支付的一元价格来给商品进行听将
[02877.10-02879.10] 这个就叫做我们所说的什么
[02879.10-02880.94] 这个就叫我们所说的一体价的起身
[02880.94-02884.42] 说老师什么叫做愿意支付的什么叫最高支付
[02884.42-02891.42] 我们坏就说法,这么说可能有点生死,就愿意支付的最高价格,这样能理解吧,我坏一种写法。
[02894.42-02898.42] 叫做按照消者心理,愿意支付的最高价格来定价。
[02901.42-02911.42] 愿意支付的最高价格来定价,这个就是意解价的,比如说现在全世界只有一个打火器。
[02911.42-02914.82] 如果只有一个大会记的话大家都想来买这个大会记
[02914.82-02916.42] 然后大家来买这个大会记的时候
[02916.42-02917.42] 然后你就来了
[02917.42-02918.42] 来了这很久问我说
[02918.42-02919.82] 这个大会记多少钱
[02919.82-02922.42] 我说你看他只多少钱
[02922.42-02923.42] 你看着给吧
[02923.42-02926.42] 我呢就是只卖有原人
[02926.42-02927.42] 你给个价吗
[02927.42-02929.42] 你这个时候你看着我看着你
[02929.42-02931.42] 然后你说一个意
[02931.42-02932.42] 我说你确定
[02932.42-02933.42] 你说确定
[02933.42-02934.42] 我说成有
[02934.42-02935.42] 那你看在这里面
[02935.42-02937.42] 我就是按照你薰里院一所支付的
[02937.42-02939.42] 最高价格来给商品的家
[02939.42-02941.94] 那这种就叫做一级价格
[02941.94-02943.18] 其实家意价的其实
[02943.18-02944.62] 但一级价格其实很明显
[02944.62-02945.58] 他的事用
[02945.58-02947.22] 其实是犯了也不是特别的广
[02947.22-02948.70] 他一定是使用在这个东西
[02948.70-02950.34] 要么是极其极其却
[02950.34-02951.62] 要么是极其珍贵
[02951.62-02952.62] 他才可以这种
[02952.62-02952.90] 对吧
[02952.90-02954.98] 那相一级价格其实比较长见
[02954.98-02956.50] 不一定完全是贴进
[02956.50-02957.90] 但是有一种差不多的感觉
[02957.90-02959.90] 就是我们所看到的那种拍卖
[02959.90-02961.42] 他其实就啥叫消费者
[02961.42-02963.14] 所谓的支付的最高价格
[02963.14-02964.30] 来给产品听见
[02964.30-02966.54] 那这种就叫做一级价格
[02966.54-02968.22] 其实和他比较近四的
[02968.22-02969.22] 就是拍卖
[02969.22-02974.82] 这是我们所说的
[02974.82-02976.82] 第一个叫做一极家的歧视
[02976.82-02978.62] 二极家的歧视是根据什么呢
[02978.62-02983.22] 同一标主是根据不同的数量来进行商品的定架
[02983.22-02986.82] 是根据不同的数量来进行商品的家
[02986.82-02990.82] 这个最维简单的比如说现在我们经常能够看到
[02990.82-02997.82] 比如说街梯水架 街梯变架
[02997.82-03001.82] 街梯水架 街梯变架 还有我们所说的
[03001.82-03006.32] 现在大家去做出了车 原发的出车是多少公里内多少钱
[03006.32-03008.82] 超过多少公里之后就不收这个钱了
[03008.82-03012.82] 是人大家现在手机里面用的那个NFC功能的那个对吧
[03012.82-03014.32] 我用的是市政一卡通
[03014.32-03016.32] 那你看像那个市政一卡通的话
[03016.32-03017.32] 它其实就是这种
[03017.32-03019.38] 你如果李承述了累积到多少之后
[03019.38-03021.16] 他会给你打不同的折扣
[03021.16-03025.00] 那其实你看他是不是根据你所消费的数量的不同
[03025.00-03027.56] 他给你每一个机段所给到的什么
[03027.56-03028.58] 价格不同
[03028.58-03031.66] 所以在这里是按照不同的数量来进行定价的
[03031.66-03033.20] 那你看同样都是电
[03033.20-03036.00] 那你在一百度以内是多少钱
[03036.00-03038.06] 在一百度以外每一度有这多少钱
[03038.06-03040.10] 是不是都是电 同物不同价呀
[03040.10-03042.66] 但是根据他的什么不同数量不同
[03042.66-03044.72] 那这个就叫做二级价的几十
[03044.72-03046.76] 那还有一个叫做三级价的骑人
[03046.76-03048.08] 三体价期是针对什么
[03048.08-03050.68] 是针对不同的消费对象
[03054.28-03055.78] 当然也有人把这种消费对象
[03055.78-03057.60] 成为了针对不同的市场
[03057.80-03059.32] 都一样我愿意写消费对象
[03059.32-03060.80] 因为它比较轰速
[03061.00-03062.72] 如果针对的消费对象不同
[03062.72-03064.16] 这是面对的这个人不同
[03064.16-03066.64] 它收的价格可能也是不一样
[03066.64-03068.52] 比如说举个简单的例子
[03068.52-03070.60] 我们去公园玩的时候您发现
[03070.60-03072.00] 去公园玩的时候买票
[03072.00-03073.48] 比如说各种各样的票
[03073.60-03074.40] 各种各样的票
[03074.40-03075.48] 同样都是一种票
[03075.48-03077.08] 他有什么儿童票
[03078.44-03079.64] 有老人票
[03079.96-03081.08] 还有成年票
[03081.08-03082.60] 都是公园的这个票
[03082.60-03082.88] 对吧
[03082.88-03083.88] 都是我去
[03083.88-03084.92] 那个原明园
[03084.92-03085.88] 都是我去一会儿
[03085.88-03086.96] 我都买了一张票
[03086.96-03088.20] 但是他的价格就不一样
[03088.20-03089.04] 就说老人票
[03089.04-03091.72] 而童票和我们所说的承认票
[03091.72-03092.36] 所以在这里
[03092.36-03093.92] 你看是同意价票
[03093.92-03094.60] 不同的价格
[03094.60-03095.92] 是不是同意不同价格
[03095.92-03097.68] 真的是不同的人权
[03097.68-03098.92] 不同的小腿对象
[03098.92-03100.36] 那在这里面去叫做什么
[03100.36-03101.48] 三级价格其实
[03101.48-03103.00] 所以价格其实大家注意一下
[03103.00-03104.28] 他在考试的范围当
[03104.28-03105.24] 考试当中
[03105.24-03107.24] 可以擴大烤一可以先做烤
[03107.24-03108.58] 如果擴大烤的話
[03108.58-03110.14] 就是我們剛才所說的
[03110.14-03112.14] 他在這裡面給到的說
[03112.14-03113.54] 你只要能判斷出來
[03113.54-03114.72] 他是同務不同價
[03114.72-03115.84] 他就屬於價格其實
[03115.84-03117.02] 他如果線縮烤
[03117.02-03119.34] 他會問你他屬於幾級價格其實
[03119.34-03121.44] 大家一定要抓住他的觀念此
[03121.44-03123.74] 根據不同的觀念此去來判斷
[03123.74-03125.64] 如果實際上是要個人意願的話
[03125.64-03127.24] 意見如果數量的話
[03127.24-03129.34] 而且如果是針對於消費對象
[03129.34-03131.14] 或者叫做人選的話
[03131.14-03133.04] 這個就叫做三級價格顯示
[03133.04-03135.40] 这个点两星期的理解性的执扯点
[03135.40-03136.24] 一定要注意
[03136.24-03137.88] 它是一个独立的考虑
[03137.88-03141.24] 所以我们就把整个市场给大家讲完了
[03141.24-03143.28] 讲完了之后咱们来简单回顾一下
[03143.28-03144.84] 第一个就是我们所说的
[03144.84-03145.88] 完全经常市场
[03145.88-03147.60] 完全经常最明显的特点
[03147.60-03148.80] 大家注意一下商品
[03148.80-03151.32] 一模一样叫完全统治
[03151.32-03152.76] 第二个就在这里面
[03152.76-03154.28] 因为场上数量比较多
[03154.28-03156.60] 所以每个人它只是价格的什么
[03156.60-03157.76] 接受者
[03157.76-03159.96] 第三个就是进出市场很容易
[03159.96-03160.80] 就意味着
[03160.80-03162.92] 信息是完全流动的
[03162.92-03165.06] 就意味着自然配置效率是最高的
[03165.06-03167.90] 所以这是一种理想的市场状态
[03167.90-03170.92] 那他接近的市场大家知道龙产典市场
[03170.92-03174.06] 他的一个竞争手段只能提高生产效率
[03174.06-03175.42] 这是完全竞争
[03175.42-03178.10] 当完全竞争当中出现龙断之后
[03178.10-03180.24] 出现了第一个就要龙断竞争市场
[03180.24-03183.08] 龙断竞市场一定是竞争要素还是很多
[03183.08-03184.72] 因为场上数量还很多
[03184.72-03188.26] 第二个点在这里要知道它是有差别的同种产品
[03188.26-03190.26] 差异性就是你的龙断性
[03190.26-03192.94] 最常见的行业大家知道零售和服务
[03192.94-03195.58] 他的价格战主要是什么非价格经济
[03195.58-03196.66] 想一想为进去
[03196.66-03198.66] 然后他给我互此一下跪下了
[03198.66-03199.74] 说上帝你好
[03199.74-03200.50] 那这种情况下
[03200.50-03202.34] 我感受到了服务只能是最好的
[03202.34-03202.66] 对吧
[03202.66-03203.74] 所以大家注意
[03203.74-03204.86] 隆断经事上
[03204.86-03207.10] 短期可以价格战长期不行
[03207.10-03207.94] 一定给的破款
[03207.94-03209.46] 所以非价格经济
[03209.46-03210.86] 才是最重要的手段
[03210.86-03212.78] 而如果隆断因素不断困难的话
[03212.78-03214.06] 就进入到了挂头
[03214.06-03215.34] 那挂头隆断当中
[03215.34-03217.50] 第一个需要的去实际的点就是
[03217.50-03218.62] 只有几家
[03218.62-03220.72] 所以他提案当中只要提到只有几个
[03220.72-03221.82] 那他就是挂头
[03221.82-03225.16] 那第二个就是场上之间的一存多非常高
[03225.16-03228.66] 那第三个就是我们如何去看待隆端竞争呢
[03228.66-03231.76] 就是通过一个次就是那时军衡
[03231.76-03233.00] 只要通过博弈对吧
[03233.00-03234.82] 那第四一个点就是大家要知道
[03235.70-03238.04] 在这里面他的尽私市场哪些
[03238.04-03241.00] 那如果隆端因素在进一步困案
[03241.00-03244.38] 那场上整个好市场当中只有一家企业
[03244.38-03245.84] 那就是完全隆端
[03245.84-03248.52] 完全隆端在这里对于价格有很大
[03248.52-03250.82] 但是它是建接孔甲
[03250.82-03252.48] 你要知道是怎么建接
[03252.48-03255.88] 那第三个呢就是我们要知道它的金丝思查
[03255.88-03258.76] 第四一个就是它的金融手段叫架个骑士
[03258.76-03262.32] 那架个骑士里面两层考点大家一定要偏袭出来
[03262.32-03265.42] 那这个呢就是我们所说的这个
[03265.42-03267.98] 思查理论 思查理论
[03267.98-03269.78] 思查理论是一个非常赚的点
[03269.78-03271.30] 咱们在这里的几乎是吧
[03271.30-03274.62] 所以思查理论考到过的点以及它背后隐身的点
[03274.62-03276.16] 都给大家做了一个延伸
[03276.16-03281.24] 一定在这里面去找握这色色市场的时候
[03281.24-03282.56] 你不要是从自灭一直去找
[03282.56-03283.72] 我说完全静症
[03283.72-03285.56] 然后我们就开始扣静症什么意思
[03285.56-03287.68] 你要按照它的特点来
[03287.68-03289.60] 我给大家标注的这些圈
[03289.60-03290.80] 是你一定要记住的
[03290.80-03292.72] 也是它最为核心的一些要素
[03292.72-03294.96] 大家注意理解一下
[03294.96-03296.52] 我们来做一些题目吧
[03296.52-03297.32] 来看一下
[03297.32-03299.72] 你看它说下令哪一个属于完全静症
[03299.72-03301.20] 完全静症市场就是什么
[03301.20-03304.28] 农产品或者是我们海鲜市场等等
[03304.28-03304.60] 对吧
[03304.60-03306.00] 它其实是完全精执
[03306.00-03307.36] 那哪一个是龙产品
[03307.36-03309.20] 和明显是土豆好意
[03309.20-03310.16] 对吧 土豆好意
[03310.16-03311.64] 所以照替选择的是
[03311.64-03312.36] C
[03312.36-03313.60] 那照替选C
[03313.60-03314.60] 第二题
[03314.60-03315.60] 挖头鲁断
[03315.60-03316.60] 挖头鲁断
[03316.60-03317.80] 只有几个头
[03317.80-03320.04] 几个头之间的一层多
[03320.04-03321.04] 非常高
[03321.04-03321.36] 对吧
[03321.36-03322.12] 来看一下
[03322.12-03322.36] 诶询像
[03322.36-03323.36] 常常处量多
[03323.36-03324.64] 那常处量多是
[03324.64-03325.56] 完全精执
[03325.56-03327.04] 或者是龙断精执
[03327.04-03327.40] 对吧
[03327.40-03329.04] 进出相对容易
[03329.04-03330.72] 相对容易的是龙断精执
[03330.72-03332.28] 很容易的是完全精执
[03332.28-03332.64] 对吧
[03332.64-03333.64] AB值得不行
[03333.64-03363.64] 所以就像朝朝一存度很高,比虛的,对吧,第四个选项,短期向完全鲁断长期向完全鲁断长期向完全鲁断长期向完全鲁断长期向完全竞争这个是鲁断竞争是长得特征,鲁断竞争嘛,对吧,所以短期向完全鲁断可以打什么,价格战,长期向完全竞争,这时候就不能打价格战了,叫非价格战,所以叫做鲁断竞争,原住在这,所以他应该是鲁断竞争的特点,所以第二题讯,第三题来看一下,来电,水,
[03363.64-03368.32] 天氣 公共事業 公共事業只能為國家所壟斷
[03368.32-03370.88] 所以他屬於完全壟斷市場
[03370.88-03373.68] 所以第三體選擇 第二個
[03373.68-03376.00] 這個就是我們所給到的
[03376.00-03378.56] 有關於整個微關進行全部的內容
[03378.56-03382.56] 同時我們要回去把微關進行的內容去給他做一個框架的書裡
[03382.56-03385.32] 像這個框架我其實也給大家書裡了
[03385.32-03388.04] 書裡好了 那如果有需要的同學還是一樣的
[03388.04-03391.20] 在評論去當中留下微關進行學這幾個字
[03391.20-03392.94] 可以分享你大家
[03392.94-03393.78] 好了
[03393.78-03395.76] 没关键学到这里就结束了
[03395.76-03397.48] 我们下一个支持点再见吧
[03397.48-03398.08] 拜拜
