[00000.00-00003.24] 同時們好 歡迎來學習經濟學的板塊
[00003.24-00007.24] 我是劫瑞老師 那今天我們要進入到一個新的科目的學習
[00007.24-00009.72] 這個科目就叫做經濟學
[02417.18-02419.34] 上配置谁来做市场来做
[02419.34-02422.22] 那这种配置方式是在家隔新好发出
[02422.22-02422.98] 之后
[02422.98-02425.30] 所以我们称对了一叫做市后条件
[02425.30-02427.18] 市场内容太宽饭了
[02427.18-02429.22] 所以没有办法精准定位
[02429.22-02431.86] 所以我们把它称对了一叫做看不见的时候
[02431.86-02433.58] 看不见的时候出罪谁呢
[02433.58-02435.52] 雅當司密的 國富率
[02435.52-02437.38] 這兩個點 同一料注意
[02437.38-02438.24] 我剛才給大家說了
[02438.24-02441.22] 他們就是一混銷的考點
[02441.22-02442.94] 這個一定要明確
[02442.94-02445.58] 我們在這裡同時又進一步去說明了
[02445.58-02447.28] 說那兩星級的支點在哪呢
[02447.28-02449.12] 兩星級的理解型的支點
[02449.12-02451.50] 就在於市場配置的缺陷
[02451.50-02453.22] 這三個缺陷同樣的注意
[02453.22-02454.94] 第一個 資發性
[02454.94-02457.58] 打提了要點 判斷 不正能進行為
[02457.58-02458.86] 第二個 毛木性
[02458.86-02460.62] 毛木性 產生的原因
[02460.62-02463.70] 信息不對稱 怎麼辦信息公開可以避免
[02463.70-02467.02] 第二個 要知道出現什麼現象是毛木性
[02467.02-02470.10] 毛木性導致的結果之後醒考試的時候怎麼辦
[02470.10-02473.26] 就考一個時間差 就考一個時間差
[02473.26-02475.22] 那這裡面還一流了一個小的點
[02475.22-02478.54] 同時其實通過咱們的講解能夠分析判斷出來
[02478.54-02480.58] 我們說的計劃配置它沒有辦法
[02480.58-02482.62] 引導社會創造更多的財富
[02482.62-02485.86] 也就是它對生產力的促進作用事很低的
[02485.86-02489.02] 但是市場配置可以極大的解放生產力
[02489.02-02491.10] 所以从各国的时间来看
[02491.10-02494.58] 市场配置它其实是最有效的配置形式
[02496.26-02498.94] 是最有效的配置形式
[02502.30-02503.94] 这个就是我们所说的
[02503.94-02506.26] 资源配置的所有的考虑点
[02506.26-02507.10] 大家注意
[02507.10-02508.98] 这是第一点我们提到
[02508.98-02510.38] 资源配置
[02510.38-02511.74] 讲完了资源配置
[02511.74-02514.06] 接近来我们要来再看一下
[02514.06-02515.90] 我们讲完资源配置后面说了
[02515.90-02518.34] 市场配置是最有效的
[02518.34-02519.74] 自然配置方式
[02519.74-02523.26] 所以在市场配置控制之下的经济性性
[02523.26-02525.30] 就叫做市场经济
[02525.30-02526.98] 所以我们再来开一下第二个点
[02526.98-02528.78] 就是市场经济
[02528.78-02529.90] 市场经济当中
[02529.90-02531.26] 我们要讲三个问题
[02531.26-02535.26] 市场机制市场经济的规律以及它的特征
[02535.26-02538.78] 我们先来开一下第一个市场经济
[02538.78-02540.10] 市场经济当中
[02540.10-02542.50] 它说我们强调市场经济市场经济
[02542.50-02543.94] 到底什么是市场经济呢
[02543.94-02545.58] 它这里提到了一个点
[02545.58-02547.66] 市场经济是由市场经济
[02547.66-02549.46] 雖然配置的经济模式
[02549.46-02551.78] 说是商品经济在
[02551.78-02553.94] 一定有历史接的发展的产物
[02553.94-02554.70] 在这里有句话
[02554.70-02556.06] 需要通过画出来
[02556.06-02559.26] 说它是发达的商品经济
[02559.26-02560.70] 这个点通标助一个
[02560.70-02562.58] 一星级的实际性的点
[02562.58-02564.02] 它要么考判论体
[02564.02-02566.42] 要么考察判论的选项
[02567.14-02568.78] 这个里面怎么去理解呢
[02569.06-02569.70] 这个里面
[02569.70-02571.54] 咱们要去分两度概念
[02571.54-02572.46] 大家要注意一下
[02572.46-02573.06] 第一度的概念
[02573.06-02573.62] 还什么呢?
[02573.62-02574.42] 第一度的概念
[02574.42-02576.78] 就叫做自然经济和商品经济
[02577.66-02582.66] 自然經紀和商品經紀是一段對立的概念
[02584.66-02590.66] 第一 第二就是計劃經紀和市場經紀是一段對立的概念
[02591.66-02596.66] 市場經紀和計劃經紀是一段對立的概念
[02596.66-02601.66] 怎麼一點點來看 首先第一段概念叫做自然經紀和商品經紀
[02601.66-02605.66] 自然經紀大家應該聽過 就是我們所提到的中國以前
[02605.66-02607.82] 自己自足的小農经济
[02611.82-02613.30] 自己自足的小農经济
[02613.58-02614.94] 什么要个自己自足呢
[02614.94-02616.98] 这是我所需要的东西
[02616.98-02619.62] 或者是我所需要的生活当中的这些必须品
[02619.62-02621.62] 我不用去上当中去买
[02621.62-02623.62] 我自己就能够造出来
[02623.62-02624.94] 所以自然经济呢
[02624.94-02626.90] 它不是以商品交換为目的
[02626.90-02628.18] 也就是说它生产出来
[02628.18-02630.26] 这东西它不是为了拿市场当中去卖
[02630.26-02632.34] 而是为了满足自身生活需要的
[02632.34-02634.90] 所以中国古代是个就是这种经济模式
[02634.90-02636.90] 大家听过天仙配
[02636.90-02638.90] 你挑水来你更缘
[02638.90-02639.40] 对吧
[02639.40-02640.90] 你七千元都有和七千元
[02640.90-02643.90] 电视剧那个神话故事就是
[02643.90-02645.90] 你看他们两个之间的这种生活就是
[02645.90-02646.90] 一无三分点
[02646.90-02647.90] 然后我在这里更地
[02647.90-02648.90] 你在家里直播
[02648.90-02650.90] 然后咱们就能够满足自己生活的需要了
[02650.90-02651.90] 在这里面
[02651.90-02654.90] 我们所看到的天仙配里面的
[02654.90-02655.90] 这种经济模式
[02655.90-02657.90] 就要自己自足的小龙经济
[02657.90-02658.90] 那这里面
[02658.90-02659.90] 小龙经济的
[02659.90-02661.90] 它的主要的一个形式
[02661.90-02663.90] 就是它不也交换了一目的
[02663.90-02666.86] 就是他生產出來的東西不是為了買賣的
[02666.86-02668.10] 你說老師他沒啥不賣呢
[02668.10-02669.14] 他和錢有蠢嗎
[02669.14-02670.58] 不當然不是和錢有蠢
[02670.58-02672.94] 就是因為他生產的效率不是很高
[02672.94-02674.46] 他生產出來那些東西
[02674.46-02677.78] 剛剛好可能夠自己生活所需要
[02677.78-02680.26] 但是隨著社會生產力的發展
[02680.26-02683.46] 你會發現他自己自如生產出來的這些東西
[02683.46-02684.50] 他用不了
[02684.50-02687.38] 他用不了之後他就拿到市場當中去交換
[02687.38-02688.90] 當生產效率越來越高
[02688.90-02690.70] 交換的屏色就會越來越高
[02690.70-02692.70] 那這種情況之下就產生了什麼
[02692.70-02693.78] 商品經濟
[02693.78-02697.88] 所以商品经济商场东西的目的就是也交换为目的
[02697.88-02702.38] 也就说在商品经济之下我就不用什么东西都自己商产了
[02702.38-02705.48] 我只需要商产我自己赛场的就行了
[02705.48-02706.48] 那我没有的怎么办
[02706.48-02708.68] 没有的我就拿钱去买就OK了
[02708.68-02711.18] 那这个就是我们所说的商品经济
[02711.18-02714.18] 咱们在之前正经学当中其实也大家讲过 对吧
[02714.18-02716.58] 商品经济它是一买卖为目的
[02716.58-02719.18] 但是这个买卖可能会遇到一些问题
[02719.18-02722.48] 就最开始商品经济在进行交换卖的时候
[02722.48-02724.84] 那他其实不是那么的便利
[02724.84-02726.44] 比如说我现在想买什么呢
[02726.44-02727.72] 想买一支蛋工
[02727.72-02729.36] 那我想买蛋工干嘛呢
[02729.36-02731.16] 我想打我们村的二口
[02731.16-02733.20] 二口子天天在我家门口
[02733.20-02734.64] 学我家股胶对吧
[02734.64-02735.20] 特别吵
[02735.20-02738.00] 所以我现在就想打我们村的二口
[02738.00-02739.64] 那我小了一个蛋工的话
[02739.64-02740.84] 那我就接下来
[02740.84-02742.64] 我要做的就是去买蛋工
[02742.64-02744.24] 但是我不知道上等去买呀
[02744.24-02745.92] 于是我就从我们村
[02745.92-02749.04] 从我家连据一直把走个村都逛完了
[02749.04-02750.92] 也没有买到蛋工
[02750.92-02753.06] 对吧,我就去问了一圈,我说你家有没蛋工呢吗?
[02753.06-02754.32] 他们我干什么呢?我说
[02754.32-02756.16] 行行,对吧,我要去打人
[02756.16-02757.68] 他说,哎呀,那我家没有蛋工
[02757.68-02760.44] 所以我也不知道去呢,我就在爱家爱户区问
[02760.44-02761.84] 所以大家能够看到
[02761.84-02763.98] 商品经济他供然是一交换为目的
[02763.98-02765.34] 在他最开始的时候
[02765.34-02768.28] 如果我不知道这个蛋工在哪里去买的话
[02768.28-02770.52] 其实这种交换的频率是怎么样?
[02770.52-02771.66] 特别低的
[02771.66-02773.12] 那我会遇到这样问题
[02773.12-02774.12] 其实大多数的
[02774.12-02776.40] 我们所说的买东西的人都会遇到这问题
[02776.40-02778.56] 就是他想买的东西,他不知道去哪里买
[02778.56-02779.72] 于是人们就想
[02779.72-02780.96] 能不能是这样呢
[02780.96-02783.56] 我们把自己有的东西都拿出来
[02783.56-02785.96] 然后把自己小麦的东西都拿出来
[02785.96-02788.28] 咱们约定一个固定的场所
[02788.28-02789.96] 在这个固定的场所里面
[02789.96-02792.48] 我们定期到期的时候就约定
[02792.48-02794.24] 在这个地方在哪一天
[02794.24-02795.80] 咱把自己的东西都拿出来
[02795.80-02796.88] 放在这摆托
[02796.88-02797.92] 你看谁有需要
[02797.92-02798.64] 实际上来买
[02798.64-02800.40] 这样的话就要一步就方便了
[02800.40-02801.80] 大家想办好聪明了
[02801.80-02802.20] 对吧
[02802.20-02804.44] 所以这种想法一拍集合
[02804.44-02806.40] 但是大家一旦约定
[02806.40-02808.48] 哪一天在哪个地点
[02808.48-02810.48] 出来摆他的时候什么就产生了
[02811.48-02812.80] 市场就产生了
[02813.04-02815.72] 所以在这里面我们能发现一个点什么点呢
[02815.92-02820.08] 商品经济大距像商品经济它本身是为了交换
[02820.08-02823.04] 但是原始商品经济化的时候频率太低了
[02823.20-02829.08] 于是为了促进商品经济的发展或者促为了促进这种交换的频率
[02831.16-02834.12] 我们就约定了一个地点和时间
[02834.12-02836.12] 一旦约定地点和时间什么就产生了
[02836.32-02837.48] 市场就产生了
[02837.48-02840.42] 而在市场当中运行的军机就要什么市场经济
[02840.42-02843.62] 所以在这里面的考虑是什么市场经济
[02843.62-02845.84] 它其实是和谁有很大的关系
[02845.84-02848.40] 市场经济其实和商品经济有很大的关系
[02848.40-02851.56] 它是商品经济发展到一定阶段的产物
[02851.56-02853.36] 所以在市场有句话叫做什么
[02853.36-02858.00] 叫做市场经济是商品经济的发达阶段
[02858.00-02863.44] 或者也叫做市场经济是商品经济的高级阶段或高级形势的旁边
[02863.44-02869.84] 市场经济是商品经济的高级阶段和是或者是高级形式
[02869.84-02876.24] 高级形式它是发达的商品经济
[02876.24-02879.44] 所以这是第一个需要大家去掌握的点
[02879.44-02880.84] 这是第一句话在这里面
[02880.84-02884.44] 那理解的这句话之后咱们其实解决了两多个概念
[02884.44-02889.44] 大家要知道我们所说的自然经济和商品经济是对立的
[02889.44-02892.68] 因為他們的本質就是看是否要交換
[02892.68-02895.32] 但是市場經濟和計劃經濟是對立的
[02895.32-02896.56] 也就是說在這裡面
[02896.56-02899.68] 你不能把這兩個地方給他整斗的了
[02899.68-02900.60] 比如說
[02900.60-02902.88] 在經濟對立的經濟模式是啥呀
[02902.88-02904.56] 你誇家選了一個計劃經濟
[02904.56-02905.12] 那不對
[02905.12-02905.84] 如果他問說
[02905.84-02907.68] 在任經濟對立的經濟模式是啥呀
[02907.68-02909.72] 你選一個市場經濟也不行
[02909.72-02912.88] 因為和在任經濟存添人對立的是商品經濟
[02912.88-02913.88] 這是第二點
[02913.88-02914.68] 這個點
[02914.68-02915.96] 雖然大家注意下
[02915.96-02917.60] 在世界當內咱們的這個
[02917.60-02919.40] 是一道相关内容考试里面
[02919.40-02921.70] 媒体国机会媒体考察过
[02921.70-02924.40] 但是确实是考察位道体
[02924.40-02926.00] 就只考察位道体
[02926.00-02927.10] 但是他既然考察了
[02927.10-02927.90] 咱们就在这里
[02927.90-02928.90] 把它画更清楚
[02928.90-02929.40] 好吧
[02929.40-02931.10] 这个就是我们所说的
[02931.10-02932.70] 有关于市长军体概念
[02932.70-02934.20] 当中抽象出来的两个点
[02934.20-02937.00] 第一个要知道市长军体和商品经济的关系
[02937.00-02939.10] 第二个从商品经济当中要知道
[02939.10-02940.40] 和商品经济对立的
[02940.40-02942.20] 是自然经济
[02942.20-02943.80] 这是我们所说的第一个
[02943.80-02945.30] 叫做市场经济
[02945.30-02947.86] 在这里面解决了市场经济是什么
[02947.86-02949.50] 我们还有一个问题没有解决
[02949.50-02951.62] 我们刚才提到了市场经济
[02951.62-02954.78] 它是由市场进行资源配置的
[02954.78-02958.22] 那问题是在于市场怎么去配置资源的
[02958.22-02958.86] 大家注意一下
[02958.86-02963.22] 市场它是通过市场机制来配置资源的
[02964.38-02966.82] 我们接下来看一下另外一个问题
[02966.82-02968.58] 就是市场机制
[02968.58-02970.38] 到底什么是市场机制
[02970.38-02971.78] 在书上给到了一个概念
[02971.78-02973.54] 但是概念动来说不重要
[02973.54-02975.90] 他說市場經濟的運行機制
[02975.90-02977.30] 檢稱為市場機制
[02977.30-02980.58] 說市值市場有機體內的
[02980.58-02982.98] 共求價格競爭風險等等因素
[02982.98-02983.98] 相互做的一個結果
[02983.98-02985.22] 但是不重要
[02985.22-02986.74] 重要就大家知道
[02986.74-02989.14] 我們所說的資源的流動
[02989.14-02992.18] 是通過市場機制推動的
[02992.18-02993.02] 就可以了
[02993.02-02995.38] 那這是市場經濟它的運行模式
[02995.38-02996.62] 它的概念不重要
[02996.62-02998.26] 那我們就來看一下市場機制
[02998.26-03000.26] 它到底有哪些機制
[03000.26-03002.74] 它又是如何去進行資源的配置的
[03002.74-03007.38] 我們來看一下在市場機制當中的第一個機制叫做價格機制
[03007.38-03009.14] 它是價格機制的含義是啥呢
[03009.14-03010.50] 說上給到底一句話
[03010.50-03014.70] 他說價格機制是在競爭過程當中
[03014.70-03020.10] 與共求相互聯繫消護至約的市場價格的形成和運行機制
[03020.10-03020.90] 你說老實玩了
[03020.90-03022.66] 他不說我還會再感覺
[03022.66-03024.82] 他說我就完全不懂了
[03024.82-03026.86] 大家在市場機制旁邊想一句話
[03026.86-03028.10] 就是如何去理解他
[03028.10-03028.98] 在旁邊寫上
[03028.98-03030.54] 所謂的價格機制
[03030.54-03031.94] 在這裡面其實強調的是
[03031.94-03035.14] 價格影響共球
[03036.14-03039.62] 價格影響共球
[03039.62-03040.90] 從而影響什麼呢?
[03040.90-03043.02] 從而影響資源的配置
[03043.02-03048.30] 因為想要強調的就是市場機制如何去配置資源
[03048.30-03051.74] 所以市場調我的這張嘴
[03051.74-03052.94] 價格機制
[03052.94-03055.46] 我們想去研究的就是價格機制
[03055.46-03058.62] 如何去促進資源的配置嗎?
[03058.62-03060.62] 是否我們要解決的是這個問題
[03060.62-03061.82] 那我們就來看一下
[03061.82-03064.12] 价格即日他促進最遠的配置
[03064.12-03065.92] 他主要是通過影響什麼呢
[03065.92-03067.48] 他主要是通過影響
[03067.48-03070.46] 共求來實現最遠流動的
[03070.46-03071.72] 老實怎麼說呢
[03071.72-03072.96] 我舉個簡單例子
[03072.96-03075.18] 比如說我特別喜歡喝酸奶
[03076.94-03077.78] 酸奶
[03077.78-03080.94] 但是之前酸奶加個太高了
[03080.94-03081.32] 對吧
[03081.32-03082.56] 好有快錢一小平
[03082.56-03083.50] 我喝起
[03083.50-03085.06] 那現在酸奶加個怎麼樣
[03085.06-03085.86] 下降了
[03085.86-03087.80] 酸奶加個一旦下降的話
[03087.80-03089.38] 那它會產生什麼影響呢
[03089.38-03094.42] 他的影響对于消费者和生产者来说影響是不一样的
[03094.42-03096.42] 如果一旦酸奶加个下降的话
[03096.42-03098.02] 对于消费者的物来说
[03098.02-03100.50] 我身份的核酸奶都在添干的人 对吧
[03100.50-03102.50] 你看他的价格下降的物说
[03102.50-03103.98] 几不可是实不在来
[03103.98-03106.50] 我赶紧去怎么样多满血酸奶
[03106.50-03107.54] 所以这种情况之下
[03107.54-03108.62] 对于消费者来说
[03108.62-03110.86] 对于该商品的需求就会怎么办
[03110.86-03111.78] 增加
[03111.78-03114.18] 需求增加怎么促进自然的流动呢
[03114.18-03117.10] 大助一下所谓市场当中的资源也好
[03117.10-03119.30] 所谓他事用当中的要素也好
[03119.30-03121.44] 其实强的就是前
[03121.44-03123.76] 就是我们所说的时间
[03123.76-03125.22] 就是人
[03125.22-03127.86] 对吧这些都叫做市场当中的资源
[03127.86-03131.02] 那如果酸奶加个下降对于消费者来说
[03131.02-03132.22] 驱手增加
[03132.22-03136.42] 他其实更为把什么投入的这个消费这个酸奶领的动作
[03136.42-03140.70] 我只订就为把前投入到消费这个酸奶领的动作嘛
[03140.70-03142.86] 所以你看到酸奶加个下降的时候
[03142.86-03146.62] 是不是金钱资源会流入到酸奶领域
[03146.62-03149.86] 这个没有问题吧 这是从消费者的角度来看
[03149.86-03151.60] 但是从生产者的角度来看
[03151.60-03154.08] 它觉得酸奶酱酱对它来说是不是好事
[03154.08-03155.58] 指定不是好事 我的天呢
[03155.58-03156.62] 酸奶都将加了
[03156.62-03158.46] 我在这里还能知道什么钱呢
[03158.46-03160.58] 于是生产者的什么会监事
[03160.58-03163.00] 生产者的供给会监事
[03163.00-03165.74] 那同一位来看一下生产酸奶要不要人
[03165.74-03167.70] 要不要钱 要不要物
[03167.70-03169.44] 当然要人钱 任财物
[03169.44-03171.20] 那在这个里面就会到这个结果
[03171.20-03173.34] 就是人财物对于生产者
[03173.34-03180.06] 这个圈来说人材物会怎么样流出酸奶行业
[03180.06-03183.42] 而对消费者来说今天会流入酸奶行业
[03183.42-03185.90] 而我刚才所说的人材物和钱也好
[03185.90-03188.50] 这里面其实他们都是什么 都是资源
[03188.50-03190.22] 所以所谓的价格机制
[03190.22-03191.70] 他如何配置资源的
[03191.70-03196.22] 就是价格影响谁影响共求去配置资源的
[03196.22-03197.18] 这个能理解吧
[03197.18-03200.14] 大家要知道这是我们所说的价格机制的行业
[03200.14-03203.14] 这有地方只是需要大家去理解价格机制的行业
[03203.14-03204.42] 但是不需要去寄
[03204.68-03207.24] 那考点在哪呢 考点在后面我们来看一下
[03207.50-03211.46] 那加格机制它既然在这个里面影响到了我们所说的什么
[03211.72-03215.68] 共求了而且加格机制也是整个市场当中最敏感的一个因素
[03215.94-03217.48] 所以在这里面你看它怎么说的
[03217.74-03223.36] 所以加格机制是市场机制的基础来标注圈一就是第一个学家去实际的点
[03223.62-03225.16] 是市场机制的基础
[03225.42-03227.98] 也是什么机制也是核心机制
[03228.22-03229.76] 大家知道整个市场当中
[03230.28-03231.80] 无论是室权者还消费者
[03231.80-03234.40] 都是对于价格是最敏感的
[03234.40-03235.60] 所以在这里大家注意一下
[03235.60-03237.60] 第一个点就要知道它是基础
[03237.60-03240.32] 它是核心记制制的
[03240.32-03243.00] 那价格其实到底包括哪些内容呢
[03243.00-03244.40] 我们标志一下圈
[03244.40-03248.36] 它们价格记者要包括第一个叫做价格形成记者
[03248.36-03249.60] 价格怎么形成呢
[03250.24-03251.52] 价值来
[03251.52-03252.28] 决定的
[03252.28-03255.88] 所以价格记制第一个包括就是价格形成记者
[03255.88-03258.20] 形成价格之后这个价格要怎么办
[03258.20-03259.72] 要运行
[03259.72-03262.16] 因為在市場當中他去調節共求
[03262.16-03265.28] 最後一個價格會調節自然的流向
[03265.28-03266.96] 最後一個還包括交個什麼
[03266.96-03269.16] 叫做價格調節機制
[03269.16-03270.60] 所以在這裡面大家知道
[03270.60-03272.52] 價格機制主要包括三方面內容
[03272.52-03273.20] 第一個
[03273.20-03274.68] 這個東西沒什麼沒五塊
[03274.68-03276.16] 那個東西沒什麼要賣十塊
[03276.16-03278.44] 這個叫價格形成機制
[03278.44-03281.48] 第二個在五塊十塊的中間之下
[03281.48-03284.80] 這個市場當中就會進行有序的運行
[03284.80-03288.24] 在這裡面就會設一道叫做運行和調節機制
[03288.24-03290.24] 那这里面最重要的应该是哪个呢
[03290.24-03290.98] 大注意下
[03290.98-03293.80] 最重要的指定是价格形成机制
[03293.80-03296.76] 所以价格形成机制是价格机制的什么
[03296.76-03298.76] 核心来标准圈三
[03298.76-03299.72] 来标准圈三
[03299.72-03300.48] 第三率换
[03300.48-03302.48] 价格形成机制是核心
[03302.48-03303.72] 这里面有一个点
[03303.72-03304.80] 标准一混小
[03304.80-03305.76] 大家注意下
[03305.76-03306.96] 首先第一个就是
[03306.96-03311.24] 价格机制是市场机制的核心
[03311.24-03316.40] 第二一个就是形成机制是价格机制的核心
[03316.40-03317.84] 你不要高回来
[03317.84-03321.14] 因為整個市場機制 大助一下整個市場機制
[03321.14-03322.84] 以後有四個內容
[03323.34-03328.34] 是價格共求競爭還有風險
[03328.34-03331.34] 而在價格之機制裡面有三個
[03331.34-03334.34] 這三個當中形成才是核心
[03334.34-03338.04] 它其實大佛而跳小華的這樣一個情況
[03338.04-03340.64] 你不要把這兩個電郭搞混了就行了
[03340.64-03343.64] 那這個就說我們所說的第一個叫做價格機制
[03343.64-03345.44] 價格機制資源總統配置的
[03345.44-03349.16] 通过影响共球来实现最远的配置
[03349.16-03353.00] 这是第一点我们叫架格机制
[03353.00-03354.40] 有了架格机制之后
[03354.40-03356.28] 第二集是我们来看一下叫做啥
[03356.28-03358.04] 叫做共球机制
[03358.04-03359.32] 在共球机制当中
[03359.32-03363.64] 它说共球机制是调节共球的矛盾
[03363.64-03365.52] 使着去源军航的机制
[03365.52-03367.48] 说老师他在说了个啥也在这
[03367.48-03368.72] 再谈写上去换
[03368.72-03372.68] 所以共球机制就是共球影响架格
[03372.68-03377.86] 这个共球影响价格从而会影响什么呢?
[03377.86-03380.24] 从而会影响资源的流动
[03384.38-03386.10] 从而会影响资源的流动啊
[03386.10-03387.48] 怎么去影响资源流动呢?
[03387.48-03388.56] 绝个简单类子啊
[03388.56-03389.88] 如何通过影响?
[03389.88-03391.48] 共球去影响资源?
[03391.48-03394.76] 那一看,共球就是共挤和削手之间的关系来
[03394.76-03395.76] 无非就两种情况
[03395.76-03398.08] 一种叫做功不英求
[03400.06-03401.48] 一种叫做功
[03401.48-03403.84] 或于求,是不是就这两种情况
[03403.84-03406.40] 我们就以其中一种为利
[03406.40-03410.76] 比如说现在公布用求,同时想象,公布用求、共求用象价格
[03410.76-03415.96] 一个东西给了太少了,大家都要,这个东西的价格一定会上漲
[03415.96-03419.16] 价格上漲,对于消费者来说,会怎么办
[03419.16-03421.56] 上这来说,好家伙,价格都上漲了
[03421.56-03424.44] 我现在穷的定乱想,我只能买不起
[03424.44-03430.68] 所以在这里面,对于消费者的需求会下降,需求下降就因为不买
[03430.68-03460.68] 不买的话,对于消费者手里的资源,是不是就会流出啊,对吧,是不是就说流出这个领域,但对于生产者来说不是,生产一看不天了,这个价格长得好快啊,那这个时候他就认为这个东西生产一定赚钱,所以这个时候生产会增加,那攻击数量一旦增加的话,这个时候,对于生产者手里的资源来说,资源就会怎么样,资源就会流入我们所说的这样一个行业,那你看这样的话,是不是就实现了资源的一个,
[03460.68-03461.70] 配置问题
[03461.70-03464.00] 所以在这里面所谓的供求机制
[03464.00-03466.82] 它其实就是通过供求影响价格
[03466.82-03467.92] 从而配置什么
[03467.92-03470.66] 从而实际上自然的流动和配置
[03470.66-03472.12] 这个就是我们所说的
[03472.12-03474.16] 供求机制
[03474.16-03476.04] 在这供求机制没有一个点
[03476.04-03476.80] 大家要注意一下
[03476.80-03477.76] 我们会发现
[03477.76-03479.64] 无论我们谈价格机制
[03479.64-03483.10] 强调价格影响供求还是反过来去强调
[03483.10-03484.48] 供求影响价格
[03484.48-03486.28] 我们会发现他们这两个机制
[03486.28-03487.30] 其实是什么
[03487.30-03488.34] 分布开的
[03488.34-03489.56] 他们可以说是
[03489.56-03492.56] 我们所说的在做本质上是一样的
[03492.56-03494.96] 因为他们两个就是一个循环的一个记制
[03494.96-03496.76] 比如说你看公民用球的时候
[03496.76-03497.56] 价格上升
[03497.56-03500.16] 这时候需求下降生产点多
[03500.16-03502.16] 这里面导致的结果是什么
[03502.16-03504.36] 当需求下降生产点多的时候
[03504.36-03506.16] 茫茫的是不是就会出现了什么
[03506.16-03507.96] 公共过于球
[03507.96-03509.96] 那如果出现了公过于球怎么办
[03509.96-03511.36] 价格又下跌
[03511.36-03513.16] 价格又会影响到什么
[03513.16-03514.96] 又会影响到共球
[03514.96-03516.76] 所以它其实本质上是一个
[03516.76-03518.96] 无限赚圈和循环的一个过程
[03518.96-03522.04] 所以在書上有一壞同把這句話話出來
[03522.04-03527.16] 他說價格機制和共求機制是同意過重的不同表現形式
[03527.16-03529.60] 在功能和做用上兩者是什麼樣
[03529.60-03531.44] 兩者是以一致的
[03531.44-03534.76] 而且他們兩個是沒有辦法結人分開的
[03534.76-03537.80] 就像一個硬幣的兩面是一樣的
[03537.80-03540.72] 所以這次價格和共求之間的關係
[03540.72-03542.92] 打一定要注意一下這是第二個
[03542.92-03544.68] 叫做共求機制
[03544.68-03545.80] 叫做共求機制
[03546.44-03547.12] 好
[03547.12-03550.92] 說了共球機日之後我們再來看一下第三個機制
[03550.92-03553.48] 第三個機制叫做競爭機制
[03553.48-03557.04] 他說競爭機制是只在市場經濟當中
[03557.04-03560.40] 各個經濟行為主體之間為了自身的利益
[03560.40-03562.84] 而通過價格競爭或非價的競爭
[03562.84-03566.52] 來調節市場運行從而影響到自然的配置
[03566.52-03569.00] 這個就叫做競爭機制
[03569.00-03572.20] 說老師競爭他能競爭些什麼呢
[03572.20-03576.32] 他們之間的競爭又怎麼會促進自然的流動
[03576.32-03579.14] 我们就来看一下竞争到底是咋回事
[03579.14-03580.92] 我们所说的竞争机制
[03580.92-03583.68] 怕往往是发生在统部门之间
[03584.96-03587.52] 或者是不同部门之间的
[03588.80-03590.12] 什么叫做统部门呢
[03590.12-03593.68] 统部门就是因为咋俩生产的东西是一样的
[03593.68-03595.52] 比如说咋俩都生产什么呢
[03595.52-03597.56] 都生产牛奶 对吧
[03597.56-03599.88] 我呢生产的是牛猛牛奶
[03599.88-03602.08] 你生产的呢是利益牛奶
[03602.08-03603.80] 那你看咋俩生产的都是什么
[03603.80-03604.80] 都是牛奶
[03604.80-03608.90] 如果咱的牛奶吃咱俩都是生产同类产品的话
[03608.90-03611.40] 咱们两个会在市场当中竞争什么
[03611.40-03612.40] 同一们想一下
[03612.40-03614.40] 我们两个会在市场当中竞争上
[03614.40-03617.40] 都是生产牛奶的首先第一个奶原我们的竞争
[03617.40-03618.90] 是否在竞争女物啊
[03618.90-03621.40] 这有时候就会竞争原材料
[03624.40-03626.40] 除了竞争原材料之后还会竞争什么
[03626.40-03628.40] 咱俩都是买牛奶的
[03628.40-03630.00] 在这里面还会竞争什么
[03630.00-03631.60] 我想买的比你多
[03631.60-03632.80] 我想我的品牌比你想
[03632.80-03634.70] 咱俩是为还竞争消费者
[03634.80-03641.44] 你看,在這個地方,同部門之間他們之間的這種要素之間的競爭
[03641.44-03645.80] 是否可以促進原材料的流在市場當中的流動,也可以促進消費者,
[03645.80-03648.80] 也是消費者手裡的金錢在上當中的流動,
[03648.80-03653.48] 這個是不同部門,他們之間的這種競爭以及要素的流動。
[03653.48-03659.12] 如果說不同部門剛才是同部門,如果說不同部門,不同部門就是在生產東西不一樣,
[03659.12-03660.40] 我生存的是牛奶
[03660.40-03662.20] 你生產的那是洗髮水
[03662.20-03664.28] 如果是大家都生產的東西不一樣了
[03664.28-03665.20] 咱俩會爭什麼
[03665.20-03666.48] 那你想想爭什麼吧
[03666.48-03668.32] 首先咱俩都是搞企業的
[03668.32-03670.12] 是不是在找著給你幹活
[03670.12-03672.92] 那就會在這競爭勞動者吧
[03674.28-03675.64] 那第二個呢就是
[03675.64-03678.00] 我們兩個虧然生產的東西不一樣
[03678.00-03680.28] 但是咱們兩個都出去拉投資
[03680.28-03682.16] 那如果咱俩都出去拉投資
[03682.16-03684.36] 那它為什麼給你投錢不給我投錢
[03684.36-03688.20] 那這時候我們就會涉及到投資的手裡的錢到底是
