[00000.00-00005.00] 了解了整個行政法以行政訴訟法的一個基本價格之後
[02408.12-02416.58] 在之前的时候,在进行向改革之前在网上,不知道这个信息的真理性啊,我也没有去追究这个信息,这位兄主位有个时候再网上嫂威眼
[02416.58-02419.58] 就是在之前的时候说有一个房地产商
[02419.58-02423.30] 就房地产商还要去办理这个箱子的这个房子
[02423.30-02424.86] 它要搞这个房地产开发嘛
[02424.86-02427.26] 那大家这个搞房地开发很麻烦的
[02427.26-02428.62] 你要先去PD
[02428.62-02429.50] PND之后呢
[02429.50-02431.30] 你还有箱子的就是有虚可证
[02431.30-02432.50] 然后有虚可证之后
[02432.50-02435.26] 你好像你好什么各种资简之简单简单
[02435.26-02436.66] 反正就是很麻烦
[02436.66-02438.90] 本来房子开发上该房子就很麻烦了
[02438.90-02442.18] 当然他之前说在进行什么改革之前
[02442.18-02444.06] 说房子产开发商有多难
[02444.06-02445.26] 然后他里面就举了例子
[02445.26-02447.50] 所以有一个在进行改革之前
[02447.50-02449.74] 然后说有一个人他去搞房城开玩笑
[02449.74-02450.94] 说跑了三年
[02450.94-02453.38] 跑了四成四千多张单据
[02453.38-02455.50] 当然我不知道这个信息的支持下了
[02455.50-02457.42] 反正本就给到了这么一个说法
[02457.42-02459.10] 说三年四千多张单据
[02459.10-02461.34] 一旧没有把罗盘开发起来
[02461.34-02463.02] 然后这种情况之下你看
[02463.02-02465.70] 三年这个时间已经很长了
[02465.70-02466.26] 对不对
[02466.26-02467.26] 四千多张单据
[02467.26-02468.54] 手袭很繁载
[02468.54-02470.10] 但是这件事一旧没有办成
[02470.10-02471.18] 那你看这个时候
[02471.18-02473.42] 周府他的作为效率高不高
[02473.42-02475.42] 你但是少许太低了
[02475.42-02477.42] 所以在这里面他就属于什么
[02477.42-02480.42] 他就属于违反了高小便宜原则
[02480.42-02482.42] 所以高小便宜原则当中第一个就是高校
[02482.42-02484.42] 打住一下就是校律律律律律律律律
[02484.42-02486.42] 就是法定办事的实现
[02486.42-02487.42] 律律律律律律律律
[02487.42-02489.42] 高校你几天之内给到出发建议
[02489.42-02490.42] 你就几天之内
[02490.42-02492.42] 高校你也申请了相的正书
[02492.42-02493.42] 几天之内给你发振
[02493.42-02494.42] 就在几天之内给我发
[02494.42-02496.42] 所以在这里面就要做高校
[02496.42-02497.42] 第二个就知道了什么
[02497.42-02499.42] 就知道了变宁
[02499.42-02500.42] 变宁那其实强调就是什么
[02500.42-02501.42] 变历当时
[02503.42-02504.82] 人最方便最有力
[02504.82-02506.50] 咱就采取什么样的方式
[02506.50-02508.98] 大家要知道行政管理管理的是什么
[02508.98-02509.62] 人民
[02509.62-02513.02] 我们国家最余底线的思想政策原则是什么
[02513.02-02514.26] 人民为中心
[02514.26-02516.62] 所以我们说一切一靠人民一切为了人民
[02516.62-02518.78] 所以你只法一定要为你
[02518.78-02520.26] 所以你要想方设法
[02520.26-02521.10] 便利
[02521.10-02521.78] 你叫什么呢
[02521.78-02522.90] 叫想方设法
[02522.90-02524.10] 方便老百姓
[02524.10-02525.62] 想方设法方便老百姓
[02525.62-02526.78] 想方设法方便老百姓
[02526.78-02528.46] 在现在最常见的就是
[02528.46-02530.66] 联合的那种办公大厅
[02530.66-02531.42] 大家知道
[02531.42-02533.06] 你以前跑審批手袭的时候
[02533.06-02536.14] 你可能去跑什么手机先去攻上去
[02536.14-02537.68] 然后再去适合拥充
[02537.68-02539.20] 然后再去各种各样的军就快跑
[02539.20-02541.00] 跑单距你就能跑一天
[02541.00-02543.04] 就是因为你看攻上去适合拥充
[02543.04-02544.84] 他不可能说排海战都给你排战的
[02544.84-02547.14] 然后说咱们都在一条路上啊
[02547.40-02549.44] 然后呢 什么攻上去关于销房
[02549.44-02553.02] 检查院 法院都在一条道上都在一条马路上便宜当时
[02553.28-02554.56] 那不可能做不到的
[02554.56-02556.86] 所以那个时候你跑我们所行的審批手机
[02556.86-02558.40] 你可能要跑好几家
[02558.40-02561.22] 跑好一家一天就过久你这件事的不一定能办起来
[02561.22-02562.86] 在現在大家都知道多了什麼
[02562.86-02565.26] 對我這種聯合的這種辦公大廳
[02565.26-02567.46] 你進去只要是搞審批手續的話
[02567.46-02569.78] 銷的各部門都會化博一部分人
[02569.78-02571.06] 出發在這個地方吧
[02571.54-02573.18] 就在這個審批大廳當中
[02573.18-02575.18] 把材料交上取在這個審批大廳
[02575.18-02575.86] 偏裡面
[02575.86-02578.06] 先去樹於這一塊
[02578.06-02578.46] 對吧
[02578.46-02580.22] 我們顯然就理解盤類
[02580.22-02581.78] 然後就在這個湯類上限蓋著抽
[02581.78-02582.26] OK
[02582.26-02583.82] 那這個時候再去工商領蓋著抽
[02583.82-02584.30] OK
[02584.30-02586.26] 再去下一個審批手續的蓋抽
[02586.26-02587.78] 你這跑一行大廳
[02587.78-02589.14] 這事不都搞定了嗎
[02589.14-02590.18] 所以在這裡面你看
[02590.18-02592.06] 他体现中什么变名
[02592.06-02594.30] 就是变力老百姓的这种形势
[02594.30-02595.66] 就是联合办公大庭
[02595.66-02596.94] 所以高校变名员
[02596.94-02597.54] 则大家注意一下
[02597.54-02598.38] 就是两层
[02598.38-02599.62] 第一个就叫做高校
[02599.62-02600.62] 第二叫变名
[02600.62-02601.74] 高校在考试当中
[02601.74-02603.86] 经常你要看到天当中说了
[02603.86-02606.06] 他出现了什么什么实校规则
[02606.06-02608.54] 说要在各种各样的实校规则内搬事
[02608.54-02609.38] 那OK
[02609.38-02610.58] 那就属于高校
[02610.58-02611.50] 变名
[02611.50-02613.18] 变名就是方变
[02613.18-02614.50] 变力老百姓
[02614.50-02615.22] 这是我们所说
[02615.22-02615.94] 对老百姓来说
[02615.94-02616.86] 就是搬事快
[02616.86-02618.98] 所以在这里面就是联合
[02620.18-02622.18] 联合辦理的這種形式
[02622.18-02624.78] 這是長好的案例
[02624.78-02626.18] 但主意下這長好的案例
[02626.18-02627.18] 所以大家注意
[02627.18-02628.78] 這是告敲變靈原則
[02628.78-02629.74] 這是第四個案
[02629.74-02630.58] 這是第四個
[02630.58-02631.38] 告敲變靈
[02631.38-02633.58] 除了第四個原則之外
[02633.58-02635.78] 我們在行政法的技能原則當中
[02635.78-02638.38] 還有第五個叫城石首性原則
[02638.38-02640.18] 其實這裡面就兩個
[02640.18-02642.06] 就是城河性
[02642.06-02643.06] 城石首性
[02643.06-02644.18] 其實也是兩方面
[02644.18-02645.18] 第一個在城石
[02645.18-02646.78] 同位你覺得什麼叫做城石
[02646.78-02650.88] 城市最起码你就是说的这个事
[02650.88-02652.58] 他在是真的吧
[02652.58-02656.78] 所以所谓的城市在这里他说了就要做信息珍实原作
[02656.78-02659.32] 说白了 城市城市第一个你打怎么样
[02659.32-02660.58] 你打说真话
[02660.58-02663.18] 你给我的信息一定是准的
[02663.18-02665.08] 你政府发出来的信息都不准
[02665.08-02666.38] 我还能信谁呢
[02666.38-02669.08] 所以所谓的城市原作当中的城市第一个
[02669.08-02671.08] 叫行政信息珍实原作
[02671.08-02673.38] 行政信息珍实你可以把真实话损
[02673.38-02675.18] 就叫做说真话
[02675.18-02677.86] 你所给到了政府公开的信息
[02677.86-02680.82] 他必须全面准确真实
[02680.82-02683.42] 这个叫做信息真实性原作
[02683.42-02685.26] 所以大家注意一下这是第一个
[02685.26-02687.10] 第二个叫做手信
[02687.10-02688.30] 手信首先
[02688.30-02689.34] 信指的是什么
[02689.34-02690.42] 信指的就是
[02690.42-02692.66] 画一下叫信来利益原作
[02692.66-02696.18] 这个点经常会考一个理解型的题目
[02696.18-02697.14] 第二个
[02697.14-02700.54] 手信强调的是保护公民的信来理
[02700.54-02703.34] 公民出于什么来信来政府
[02703.34-02706.08] 就是原子于他是国家机关
[02706.08-02707.52] 出于法律的受捧
[02707.52-02708.98] 你就觉得他就是权威
[02708.98-02710.64] 所以我们才会经常说
[02710.64-02712.74] 我们相信政府支持政府的决定
[02712.74-02714.38] 既然老百姓都相信你
[02714.38-02716.60] 那你这个时候你不解释说真话
[02716.60-02718.26] 而且你说真话你不能怎么样
[02718.26-02719.26] 你不能反悔
[02719.26-02720.80] 你不能招令吸感
[02720.80-02722.16] 所以在这里我们说了
[02722.16-02724.32] 保护公民的信賴利益
[02724.32-02727.42] 他基于国家公权率对于政府行政机关
[02727.42-02729.00] 会产成相的信賴
[02729.00-02730.22] 他仅是信賴你
[02730.22-02731.84] 你拜设的时候你就不能怎么样
[02731.84-02733.00] 不能出而反而
[02733.00-02734.10] 你不能反悔
[02734.10-02736.86] 你不可能说在第一天发的信息当中
[02736.86-02740.46] 你说说被了招商投资,被了招商影子
[02740.46-02742.44] 大家都知道现在有那种招商局
[02742.44-02742.76] 对吧
[02742.76-02744.46] 你还被了招商投资
[02744.46-02746.26] 然后政府发放通知说什么呢
[02746.26-02748.20] 只要是来我们这个势里面
[02748.20-02749.40] 或来我们这个现裏面
[02749.40-02750.54] 你搞这种企业的
[02750.54-02752.36] 我都给你一些奖励
[02752.36-02753.16] 兵奖励多少呢
[02753.16-02754.04] 十万块钱
[02754.04-02755.20] 这是你第一天发的
[02755.20-02756.56] 结果第二天我把这个投资
[02756.56-02757.44] 牵到企业
[02757.44-02760.52] 牵到你所在的这个政府所在这个势这个地方来
[02760.52-02761.52] 我在这盖企业
[02761.52-02764.28] 然后干完期间我也去搞了组合登记
[02764.28-02766.20] 然后我向政府去申请相当的讲究进
[02766.20-02767.40] 我说10万块钱 种说
[02768.40-02770.16] 就是网上现在有那个小猫
[02770.84-02771.12] 对吧
[02771.12-02773.12] 这个表情 对吧
[02773.12-02774.64] 我说10万块钱 立刻说
[02775.12-02776.48] 我说你发的呀
[02776.48-02777.68] 她说我发什么了
[02777.68-02779.20] 那你看这种情况下是啥
[02779.96-02781.00] 这骗我吗
[02781.00-02784.72] 我基于你是国家公泉力所发布的这个通知
[02784.72-02787.44] 我来到你的这个所在你的政府
[02787.44-02788.72] 招商业资的这个地方
[02788.72-02790.88] 我就开办了期间 我把钱投进去了
[02790.88-02792.92] 我结果反而问你要相当的讲令
[02792.92-02793.48] 你不给我
[02793.48-02794.46] 那他就属于什么
[02794.46-02796.68] 他就属于不讲信用
[02796.68-02799.08] 不讲信用就是为反了信赖力保护原则
[02799.08-02802.28] 他其实就是在大原则上就为为了什么
[02802.28-02804.20] 就为为了城市手信原则
[02804.20-02806.00] 所以城信成信两方面
[02806.00-02807.28] 第一个要成
[02807.28-02808.96] 你的信息要是真的
[02808.96-02810.08] 第二个要信
[02810.08-02812.48] 你不能撤上反而招令膝盖
[02812.48-02814.56] 所以在这里才叫做城市手信
[02814.56-02817.56] 这个信就是信赖力保护
[02817.56-02819.32] 信赖力保护保护保护老百姓
[02819.32-02819.84] 对吧
[02819.84-02822.16] 所以这是新来历保护
[02822.16-02824.96] 那说老师是不是政府所有的事
[02824.96-02826.24] 他都不能改呢
[02826.24-02829.92] 那万一有一些情况他不符合现在的实际情况
[02829.92-02831.20] 他没有办法解留问题
[02831.20-02832.20] 他能不能改呢
[02832.20-02834.08] 那这种情况这下其实可以改的
[02834.08-02837.40] 所以新来历保护原则原则上就是说别反悔
[02837.40-02839.96] 所以他其实新来历保护原则有两层行业
[02839.96-02842.88] 第一层行业就是非音法定是由
[02845.20-02848.64] 非音法定是由
[02849.84-02852.56] 且非金法定程序
[02856.80-02859.76] 非金法定是由并金法定程序
[02859.76-02861.52] 能不能改 不得改
[02861.52-02863.56] 行政机关不得 撤销改定
[02863.56-02864.96] 生效的行政决定
[02864.96-02866.36] 就是不得改
[02868.48-02870.36] 也不能说撤了
[02870.36-02872.80] 比如说我把钱已经投到这儿
[02872.80-02874.48] 我说来实安快捡
[02874.48-02875.44] 你说啥事吧
[02875.44-02876.60] 我说你钱还发粉线
[02876.60-02878.08] 说没有文件都撤了
[02878.08-02879.36] 你能不能这样 不行
[02879.36-02882.32] 所以原則上是非因法定是有
[02882.32-02883.50] 並經法定程序
[02883.50-02884.70] 你不得改車
[02884.70-02886.32] 因為我們說的不能招領膝蓋
[02886.32-02889.20] 那說老師確實是出於課彎情況的需要
[02889.20-02891.04] 那這個時候我不得不撤
[02891.04-02893.24] 就比如說我現在如果不撤這個消息的話
[02893.24-02894.08] 那現在呢
[02894.08-02896.16] 可能會給更多的人帶了不好的影響
[02896.16-02897.46] 而且我們也多高考量的時候
[02897.46-02899.16] 實安和一些他少了沒有給二十萬
[02899.16-02900.62] 那這種情況之下你怎麼辦
[02900.62-02902.56] 你要改變你原來的形容決定
[02902.56-02904.16] 撤消你原來形容決定
[02904.16-02905.32] 可不可以呢
[02905.32-02906.28] 這種情況之下
[02906.28-02907.16] 也可以
[02907.16-02908.08] 這個可以就在於
[02908.08-02911.52] 如果他是因法定石油
[02915.40-02916.48] 虚改车的
[02919.48-02920.32] 那OK
[02920.48-02922.92] 你如果因法定石油虚改车的话
[02922.92-02924.04] 那这种情况之下
[02924.04-02926.60] 你就经法定程序去改去车就行了
[02926.60-02928.56] 但这里面是要一个问题
[02928.56-02930.04] 就作为国家公共权力
[02930.04-02931.56] 它如果随便改随便车
[02931.56-02933.92] 你是不是作为一个普通老委线你会觉得
[02933.92-02934.92] 这政府啊
[02935.52-02937.04] 我下次他在公布消息的时候
[02937.04-02938.06] 我就在招量招量的
[02938.06-02940.38] 它是否就会细去民众的信任
[02940.38-02941.38] 所以该这个时候
[02941.38-02943.44] 你如果想要再推行什么样的政策
[02943.44-02944.46] 那都不好搞了
[02944.46-02948.16] 所以这就是为什么当年商阳变把要习模力性的原因
[02948.16-02949.46] 人物性不利
[02949.46-02952.14] 我们说了国家机关和国家机构也是这样的
[02952.14-02954.96] 所以如果你因为法定是有或者是改策
[02954.96-02957.46] 你必须要去做这样的一个事情的话
[02957.46-02959.32] 你怎么样能够让老百姓
[02959.32-02961.30] 觉得你这个政府还是靠谱的呢
[02961.30-02961.94] 可以
[02961.94-02963.14] 你就是把话说明白
[02963.14-02964.68] 你因为法定使用要改策的
[02964.68-02969.38] 如果我因为你的改彻的形容决定遭受到了财产損失的话
[02971.12-02974.08] 是财产損失
[02974.98-02976.28] 你赔我钱就行了
[02976.28-02976.78] 对吧
[02976.78-02978.58] 如果遭受财产損失的话
[02978.58-02980.58] 这个时候叫伊法伊业
[02982.28-02984.18] 赔产或者是不常
[02987.68-02990.48] 赔产或者是不常
[02990.48-02994.20] 这个就是新来理保护
[02994.20-02996.28] 什么情况下给赔传什么样的情况
[02996.28-02998.28] 给赔估长的大助一下
[02998.28-03000.48] 违法的情况这些才给赔传
[03000.48-03002.88] 本来你发的这个就不符合法律规定
[03002.88-03004.88] 但是我信了你还给我造成损失了
[03004.88-03007.08] 这个这个违法叫赔传
[03007.08-03009.00] 而合法才给予什么
[03009.00-03011.24] 合法才几个不成
[03011.24-03013.48] 这个地方大助也不要小看他
[03013.48-03014.56] 他有考卫一个点
[03014.56-03016.60] 考卫一个判断提和判断写相
[03016.60-03017.24] 就说
[03017.24-03023.64] 因法定是由 先说了 形政单位做了一个違法的形政行为
[03023.64-03029.26] 然后他在撤销这个違法形政行为的所给当身造成的損失要于一部场
[03029.26-03033.12] 这个话对不对 说形政单位做了一个違法的形政行为
[03033.12-03041.32] 为了不让形政行为支持更多人权利数损 所以他做出了一个撤销该形政决定的
[03041.32-03043.12] 把那个行为
[03043.12-03045.16] 然后说给当时造成损失的
[03045.16-03046.44] 应当于一部场
[03046.44-03047.48] 中说法对不对
[03047.48-03047.88] 不对
[03047.88-03050.68] 因为你是没法的行政行为
[03050.68-03051.96] 为法要给什么
[03051.96-03052.52] 赔偿
[03052.52-03053.48] 所以这个点在这
[03053.48-03054.24] 可过
[03054.24-03055.44] 所以城市首新当中
[03055.44-03056.44] 比较喜欢考的是
[03056.44-03057.72] 公民新来历保护
[03057.72-03059.32] 本来是考的是这个信
[03059.32-03060.44] 需要同门长位
[03060.44-03061.76] 是这个信当中
[03061.76-03062.72] 第一个
[03062.72-03063.80] 不得招令西赶
[03063.80-03065.04] 如果一定要改的话
[03065.04-03067.00] 你就要赔或者是要不
[03067.00-03067.52] 什么情况
[03067.52-03068.56] 赔什么关系
[03068.56-03069.76] 大家要注意
[03069.76-03071.28] 这是第五个
[03071.28-03072.92] 叫做城市首信
[03072.92-03073.84] 那第六一個呢
[03073.84-03076.04] 就叫做全則統一
[03076.04-03076.84] 全則統一
[03076.84-03077.72] 其實是兩個
[03077.72-03078.64] 第一個叫做全
[03078.64-03079.92] 第2叫做則
[03079.92-03080.76] 所以的全呢
[03080.76-03083.44] 就是在這裡他提到叫行政
[03084.00-03085.20] 笑能源則
[03085.20-03086.52] 所以行政笑能源則
[03086.52-03087.28] 就是
[03087.52-03089.20] 行政計劃一法律行
[03089.20-03090.92] 經濟社會文化管理事務
[03090.92-03092.64] 比如說他管理社會的運行
[03092.64-03094.36] 他是不是要進行紅溫調控
[03094.36-03096.00] 咱們在經濟法動中講過
[03096.00-03096.36] 對吧
[03096.36-03098.08] 或者要進行社會管理的話
[03098.08-03099.68] 他是不是要運用到一些
[03099.68-03100.88] 比如說公安局
[03100.88-03103.20] 我们有日常的社会矛盾纠分的时候
[03103.20-03105.08] 它是不是也会摄一到这样的一些机关
[03105.08-03107.72] 也说它在去管理这些社会树的时候
[03107.72-03111.52] 它必须要有法律或者是法规覆理的
[03111.52-03114.24] 相应的执法的手段才能保证它的正虑有效
[03114.24-03117.00] 所以全责全责当中的第一部分就是什么
[03117.00-03121.68] 就是有权 它的权是来做于法律覆理它
[03122.24-03124.24] 相应的执法手段 直至权
[03124.24-03126.04] 那么说了权利机关
[03126.04-03127.48] 或者是国家的形状机关
[03127.48-03130.56] 它有权必有责用权
[03130.56-03133.70] 受監督,所以他给他行政受权的时候
[03133.70-03135.94] 他必须让他承担相打责任
[03135.94-03137.74] 所以在这里面去叫做什么原则
[03137.74-03139.72] 就叫做行政责任人则
[03139.72-03141.64] 所以全责同意,全责同意
[03141.64-03144.66] 这里面的责,强调就是行政责任
[03144.66-03148.42] 行政责任在考试当中,经常考察到的点
[03148.42-03150.02] 就是我们经常会看到的
[03150.02-03153.90] 说什么呢?对行政机关要进行依法监督
[03153.90-03155.96] 对吧,这个时候又或者说了
[03155.96-03159.54] 说什么给当时造成的损失要主动进行赔常
[03159.54-03164.92] 你看它进行相当的赔承和我们所说的接受监督都属于什么
[03164.92-03166.72] 重担责任的表现
[03166.72-03168.50] 所以在这里全责原则
[03169.26-03171.06] 其强的就是一方面强调权
[03171.32-03172.60] 但是全是法律负与的
[03172.86-03174.64] 第二方面就是强调他的什么
[03174.64-03180.02] 强调他的责他的责就表现在他要主动赔承接受监督
[03180.28-03182.84] 所以可以在责任原则旁边写上
[03182.84-03184.38] 叫做主动赔承
[03185.14-03187.44] 你主动赔承就是你单责的表现
[03187.44-03193.44] 主動配上,並且接受監督,你接受大家對你的監督也是承擔責任的表現
[03193.44-03203.44] 所以在這裡面考試的時候,老實在他如果考全責統一當中的責任原則或者是他在考試實在力的時候,從那時候就是從這兒
[03203.44-03208.44] 那這個就是我們所說的叫做全責統一原則
[03208.44-03211.44] 這個就是整體上我們所提到的形狀犯了,幾個原則
[03211.44-03212.98] 所以形容法基本原则
[03212.98-03213.80] 以后有6个
[03213.80-03215.78] 咱们快速做一个考点输立
[03215.78-03217.32] 人第一个叫合法行政
[03217.32-03218.48] 说了合法行政
[03218.48-03220.40] 他是主要原则
[03220.40-03221.18] 首先要原则
[03221.18-03221.94] 放在第一个
[03221.94-03227.06] 也是行政活动去别于民事活动的主要标志
[03228.08-03229.10] 合法行政
[03229.10-03230.14] 合法行政两方面
[03230.14-03231.60] 第一个叫法律有些法律保留
[03231.60-03233.52] 你说老是我记不住法律有些法律保留
[03233.52-03234.30] 那就记
[03234.30-03235.88] 他体现在三个方面
[03235.88-03238.32] 第一个就是合法行政法律
[03239.34-03240.12] 已经规定了
[03240.12-03241.66] 你就不能和它相底处
[03241.66-03243.06] 所以任何规定和决定
[03243.06-03244.22] 不能和法律相底处
[03244.22-03245.74] 第2个法律已经规定好的
[03245.74-03246.52] 你就必须要做
[03246.52-03247.80] 所以它有一物執行
[03247.80-03249.08] 现行法律规定的
[03249.08-03249.58] 法规
[03249.58-03251.38] 现行法规定的
[03251.38-03251.84] 一物
[03251.84-03252.14] 对吧
[03252.14-03252.92] 这是第2个
[03252.92-03254.96] 第3一个就是我们都知道
[03255.74-03256.50] 法律保留
[03256.50-03257.90] 这是任何的形狀行为
[03257.90-03259.58] 它必须都是法律数据活动
[03259.58-03260.86] 能不能法外数据
[03261.62-03262.66] 不得法外数据
[03262.66-03264.18] 这是合法形证
[03264.18-03264.96] 这是首要的
[03265.20-03266.48] 但是除了合法形证之外
[03266.48-03268.78] 我们说了还要强调合理形证
[03268.78-03269.06] 对吧
[03269.06-03270.06] 因为有的时候
[03270.06-03271.34] 單純的有法律
[03271.34-03275.30] 它就是用相對來說比較強硬的這種法條
[03275.30-03278.82] 有的時候單純從法律角度去開設我們都會覺得很離譜
[03278.82-03282.66] 所以我們在行政法當中提到的叫做合理行政
[03282.66-03286.26] 合理行政就是第一個叫做公平公政原則
[03286.26-03287.30] 也就是平冷原則
[03287.30-03289.90] 平冷原則常見的就是同冷情況同冷對待
[03289.90-03291.54] 但是我們常靠的是什麼
[03291.54-03293.74] 是不同情況差別對待
[03293.74-03297.54] 第二個你做什麼樣的行政採訣行政決定的時候
[03297.54-03300.16] 你必须只考虑立法目的就知道
[03300.16-03304.40] 只考虑立法受权目的不考虑其他就考虑相关于所
[03304.40-03307.74] 所以你说老师我背不下来什么考虑相关于所面具
[03307.98-03308.88] 记住一个点
[03308.88-03312.64] 合理行政的第二方面只考虑立法目的不考虑其他
[03312.64-03316.44] 你不能说露铭公园是考虑他的新作血型加势人体
[03316.44-03317.24] 是些不行的
[03317.24-03319.24] 所以你看他只考虑什么
[03319.24-03320.74] 立法目的不考虑其他
[03320.74-03325.00] 在这里面合理行政当中最长考的一个就是比例原则
[03325.00-03327.24] 比例原则当中同们重点去掌握宋
[03327.24-03328.08] 害最小
[03328.08-03329.18] 虽然最小观点此
[03329.18-03330.28] 最轻微
[03330.28-03331.80] 能不損还公民权义
[03331.80-03333.24] 就不損还公民权义
[03333.24-03334.48] 所以叫做最轻微
[03334.48-03335.64] 所以天安当励看到什么
[03335.64-03336.80] 最重的手段
[03336.80-03337.08] 美好
[03338.08-03338.68] 都不对
[03338.68-03339.08] 对吧
[03339.08-03340.44] 这个是我们所说的
[03340.44-03340.80] 叫做
[03340.80-03342.56] 合理形状当中的比例原则
[03342.56-03344.52] 还有就是程序政当
[03344.52-03345.80] 成一重当三个方面
[03345.80-03346.44] 第一个
[03346.44-03347.64] 形状公开
[03347.64-03348.48] 形状公开的
[03348.48-03349.72] 我们说大部分都要进行
[03349.72-03350.32] 细细公开
[03350.32-03351.20] 但是有例外
[03351.20-03352.44] 比如说国家秘密
[03352.44-03353.72] 移率不恐开
[03353.72-03354.40] 商业秘密
[03354.40-03356.04] 个人以色金
[03356.04-03359.62] 什么呀 经同意或出于公共力需要可以公开
[03359.62-03362.44] 程序政当还体现在要进行公众参与
[03362.44-03365.14] 老百姓在决定前决定中和决定后
[03365.14-03369.10] 你都给他参与我们所说的行政管理的这样一个机会
[03369.10-03371.14] 这个就叫做公众参与
[03371.14-03373.20] 那最后一个呢就是迴避原作
[03373.20-03375.10] 如果在这里面有历害关系的话
[03375.10-03378.06] 那这个时候就要考虑到迴避原作了
[03378.06-03379.86] 那这个是程序政当
[03379.86-03383.06] 那接下呢就是高校变名高校变名两方面
[03383.06-03385.48] 第一个就是高校高校说了
[03385.48-03388.56] 行政效率高 隧体能当中看到什么实效问题
[03388.56-03390.44] 就和效率贯关有关
[03390.44-03391.84] 变连就是什么
[03391.84-03395.20] 变令当时老百姓怎么方面怎么来 对吧
[03395.20-03397.84] 这个时候联合办公大厅最上靠的
[03397.84-03400.60] 城市首线两个方面 第一个是城
[03400.60-03402.44] 第二个是戏 城值的是什么
[03402.44-03407.12] 有真 所以在这里我们说了 城 墙掉的是信息真实原则
[03407.12-03409.28] 比如说你别说惶怀 再说真话
[03409.28-03413.96] 第二个首线 戏 你必须说话算数 不能错设计
[03413.96-03417.16] 所以在这里提到叫做信蕾利益保护
[03417.16-03417.96] 保护谁
[03417.96-03419.36] 只能是保护朋友老百姓
[03419.36-03420.68] 你做一国家公权力机关
[03420.68-03422.36] 初一对你春天然的信任
[03423.36-03425.16] 老百姓会产生什么
[03425.16-03426.16] 信蕾利益
[03426.16-03428.36] 老百姓在这里会产生信蕾利益
[03428.36-03429.96] 我们对老百姓的信蕾利益
[03429.96-03431.88] 就必须实行保护
[03431.88-03433.36] 所以叫信蕾利益保护原则
[03433.36-03434.36] 信蕾利益保护原则
[03434.36-03435.56] 考虑应停比较多
[03435.56-03437.56] 所以说了这个地方是要实际的
[03437.56-03440.36] 第一个就是非音法定是有法定程序
[03440.36-03440.96] 不得赶
[03440.96-03441.96] 你一定要赶的话
[03441.96-03444.72] 你要继续它相当的配上或不畅
[03444.72-03446.32] 什么情况下配上
[03446.32-03447.76] 围法的情况下配上
[03447.76-03449.12] 什么情况下不畅
[03449.12-03450.72] 合法的情况下不畅
[03450.72-03452.40] 这事成实手续
[03452.40-03453.80] 最后一个就是权则
[03453.80-03454.64] 统一
[03454.64-03455.36] 有权
[03455.36-03456.40] 必有则
[03456.40-03457.16] 用权
[03457.16-03458.20] 受监督
[03458.20-03458.60] 对吧
[03458.60-03459.12] 所以
[03459.12-03460.72] 在权则统圆则当中
[03460.72-03462.20] 必要常见的是行政
[03462.20-03463.20] 则任元则
[03463.20-03464.04] 行政则任元则
[03464.04-03464.56] 第一个
[03464.56-03465.72] 就是主动配上
[03465.72-03467.64] 第二就是接受监督
[03467.64-03468.56] 所以在这里面
[03468.56-03469.40] 他叫注意
[03469.40-03470.84] 那考试考得比较多的
[03470.84-03471.84] 合法行政
[03471.84-03475.24] 合理行政 城市首信当中的新来立保护
[03475.24-03476.96] 这三个是无论如何
[03476.96-03481.36] 你都要去给我从理解行的题目角度去给他吃透的
[03481.36-03482.68] 其他的那几个点
[03482.68-03486.04] 你要通过这样的一个大的框架
[03486.04-03487.80] 给他书理清楚就OK了
[03487.80-03490.76] 他可能出案例也可能说其他的表述
[03490.76-03494.72] 在理解行题目的时候考察就相对临活都要一些
[03494.72-03497.20] 咱们做个体来试一下吧 看一下
[03497.20-03499.28] 说这事的市场监督管理局
[03499.28-03502.28] 对于该是某企业非法天家
[03502.28-03504.84] 这种天家食品天家记得为法行为
[03504.84-03508.12] 以率按照最高标准进行了严厉的处罚
[03508.12-03509.88] 能不能最高我们说不行了
[03509.88-03512.32] 你要能轻微你就轻微
[03512.32-03515.04] 能不轻发老的行力也你就不轻发老老的行力也
[03515.04-03517.24] 所以它最高标准为法的什么样子
[03517.24-03519.36] 只能是为法了比例原则
[03519.36-03520.64] 那如果不给你比例原则
[03520.64-03523.40] 在这里给你把这个比例原则改成合理行征呢
[03524.68-03526.40] 那就要选合理行征原则了吧
[03526.40-03526.88] 对吧
[03526.88-03530.88] 所以在这里面大家要注意一下 照体选择的是第二个
[03530.88-03536.16] 第二个 第二体来看一下 说下令不属于合法行政的
[03536.16-03538.88] 合法行政几个来三个 对不对
[03538.88-03542.68] 第一个是什么 不得与现行法律相 底出
[03542.68-03544.88] 对吧 那不得底出现行法律
[03544.88-03549.08] 第二个是什么 第二个他规定你做的意误 你必须去做
[03549.08-03553.08] 第三一个不能怎么样 法外受权 那咱们来看一下
[03553.08-03554.76] 他就知道对他的理解也选项
[03554.76-03556.66] 说行政机关在其法时
[03556.66-03558.64] 必须遵守陷阱法律
[03559.04-03563.64] 要不要遵守 要不遵守陷阱法律是不是就不得和法律相底处
[03563.64-03565.62] 也选项正确 必选项
[03565.62-03567.74] 说行政机关在只法时
